count$path$bad_name$	suggested_name
   50$_NO_HIGHERTAXON$Abutilon otocarpum$	Abutilon sp_ms_otocarpum
   30$_NO_HIGHERTAXON$Abutilon oxycarpum$	Abutilon sp_ms_oxycarpum
   54$_NO_HIGHERTAXON$Abutilon pritzelianum$	Abutilon sp_ms_pritzelianum
    2$_NO_HIGHERTAXON$Abutilon sp.$	Abutilon sp.
   88$_NO_HIGHERTAXON$Abutilon$	Abutilon
   45$_NO_HIGHERTAXON$Acacia  subsp. sophorae$	Acacia  subsp. sophorae
   12$_NO_HIGHERTAXON$Acacia acinacea$	Acacia sp_ms_acinacea
   10$_NO_HIGHERTAXON$Acacia ancistrocarpa var. ancistrophylla$	Acacia sp_ms_ancistrocarpa
   19$_NO_HIGHERTAXON$Acacia ancistrocarpa$	Acacia sp_ms_ancistrocarpa
   22$_NO_HIGHERTAXON$Acacia andrewsii$	Acacia sp_ms_andrewsii
   20$_NO_HIGHERTAXON$Acacia aneura var. aneura$	Acacia sp_ms_aneura
   22$_NO_HIGHERTAXON$Acacia aneura var. tenuis &#40;flat&#41;$	Acacia sp_ms_aneura
  111$_NO_HIGHERTAXON$Acacia aneura$	Acacia sp_ms_aneura
    6$_NO_HIGHERTAXON$Acacia auriculiformis$	Acacia sp_ms_auriculiformis
    1$_NO_HIGHERTAXON$Acacia ausfeldii$	Acacia sp_ms_ausfeldii
    1$_NO_HIGHERTAXON$Acacia brachybotrya$	Acacia sp_ms_brachybotrya
   63$_NO_HIGHERTAXON$Acacia brachystachya$	Acacia sp_ms_brachystachya
    1$_NO_HIGHERTAXON$Acacia burkittii$	Acacia sp_ms_burkittii
    2$_NO_HIGHERTAXON$Acacia chartacea$	Acacia sp_ms_chartacea
    2$_NO_HIGHERTAXON$Acacia chrysocephala$	Acacia sp_ms_chrysocephala
    1$_NO_HIGHERTAXON$Acacia coolgardiensis$	Acacia sp_ms_coolgardiensis
    2$_NO_HIGHERTAXON$Acacia coriacea subsp. coriacea$	Acacia sp_ms_coriacea
   11$_NO_HIGHERTAXON$Acacia coriacea subsp. pendens$	Acacia sp_ms_coriacea
    2$_NO_HIGHERTAXON$Acacia cuspidifolia$	Acacia sp_ms_cuspidifolia
  193$_NO_HIGHERTAXON$Acacia dealbata$	Acacia sp_ms_dealbata
    2$_NO_HIGHERTAXON$Acacia decurrens$	Acacia sp_ms_decurrens
    3$_NO_HIGHERTAXON$Acacia difficilis$	Acacia sp_ms_difficilis
    2$_NO_HIGHERTAXON$Acacia duriuscula$	Acacia sp_ms_duriuscula
    2$_NO_HIGHERTAXON$Acacia effusifolia$	Acacia sp_ms_effusifolia
   10$_NO_HIGHERTAXON$Acacia erinacea$	Acacia sp_ms_erinacea
    4$_NO_HIGHERTAXON$Acacia hemiteles$	Acacia sp_ms_hemiteles
    1$_NO_HIGHERTAXON$Acacia inceana subsp. conformis$	Acacia sp_ms_inceana
   27$_NO_HIGHERTAXON$Acacia irrorata subsp. irrorata$	Acacia sp_ms_irrorata
    3$_NO_HIGHERTAXON$Acacia kempeana$	Acacia sp_ms_kempeana
    4$_NO_HIGHERTAXON$Acacia latescens$	Acacia sp_ms_latescens
    1$_NO_HIGHERTAXON$Acacia loderi$	Acacia sp_ms_loderi
    1$_NO_HIGHERTAXON$Acacia longifolia subsp. sophorae$	Acacia sp_ms_longifolia
   12$_NO_HIGHERTAXON$Acacia longifolia$	Acacia sp_ms_longifolia
    1$_NO_HIGHERTAXON$Acacia masliniana$	Acacia sp_ms_masliniana
  101$_NO_HIGHERTAXON$Acacia mearnsii$	Acacia sp_ms_mearnsii
  103$_NO_HIGHERTAXON$Acacia melanoxylon$	Acacia sp_ms_melanoxylon
    2$_NO_HIGHERTAXON$Acacia melleodora$	Acacia sp_ms_melleodora
   20$_NO_HIGHERTAXON$Acacia microsperma$	Acacia sp_ms_microsperma
    4$_NO_HIGHERTAXON$Acacia minyura$	Acacia sp_ms_minyura
   14$_NO_HIGHERTAXON$Acacia montana$	Acacia sp_ms_montana
    3$_NO_HIGHERTAXON$Acacia papyrocarpa$	Acacia sp_ms_papyrocarpa
    8$_NO_HIGHERTAXON$Acacia paraneura$	Acacia sp_ms_paraneura
    1$_NO_HIGHERTAXON$Acacia parramattensis$	Acacia sp_ms_parramattensis
    1$_NO_HIGHERTAXON$Acacia pentadenia$	Acacia sp_ms_pentadenia
    4$_NO_HIGHERTAXON$Acacia prainii$	Acacia sp_ms_prainii
   20$_NO_HIGHERTAXON$Acacia pruinocarpa$	Acacia sp_ms_pruinocarpa
   24$_NO_HIGHERTAXON$Acacia ramulosa var. linophylla$	Acacia sp_ms_ramulosa
   13$_NO_HIGHERTAXON$Acacia ramulosa var. ramulosa$	Acacia sp_ms_ramulosa
   15$_NO_HIGHERTAXON$Acacia rivalis$	Acacia sp_ms_rivalis
    1$_NO_HIGHERTAXON$Acacia sclerophylla var. sclerophylla$	Acacia sp_ms_sclerophylla
   21$_NO_HIGHERTAXON$Acacia sclerosperma subsp. sclerosperma$	Acacia sp_ms_sclerosperma
    1$_NO_HIGHERTAXON$Acacia sibina$	Acacia sp_ms_sibina
    4$_NO_HIGHERTAXON$Acacia sp. 1$	Acacia sp_1
    1$_NO_HIGHERTAXON$Acacia sp. barklys &#40;j.l. egan 124&#41;$	Acacia sp_barklys_jl_egan_124
   15$_NO_HIGHERTAXON$Acacia sp.$	Acacia sp.
    1$_NO_HIGHERTAXON$Acacia spathulifolia$	Acacia sp_ms_spathulifolia
   10$_NO_HIGHERTAXON$Acacia spirorbis subsp. solandri$	Acacia sp_ms_spirorbis
   43$_NO_HIGHERTAXON$Acacia spirorbis$	Acacia sp_ms_spirorbis
    3$_NO_HIGHERTAXON$Acacia spondylophylla$	Acacia sp_ms_spondylophylla
