count$path$bad_name$	suggested_name
   22$_NO_HIGHERTAXON$Anischys lundbecki$	Anischys sp_ms_lundbecki
   43$_NO_HIGHERTAXON$Anischys luteovarius$	Anischys sp_ms_luteovarius
    2$_NO_HIGHERTAXON$Anischys sp.$	Anischys sp.
    2$_NO_HIGHERTAXON$Antestiopsis sp_1$	Antestiopsis sp_1
   27$_NO_HIGHERTAXON$Antestiopsis sp_2$	Antestiopsis sp_2
    4$_NO_HIGHERTAXON$Antestiopsis sp_5$	Antestiopsis sp_5
   11$_NO_HIGHERTAXON$Antestiopsis sp_bbcre11msp126$	Antestiopsis sp_bbcre11msp126
    3$_NO_HIGHERTAXON$Antestiopsis sp_bbfr12_msp_008$	Antestiopsis sp_bbfr12_msp_008
    1$_NO_HIGHERTAXON$Antestiopsis sp_nr_cederwaldi$	Antestiopsis sp_nr_cederwaldi
    8$_NO_HIGHERTAXON$Aplerotus sp_bbcre11msp125$	Aplerotus sp_bbcre11msp125
   28$_NO_HIGHERTAXON$Aplerotus sp_nr_grossi$	Aplerotus sp_nr_grossi
   12$_NO_HIGHERTAXON$Appolonius territoralis$	Appolonius sp_ms_territoralis
    1$_NO_HIGHERTAXON$Arafuramiris sp_nsp$	Arafuramiris sp_nsp
   66$_NO_HIGHERTAXON$Arbela telomi$	Arbela sp_ms_telomi
    3$_NO_HIGHERTAXON$Arcleda ferruginea$	Arcleda sp_ms_ferruginea
    3$_NO_HIGHERTAXON$Arniscus humeralis$	Arniscus sp_ms_humeralis
    2$_NO_HIGHERTAXON$Arocatus chiasmus$	Arocatus sp_ms_chiasmus
    6$_NO_HIGHERTAXON$Arocatus rusticus$	Arocatus sp_ms_rusticus
    1$_NO_HIGHERTAXON$Aspideurus flavescens$	Aspideurus sp_ms_flavescens
   20$_NO_HIGHERTAXON$Astacops doddi$	Astacops sp_ms_doddi
    1$_NO_HIGHERTAXON$Au_Phylini_LgP_misc sp.$	Au_Phylini_LgP_misc sp.
   44$_NO_HIGHERTAXON$Ausejanus albisignatus$	Ausejanus sp_ms_albisignatus
   89$_NO_HIGHERTAXON$Ausejanus macrozonata$	Ausejanus sp_ms_macrozonata
  108$_NO_HIGHERTAXON$Ausejanus meridionalis$	Ausejanus sp_ms_meridionalis
    1$_NO_HIGHERTAXON$Ausejanus sp_42$	Ausejanus sp_42
    7$_NO_HIGHERTAXON$Ausejanus sp_44$	Ausejanus sp_44
    6$_NO_HIGHERTAXON$Australcmena lineativentris$	Australcmena sp_ms_lineativentris
    4$_NO_HIGHERTAXON$Austrocapsus antennatus$	Austrocapsus sp_ms_antennatus
   11$_NO_HIGHERTAXON$Austrocapsus grandis$	Austrocapsus sp_ms_grandis
   10$_NO_HIGHERTAXON$Austrocapsus martigena$	Austrocapsus sp_ms_martigena
    5$_NO_HIGHERTAXON$Austrocapsus sp_bb$	Austrocapsus sp_bb
    2$_NO_HIGHERTAXON$Austrocapsus sp_bbfr12_msp136$	Austrocapsus sp_bbfr12_msp136
   44$_NO_HIGHERTAXON$Austrocapsus sp_cc$	Austrocapsus sp_cc
    3$_NO_HIGHERTAXON$Austrocapsus sp_elongatus$	Austrocapsus sp_elongatus
    1$_NO_HIGHERTAXON$Austrocapsus sp_nabb13msp066$	Austrocapsus sp_nabb13msp066
    2$_NO_HIGHERTAXON$Austrocapsus sp_nabb13msp068$	Austrocapsus sp_nabb13msp068
    2$_NO_HIGHERTAXON$Austrocapsus sp_nabb13msp082$	Austrocapsus sp_nabb13msp082
   10$_NO_HIGHERTAXON$Austrocapsus sp_nr_dallasi$	Austrocapsus sp_nr_dallasi
  819$_NO_HIGHERTAXON$Austromiris sp.$	Austromiris sp.
    2$_NO_HIGHERTAXON$Austromiris sp_33$	Austromiris sp_33
   82$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp064$	Austromiris sp_bbgr12msp064
    1$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp065$	Austromiris sp_bbgr12msp065
    3$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp066$	Austromiris sp_bbgr12msp066
    9$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp067$	Austromiris sp_bbgr12msp067
    7$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp068$	Austromiris sp_bbgr12msp068
    1$_NO_HIGHERTAXON$Austromiris sp_bbgr12msp068b$	Austromiris sp_bbgr12msp068b
    1$_NO_HIGHERTAXON$Austromiris sp_bbned11msp005$	Austromiris sp_bbned11msp005
    7$_NO_HIGHERTAXON$Austromiris sp_bbned11msp026$	Austromiris sp_bbned11msp026
   79$_NO_HIGHERTAXON$Austromiris sp_s003$	Austromiris sp_s003
   70$_NO_HIGHERTAXON$Austromiris sp_s039$	Austromiris sp_s039
  125$_NO_HIGHERTAXON$Austropeplus annulipes$	Austropeplus sp_ms_annulipes
    5$_NO_HIGHERTAXON$Austrovannius scutica$	Austrovannius sp_ms_scutica
    3$_NO_HIGHERTAXON$Austrovannius sp.$	Austrovannius sp.
    1$_NO_HIGHERTAXON$Avicenna inquinata$	Avicenna sp_ms_inquinata
    1$_NO_HIGHERTAXON$Baclozygum bergrothi$	Baclozygum sp_ms_bergrothi
    1$_NO_HIGHERTAXON$Baclozygum depressum$	Baclozygum sp_ms_depressum
    7$_NO_HIGHERTAXON$Bakeriola sp.$	Bakeriola sp.
    2$_NO_HIGHERTAXON$Belenus sp_bbfr12_msp_079$	Belenus sp_bbfr12_msp_079
   91$_NO_HIGHERTAXON$Bironiella sp.$	Bironiella sp.
    1$_NO_HIGHERTAXON$Blesingia fasciatipennis$	Blesingia sp_ms_fasciatipennis
    2$_NO_HIGHERTAXON$Blesingia sp_bbfr12_msp_115$	Blesingia sp_bbfr12_msp_115
    4$_NO_HIGHERTAXON$Boocoris bufiformis$	Boocoris sp_ms_bufiformis
    7$_NO_HIGHERTAXON$Bothriomiris sp.$	Bothriomiris sp.
    1$_NO_HIGHERTAXON$Brachyplatys sp_bbfr12_msp_045$	Brachyplatys sp_bbfr12_msp_045
    3$_NO_HIGHERTAXON$Brentiscerus australis$	Brentiscerus sp_ms_australis
    1$_NO_HIGHERTAXON$Brentiscerus sp$	Brentiscerus sp
    2$_NO_HIGHERTAXON$Bromocoris souefi$	Bromocoris sp_ms_souefi
    7$_NO_HIGHERTAXON$Campylomma liebknechti$	Campylomma sp_ms_liebknechti
    1$_NO_HIGHERTAXON$Campylomma sp$	Campylomma sp
   70$_NO_HIGHERTAXON$Campylomma sp_bbcre11msp085$	Campylomma sp_bbcre11msp085
    3$_NO_HIGHERTAXON$Campylomma sp_bbfr12_msp_124$	Campylomma sp_bbfr12_msp_124
    1$_NO_HIGHERTAXON$Campylomma sp_bbfr12_msp_125$	Campylomma sp_bbfr12_msp_125
    1$_NO_HIGHERTAXON$Campylomma sp_bbfr12_msp_126$	Campylomma sp_bbfr12_msp_126
    1$_NO_HIGHERTAXON$Campylomma sp_bbfr12_msp_127$	Campylomma sp_bbfr12_msp_127
    1$_NO_HIGHERTAXON$Campylomma sp_bbfr12_msp_128$	Campylomma sp_bbfr12_msp_128
    5$_NO_HIGHERTAXON$Campylomma sp_bbned11msp028$	Campylomma sp_bbned11msp028
    1$_NO_HIGHERTAXON$Capyella lobulata$	Capyella sp_ms_lobulata
    3$_NO_HIGHERTAXON$Cardiastethus aridimpressus$	Cardiastethus sp_ms_aridimpressus
    7$_NO_HIGHERTAXON$Carvalhoma malcolmae$	Carvalhoma sp_ms_malcolmae
   10$_NO_HIGHERTAXON$Carvalhoma sp_ms_parva$	Carvalhoma sp_ms_parva
    3$_NO_HIGHERTAXON$Carvalhoma sp_ms_weiri$	Carvalhoma sp_ms_weiri
    2$_NO_HIGHERTAXON$Carvalhoma talpini$	Carvalhoma sp_ms_talpini
   11$_NO_HIGHERTAXON$Caystrus sp$	Caystrus sp
    3$_NO_HIGHERTAXON$Cephaloplatus australis$	Cephaloplatus sp_ms_australis
    1$_NO_HIGHERTAXON$Cephaloplatus bbkimb_msp061$	Cephaloplatus sp_bbkimb_msp061
    1$_NO_HIGHERTAXON$Cephaloplatus pertyi$	Cephaloplatus sp_ms_pertyi
    5$_NO_HIGHERTAXON$Cephaloplatus sp_bbfr12_msp_015$	Cephaloplatus sp_bbfr12_msp_015
    4$_NO_HIGHERTAXON$Cermatulus nasalis$	Cermatulus sp_ms_nasalis
   54$_NO_HIGHERTAXON$Chimsunchartella schwartzi$	Chimsunchartella sp_ms_schwartzi
    2$_NO_HIGHERTAXON$Choerocoris paganus$	Choerocoris sp_ms_paganus
    5$_NO_HIGHERTAXON$Choerocoris variegatus$	Choerocoris sp_ms_variegatus
    3$_NO_HIGHERTAXON$Clavigralloides sp_bbfr12_msp_032$	Clavigralloides sp_bbfr12_msp_032
    6$_NO_HIGHERTAXON$Clavigralloides spinosus$	Clavigralloides sp_ms_spinosus
    1$_NO_HIGHERTAXON$Cletus minutus$	Cletus sp_ms_minutus
   15$_NO_HIGHERTAXON$Cligenes sp_bbfr12_msp_051$	Cligenes sp_bbfr12_msp_051
    1$_NO_HIGHERTAXON$Cligenes sp_bbfr12_msp_052$	Cligenes sp_bbfr12_msp_052
    3$_NO_HIGHERTAXON$Coleotichus costatus$	Coleotichus sp_ms_costatus
    2$_NO_HIGHERTAXON$Cooperocoris australis$	Cooperocoris sp_ms_australis
   83$_NO_HIGHERTAXON$Coridromius chenopoderis$	Coridromius sp_ms_chenopoderis
   83$_NO_HIGHERTAXON$Coridromius monotocopsis$	Coridromius sp_ms_monotocopsis
   15$_NO_HIGHERTAXON$Coridromius mulu$	Coridromius sp_ms_mulu
   14$_NO_HIGHERTAXON$Coridromius norfolkensis$	Coridromius sp_ms_norfolkensis
    2$_NO_HIGHERTAXON$Coridromius sp$	Coridromius sp
    1$_NO_HIGHERTAXON$Coridromius sp_bbfr12_msp_154$	Coridromius sp_bbfr12_msp_154
   87$_NO_HIGHERTAXON$Coridromius sp_bbnabb13msp030$	Coridromius sp_bbnabb13msp030
   73$_NO_HIGHERTAXON$Creontiades dilutus$	Creontiades sp_ms_dilutus
    1$_NO_HIGHERTAXON$Creontiades sp_35$	Creontiades sp_35
    1$_NO_HIGHERTAXON$Creontiades sp_bbgr12msp044$	Creontiades sp_bbgr12msp044
    3$_NO_HIGHERTAXON$Cromerus sp_01$	Cromerus sp_01
    6$_NO_HIGHERTAXON$Crompus oculatus$	Crompus sp_ms_oculatus
  109$_NO_HIGHERTAXON$Crompus opacus$	Crompus sp_ms_opacus
    2$_NO_HIGHERTAXON$Crompus sp_bbcre11msp116$	Crompus sp_bbcre11msp116
   10$_NO_HIGHERTAXON$Cryptorhamphus sp$	Cryptorhamphus sp
  148$_NO_HIGHERTAXON$Cumare pallida$	Cumare sp_ms_pallida
    7$_NO_HIGHERTAXON$Cuspicona apothoracica$	Cuspicona sp_ms_apothoracica
   24$_NO_HIGHERTAXON$Cuspicona privata$	Cuspicona sp_ms_privata
    1$_NO_HIGHERTAXON$Cuspicona simplex$	Cuspicona sp_ms_simplex
    1$_NO_HIGHERTAXON$Cuspicona sp.$	Cuspicona sp.
    4$_NO_HIGHERTAXON$Cuspicona sp_1$	Cuspicona sp_1
   14$_NO_HIGHERTAXON$Cuspicona sp_12$	Cuspicona sp_12
    8$_NO_HIGHERTAXON$Cuspicona sp_13$	Cuspicona sp_13
    3$_NO_HIGHERTAXON$Cuspicona sp_16$	Cuspicona sp_16
    1$_NO_HIGHERTAXON$Cuspicona sp_nr_forticornis$	Cuspicona sp_nr_forticornis
    5$_NO_HIGHERTAXON$Cuspicona thoracica$	Cuspicona sp_ms_thoracica
   21$_NO_HIGHERTAXON$Cylapofulvius sp.$	Cylapofulvius sp.
    1$_NO_HIGHERTAXON$Cymodema basicornis$	Cymodema sp_ms_basicornis
   10$_NO_HIGHERTAXON$Cymodema sp_bbfr12_msp_065$	Cymodema sp_bbfr12_msp_065
    5$_NO_HIGHERTAXON$Cymodema sp_nr_mauritii$	Cymodema sp_nr_mauritii
    1$_NO_HIGHERTAXON$Cymus sp$	Cymus sp
    1$_NO_HIGHERTAXON$Cysteochila sp_02$	Cysteochila sp_02
    2$_NO_HIGHERTAXON$Cysteochila sp_bbfr12_msp_078$	Cysteochila sp_bbfr12_msp_078
  182$_NO_HIGHERTAXON$Darwinocoris australicus$	Darwinocoris sp_ms_australicus
    3$_NO_HIGHERTAXON$Darwinocoris sp_bbfr12_msp_039$	Darwinocoris sp_bbfr12_msp_039
   18$_NO_HIGHERTAXON$Dasymiris sp.$	Dasymiris sp.
   60$_NO_HIGHERTAXON$Democoris sp$	Democoris sp
   11$_NO_HIGHERTAXON$Democoris sp_a$	Democoris sp_a
    2$_NO_HIGHERTAXON$Deraeocoris maoricus$	Deraeocoris sp_ms_maoricus
    2$_NO_HIGHERTAXON$Deroploopsis sp_bbcre11msp127$	Deroploopsis sp_bbcre11msp127
    1$_NO_HIGHERTAXON$Diaphyta sp$	Diaphyta sp
    1$_NO_HIGHERTAXON$Diaphyta sp_bbcre11msp130$	Diaphyta sp_bbcre11msp130
    3$_NO_HIGHERTAXON$Dicranocephalus aroonanus$	Dicranocephalus sp_ms_aroonanus
    3$_NO_HIGHERTAXON$Dicrotelus prolixus$	Dicrotelus sp_ms_prolixus
    5$_NO_HIGHERTAXON$Dictyotus inconspicuus$	Dictyotus sp_ms_inconspicuus
    6$_NO_HIGHERTAXON$Dictyotus roei$	Dictyotus sp_ms_roei
    1$_NO_HIGHERTAXON$Dictyotus sp$	Dictyotus sp
    2$_NO_HIGHERTAXON$Dictyotus tasmanicus$	Dictyotus sp_ms_tasmanicus
    1$_NO_HIGHERTAXON$Dicyphylus scaevolae$	Dicyphylus sp_ms_scaevolae
    1$_NO_HIGHERTAXON$Dieuches sp_bbfr12_msp_073$	Dieuches sp_bbfr12_msp_073
   12$_NO_HIGHERTAXON$Dilompus robustus$	Dilompus sp_ms_robustus
   21$_NO_HIGHERTAXON$Dilompus sp$	Dilompus sp
   29$_NO_HIGHERTAXON$Dilompus woodwardi$	Dilompus sp_ms_woodwardi
   15$_NO_HIGHERTAXON$Dimifacoris ms_bifurcata$	Dimifacoris sp_ms_bifurcata
    3$_NO_HIGHERTAXON$Dimifacoris ms_splendida$	Dimifacoris sp_ms_splendida
    7$_NO_HIGHERTAXON$Dimifacoris sp_np7$	Dimifacoris sp_np7
    1$_NO_HIGHERTAXON$Diniella glabrata$	Diniella sp_ms_glabrata
    8$_NO_HIGHERTAXON$Dinomachellus sp_n_sp_1$	Dinomachellus sp_n_sp_1
    2$_NO_HIGHERTAXON$Dinomachellus sp_n_sp_2$	Dinomachellus sp_n_sp_2
   17$_NO_HIGHERTAXON$Dinomachus australis$	Dinomachus sp_ms_australis
   19$_NO_HIGHERTAXON$Dinomachus sp$	Dinomachus sp
   30$_NO_HIGHERTAXON$Diomocoris fasciatus$	Diomocoris sp_ms_fasciatus
    4$_NO_HIGHERTAXON$Diomocoris granosus$	Diomocoris sp_ms_granosus
   55$_NO_HIGHERTAXON$Diomocoris ostiolum$	Diomocoris sp_ms_ostiolum
  656$_NO_HIGHERTAXON$Diomocoris sp.$	Diomocoris sp.
  184$_NO_HIGHERTAXON$Diomocoris sp_ms_nebulosus$	Diomocoris sp_ms_nebulosus
    9$_NO_HIGHERTAXON$Diplocysta bilobata$	Diplocysta sp_ms_bilobata
    1$_NO_HIGHERTAXON$Diplocysta trilobata$	Diplocysta sp_ms_trilobata
    3$_NO_HIGHERTAXON$Diplonychus planus$	Diplonychus sp_ms_planus
    2$_NO_HIGHERTAXON$Dippilana membranacea$	Dippilana sp_ms_membranacea
    8$_NO_HIGHERTAXON$Duadicus namyatovae$	Duadicus sp_ms_namyatovae
   34$_NO_HIGHERTAXON$Duadicus pallidus$	Duadicus sp_ms_pallidus
   68$_NO_HIGHERTAXON$Dysdercus cingulatus$	Dysdercus sp_ms_cingulatus
    1$_NO_HIGHERTAXON$Dysdercus decussatus$	Dysdercus sp_ms_decussatus
    4$_NO_HIGHERTAXON$Dysdercus sidae$	Dysdercus sp_ms_sidae
   15$_NO_HIGHERTAXON$Elasmostethus emeritus$	Elasmostethus sp_ms_emeritus
   29$_NO_HIGHERTAXON$Elasmostethus lineus$	Elasmostethus sp_ms_lineus
    2$_NO_HIGHERTAXON$Elasmostethus nigropunctatus$	Elasmostethus sp_ms_nigropunctatus
   10$_NO_HIGHERTAXON$Elasmostethus sp.$	Elasmostethus sp.
   50$_NO_HIGHERTAXON$Elasmostethus suffusus$	Elasmostethus sp_ms_suffusus
    8$_NO_HIGHERTAXON$Elasmucha salebrosa$	Elasmucha sp_ms_salebrosa
    1$_NO_HIGHERTAXON$Elasmucha sp.$	Elasmucha sp.
    4$_NO_HIGHERTAXON$Engynoma sp_ms_watarrka$	Engynoma sp_ms_watarrka
   33$_NO_HIGHERTAXON$Engynoma tasmaniae$	Engynoma sp_ms_tasmaniae
  190$_NO_HIGHERTAXON$Engytatus nicotianae$	Engytatus sp_ms_nicotianae
    3$_NO_HIGHERTAXON$Engytatus sp_bbcre11msp102$	Engytatus sp_bbcre11msp102
    1$_NO_HIGHERTAXON$Engytatus sp_bbned11msp016$	Engytatus sp_bbned11msp016
   37$_NO_HIGHERTAXON$Epimixia alitophrosyne$	Epimixia sp_ms_alitophrosyne
    8$_NO_HIGHERTAXON$Epimixia nigriceps$	Epimixia sp_ms_nigriceps
   15$_NO_HIGHERTAXON$Epimixia nigripes ssp. dysmica$	Epimixia sp_nigripes_ssp_dysmica
   48$_NO_HIGHERTAXON$Epimixia sp_ms_aboccidente$	Epimixia sp_ms_aboccidente
    1$_NO_HIGHERTAXON$Epimixia sp_ms_fulva$	Epimixia sp_ms_fulva
    5$_NO_HIGHERTAXON$Epimixia sp_ms_leai$	Epimixia sp_ms_leai
    4$_NO_HIGHERTAXON$Epimixia veteris$	Epimixia sp_ms_veteris
    7$_NO_HIGHERTAXON$Eremotylus mosmanensis$	Eremotylus sp_ms_mosmanensis
    5$_NO_HIGHERTAXON$Eritingis aporema$	Eritingis sp_ms_aporema
   41$_NO_HIGHERTAXON$Eritingis koebeli$	Eritingis sp_ms_koebeli
   27$_NO_HIGHERTAXON$Eritingis sp_01$	Eritingis sp_01
   94$_NO_HIGHERTAXON$Eritingis sp_02$	Eritingis sp_02
   14$_NO_HIGHERTAXON$Eritingis sp_bbcre11msp004$	Eritingis sp_bbcre11msp004
    6$_NO_HIGHERTAXON$Eritingis sp_x$	Eritingis sp_x
    4$_NO_HIGHERTAXON$Eritingis trivirgata$	Eritingis sp_ms_trivirgata
   76$_NO_HIGHERTAXON$Eupolemus angularis$	Eupolemus sp_ms_angularis
   45$_NO_HIGHERTAXON$Eupolemus angustulus$	Eupolemus sp_ms_angustulus
   82$_NO_HIGHERTAXON$Eupolemus insularis$	Eupolemus sp_ms_insularis
    4$_NO_HIGHERTAXON$Eupolemus languidus$	Eupolemus sp_ms_languidus
   13$_NO_HIGHERTAXON$Eupolemus maculicollis$	Eupolemus sp_ms_maculicollis
   35$_NO_HIGHERTAXON$Eupolemus marginatus$	Eupolemus sp_ms_marginatus
    5$_NO_HIGHERTAXON$Eupolemus picturatus$	Eupolemus sp_ms_picturatus
   40$_NO_HIGHERTAXON$Eupolemus sp.$	Eupolemus sp.
    1$_NO_HIGHERTAXON$Eupolemus sp_bbcre11msp122$	Eupolemus sp_bbcre11msp122
   38$_NO_HIGHERTAXON$Eupolemus sp_ms_grossi$	Eupolemus sp_ms_grossi
    3$_NO_HIGHERTAXON$Eupolemus sp_ms_reidi$	Eupolemus sp_ms_reidi
    9$_NO_HIGHERTAXON$Eupolemus sp_ms_snowiera$	Eupolemus sp_ms_snowiera
   24$_NO_HIGHERTAXON$Eupolemus sp_ms_stergepacris$	Eupolemus sp_ms_stergepacris
    2$_NO_HIGHERTAXON$Eupolemus sp_nov_58$	Eupolemus sp_nov_58
   35$_NO_HIGHERTAXON$Eupolemus tasmanicus$	Eupolemus sp_ms_tasmanicus
   79$_NO_HIGHERTAXON$Eupolemus venustulus$	Eupolemus sp_ms_venustulus
   13$_NO_HIGHERTAXON$Eurynysius meschioides$	Eurynysius sp_ms_meschioides
   17$_NO_HIGHERTAXON$Eurynysius sp$	Eurynysius sp
    7$_NO_HIGHERTAXON$Eurynysius sp_nsp_1$	Eurynysius sp_nsp_1
    1$_NO_HIGHERTAXON$Eurynysius sp_nsp_2$	Eurynysius sp_nsp_2
    1$_NO_HIGHERTAXON$Eurynysius sp_nsp_3$	Eurynysius sp_nsp_3
    6$_NO_HIGHERTAXON$Eurynysius sp_nsp_4$	Eurynysius sp_nsp_4
    3$_NO_HIGHERTAXON$Eurynysius sp_nsp_5$	Eurynysius sp_nsp_5
    3$_NO_HIGHERTAXON$Everardia picta$	Everardia sp_ms_picta
    9$_NO_HIGHERTAXON$Everardia sp_n_sp_1$	Everardia sp_n_sp_1
   44$_NO_HIGHERTAXON$Exocarpocoris aurum$	Exocarpocoris sp_ms_aurum
   10$_NO_HIGHERTAXON$Eysarcoris distinctus$	Eysarcoris sp_ms_distinctus
    6$_NO_HIGHERTAXON$Eysarcoris lerreddi$	Eysarcoris sp_ms_lerreddi
    2$_NO_HIGHERTAXON$Eysarcoris sp$	Eysarcoris sp
   76$_NO_HIGHERTAXON$Fingulus atrocaeruleus$	Fingulus sp_ms_atrocaeruleus
    2$_NO_HIGHERTAXON$Fronsetta chrisdarwini$	Fronsetta sp_ms_chrisdarwini
    5$_NO_HIGHERTAXON$Frontimiris bentinckensis$	Frontimiris sp_ms_bentinckensis
   44$_NO_HIGHERTAXON$Frontimiris pandanaphilus$	Frontimiris sp_ms_pandanaphilus
    1$_NO_HIGHERTAXON$Frontimiris sp_nov_monteithi$	Frontimiris sp_nov_monteithi
    2$_NO_HIGHERTAXON$Fulvioaustrus sp.$	Fulvioaustrus sp.
  130$_NO_HIGHERTAXON$Fulvius sp.$	Fulvius sp.
    3$_NO_HIGHERTAXON$Galgacus labidus$	Galgacus sp_ms_labidus
    3$_NO_HIGHERTAXON$Gelonus tasmanicus$	Gelonus sp_ms_tasmanicus
    6$_NO_HIGHERTAXON$Gen Nov QLD sp.$	Gen sp_Nov_QLD_sp
    1$_NO_HIGHERTAXON$Geocoris asetosus$	Geocoris sp_ms_asetosus
    3$_NO_HIGHERTAXON$Geocoris sp_bbfr12_msp_026$	Geocoris sp_bbfr12_msp_026
  180$_NO_HIGHERTAXON$Germalus humeralis$	Germalus sp_ms_humeralis
    5$_NO_HIGHERTAXON$Germalus kurandae$	Germalus sp_ms_kurandae
    1$_NO_HIGHERTAXON$Germalus lineolosus$	Germalus sp_ms_lineolosus
   37$_NO_HIGHERTAXON$Germalus sp$	Germalus sp
   13$_NO_HIGHERTAXON$Germalus sp_bbcre11msp114$	Germalus sp_bbcre11msp114
    1$_NO_HIGHERTAXON$Germalus sp_bbfr12_msp_038$	Germalus sp_bbfr12_msp_038
    2$_NO_HIGHERTAXON$Germalus sp_bbfr12_msp_063$	Germalus sp_bbfr12_msp_063
    7$_NO_HIGHERTAXON$Germalus sp_bbned11msp021$	Germalus sp_bbned11msp021
   63$_NO_HIGHERTAXON$Germalus victoriae$	Germalus sp_ms_victoriae
    1$_NO_HIGHERTAXON$Gminatus sp_bbfr12_msp_101$	Gminatus sp_bbfr12_msp_101
    3$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_10$	Gn_Acanthosomatidae sp_10
   10$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_11$	Gn_Acanthosomatidae sp_11
    4$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_14$	Gn_Acanthosomatidae sp_14
    1$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_15$	Gn_Acanthosomatidae sp_15
    1$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_19$	Gn_Acanthosomatidae sp_19
    1$_NO_HIGHERTAXON$Gn_Acanthosomatidae sp_21$	Gn_Acanthosomatidae sp_21
    4$_NO_HIGHERTAXON$Gn_BB-Cydnidae sp_bbcre11msp123$	Gn_BB-Cydnidae sp_bbcre11msp123
    5$_NO_HIGHERTAXON$Gn_BB-Cydnidae sp_bbfr12_msp_060$	Gn_BB-Cydnidae sp_bbfr12_msp_060
    4$_NO_HIGHERTAXON$Gn_BB-Cydnidae sp_bbfr12_msp_061$	Gn_BB-Cydnidae sp_bbfr12_msp_061
    3$_NO_HIGHERTAXON$Gn_BB-Cydnidae sp_bbned11msp030$	Gn_BB-Cydnidae sp_bbned11msp030
    2$_NO_HIGHERTAXON$Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_059$	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_059
    1$_NO_HIGHERTAXON$Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_070$	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_070
    1$_NO_HIGHERTAXON$Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_071$	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_071
