rank	count	NAME_LSID
17=	1	urn:lsid:biodiversity.org.au:afd.name:269850
17=	1	urn:lsid:biodiversity.org.au:afd.name:269851
17=	1	urn:lsid:biodiversity.org.au:afd.name:269852
17=	1	urn:lsid:biodiversity.org.au:afd.name:269853
17=	1	urn:lsid:biodiversity.org.au:afd.name:269996
17=	1	urn:lsid:biodiversity.org.au:afd.name:270529
17=	1	urn:lsid:biodiversity.org.au:afd.name:270637
17=	1	urn:lsid:biodiversity.org.au:afd.name:270657
17=	1	urn:lsid:biodiversity.org.au:afd.name:270659
17=	1	urn:lsid:biodiversity.org.au:afd.name:270660
17=	1	urn:lsid:biodiversity.org.au:afd.name:271384
17=	1	urn:lsid:biodiversity.org.au:afd.name:271479
17=	1	urn:lsid:biodiversity.org.au:afd.name:271480
17=	1	urn:lsid:biodiversity.org.au:afd.name:271482
17=	1	urn:lsid:biodiversity.org.au:afd.name:271599
17=	1	urn:lsid:biodiversity.org.au:afd.name:271961
17=	1	urn:lsid:biodiversity.org.au:afd.name:271973
17=	1	urn:lsid:biodiversity.org.au:afd.name:271974
17=	1	urn:lsid:biodiversity.org.au:afd.name:272044
17=	1	urn:lsid:biodiversity.org.au:afd.name:272116
17=	1	urn:lsid:biodiversity.org.au:afd.name:272118
17=	1	urn:lsid:biodiversity.org.au:afd.name:272559
17=	1	urn:lsid:biodiversity.org.au:afd.name:272563
17=	1	urn:lsid:biodiversity.org.au:afd.name:272571
17=	1	urn:lsid:biodiversity.org.au:afd.name:272892
17=	1	urn:lsid:biodiversity.org.au:afd.name:272966
17=	1	urn:lsid:biodiversity.org.au:afd.name:273036
17=	1	urn:lsid:biodiversity.org.au:afd.name:273040
17=	1	urn:lsid:biodiversity.org.au:afd.name:273163
17=	1	urn:lsid:biodiversity.org.au:afd.name:273587
17=	1	urn:lsid:biodiversity.org.au:afd.name:273766
17=	1	urn:lsid:biodiversity.org.au:afd.name:273817
17=	1	urn:lsid:biodiversity.org.au:afd.name:273860
17=	1	urn:lsid:biodiversity.org.au:afd.name:273866
17=	1	urn:lsid:biodiversity.org.au:afd.name:273951
17=	1	urn:lsid:biodiversity.org.au:afd.name:274181
17=	1	urn:lsid:biodiversity.org.au:afd.name:274187
17=	1	urn:lsid:biodiversity.org.au:afd.name:274383
17=	1	urn:lsid:biodiversity.org.au:afd.name:274434
17=	1	urn:lsid:biodiversity.org.au:afd.name:274436
17=	1	urn:lsid:biodiversity.org.au:afd.name:274463
17=	1	urn:lsid:biodiversity.org.au:afd.name:274469
17=	1	urn:lsid:biodiversity.org.au:afd.name:274627
17=	1	urn:lsid:biodiversity.org.au:afd.name:274735
17=	1	urn:lsid:biodiversity.org.au:afd.name:274739
17=	1	urn:lsid:biodiversity.org.au:afd.name:274760
17=	1	urn:lsid:biodiversity.org.au:afd.name:274859
17=	1	urn:lsid:biodiversity.org.au:afd.name:274997
17=	1	urn:lsid:biodiversity.org.au:afd.name:275156
17=	1	urn:lsid:biodiversity.org.au:afd.name:275203
17=	1	urn:lsid:biodiversity.org.au:afd.name:275204
17=	1	urn:lsid:biodiversity.org.au:afd.name:275252
17=	1	urn:lsid:biodiversity.org.au:afd.name:275374
17=	1	urn:lsid:biodiversity.org.au:afd.name:275375
17=	1	urn:lsid:biodiversity.org.au:afd.name:275386
17=	1	urn:lsid:biodiversity.org.au:afd.name:275393
17=	1	urn:lsid:biodiversity.org.au:afd.name:275740
17=	1	urn:lsid:biodiversity.org.au:afd.name:275764
17=	1	urn:lsid:biodiversity.org.au:afd.name:275966
17=	1	urn:lsid:biodiversity.org.au:afd.name:275990
17=	1	urn:lsid:biodiversity.org.au:afd.name:275993
17=	1	urn:lsid:biodiversity.org.au:afd.name:275995
17=	1	urn:lsid:biodiversity.org.au:afd.name:276068
17=	1	urn:lsid:biodiversity.org.au:afd.name:276112
17=	1	urn:lsid:biodiversity.org.au:afd.name:276162
17=	1	urn:lsid:biodiversity.org.au:afd.name:276180
17=	1	urn:lsid:biodiversity.org.au:afd.name:276584
17=	1	urn:lsid:biodiversity.org.au:afd.name:276629
17=	1	urn:lsid:biodiversity.org.au:afd.name:276630
17=	1	urn:lsid:biodiversity.org.au:afd.name:276956
17=	1	urn:lsid:biodiversity.org.au:afd.name:277220
17=	1	urn:lsid:biodiversity.org.au:afd.name:277229
17=	1	urn:lsid:biodiversity.org.au:afd.name:277230
17=	1	urn:lsid:biodiversity.org.au:afd.name:277231
17=	1	urn:lsid:biodiversity.org.au:afd.name:277242
17=	1	urn:lsid:biodiversity.org.au:afd.name:277603
17=	1	urn:lsid:biodiversity.org.au:afd.name:277685
17=	1	urn:lsid:biodiversity.org.au:afd.name:277828
17=	1	urn:lsid:biodiversity.org.au:afd.name:277932
17=	1	urn:lsid:biodiversity.org.au:afd.name:277946
17=	1	urn:lsid:biodiversity.org.au:afd.name:277966
17=	1	urn:lsid:biodiversity.org.au:afd.name:278441
17=	1	urn:lsid:biodiversity.org.au:afd.name:278499
17=	1	urn:lsid:biodiversity.org.au:afd.name:278500
17=	1	urn:lsid:biodiversity.org.au:afd.name:278590
17=	1	urn:lsid:biodiversity.org.au:afd.name:278607
17=	1	urn:lsid:biodiversity.org.au:afd.name:278742
17=	1	urn:lsid:biodiversity.org.au:afd.name:278748
17=	1	urn:lsid:biodiversity.org.au:afd.name:278974
17=	1	urn:lsid:biodiversity.org.au:afd.name:278979
17=	1	urn:lsid:biodiversity.org.au:afd.name:278985
17=	1	urn:lsid:biodiversity.org.au:afd.name:278995
17=	1	urn:lsid:biodiversity.org.au:afd.name:278996
17=	1	urn:lsid:biodiversity.org.au:afd.name:278997
17=	1	urn:lsid:biodiversity.org.au:afd.name:279002
17=	1	urn:lsid:biodiversity.org.au:afd.name:279038
17=	1	urn:lsid:biodiversity.org.au:afd.name:279197
17=	1	urn:lsid:biodiversity.org.au:afd.name:279203
17=	1	urn:lsid:biodiversity.org.au:afd.name:279290
17=	1	urn:lsid:biodiversity.org.au:afd.name:279292
17=	1	urn:lsid:biodiversity.org.au:afd.name:279393
17=	1	urn:lsid:biodiversity.org.au:afd.name:279402
17=	1	urn:lsid:biodiversity.org.au:afd.name:279403
17=	1	urn:lsid:biodiversity.org.au:afd.name:279414
17=	1	urn:lsid:biodiversity.org.au:afd.name:279440
17=	1	urn:lsid:biodiversity.org.au:afd.name:279447
17=	1	urn:lsid:biodiversity.org.au:afd.name:279450
17=	1	urn:lsid:biodiversity.org.au:afd.name:279506
17=	1	urn:lsid:biodiversity.org.au:afd.name:279507
17=	1	urn:lsid:biodiversity.org.au:afd.name:279580
17=	1	urn:lsid:biodiversity.org.au:afd.name:279585
17=	1	urn:lsid:biodiversity.org.au:afd.name:279588
17=	1	urn:lsid:biodiversity.org.au:afd.name:279591
17=	1	urn:lsid:biodiversity.org.au:afd.name:279605
17=	1	urn:lsid:biodiversity.org.au:afd.name:279694
17=	1	urn:lsid:biodiversity.org.au:afd.name:279764
17=	1	urn:lsid:biodiversity.org.au:afd.name:279787
17=	1	urn:lsid:biodiversity.org.au:afd.name:279819
17=	1	urn:lsid:biodiversity.org.au:afd.name:279832
17=	1	urn:lsid:biodiversity.org.au:afd.name:279846
17=	1	urn:lsid:biodiversity.org.au:afd.name:279875
17=	1	urn:lsid:biodiversity.org.au:afd.name:280061
17=	1	urn:lsid:biodiversity.org.au:afd.name:280108
17=	1	urn:lsid:biodiversity.org.au:afd.name:280109
17=	1	urn:lsid:biodiversity.org.au:afd.name:280118
17=	1	urn:lsid:biodiversity.org.au:afd.name:280185
17=	1	urn:lsid:biodiversity.org.au:afd.name:280191
17=	1	urn:lsid:biodiversity.org.au:afd.name:280195
17=	1	urn:lsid:biodiversity.org.au:afd.name:280196
17=	1	urn:lsid:biodiversity.org.au:afd.name:280197
17=	1	urn:lsid:biodiversity.org.au:afd.name:280220
17=	1	urn:lsid:biodiversity.org.au:afd.name:280228
17=	1	urn:lsid:biodiversity.org.au:afd.name:280300
17=	1	urn:lsid:biodiversity.org.au:afd.name:280301
17=	1	urn:lsid:biodiversity.org.au:afd.name:280308
17=	1	urn:lsid:biodiversity.org.au:afd.name:280373
17=	1	urn:lsid:biodiversity.org.au:afd.name:280432
17=	1	urn:lsid:biodiversity.org.au:afd.name:280578
17=	1	urn:lsid:biodiversity.org.au:afd.name:280635
17=	1	urn:lsid:biodiversity.org.au:afd.name:280698
17=	1	urn:lsid:biodiversity.org.au:afd.name:280801
17=	1	urn:lsid:biodiversity.org.au:afd.name:280802
17=	1	urn:lsid:biodiversity.org.au:afd.name:280803
17=	1	urn:lsid:biodiversity.org.au:afd.name:280842
17=	1	urn:lsid:biodiversity.org.au:afd.name:280967
17=	1	urn:lsid:biodiversity.org.au:afd.name:280968
17=	1	urn:lsid:biodiversity.org.au:afd.name:281128
17=	1	urn:lsid:biodiversity.org.au:afd.name:281192
17=	1	urn:lsid:biodiversity.org.au:afd.name:281193
17=	1	urn:lsid:biodiversity.org.au:afd.name:281197
17=	1	urn:lsid:biodiversity.org.au:afd.name:281211
17=	1	urn:lsid:biodiversity.org.au:afd.name:281242
17=	1	urn:lsid:biodiversity.org.au:afd.name:281364
17=	1	urn:lsid:biodiversity.org.au:afd.name:281547
17=	1	urn:lsid:biodiversity.org.au:afd.name:281554
17=	1	urn:lsid:biodiversity.org.au:afd.name:281562
17=	1	urn:lsid:biodiversity.org.au:afd.name:281588
17=	1	urn:lsid:biodiversity.org.au:afd.name:281656
17=	1	urn:lsid:biodiversity.org.au:afd.name:281756
17=	1	urn:lsid:biodiversity.org.au:afd.name:281775
17=	1	urn:lsid:biodiversity.org.au:afd.name:281858
17=	1	urn:lsid:biodiversity.org.au:afd.name:281895
17=	1	urn:lsid:biodiversity.org.au:afd.name:281906
17=	1	urn:lsid:biodiversity.org.au:afd.name:281916
17=	1	urn:lsid:biodiversity.org.au:afd.name:281926
17=	1	urn:lsid:biodiversity.org.au:afd.name:281928
17=	1	urn:lsid:biodiversity.org.au:afd.name:281972
17=	1	urn:lsid:biodiversity.org.au:afd.name:281983
17=	1	urn:lsid:biodiversity.org.au:afd.name:282034
17=	1	urn:lsid:biodiversity.org.au:afd.name:282035
17=	1	urn:lsid:biodiversity.org.au:afd.name:282036
17=	1	urn:lsid:biodiversity.org.au:afd.name:282106
17=	1	urn:lsid:biodiversity.org.au:afd.name:282127
17=	1	urn:lsid:biodiversity.org.au:afd.name:282128
17=	1	urn:lsid:biodiversity.org.au:afd.name:282130
17=	1	urn:lsid:biodiversity.org.au:afd.name:282151
17=	1	urn:lsid:biodiversity.org.au:afd.name:282205
17=	1	urn:lsid:biodiversity.org.au:afd.name:282312
17=	1	urn:lsid:biodiversity.org.au:afd.name:282399
17=	1	urn:lsid:biodiversity.org.au:afd.name:282400
17=	1	urn:lsid:biodiversity.org.au:afd.name:282455
17=	1	urn:lsid:biodiversity.org.au:afd.name:282456
17=	1	urn:lsid:biodiversity.org.au:afd.name:282610
17=	1	urn:lsid:biodiversity.org.au:afd.name:282634
17=	1	urn:lsid:biodiversity.org.au:afd.name:282752
17=	1	urn:lsid:biodiversity.org.au:afd.name:282753
17=	1	urn:lsid:biodiversity.org.au:afd.name:282754
17=	1	urn:lsid:biodiversity.org.au:afd.name:282758
17=	1	urn:lsid:biodiversity.org.au:afd.name:282761
17=	1	urn:lsid:biodiversity.org.au:afd.name:282780
17=	1	urn:lsid:biodiversity.org.au:afd.name:282814
17=	1	urn:lsid:biodiversity.org.au:afd.name:282815
17=	1	urn:lsid:biodiversity.org.au:afd.name:282870
17=	1	urn:lsid:biodiversity.org.au:afd.name:282898
17=	1	urn:lsid:biodiversity.org.au:afd.name:282901
17=	1	urn:lsid:biodiversity.org.au:afd.name:283075
17=	1	urn:lsid:biodiversity.org.au:afd.name:283076
17=	1	urn:lsid:biodiversity.org.au:afd.name:283110
17=	1	urn:lsid:biodiversity.org.au:afd.name:283111
17=	1	urn:lsid:biodiversity.org.au:afd.name:283119
17=	1	urn:lsid:biodiversity.org.au:afd.name:283123
17=	1	urn:lsid:biodiversity.org.au:afd.name:283128
17=	1	urn:lsid:biodiversity.org.au:afd.name:283186
17=	1	urn:lsid:biodiversity.org.au:afd.name:283202
17=	1	urn:lsid:biodiversity.org.au:afd.name:283211
17=	1	urn:lsid:biodiversity.org.au:afd.name:283220
17=	1	urn:lsid:biodiversity.org.au:afd.name:283222
17=	1	urn:lsid:biodiversity.org.au:afd.name:283224
17=	1	urn:lsid:biodiversity.org.au:afd.name:283236
17=	1	urn:lsid:biodiversity.org.au:afd.name:283281
17=	1	urn:lsid:biodiversity.org.au:afd.name:283283
17=	1	urn:lsid:biodiversity.org.au:afd.name:283285
17=	1	urn:lsid:biodiversity.org.au:afd.name:283300
17=	1	urn:lsid:biodiversity.org.au:afd.name:283329
17=	1	urn:lsid:biodiversity.org.au:afd.name:283361
17=	1	urn:lsid:biodiversity.org.au:afd.name:283371
17=	1	urn:lsid:biodiversity.org.au:afd.name:283390
17=	1	urn:lsid:biodiversity.org.au:afd.name:283391
17=	1	urn:lsid:biodiversity.org.au:afd.name:283459
17=	1	urn:lsid:biodiversity.org.au:afd.name:283479
17=	1	urn:lsid:biodiversity.org.au:afd.name:283498
17=	1	urn:lsid:biodiversity.org.au:afd.name:283532
17=	1	urn:lsid:biodiversity.org.au:afd.name:283551
17=	1	urn:lsid:biodiversity.org.au:afd.name:283604
17=	1	urn:lsid:biodiversity.org.au:afd.name:283650
17=	1	urn:lsid:biodiversity.org.au:afd.name:283710
17=	1	urn:lsid:biodiversity.org.au:afd.name:283822
17=	1	urn:lsid:biodiversity.org.au:afd.name:283978
17=	1	urn:lsid:biodiversity.org.au:afd.name:283982
17=	1	urn:lsid:biodiversity.org.au:afd.name:284036
17=	1	urn:lsid:biodiversity.org.au:afd.name:284037
17=	1	urn:lsid:biodiversity.org.au:afd.name:284084
17=	1	urn:lsid:biodiversity.org.au:afd.name:284085
17=	1	urn:lsid:biodiversity.org.au:afd.name:284110
17=	1	urn:lsid:biodiversity.org.au:afd.name:284111
17=	1	urn:lsid:biodiversity.org.au:afd.name:284117
17=	1	urn:lsid:biodiversity.org.au:afd.name:284167
17=	1	urn:lsid:biodiversity.org.au:afd.name:284185
17=	1	urn:lsid:biodiversity.org.au:afd.name:284245
17=	1	urn:lsid:biodiversity.org.au:afd.name:284283
17=	1	urn:lsid:biodiversity.org.au:afd.name:284318
17=	1	urn:lsid:biodiversity.org.au:afd.name:284319
17=	1	urn:lsid:biodiversity.org.au:afd.name:284382
17=	1	urn:lsid:biodiversity.org.au:afd.name:284411
17=	1	urn:lsid:biodiversity.org.au:afd.name:284418
17=	1	urn:lsid:biodiversity.org.au:afd.name:284566
17=	1	urn:lsid:biodiversity.org.au:afd.name:284567
17=	1	urn:lsid:biodiversity.org.au:afd.name:284780
17=	1	urn:lsid:biodiversity.org.au:afd.name:284939
17=	1	urn:lsid:biodiversity.org.au:afd.name:284994
17=	1	urn:lsid:biodiversity.org.au:afd.name:285017
17=	1	urn:lsid:biodiversity.org.au:afd.name:285019
17=	1	urn:lsid:biodiversity.org.au:afd.name:285020
17=	1	urn:lsid:biodiversity.org.au:afd.name:285023
17=	1	urn:lsid:biodiversity.org.au:afd.name:285024
17=	1	urn:lsid:biodiversity.org.au:afd.name:285025
17=	1	urn:lsid:biodiversity.org.au:afd.name:285246
17=	1	urn:lsid:biodiversity.org.au:afd.name:285446
17=	1	urn:lsid:biodiversity.org.au:afd.name:285451
17=	1	urn:lsid:biodiversity.org.au:afd.name:285513
17=	1	urn:lsid:biodiversity.org.au:afd.name:285515
17=	1	urn:lsid:biodiversity.org.au:afd.name:285521
17=	1	urn:lsid:biodiversity.org.au:afd.name:285547
17=	1	urn:lsid:biodiversity.org.au:afd.name:285548
17=	1	urn:lsid:biodiversity.org.au:afd.name:285562
17=	1	urn:lsid:biodiversity.org.au:afd.name:285563
17=	1	urn:lsid:biodiversity.org.au:afd.name:285564
17=	1	urn:lsid:biodiversity.org.au:afd.name:285565
17=	1	urn:lsid:biodiversity.org.au:afd.name:285641
17=	1	urn:lsid:biodiversity.org.au:afd.name:285754
17=	1	urn:lsid:biodiversity.org.au:afd.name:285762
17=	1	urn:lsid:biodiversity.org.au:afd.name:285779
17=	1	urn:lsid:biodiversity.org.au:afd.name:285900
17=	1	urn:lsid:biodiversity.org.au:afd.name:285923
17=	1	urn:lsid:biodiversity.org.au:afd.name:285925
17=	1	urn:lsid:biodiversity.org.au:afd.name:285929
17=	1	urn:lsid:biodiversity.org.au:afd.name:285972
17=	1	urn:lsid:biodiversity.org.au:afd.name:286103
17=	1	urn:lsid:biodiversity.org.au:afd.name:286107
17=	1	urn:lsid:biodiversity.org.au:afd.name:286325
17=	1	urn:lsid:biodiversity.org.au:afd.name:286327
17=	1	urn:lsid:biodiversity.org.au:afd.name:286337
17=	1	urn:lsid:biodiversity.org.au:afd.name:286360
17=	1	urn:lsid:biodiversity.org.au:afd.name:286364
17=	1	urn:lsid:biodiversity.org.au:afd.name:286482
17=	1	urn:lsid:biodiversity.org.au:afd.name:286561
17=	1	urn:lsid:biodiversity.org.au:afd.name:286562
17=	1	urn:lsid:biodiversity.org.au:afd.name:286563
17=	1	urn:lsid:biodiversity.org.au:afd.name:286614
17=	1	urn:lsid:biodiversity.org.au:afd.name:286627
17=	1	urn:lsid:biodiversity.org.au:afd.name:286646
17=	1	urn:lsid:biodiversity.org.au:afd.name:286647
17=	1	urn:lsid:biodiversity.org.au:afd.name:286699
17=	1	urn:lsid:biodiversity.org.au:afd.name:286852
17=	1	urn:lsid:biodiversity.org.au:afd.name:286853
17=	1	urn:lsid:biodiversity.org.au:afd.name:286895
17=	1	urn:lsid:biodiversity.org.au:afd.name:286902
17=	1	urn:lsid:biodiversity.org.au:afd.name:286916
17=	1	urn:lsid:biodiversity.org.au:afd.name:286917
17=	1	urn:lsid:biodiversity.org.au:afd.name:286919
17=	1	urn:lsid:biodiversity.org.au:afd.name:286920
17=	1	urn:lsid:biodiversity.org.au:afd.name:286923
17=	1	urn:lsid:biodiversity.org.au:afd.name:286948
17=	1	urn:lsid:biodiversity.org.au:afd.name:286976
17=	1	urn:lsid:biodiversity.org.au:afd.name:287002
17=	1	urn:lsid:biodiversity.org.au:afd.name:287054
17=	1	urn:lsid:biodiversity.org.au:afd.name:287056
17=	1	urn:lsid:biodiversity.org.au:afd.name:287151
17=	1	urn:lsid:biodiversity.org.au:afd.name:287260
17=	1	urn:lsid:biodiversity.org.au:afd.name:287273
17=	1	urn:lsid:biodiversity.org.au:afd.name:287274
17=	1	urn:lsid:biodiversity.org.au:afd.name:287348
17=	1	urn:lsid:biodiversity.org.au:afd.name:287349
17=	1	urn:lsid:biodiversity.org.au:afd.name:287350
17=	1	urn:lsid:biodiversity.org.au:afd.name:287351
17=	1	urn:lsid:biodiversity.org.au:afd.name:287397
17=	1	urn:lsid:biodiversity.org.au:afd.name:287406
17=	1	urn:lsid:biodiversity.org.au:afd.name:287411
17=	1	urn:lsid:biodiversity.org.au:afd.name:287442
17=	1	urn:lsid:biodiversity.org.au:afd.name:287449
17=	1	urn:lsid:biodiversity.org.au:afd.name:287450
17=	1	urn:lsid:biodiversity.org.au:afd.name:287472
17=	1	urn:lsid:biodiversity.org.au:afd.name:287473
17=	1	urn:lsid:biodiversity.org.au:afd.name:287482
17=	1	urn:lsid:biodiversity.org.au:afd.name:287484
17=	1	urn:lsid:biodiversity.org.au:afd.name:287499
17=	1	urn:lsid:biodiversity.org.au:afd.name:287524
17=	1	urn:lsid:biodiversity.org.au:afd.name:287564
17=	1	urn:lsid:biodiversity.org.au:afd.name:287566
17=	1	urn:lsid:biodiversity.org.au:afd.name:287585
17=	1	urn:lsid:biodiversity.org.au:afd.name:287598
17=	1	urn:lsid:biodiversity.org.au:afd.name:287599
17=	1	urn:lsid:biodiversity.org.au:afd.name:287600
17=	1	urn:lsid:biodiversity.org.au:afd.name:287613
17=	1	urn:lsid:biodiversity.org.au:afd.name:287614
17=	1	urn:lsid:biodiversity.org.au:afd.name:287704
17=	1	urn:lsid:biodiversity.org.au:afd.name:287706
17=	1	urn:lsid:biodiversity.org.au:afd.name:287786
17=	1	urn:lsid:biodiversity.org.au:afd.name:287787
17=	1	urn:lsid:biodiversity.org.au:afd.name:287842
17=	1	urn:lsid:biodiversity.org.au:afd.name:287853
17=	1	urn:lsid:biodiversity.org.au:afd.name:287867
17=	1	urn:lsid:biodiversity.org.au:afd.name:287896
17=	1	urn:lsid:biodiversity.org.au:afd.name:287911
17=	1	urn:lsid:biodiversity.org.au:afd.name:287933
17=	1	urn:lsid:biodiversity.org.au:afd.name:287938
17=	1	urn:lsid:biodiversity.org.au:afd.name:287940
17=	1	urn:lsid:biodiversity.org.au:afd.name:287971
17=	1	urn:lsid:biodiversity.org.au:afd.name:287972
17=	1	urn:lsid:biodiversity.org.au:afd.name:287976
17=	1	urn:lsid:biodiversity.org.au:afd.name:287984
17=	1	urn:lsid:biodiversity.org.au:afd.name:288101
17=	1	urn:lsid:biodiversity.org.au:afd.name:288161
17=	1	urn:lsid:biodiversity.org.au:afd.name:288166
17=	1	urn:lsid:biodiversity.org.au:afd.name:288168
17=	1	urn:lsid:biodiversity.org.au:afd.name:288192
17=	1	urn:lsid:biodiversity.org.au:afd.name:288194
17=	1	urn:lsid:biodiversity.org.au:afd.name:288197
17=	1	urn:lsid:biodiversity.org.au:afd.name:288266
17=	1	urn:lsid:biodiversity.org.au:afd.name:288270
17=	1	urn:lsid:biodiversity.org.au:afd.name:288273
17=	1	urn:lsid:biodiversity.org.au:afd.name:288275
17=	1	urn:lsid:biodiversity.org.au:afd.name:288276
17=	1	urn:lsid:biodiversity.org.au:afd.name:288278
17=	1	urn:lsid:biodiversity.org.au:afd.name:288318
17=	1	urn:lsid:biodiversity.org.au:afd.name:288319
17=	1	urn:lsid:biodiversity.org.au:afd.name:288327
17=	1	urn:lsid:biodiversity.org.au:afd.name:288332
17=	1	urn:lsid:biodiversity.org.au:afd.name:288373
17=	1	urn:lsid:biodiversity.org.au:afd.name:288376
17=	1	urn:lsid:biodiversity.org.au:afd.name:288426
17=	1	urn:lsid:biodiversity.org.au:afd.name:288493
17=	1	urn:lsid:biodiversity.org.au:afd.name:288505
17=	1	urn:lsid:biodiversity.org.au:afd.name:288576
17=	1	urn:lsid:biodiversity.org.au:afd.name:288578
17=	1	urn:lsid:biodiversity.org.au:afd.name:288694
17=	1	urn:lsid:biodiversity.org.au:afd.name:288700
17=	1	urn:lsid:biodiversity.org.au:afd.name:288701
17=	1	urn:lsid:biodiversity.org.au:afd.name:288724
17=	1	urn:lsid:biodiversity.org.au:afd.name:288730
17=	1	urn:lsid:biodiversity.org.au:afd.name:288778
17=	1	urn:lsid:biodiversity.org.au:afd.name:288834
17=	1	urn:lsid:biodiversity.org.au:afd.name:288857
17=	1	urn:lsid:biodiversity.org.au:afd.name:288859
17=	1	urn:lsid:biodiversity.org.au:afd.name:288862
17=	1	urn:lsid:biodiversity.org.au:afd.name:288863
17=	1	urn:lsid:biodiversity.org.au:afd.name:288923
17=	1	urn:lsid:biodiversity.org.au:afd.name:288924
17=	1	urn:lsid:biodiversity.org.au:afd.name:288975
17=	1	urn:lsid:biodiversity.org.au:afd.name:288992
17=	1	urn:lsid:biodiversity.org.au:afd.name:288999
17=	1	urn:lsid:biodiversity.org.au:afd.name:289043
17=	1	urn:lsid:biodiversity.org.au:afd.name:289143
17=	1	urn:lsid:biodiversity.org.au:afd.name:289201
17=	1	urn:lsid:biodiversity.org.au:afd.name:289215
17=	1	urn:lsid:biodiversity.org.au:afd.name:289216
17=	1	urn:lsid:biodiversity.org.au:afd.name:289217
17=	1	urn:lsid:biodiversity.org.au:afd.name:289224
17=	1	urn:lsid:biodiversity.org.au:afd.name:289408
17=	1	urn:lsid:biodiversity.org.au:afd.name:289409
17=	1	urn:lsid:biodiversity.org.au:afd.name:289411
