rank	count	TAXON_URI
3=	1	http://biodiversity.org.au/afd.taxon/3c94c46d-a1ae-4aa5-9369-fd25a3ef434b
3=	1	http://biodiversity.org.au/afd.taxon/3c950066-3e24-484f-8752-1cb86495c881
3=	1	http://biodiversity.org.au/afd.taxon/3c9569d9-d5ef-4fa1-8651-cdfab5ce114a
3=	1	http://biodiversity.org.au/afd.taxon/3c95e4db-5b55-4e9c-8322-f7437af33978
3=	1	http://biodiversity.org.au/afd.taxon/3c9a7142-2f36-4cb1-83fd-1f82b9043e85
3=	1	http://biodiversity.org.au/afd.taxon/3c9cb285-0ccf-4b52-8289-36e67ceb9a6b
3=	1	http://biodiversity.org.au/afd.taxon/3c9deffa-8fe9-432e-b7e5-d074820a8927
3=	1	http://biodiversity.org.au/afd.taxon/3ca709f1-7472-4f5d-9aad-6f782eb9719d
3=	1	http://biodiversity.org.au/afd.taxon/3ca85272-6886-49fb-8b15-dce5903061d8
3=	1	http://biodiversity.org.au/afd.taxon/3cad7e3e-bde0-42ee-9697-b06a151f1ee9
3=	1	http://biodiversity.org.au/afd.taxon/3caed622-4953-4514-806b-27b156cf4631
3=	1	http://biodiversity.org.au/afd.taxon/3cb01ccf-3f5f-484a-8ff6-aa66c4eb2d82
3=	1	http://biodiversity.org.au/afd.taxon/3cb02a4c-b393-49e7-934f-bcdda7700629
3=	1	http://biodiversity.org.au/afd.taxon/3cbc16cf-819a-4e89-ad80-3fd203aa0c6f
3=	1	http://biodiversity.org.au/afd.taxon/3cbc7ddd-85d5-4ea1-8a76-80568ac07f1c
3=	1	http://biodiversity.org.au/afd.taxon/3cbc9004-dfdc-403b-965b-cb32bc117dd5
3=	1	http://biodiversity.org.au/afd.taxon/3cbea44d-3da9-4160-af12-8b2ec8c2819b
3=	1	http://biodiversity.org.au/afd.taxon/3cc5518e-38ce-405c-8df2-fb606c2f27f1
3=	1	http://biodiversity.org.au/afd.taxon/3cc63b29-2b71-446f-85a8-44df0da570bf
3=	1	http://biodiversity.org.au/afd.taxon/3cc95847-a443-4dfa-a2fd-74e169e238b1
3=	1	http://biodiversity.org.au/afd.taxon/3ccb2f19-2767-4c10-a397-49b58a4e74d3
3=	1	http://biodiversity.org.au/afd.taxon/3ccdc127-51b8-40c7-9346-b0e70d6ba32c
3=	1	http://biodiversity.org.au/afd.taxon/3cd0fbc3-2599-40e3-981b-6da42dc14de0
3=	1	http://biodiversity.org.au/afd.taxon/3cd1e0fc-2633-4d74-b105-554af93547c4
3=	1	http://biodiversity.org.au/afd.taxon/3cd38e08-921e-4f8c-a63c-cac494d60a6d
3=	1	http://biodiversity.org.au/afd.taxon/3cd6f7f3-0f13-42d5-b47b-975473388b02
3=	1	http://biodiversity.org.au/afd.taxon/3cd79c10-221d-4995-8c15-059698903735
3=	1	http://biodiversity.org.au/afd.taxon/3cd9bce1-1576-4c19-84d3-f061bcc6f8f7
3=	1	http://biodiversity.org.au/afd.taxon/3cda7a68-6313-4097-b5ba-6d3a7e8e1863
3=	1	http://biodiversity.org.au/afd.taxon/3cde454d-420d-4f67-a856-96e7e4ed8755
3=	1	http://biodiversity.org.au/afd.taxon/3ce230bc-4610-4dce-aa76-e4cf9f5b51a4
3=	1	http://biodiversity.org.au/afd.taxon/3ce52bb9-f220-49ac-b170-16fd66f1d9e4
3=	1	http://biodiversity.org.au/afd.taxon/3cec2983-9d8a-4203-88e2-c0afe36842ed
3=	1	http://biodiversity.org.au/afd.taxon/3ceec9ab-7602-4052-a7bc-d6e2289e0698
3=	1	http://biodiversity.org.au/afd.taxon/3ceecb7f-f1ca-43bb-b5ae-54a1078dbc69
3=	1	http://biodiversity.org.au/afd.taxon/3ceedd94-04cf-49cc-af11-345a440dbc98
3=	1	http://biodiversity.org.au/afd.taxon/3cf37f53-414a-41a4-a29f-4a0066b3d61a
3=	1	http://biodiversity.org.au/afd.taxon/3cf668cd-d1cc-4b75-95a7-2cec54e8f61a
3=	1	http://biodiversity.org.au/afd.taxon/3cf9fc24-4625-4ed2-8540-154772046880
3=	1	http://biodiversity.org.au/afd.taxon/3d078845-3058-4c98-9660-eecdfba2de37
3=	1	http://biodiversity.org.au/afd.taxon/3d087aba-570c-43b5-a265-fedb1ac89fb4
3=	1	http://biodiversity.org.au/afd.taxon/3d0cb66e-6143-4bcc-83db-2ffd51ff021d
3=	1	http://biodiversity.org.au/afd.taxon/3d129181-6a26-4adb-9069-b39ea96d8592
3=	1	http://biodiversity.org.au/afd.taxon/3d168ba5-5fe7-4f7b-9d02-8120f40e8ad7
3=	1	http://biodiversity.org.au/afd.taxon/3d1a3940-a6d6-49a0-a70e-a733f12dd585
3=	1	http://biodiversity.org.au/afd.taxon/3d1d17aa-37ee-45e3-b5d6-836a0e38ccf7
3=	1	http://biodiversity.org.au/afd.taxon/3d1f5bb3-28ce-471e-b0c8-529b81d9639f
3=	1	http://biodiversity.org.au/afd.taxon/3d29daff-5cf0-4730-bf31-f24d98116cad
3=	1	http://biodiversity.org.au/afd.taxon/3d2c890e-06d2-4f82-8e8c-6959d2acb2f2
3=	1	http://biodiversity.org.au/afd.taxon/3d2fe955-67ce-4f52-8d3e-e0cf63560ea1
3=	1	http://biodiversity.org.au/afd.taxon/3d30bf98-977a-453e-bd28-98cb1e88fbad
3=	1	http://biodiversity.org.au/afd.taxon/3d35fd37-621f-4f1f-995b-0844bee1ff9b
3=	1	http://biodiversity.org.au/afd.taxon/3d36fb61-465f-47a4-9e5b-7a43b070ba7c
3=	1	http://biodiversity.org.au/afd.taxon/3d395df0-fd90-4b69-a841-0b17e5638507
3=	1	http://biodiversity.org.au/afd.taxon/3d3b214e-b4e4-4e20-a985-62c7d6122d42
3=	1	http://biodiversity.org.au/afd.taxon/3d3c5ed4-fa99-4cbf-a97f-599e2a2f0b13
3=	1	http://biodiversity.org.au/afd.taxon/3d40601a-73e7-420b-a407-cdb8c2ed6d3d
3=	1	http://biodiversity.org.au/afd.taxon/3d432b2f-ff21-40ac-aaa0-ec7d19dc7578
3=	1	http://biodiversity.org.au/afd.taxon/3d442078-2146-4ff8-a9ce-d6855d360f29
3=	1	http://biodiversity.org.au/afd.taxon/3d44876c-23d1-4024-9d3d-e60dbbe758cf
3=	1	http://biodiversity.org.au/afd.taxon/3d45e63f-cd94-4755-a0ea-ffae4851a3bf
3=	1	http://biodiversity.org.au/afd.taxon/3d4662fc-136e-4c14-a5c1-f2b1daa94132
3=	1	http://biodiversity.org.au/afd.taxon/3d497657-8a37-4909-b9db-1eef779330ec
3=	1	http://biodiversity.org.au/afd.taxon/3d4a5b0b-a409-446f-9cad-2f7c1cb0d5e2
3=	1	http://biodiversity.org.au/afd.taxon/3d4cb4c5-2d49-4b2f-aaac-835a39213c33
3=	1	http://biodiversity.org.au/afd.taxon/3d4ef19c-eee8-4a2d-bf6c-043c539cc0a9
3=	1	http://biodiversity.org.au/afd.taxon/3d54f060-f88c-4ebf-9633-c1f5a317ebd3
3=	1	http://biodiversity.org.au/afd.taxon/3d58db7c-024e-48c6-bb03-e3ef1582ca47
3=	1	http://biodiversity.org.au/afd.taxon/3d5d307a-ff9c-439b-a788-b4fe498dcacf
3=	1	http://biodiversity.org.au/afd.taxon/3d5d7e83-5b27-467e-b3ec-cb893a925982
3=	1	http://biodiversity.org.au/afd.taxon/3d5f8930-4ef0-4715-8e37-dc3cdc3d7bf4
3=	1	http://biodiversity.org.au/afd.taxon/3d60b483-d3bd-4a87-8491-97b2c95132ac
3=	1	http://biodiversity.org.au/afd.taxon/3d634384-a548-48af-9241-9a0acf4c4f41
3=	1	http://biodiversity.org.au/afd.taxon/3d67e262-e020-471c-a251-1794600959d5
3=	1	http://biodiversity.org.au/afd.taxon/3d6ed584-47c6-4740-98fc-41e38a7bd0ba
3=	1	http://biodiversity.org.au/afd.taxon/3d73d31b-0983-4f1d-9d9c-e2568728041e
3=	1	http://biodiversity.org.au/afd.taxon/3d73eb99-c007-46c6-a6e7-04eab58c0b3a
3=	1	http://biodiversity.org.au/afd.taxon/3d755bb8-c262-460e-8e33-5cc44f64654f
3=	1	http://biodiversity.org.au/afd.taxon/3d7cb947-3ab9-4468-a51d-a5ecb5fc1989
3=	1	http://biodiversity.org.au/afd.taxon/3d7d2a1e-127c-48cf-9a4e-3ae123ff2377
3=	1	http://biodiversity.org.au/afd.taxon/3d7e2e66-1462-4749-9e1e-4ca4a4b52e05
3=	1	http://biodiversity.org.au/afd.taxon/3d80d5a3-527e-4edd-9f71-998cc51dba77
3=	1	http://biodiversity.org.au/afd.taxon/3d81129f-b841-4df1-bee2-a9486bddb60d
3=	1	http://biodiversity.org.au/afd.taxon/3d8146f1-ed80-45cc-8a08-4d883ee7b460
3=	1	http://biodiversity.org.au/afd.taxon/3d81fc3f-62da-4b03-97a9-672e6b81eecd
3=	1	http://biodiversity.org.au/afd.taxon/3d82b40d-136f-4ee6-9ae3-7f42b380da31
3=	1	http://biodiversity.org.au/afd.taxon/3d852a57-1ed1-45a4-8fda-7a1a3ef5376b
3=	1	http://biodiversity.org.au/afd.taxon/3d89f453-dc80-432e-9166-0ae4acb20f4c
3=	1	http://biodiversity.org.au/afd.taxon/3d8a50e4-4194-4d85-a01b-0400b5db7b35
3=	1	http://biodiversity.org.au/afd.taxon/3d8a6459-d8a6-423d-81dd-6dc7ed015e5b
3=	1	http://biodiversity.org.au/afd.taxon/3d8fd57b-e5a0-4004-8e2b-bca10757cf06
3=	1	http://biodiversity.org.au/afd.taxon/3d979ede-5538-42af-9130-35376f578247
3=	1	http://biodiversity.org.au/afd.taxon/3d9a8fa9-bd86-4b7c-aa6d-3253088b10ba
3=	1	http://biodiversity.org.au/afd.taxon/3d9ad029-9c69-4d01-956b-33e94f3ccd91
3=	1	http://biodiversity.org.au/afd.taxon/3d9c2f75-f189-49ca-89d9-6e1bc32804cd
3=	1	http://biodiversity.org.au/afd.taxon/3d9c5602-fcdb-4f46-93fb-9d71242ef206
3=	1	http://biodiversity.org.au/afd.taxon/3da1b8d6-ae62-4c8a-82b2-38efe7b86cb1
3=	1	http://biodiversity.org.au/afd.taxon/3da3f520-3ee2-4074-931b-adb95c3a23a8
3=	1	http://biodiversity.org.au/afd.taxon/3da68239-7794-45c6-82bb-90d7065c7dbe
3=	1	http://biodiversity.org.au/afd.taxon/3da9a0a1-0e5d-4a65-974f-0fc8f0699599
3=	1	http://biodiversity.org.au/afd.taxon/3dadf5c3-bd60-49f3-856e-88827a462691
3=	1	http://biodiversity.org.au/afd.taxon/3db3e459-c062-44ed-8702-8b009cbb9b17
3=	1	http://biodiversity.org.au/afd.taxon/3db4c0bd-5344-4006-98d9-6cbba92251dd
3=	1	http://biodiversity.org.au/afd.taxon/3dbe3928-5ad9-456a-a03a-90b25d3eb9a0
3=	1	http://biodiversity.org.au/afd.taxon/3dc55083-a0ff-421d-870b-25405e438b23
3=	1	http://biodiversity.org.au/afd.taxon/3dc64f48-e62d-4e42-8ed8-4b239d396d37
3=	1	http://biodiversity.org.au/afd.taxon/3dc75df0-3f32-4c01-80f2-1ff4b3ad1935
3=	1	http://biodiversity.org.au/afd.taxon/3dc80933-8b62-4e74-8840-c67d7b0d7150
3=	1	http://biodiversity.org.au/afd.taxon/3dc8d602-cb6d-45d7-a9a9-e405c7544e95
3=	1	http://biodiversity.org.au/afd.taxon/3dc92856-4149-44a6-9254-c5929f46c7b3
3=	1	http://biodiversity.org.au/afd.taxon/3dcf155a-40de-43aa-81c6-0d4756a0f74d
3=	1	http://biodiversity.org.au/afd.taxon/3dcf7a2e-fcd1-4c14-bb1b-db9fa0c5b3a1
3=	1	http://biodiversity.org.au/afd.taxon/3dd4b5d7-cb44-4a8e-ba84-749156086895
3=	1	http://biodiversity.org.au/afd.taxon/3dd4c038-f258-476a-b498-90ee1e9f07b8
3=	1	http://biodiversity.org.au/afd.taxon/3dd6426f-c454-400d-b85a-7d71c52f4147
3=	1	http://biodiversity.org.au/afd.taxon/3dd6a149-748d-43f7-861f-12a6a1667b2b
3=	1	http://biodiversity.org.au/afd.taxon/3dd6a9a6-7966-4f32-b246-92330f477b0b
3=	1	http://biodiversity.org.au/afd.taxon/3dd77fdd-594f-4448-9191-ab6ff6fd306e
3=	1	http://biodiversity.org.au/afd.taxon/3ddc9192-af12-4eb2-a638-87b7e3aefb2a
3=	1	http://biodiversity.org.au/afd.taxon/3ddfb016-d0fc-4b64-abed-2fa11b86636f
3=	1	http://biodiversity.org.au/afd.taxon/3de06b80-a8d2-4da6-adfb-8cb8c7c00d6a
3=	1	http://biodiversity.org.au/afd.taxon/3de5d717-b32a-4e97-b44a-5a1f147a6c0d
3=	1	http://biodiversity.org.au/afd.taxon/3de79c93-6b40-4099-bdc7-daee512eb415
3=	1	http://biodiversity.org.au/afd.taxon/3de8fa57-6923-427f-bbff-ab11936c3d9b
3=	1	http://biodiversity.org.au/afd.taxon/3de95a06-ce71-470e-a33d-ed16e56cf096
3=	1	http://biodiversity.org.au/afd.taxon/3dee4286-02c3-4c8f-9b98-8f0d5eb2e7c5
3=	1	http://biodiversity.org.au/afd.taxon/3df778c7-7be1-4299-9cbc-1863a7282399
3=	1	http://biodiversity.org.au/afd.taxon/3dfb58a5-e76f-4662-889d-99cb26c74b3d
3=	1	http://biodiversity.org.au/afd.taxon/3e04a070-6bbb-4e59-ad18-1d4ed9b51fcd
3=	1	http://biodiversity.org.au/afd.taxon/3e060299-278a-4716-a6ec-f4bbd780c9b6
3=	1	http://biodiversity.org.au/afd.taxon/3e0ac154-dccf-44ef-9f26-8a832d1cdd99
3=	1	http://biodiversity.org.au/afd.taxon/3e1ba904-7f7b-4e27-98cd-045793f34337
3=	1	http://biodiversity.org.au/afd.taxon/3e1e0f55-d758-434e-92d6-5d8201778f3c
3=	1	http://biodiversity.org.au/afd.taxon/3e208742-9d17-4013-9d5a-83ab0303081f
3=	1	http://biodiversity.org.au/afd.taxon/3e2b5409-18e2-4b76-9d45-6dbea38d06b3
3=	1	http://biodiversity.org.au/afd.taxon/3e2eb819-13f0-4dd3-849d-5fa06b751538
3=	1	http://biodiversity.org.au/afd.taxon/3e31d97d-86da-4020-b9ec-35922279bb0d
3=	1	http://biodiversity.org.au/afd.taxon/3e366925-6df4-4924-b2e3-38ba35bda53f
3=	1	http://biodiversity.org.au/afd.taxon/3e3a3028-8680-4255-b138-782e4c3e8bd9
3=	1	http://biodiversity.org.au/afd.taxon/3e3bd756-9f18-4c81-8cd2-62ec839a1b0c
3=	1	http://biodiversity.org.au/afd.taxon/3e41a067-7005-47cd-976e-237877d5dab1
3=	1	http://biodiversity.org.au/afd.taxon/3e448584-e02d-47c2-a2fb-1729cd43faaf
3=	1	http://biodiversity.org.au/afd.taxon/3e45353b-2390-469c-ace0-1698c5707c39
3=	1	http://biodiversity.org.au/afd.taxon/3e4846d9-c0ab-4052-8bc2-8ad3a585ef31
3=	1	http://biodiversity.org.au/afd.taxon/3e4f8d67-0690-4136-8b90-f16cfc576d97
3=	1	http://biodiversity.org.au/afd.taxon/3e50efad-e5b5-481a-96aa-c35cb33e5475
3=	1	http://biodiversity.org.au/afd.taxon/3e544b3a-8698-41ce-82ca-1ffa3827f88d
3=	1	http://biodiversity.org.au/afd.taxon/3e55e11b-dcc6-4469-ab2b-b377ea32f7c3
3=	1	http://biodiversity.org.au/afd.taxon/3e590c4c-d79f-47d8-ac70-580210ab0d32
3=	1	http://biodiversity.org.au/afd.taxon/3e59618f-21f0-4dc3-a761-8b8b1fa600eb
3=	1	http://biodiversity.org.au/afd.taxon/3e5a38b7-2b9b-4d91-bc05-2c725c3d29ae
3=	1	http://biodiversity.org.au/afd.taxon/3e5e8f28-d1d0-4ff7-8e0e-2e96a97bbac9
3=	1	http://biodiversity.org.au/afd.taxon/3e5efecd-1a98-44b8-9f92-ac4bca157556
3=	1	http://biodiversity.org.au/afd.taxon/3e6028eb-0480-4a65-82ec-aedeb3fdb0ab
3=	1	http://biodiversity.org.au/afd.taxon/3e613240-b53d-4501-afb7-fe518a112dc1
3=	1	http://biodiversity.org.au/afd.taxon/3e64e15d-4277-45e3-a637-276223465d1a
3=	1	http://biodiversity.org.au/afd.taxon/3e6841b3-3d60-4cf4-8821-8ee65f6bea1a
3=	1	http://biodiversity.org.au/afd.taxon/3e6a6c12-3baa-4da7-baf6-25b0d88f2a68
3=	1	http://biodiversity.org.au/afd.taxon/3e6aa84e-fe99-4051-b6e0-2bdc90b2625a
3=	1	http://biodiversity.org.au/afd.taxon/3e6ca35d-de00-4d5e-80a7-9a473807c7be
3=	1	http://biodiversity.org.au/afd.taxon/3e6cd6d8-e0f8-423d-b026-dd8b8d29edb6
3=	1	http://biodiversity.org.au/afd.taxon/3e6e3c68-949f-401f-b6ab-e48f35afe035
3=	1	http://biodiversity.org.au/afd.taxon/3e6fb35f-cb0b-48b6-a200-08a1cf145142
3=	1	http://biodiversity.org.au/afd.taxon/3e70368a-4bb5-48a5-9eb1-03f443831e92
3=	1	http://biodiversity.org.au/afd.taxon/3e70a80a-b289-4d7e-8015-1a97e19983da
3=	1	http://biodiversity.org.au/afd.taxon/3e7a8e77-47e2-4deb-8506-cd75ee39bf33
3=	1	http://biodiversity.org.au/afd.taxon/3e81cc51-2419-4a10-bfa0-f8a2ca15cdb0
3=	1	http://biodiversity.org.au/afd.taxon/3e85f880-3030-4451-aff0-d2cbb76dbf26
3=	1	http://biodiversity.org.au/afd.taxon/3e8a4b30-da79-401d-8d36-96c1c4a3cfb7
3=	1	http://biodiversity.org.au/afd.taxon/3e900b9c-3c35-4436-85cb-b8b889032df9
3=	1	http://biodiversity.org.au/afd.taxon/3e91e1f9-e1a3-429d-9607-ef9177e35cec
3=	1	http://biodiversity.org.au/afd.taxon/3e93991a-3d45-41ae-988e-3fd881d99e77
3=	1	http://biodiversity.org.au/afd.taxon/3e93c714-fed2-44a7-9489-6521875178dc
3=	1	http://biodiversity.org.au/afd.taxon/3e99184c-5b01-45ca-8de3-c789ed69121c
3=	1	http://biodiversity.org.au/afd.taxon/3e9f60dc-d012-480f-9cb9-dd65c3ffcb6f
3=	1	http://biodiversity.org.au/afd.taxon/3eaffa66-c567-4d6c-8312-74cd091dc8f8
3=	1	http://biodiversity.org.au/afd.taxon/3eb74130-ca0a-4d32-9b5e-42da40aa70c6
3=	1	http://biodiversity.org.au/afd.taxon/3eb7a7a5-6a37-436b-b162-ebb755cde714
3=	1	http://biodiversity.org.au/afd.taxon/3ec04803-7790-4eb4-8021-c22ab6075df5
3=	1	http://biodiversity.org.au/afd.taxon/3ec06062-28f0-4981-a48b-e8e586591fac
3=	1	http://biodiversity.org.au/afd.taxon/3ec234fd-782a-4bb1-a879-dcbd8b1a35b9
3=	1	http://biodiversity.org.au/afd.taxon/3ec24ba0-a3c0-4b73-a49d-e7c53fc4d029
3=	1	http://biodiversity.org.au/afd.taxon/3ec68aca-7fc8-438f-86f2-347f0e01c0cd
3=	1	http://biodiversity.org.au/afd.taxon/3ecd814c-72ca-4979-a6fc-e864cc4712f5
3=	1	http://biodiversity.org.au/afd.taxon/3ed2aad8-d7b6-4154-ae4a-f8132efbcb05
3=	1	http://biodiversity.org.au/afd.taxon/3ed728da-631d-43af-8e8b-3806e320f68d
3=	1	http://biodiversity.org.au/afd.taxon/3ee25740-10ea-4db5-b724-b8e90a886755
3=	1	http://biodiversity.org.au/afd.taxon/3ee4b33f-90e3-4f42-b99a-04d5cc480dee
3=	1	http://biodiversity.org.au/afd.taxon/3ee65b17-1a09-4c35-9ae6-90fcf314b5db
3=	1	http://biodiversity.org.au/afd.taxon/3ef1756b-f276-4c7b-9894-5ce031cd3f88
3=	1	http://biodiversity.org.au/afd.taxon/3ef32a5b-aaf3-4bfd-a0cd-b5fdd19fccf3
3=	1	http://biodiversity.org.au/afd.taxon/3ef61416-d62c-4fb8-8470-d1b1f33127f1
3=	1	http://biodiversity.org.au/afd.taxon/3efa0a0c-b35a-40a8-abf3-93a95030601d
3=	1	http://biodiversity.org.au/afd.taxon/3efb6ad3-645c-4e31-b279-d3656eadc986
3=	1	http://biodiversity.org.au/afd.taxon/3efba49b-92b3-4e01-a31b-7c8137e29d5c
3=	1	http://biodiversity.org.au/afd.taxon/3efbd775-a90c-479b-800d-58979672056f
3=	1	http://biodiversity.org.au/afd.taxon/3efbee6b-d93b-4df0-86bf-caf24a7069c2
3=	1	http://biodiversity.org.au/afd.taxon/3efc5dde-3c70-4e54-9187-f2d7bf1245f9
3=	1	http://biodiversity.org.au/afd.taxon/3efc61e3-dd27-4984-bdef-b69eaa327fb1
3=	1	http://biodiversity.org.au/afd.taxon/3efeb1d9-31e0-492e-a8f7-796096fb0bd1
3=	1	http://biodiversity.org.au/afd.taxon/3f06f9b8-5b79-4f2e-9036-bad5e70d0464
3=	1	http://biodiversity.org.au/afd.taxon/3f0d36f5-8c4a-42b7-a83e-61a0220fbc70
3=	1	http://biodiversity.org.au/afd.taxon/3f138796-1cb0-4e19-bfd7-3e05b40140df
3=	1	http://biodiversity.org.au/afd.taxon/3f1836e0-ea28-49bc-b854-2b895c486a1c
3=	1	http://biodiversity.org.au/afd.taxon/3f18a188-a3b7-4c7e-b53c-0131fc572641
3=	1	http://biodiversity.org.au/afd.taxon/3f256d7e-3fee-4144-8966-b138f2eac800
3=	1	http://biodiversity.org.au/afd.taxon/3f26f5d5-f8fe-42ee-a26c-7c4510c0865d
3=	1	http://biodiversity.org.au/afd.taxon/3f27ff87-3888-499d-beeb-b3cd969f7082
3=	1	http://biodiversity.org.au/afd.taxon/3f29dd46-393b-4114-a828-44af86383865
3=	1	http://biodiversity.org.au/afd.taxon/3f2aa8b9-bde3-4693-85bb-282f2721078a
3=	1	http://biodiversity.org.au/afd.taxon/3f38cc97-64b1-4846-add2-2d349af79988
3=	1	http://biodiversity.org.au/afd.taxon/3f3a9272-12e8-442b-a668-b622bf1d79a7
3=	1	http://biodiversity.org.au/afd.taxon/3f45f3d8-59bb-4cb1-a68a-7a68c82792bd
3=	1	http://biodiversity.org.au/afd.taxon/3f481f67-7469-42e0-ac96-338d9199f0ee
3=	1	http://biodiversity.org.au/afd.taxon/3f636f2c-2c77-4f59-a075-e36d5247e4cc
3=	1	http://biodiversity.org.au/afd.taxon/3f6424c5-de5f-495a-92bb-c4b6159d7e77
3=	1	http://biodiversity.org.au/afd.taxon/3f665ed9-da0f-411c-8b19-fa0024f8ba52
3=	1	http://biodiversity.org.au/afd.taxon/3f6b43bb-5dcf-4241-845b-cd6efe81a8e7
3=	1	http://biodiversity.org.au/afd.taxon/3f6d3023-3b51-419f-9505-05f8fc6d5075
3=	1	http://biodiversity.org.au/afd.taxon/3f6f997e-a374-4e72-8874-b142e2627bff
3=	1	http://biodiversity.org.au/afd.taxon/3f72c3a1-b60f-4e5c-8b58-b4f6ac510d8c
3=	1	http://biodiversity.org.au/afd.taxon/3f73cf4e-8750-4744-8752-074d82f4348e
3=	1	http://biodiversity.org.au/afd.taxon/3f742c3e-c03d-4175-ba7f-9d32e029ad94
3=	1	http://biodiversity.org.au/afd.taxon/3f755d7d-bfbc-4052-9176-7ed2ca978838
3=	1	http://biodiversity.org.au/afd.taxon/3f7abe1f-7b7e-4953-92f0-0cfe987555bf
3=	1	http://biodiversity.org.au/afd.taxon/3f7bcfe2-3a8a-4d5a-956d-5411027bf128
3=	1	http://biodiversity.org.au/afd.taxon/3f7e66c4-fbfc-46d6-ad1e-86844ec69a41
3=	1	http://biodiversity.org.au/afd.taxon/3f80a7e8-e2ca-418f-9e24-9fea6f43ba58
3=	1	http://biodiversity.org.au/afd.taxon/3f81be87-6172-490d-b971-f37629b390d1
3=	1	http://biodiversity.org.au/afd.taxon/3f83e144-c3e0-44b6-9465-b1111e7deb31
3=	1	http://biodiversity.org.au/afd.taxon/3f865e8c-7f67-4192-b3b8-f1ac3e64f574
3=	1	http://biodiversity.org.au/afd.taxon/3f86e683-f965-4a60-9d00-238d103a6a71
3=	1	http://biodiversity.org.au/afd.taxon/3f8ac297-eb64-424b-ab5f-de4e8371c3f2
3=	1	http://biodiversity.org.au/afd.taxon/3f8b3196-b6f4-4673-8fac-170993d0646c
3=	1	http://biodiversity.org.au/afd.taxon/3f92c95c-5672-4432-8ce4-422fb8e712ad
3=	1	http://biodiversity.org.au/afd.taxon/3f938cb0-c31f-4851-8a37-a030e971bea2
3=	1	http://biodiversity.org.au/afd.taxon/3f9cb4c4-02c7-4458-96b0-cc8103630f70
3=	1	http://biodiversity.org.au/afd.taxon/3f9f0f1c-6649-4391-88fc-b4dcb534d287
3=	1	http://biodiversity.org.au/afd.taxon/3fa300d9-170f-4889-af82-47d9b047e689
3=	1	http://biodiversity.org.au/afd.taxon/3fa66e6d-6986-4b1d-b074-3ef91c807e48
3=	1	http://biodiversity.org.au/afd.taxon/3faa7a3a-8501-4c66-aa16-c3b940ef44dc
3=	1	http://biodiversity.org.au/afd.taxon/3faae689-aab1-4f0b-b3c2-87d768b40bd6
3=	1	http://biodiversity.org.au/afd.taxon/3fab558c-bed5-4cf5-a4da-064395ce91ff
3=	1	http://biodiversity.org.au/afd.taxon/3fadbfdb-9075-495d-953b-d6edf6cd8722
3=	1	http://biodiversity.org.au/afd.taxon/3faf6eb4-76fb-460b-996c-474f403d3a79
3=	1	http://biodiversity.org.au/afd.taxon/3fb11b8a-6681-4490-bffd-28bf0c18f43c
3=	1	http://biodiversity.org.au/afd.taxon/3fb1fb69-7f8a-4e65-9948-15d630d7f519
3=	1	http://biodiversity.org.au/afd.taxon/3fbacdad-f0a4-4315-9654-1c8b7429fe39
3=	1	http://biodiversity.org.au/afd.taxon/3fbb7b3d-151b-4ca1-a139-bbced809947c
3=	1	http://biodiversity.org.au/afd.taxon/3fbf7028-7284-43c2-bb07-67735e346ce3
3=	1	http://biodiversity.org.au/afd.taxon/3fc0a7ff-0c2a-4a2b-968f-3a561c4f50c4
3=	1	http://biodiversity.org.au/afd.taxon/3fc2ebd0-8570-4e00-9a11-364fe3278f99
3=	1	http://biodiversity.org.au/afd.taxon/3fc4cb7e-9411-4c13-a3b7-9a4478445d80
3=	1	http://biodiversity.org.au/afd.taxon/3fc5dd6a-eed3-42e4-b5e3-0d75510fd7af
3=	1	http://biodiversity.org.au/afd.taxon/3fc78f0b-a578-4c5c-bef8-de3aa2fb3fde
3=	1	http://biodiversity.org.au/afd.taxon/3fc8fd9a-7c19-49e8-966c-028d80d2be1b
3=	1	http://biodiversity.org.au/afd.taxon/3fcf6e76-c7f7-4193-8725-4db6364aed2c
3=	1	http://biodiversity.org.au/afd.taxon/3fcfa129-96e4-4121-917a-3f64c46ffa51
3=	1	http://biodiversity.org.au/afd.taxon/3fd11bdf-7114-4760-a021-8faeb94bc756
3=	1	http://biodiversity.org.au/afd.taxon/3fd1264e-f09a-4758-9fcc-6b9c1a76c052
3=	1	http://biodiversity.org.au/afd.taxon/3fd2755e-5fa9-4506-b240-62e72adad599
3=	1	http://biodiversity.org.au/afd.taxon/3fd652ab-d924-460c-abd3-ef8d84cca0a5
3=	1	http://biodiversity.org.au/afd.taxon/3fd6a10e-6536-4708-b856-0dd7972c42fe
3=	1	http://biodiversity.org.au/afd.taxon/3fde439b-c399-4e6f-ac72-91db805c1f15
3=	1	http://biodiversity.org.au/afd.taxon/3fe4db26-abe8-4b81-bfbb-4316a05a9d86
3=	1	http://biodiversity.org.au/afd.taxon/3fe6556f-d4ec-4153-b502-c73d4ec0c965
3=	1	http://biodiversity.org.au/afd.taxon/3fe7ae54-f966-41e6-b6b4-4f3f6bdba3a8
3=	1	http://biodiversity.org.au/afd.taxon/3febdd56-e2e0-4885-97ee-20227acb3846
3=	1	http://biodiversity.org.au/afd.taxon/3fec3d7e-f81d-4208-a99c-c1a953802c0e
