rank	count	NAME_AUTHORSHIP
1140=	2	Couper, Sadlier, Shea & Wilmer
1140=	2	Cox & Hedley
1140=	2	Cressey
1140=	2	Cummings
1140=	2	Curtis
1140=	2	Daday
1140=	2	Dakin
1140=	2	Dale
1140=	2	Dalla Torre
1140=	2	Daudin
1140=	2	Dautzenberg & Bavay
1140=	2	Davie & Humpherys
1140=	2	Davie & Turner
1140=	2	Deane
1140=	2	Deharveng
1140=	2	Del Guercio
1140=	2	Deng, Xiong & Zhan
1140=	2	Desneux
1140=	2	Dijkstra, H. H.
1140=	2	Doflein
1140=	2	Dojiri & Cressey
1140=	2	Donald
1140=	2	Dooley & Kailola
1140=	2	Drasche
1140=	2	Drury
1140=	2	Duckhouse
1140=	2	Duclos
1140=	2	Dönitz
1140=	2	Eberth
1140=	2	Eckstein
1140=	2	Edward & Harvey
1140=	2	Efford & Haig
1140=	2	Eldridge
1140=	2	Erbe & Hoch
1140=	2	Eschmeyer & Poss
1140=	2	Essig
1140=	2	Euphrasén
1140=	2	Ferguson
1140=	2	Finlay
1140=	2	Folsom
1140=	2	Fourmanoir & Rivaton
1140=	2	Framenau
1140=	2	Franz
1140=	2	Fraser & Allen
1140=	2	G.B. Sowerby II
1140=	2	G.R. Gray
1140=	2	Garrick
1140=	2	Garth
1140=	2	George
1140=	2	George & Jones
1140=	2	Gerstaecker
1140=	2	Giachino
1140=	2	Gibbons & Spratt
1140=	2	Gilchrist & von Bonde
1140=	2	Gill & Jewett
1140=	2	Gisin
1140=	2	Glauert
1140=	2	Godart
1140=	2	Goding
1140=	2	Golding, Ponder & Byrne
1140=	2	Gorczyca
1140=	2	Gow
1140=	2	Goy
1140=	2	Gravely
1140=	2	Griffin & Brown
1140=	2	Grose-Smith
1140=	2	Guinot
1140=	2	Gyllenhal
1140=	2	Géhin
1140=	2	H. & A. Adams
1140=	2	Hajela & Tandan
1140=	2	Hancock
1140=	2	Hanley <I>in</I> Sowerby
1140=	2	Harold & Winterbottom
1140=	2	Harrison & Holdich
1140=	2	Harvey
1140=	2	Hayashi & Miyake
1140=	2	Hedley & Musson
1140=	2	Heemstra & Randall
1140=	2	Henry
1140=	2	Hermann
1140=	2	Herring
1140=	2	Hincks
1140=	2	Hinton
1140=	2	Hipeau-Jacquotte
1140=	2	Hoddle & Mound
1140=	2	Holmes
1140=	2	Hope & Westwood
1140=	2	Horsfield
1140=	2	Horwitz & Adams
1140=	2	Hungerford & Matsuda
1140=	2	Hyatt
1140=	2	Hübner
1140=	2	Iredale & May
1140=	2	Iwamoto & Merrett
1140=	2	J.L.Barnard & Drummond
1140=	2	Jackson
1140=	2	Jamieson
1140=	2	Jardine & Selby
1140=	2	Jeannel
1140=	2	Johnston & Harrison
1140=	2	Jonas
1140=	2	Jordan & Snyder
1140=	2	Jordan & Thompson
1140=	2	Kailola
1140=	2	Kensley
1140=	2	Kifune & Hirashima
1140=	2	Kinghorn
1140=	2	Kingsley
1140=	2	Klimaszewski
1140=	2	Knapp
1140=	2	Knight
1140=	2	Knowles, Mahony, Armstrong & Donnellan
1140=	2	Kobus
1140=	2	Koch in Philippi
1140=	2	Kolbe
1140=	2	Koste, Shiel & Tan
1140=	2	Kosuge
1140=	2	Kotlán
1140=	2	Krikken
1140=	2	Kudenov
1140=	2	Kudô
1140=	2	Kuroda & Habe
1140=	2	Kuwana
1140=	2	Kuwayama
1140=	2	Laing
1140=	2	Last & Chidlow
1140=	2	Last & Stevens
1140=	2	Laubenfels
1140=	2	Lee & Main
1140=	2	Leys
1140=	2	Lichtenstein
1140=	2	Liem & Hosmer
1140=	2	Liem & Ingram
1140=	2	Lightfoot
1140=	2	Littlejohn
1140=	2	Liu & Wang
1140=	2	Lloyd
1140=	2	Lockington
1140=	2	Lovén
1140=	2	Lowry & Peart
1140=	2	Lu & Reid
1140=	2	Lu & Stranks
1140=	2	Lubbock & Goldman
1140=	2	MacGilchrist
1140=	2	MacLeay
1140=	2	Machida
1140=	2	Mackay
1140=	2	Mackerras & Sandars
1140=	2	Magzoub
1140=	2	Malipatil & Howarth
1140=	2	Mansell
1140=	2	Mardon
1140=	2	Markle & Olney
1140=	2	Marrat
1140=	2	Marsham
1140=	2	Massoud
1140=	2	Matthews & Weir
1140=	2	McLaughlin & Haig
1140=	2	McLay
1140=	2	Meigen
1140=	2	Melin
1140=	2	Michener & Syed
1140=	2	Miksic
1140=	2	Millar
1140=	2	Mincarone & Fernholm
1140=	2	Miyake
1140=	2	Miyake & Baba
1140=	2	Moniez
1140=	2	Monniot
1140=	2	Montrouzier in Souverbie & Montrouzier
1140=	2	Moore & Gibson
1140=	2	Moore & Myers
1140=	2	Mordvilko
1140=	2	Morrison & Morrison
1140=	2	Morton
1140=	2	Mosley
1140=	2	Mound & Palmer
1140=	2	Mound & Tree
1140=	2	Muchmore
1140=	2	Munroe & Menke
1140=	2	Murano & Fukuoka
1140=	2	Murdy & Ferraris
1140=	2	Myers & Moore
1140=	2	Mönnig
1140=	2	Mörch
1140=	2	Müller & Troschel
1140=	2	Nardo
1140=	2	Newstead
1140=	2	Ng & Chia
1140=	2	Ng & Davie
1140=	2	Nielsen
1140=	2	Nonfried
1140=	2	Obendorf
1140=	2	Oka
1140=	2	Okamura & Kawanishi
1140=	2	Okuda
1140=	2	Okutani
1140=	2	Orchymont
1140=	2	Osborn
1140=	2	Panampunnayil
1140=	2	Parin & Becker
1140=	2	Pearman
1140=	2	Pennant
1140=	2	Pettibone
1140=	2	Pilsbry & Sharp
1140=	2	Pinder
1140=	2	Pirlot
1140=	2	Poey
1140=	2	Ponton
1140=	2	Poore & Collins
1140=	2	Potiez & Michaud
1140=	2	Pérez Farfante
1140=	2	R. Felder
1140=	2	Rafinesque
1140=	2	Ramadan
1140=	2	Randall & Dooley
1140=	2	Randall & Heemstra
1140=	2	Randall & Taylor
1140=	2	Rehder & Wilson
1140=	2	Renier
1140=	2	Rentz & John
1140=	2	Ribaga
1140=	2	Rieger
1140=	2	Ris
1140=	2	Ritter
1140=	2	Rix, Roberts & Harvey
1140=	2	Robinson
1140=	2	Robson
1140=	2	Rohwer
1140=	2	Rosenstock
1140=	2	Rousselet
1140=	2	Roux
1140=	2	Russell & Cressey
1140=	2	Récluz
1140=	2	Salisbury
1140=	2	Sankolli
1140=	2	Sarà
1140=	2	Sasaki
1140=	2	Sasaki & Kailola
1140=	2	Sauvage
1140=	2	Savigny in Lamarck
1140=	2	Schaum
1140=	2	Schminke
1140=	2	Schmutz
1140=	2	Schoch
1140=	2	Schodde & Mason
1140=	2	Schouteden
1140=	2	Schreber
1140=	2	Schubert & Wagner
1140=	2	Schumacher
1140=	2	Schwartz
1140=	2	Seale
1140=	2	Sedlak-Weinstein
1140=	2	Segers & Shiel
1140=	2	Selenka
1140=	2	Selenka & de Man
1140=	2	Serejo & Sittrop
1140=	2	Shephard
1140=	2	Shinji
1140=	2	Short & Davie
1140=	2	Shuttleworth
1140=	2	Siebenrock
1140=	2	Slater & Gross
1140=	2	Slater, Schuh, Cassis, Johnson, & Pedraza-Peñaloza
1140=	2	Smith & Adams
1140=	2	Smith-Vaniz & Randall
1140=	2	Solomon
1140=	2	Souverbie
1140=	2	Sowerby I
1140=	2	Springer
1140=	2	Starnes
1140=	2	Stehmann
1140=	2	Stephens
1140=	2	Stephenson & Campbell
1140=	2	Sternfeld
1140=	2	Storey
1140=	2	Studer
1140=	2	T. Woods
1140=	2	Tang & Kalman
1140=	2	Tang, Uyeno & Nagasawa
1140=	2	Targioni
1140=	2	Taylor & Glover
1140=	2	Thornton & Wong
1140=	2	Théel
1140=	2	Tiegs
1140=	2	Tilesius
1140=	2	Todd
1140=	2	Tokunaga
1140=	2	Tryon
1140=	2	Tyler & Martin
1140=	2	Türkay
1140=	2	Usinger
1140=	2	Usinger & Matsuda
1140=	2	Vacelet
1140=	2	Valck Lucassen
1140=	2	Van Soest, Hooper & Hiemstra
1140=	2	Veenstra-Quah & Kolesik
1140=	2	Venhuis
1140=	2	Verrill & Smith
1140=	2	Vokes
1140=	2	W.J. Macleay
1140=	2	Wahlgren
1140=	2	Walbaum
1140=	2	Walckenaer
1140=	2	Walker-Smith
1140=	2	Wallengren
1140=	2	Walls
1140=	2	Watson & Miller
1140=	2	Watson & Moulds
1140=	2	Watson Russell
1140=	2	Weltner
1140=	2	Wesenberg-Lund
1140=	2	Westheide & von Nordheim
1140=	2	Wharton
1140=	2	White, Ebert & Compagno
1140=	2	Wilkinson
1140=	2	Willan
1140=	2	Williams & Watkins
1140=	2	Williams & Weir
1140=	2	Wilson & Keable
1140=	2	Winterbottom
1140=	2	Wise
1140=	2	Wiszniewski
1140=	2	Wolf
1140=	2	Woodward & Malipatil
1140=	2	Woodward & Postle
1140=	2	Yamanoue & Matsuura
1140=	2	Yanagisawa
1140=	2	Yerman & Krapp-Schickel
1140=	2	Yorke and Macfie
1140=	2	Yosii
1140=	2	Zetterstedt
1140=	2	Zlotorzycka
1140=	2	Zugmayer
1140=	2	Zweifel & F. Parker
1140=	2	Zwick
1140=	2	da Motta
1140=	2	Ørsted
1541=	1	(Bellan-Santini & Ledoyer
1541=	1	(Chevreux
1541=	1	(Hale
1541=	1	(J.L. Barnard
1541=	1	A Adams
1541=	1	A. Milne-Edwards
1541=	1	A.N. Basu
1541=	1	Abe & Haneda
1541=	1	Abe & Shinohara
1541=	1	Agafonova
1541=	1	Agnarsson
1541=	1	Ahlstrom
1541=	1	Ahyong & Lee
1541=	1	Ahyong & Manning
1541=	1	Ahyong & Naiyanetr
1541=	1	Ahyong, Chan & Liao
1541=	1	Aida
1541=	1	Aitken
1541=	1	Akhurst & Bedding
1541=	1	Albers
1541=	1	Ali & Lovekar
1541=	1	Alikhunhi
1541=	1	Alikunhi
1541=	1	Allen & Heemstra
1541=	1	Allen & Randall
1541=	1	Allman
1541=	1	Althaus
1541=	1	Amaoka & Mihara
1541=	1	Amaoka & Shen
1541=	1	Amaoka, Mihara & Rivaton
1541=	1	Ananthakrishnan
1541=	1	Angel
1541=	1	Anker & Ahyong
1541=	1	Ansari
1541=	1	Anton
1541=	1	Arango
1541=	1	Archey
1541=	1	Armstrong
1541=	1	Arthur
1541=	1	Asahina
1541=	1	Asakura
1541=	1	Ascanius
1541=	1	Ashmead
1541=	1	Atchley & Martin
1541=	1	Atkins
1541=	1	Attems
1541=	1	Audinet-Serville
1541=	1	Axelrod
1541=	1	Ayling & Russell
1541=	1	Aziz & Jangoux
1541=	1	Azman & Lowry
1541=	1	Baba & Türkay
1541=	1	Baba & de Saint Laurent
1541=	1	Baehr & Harvey
1541=	1	Bage
1541=	1	Bail
1541=	1	Baissac
1541=	1	Bakken
1541=	1	Baldwin & Johnson
1541=	1	Bankier
1541=	1	Banner & Smalley
1541=	1	Barber
1541=	1	Barnard & Drummond, 1982
1541=	1	Barnard & Thomas
1541=	1	Barrois
1541=	1	Bartoš
1541=	1	Bastian
1541=	1	Bath & Hutchins
1541=	1	Baudi di Selve
1541=	1	Beach
1541=	1	Beauchamp
1541=	1	Beck
1541=	1	Beck in G.B. Sowerby II
1541=	1	Beck in Reeve
1541=	1	Becker & Kampf
1541=	1	Beddome
1541=	1	Beddone
1541=	1	Bednall & Matthews
1541=	1	Bednall & Pilsbry
1541=	1	Bednall <I>in </I>Bednall & Matthews
1541=	1	Belkin
1541=	1	Bellamy & Williams
1541=	1	Bellan-Santini
1541=	1	Benesh
1541=	1	Bergendal
1541=	1	Berggren
1541=	1	Bergquist & Tizard
1541=	1	Bergquist & Warne
1541=	1	Bergquist, Cambie & Kernan
1541=	1	Berguist
1541=	1	Berkenhout
1541=	1	Beshear
1541=	1	Bethune-Baker
1541=	1	Betsch
1541=	1	Beu
1541=	1	Beveridege & Durett-Desset
1541=	1	Beveridge & Durett-Desset
1541=	1	Beveridge & Presidente
1541=	1	Beveridge & Shamsi
1541=	1	Beveridge & Spratt
1541=	1	Bezzi
1541=	1	Bieler
1541=	1	Bilfinger
1541=	1	Binney
1541=	1	Blackurn
1541=	1	Blaineville <I>in</I> Burrow
1541=	1	Blandford
1541=	1	Boas
1541=	1	Bock
1541=	1	Boddaert
1541=	1	Boisduval & Lacordaire
1541=	1	Bonde
1541=	1	Bonet
1541=	1	Bonne-Wepster
1541=	1	Boone
1541=	1	Boothroyd & Cranston
1541=	1	Borchsenius
1541=	1	Borelli
1541=	1	Bormans
1541=	1	Borodin
1541=	1	Bory de Saint-Vincent
1541=	1	Bouchet & Metivier
1541=	1	Bourguignat
1541=	1	Bourne
1541=	1	Bovallius
1541=	1	Bowdich
1541=	1	Bowman
1541=	1	Braby
1541=	1	Bradley
1541=	1	Brady
1541=	1	Brailovsky & Cassis
1541=	1	Brailovsky & Monteith
1541=	1	Brancsik
1541=	1	Brandt
1541=	1	Brazenor
1541=	1	Brehm
1541=	1	Breinl
1541=	1	Brenske
1541=	1	Briggs
1541=	1	Broderip & Sowerby
1541=	1	Brondsted
1541=	1	Brown & Douglas
1541=	1	Brown & Holthuis
1541=	1	Brown & Kempf
1541=	1	Brown & Theischinger
1541=	1	Bruce & Bowman
1541=	1	Bruce & Chace
1541=	1	Bruce & Iliffe
1541=	1	Bruguière
1541=	1	Buchholz
1541=	1	Budde-Lund
1541=	1	Buitendijk
1541=	1	Bulycheva
1541=	1	Burckhardt
1541=	1	Burns & Neboiss
1541=	1	Burr
1541=	1	Busk
1541=	1	Byrnes
1541=	1	Böhlke & McCosker
1541=	1	Böhmig
1541=	1	Börner & Blunck
1541=	1	Cairns
1541=	1	Cairns & Wells
1541=	1	Campbell & Griffin
1541=	1	Campbell & Stephenson
1541=	1	Campbell, Gibson & Evans
1541=	1	Campion
1541=	1	Canavan
1541=	1	Cantor
1541=	1	Capa, Parapar & Hutchings
1541=	1	Capello
1541=	1	Carl
1541=	1	Carlin
1541=	1	Carnaby
1541=	1	Carne & Allsopp
1541=	1	Carpenter <I>in</I> Pilsbry
1541=	1	Carpintero and Dellapé
1541=	1	Carvalho & Séret
1541=	1	Carver & Martyn
1541=	1	Cassis & Vanags
1541=	1	Cassone
1541=	1	Cate & Azuma
1541=	1	Chabaud, Seureau, Beveridge, Bain & Durette-Desset
1541=	1	Chace & Brown
1541=	1	Chamisso & Eysenhardt
1541=	1	Chan
1541=	1	Chan & Chuang
1541=	1	Chan & de Saint Laurent
1541=	1	Chapin
1541=	1	Chappuis
1541=	1	Charpentier
1541=	1	Chaudoir
1541=	1	Chemnitz
1541=	1	Chen & Weng
1541=	1	Chen, Leng & Greenslade
1541=	1	Chevreux & de Guerne
1541=	1	Chhapgar & Sane
1541=	1	Chia, Ng & Castro
1541=	1	Chilton, Beveridge & Andrews
1541=	1	China & Carvalho
1541=	1	China & Myers
1541=	1	Chiong & Ng
1541=	1	Chopard
1541=	1	Choy
1541=	1	Christ
1541=	1	Christidis
1541=	1	Chu & Hu
1541=	1	Ciros-Pérez, Gomez & Serra
1541=	1	Claparéde
1541=	1	Clay & Meinertzhagen
1541=	1	Clench & Archer
1541=	1	Clouët
1541=	1	Cocco
1541=	1	Coe
1541=	1	Cogger
1541=	1	Coinde
1541=	1	Compagno & Last
1541=	1	Compagno, Stehmann & Ebert
1541=	1	Compagno, White & Last
1541=	1	Comstock
1541=	1	Conci
1541=	1	Condon
1541=	1	Condé
1541=	1	Conlan
1541=	1	Cooley
1541=	1	Coombs
1541=	1	Coquerel
1541=	1	Coquillett
1541=	1	Cottier
1541=	1	Cotton & Gabriel
1541=	1	Coughran & McCormack
1541=	1	Couthouy, in Jay
1541=	1	Covacevich & Ingram
1541=	1	Cowen
1541=	1	Cranston
1541=	1	Creplin
1541=	1	Crosby & Bishop
1541=	1	Crosnier & Forest
1541=	1	Crossland
1541=	1	Cubitt
1541=	1	Cutler
1541=	1	Czerniavskii
1541=	1	Czerniavsky
1541=	1	D'Attilio
1541=	1	D'Attilio & Old
1541=	1	Da Costa
1541=	1	Daharveng
1541=	1	Dahlbom
1541=	1	Dai & Song
1541=	1	Dakin & Colefax
1541=	1	Dakin & Fordham
1541=	1	Dall, Bartsch & Rehder
1541=	1	Daniel
1541=	1	Danielssen
1541=	1	Darlington
1541=	1	Dartnall & Kershaw
1541=	1	Dautzenberg
1541=	1	David & Subramaniam
1541=	1	Davie & Crosnier
1541=	1	Davie, Ng & Dawson
1541=	1	Davies & Littlejohn
1541=	1	Davies & McDonald
1541=	1	Davies, Mahony & Roberts
1541=	1	Davies, Watson, McDonald, Trennery & Werren
1541=	1	Davis & Cohen
1541=	1	Dawson & Glover
1541=	1	De Baar & Hancock
1541=	1	De Geer
1541=	1	De Guerne & Richard
1541=	1	De Saint Laurent & Macpherson
1541=	1	De Saint Laurent & Poupin
1541=	1	De Silva
1541=	1	DeKay
1541=	1	Degeer
1541=	1	Dejean
1541=	1	Del Cerro & Lloris
1541=	1	Della Valle
1541=	1	Delyamure
1541=	1	Denis
1541=	1	Denis & Schiffermüller
1541=	1	Dennant
1541=	1	Deuquet
1541=	1	Diagne, Diouf, Lochouarn & Bain
1541=	1	Dibb
1541=	1	Dickman, Parnaby, Crowther & King
1541=	1	Didier & Séret
1541=	1	Diesing
1541=	1	Dietrichsen
1541=	1	Dijkstra & Southgate
1541=	1	Ditlevsen
1541=	1	Dixon
1541=	1	Dobrotworsky & Drummond
1541=	1	Dollfus
1541=	1	Dolling
1541=	1	Doubleday
1541=	1	Doughty & Anstis
1541=	1	Doughty & Roberts
1541=	1	Doughty, Maryan, Donnellan & Hutchinson
1541=	1	Doughty, Oliver & Adams
1541=	1	Doyle
1541=	1	Drake & Ruhoff
1541=	1	Drake & Slater
1541=	1	Drapiez
1541=	1	Drew & Allwood
1541=	1	Dubinin
1541=	1	Duboscq & Grasse
1541=	1	Dumbleton
1541=	1	Duncan & Wilson
1541=	1	Duncker & Mohr
1541=	1	Dunker in Reeve
1541=	1	Dunn
1541=	1	Dunnet
1541=	1	Durette-Desset
1541=	1	Durette-Desset, Ben Slimane, Cassone, Barton & Chabaud
1541=	1	Duris & Bruce
1541=	1	Durrant
1541=	1	Duvernoy
1541=	1	Dybowsky
1541=	1	E.D. Edwards
1541=	1	Eastop
1541=	1	Eaton
1541=	1	Edwards & Common
1541=	1	Ehrenberg & Grube
1541=	1	Eibye-Jacobsen
1541=	1	Eldridge & Close
1541=	1	Elkins
1541=	1	Ellis
1541=	1	Ellis & Bellinger
1541=	1	Emeljanov & Fletcher
1541=	1	Emerson in Snyder
1541=	1	Engelhardt
1541=	1	Ercolani
1541=	1	Ershov
1541=	1	Escalante & Carrajal
1541=	1	Eschmeyer
1541=	1	Estcourt
1541=	1	Ewart
1541=	1	Ewing
1541=	1	Eydoux & Souleyet
1541=	1	Eyles
1541=	1	F. Müller
1541=	1	Fairbridge
1541=	1	Fallén
1541=	1	Fauchald
1541=	1	Faure
1541=	1	Felsche
1541=	1	Fennah
1541=	1	Fernie
1541=	1	Ferreira
1541=	1	Ferris & Kylver
1541=	1	Filippova
1541=	1	Filmer & Coomans
1541=	1	Finlayson
1541=	1	Finston, Johnson & Knott
1541=	1	Fischli
1541=	1	Fisher
1541=	1	Fize & Serène
1541=	1	Flower
1541=	1	Forest & Morgan
1541=	1	Forest & de Saint Laurent
1541=	1	Forro
1541=	1	Forsskal
1541=	1	Forster & Gray
1541=	1	Foster
1541=	1	Fowler & Bean
1541=	1	Framenau & Vink
1541=	1	Franck
1541=	1	Franklin
1541=	1	Fraser & Struhsaker
1541=	1	Fresca
1541=	1	Frey
1541=	1	Fricke & Brunken
1541=	1	Friederichs
1541=	1	Fréminville
1541=	1	Frölich
1541=	1	Fuesslin
1541=	1	Fukuda & Ponder
1541=	1	Fullaway
1541=	1	Fuller
1541=	1	Fulton & Grant
1541=	1	G. Karaman
1541=	1	G.B. Sowerby III
1541=	1	G.B.Sowerby I
1541=	1	G.S. Karaman
1541=	1	Garkavi
1541=	1	Garrett
1541=	1	Garrick & Paul
1541=	1	Garrick & Springer
1541=	1	Garth & Davie
1541=	1	Garth & Ng
1541=	1	Gebauer
1541=	1	Gee
1541=	1	Gegenbaur
1541=	1	Geiger & Martin
1541=	1	Gemminger & Harold
1541=	1	George & Clark
1541=	1	George & M. Clark
1541=	1	George & Springer
1541=	1	Gerken & Gross
1541=	1	Gerken & McCarthy
1541=	1	Gerstäcker
1541=	1	Gervais & Verreaux
1541=	1	Ghauri
1541=	1	Gibbes
1541=	1	Gibson & Jones
1541=	1	Gibson & Sundberg
1541=	1	Giglioli
1541=	1	Gilbert & Hubbs
1541=	1	Gill & Allen
1541=	1	Gill & Edwards
1541=	1	Gill & Hutchins
1541=	1	Gill & Woodland
1541=	1	Gill, Mooi & Hutchins
1541=	1	Gillette
1541=	1	Girard
1541=	1	Given
1541=	1	Glasby
1541=	1	Glasby & Marks
1541=	1	Glasby & Watson
1541=	1	Glasby, Schroeder, & Aguado
1541=	1	Glasscott
1541=	1	Gledhill, Last & White
1541=	1	Goidanich
1541=	1	Gomez de Faria
1541=	1	Gomon & Johnson
1541=	1	Gomon & Kuiter
1541=	1	Gomon & Last
1541=	1	Gomon & Paxton
1541=	1	Gomon & Sato
1541=	1	Gon & Allen
1541=	1	Goodey
1541=	1	Goodwin
1541=	1	Gorczyca & Eyles
1541=	1	Goren
1541=	1	Gosline
1541=	1	Goto & Last
1541=	1	Gottschaldt
1541=	1	Gourret
1541=	1	Govedich & Davies
1541=	1	Gowlett-Holmes & Holmes
1541=	1	Gowlett-Holmes & Zeidler
1541=	1	Graff
1541=	1	Grateloup
1541=	1	Gray & Richardson
1541=	1	Gray in Griffith & Pidgeon
1541=	1	Gray in Sowerby
1541=	1	Greeff
1541=	1	Greenfield
1541=	1	Greenfield, Langston & Randall
1541=	1	Greenslade
1541=	1	Greenslade & Deharveng
1541=	1	Greenslade & Potapov
1541=	1	Greenwood & Johnston
1541=	1	Gribodo
1541=	1	Griffin & Campbell
1541=	1	Griffith
1541=	1	Griffith & Smith
1541=	1	Griswold
1541=	1	Grübe
1541=	1	Guerra-García & Takeuchi
1541=	1	Gunn & Morgan
1541=	1	Gunnerus
1541=	1	Gurlt
1541=	1	Gurney
1541=	1	Guthrie
1541=	1	Guérin Méneville
1541=	1	Guérin-Menéville
1541=	1	H. Adams <I>in</I> H. Adams & Angas
1541=	1	H. Milne Edwards & Lucas
1541=	1	H.H. Druce
1541=	1	H.L. Clark
1541=	1	H.L. White
1541=	1	Haacke
1541=	1	Haan
1541=	1	Habe & Nomoto
1541=	1	Haedrich
1541=	1	Haig & Kropp
1541=	1	Hall
1541=	1	Haller
1541=	1	Hamid
1541=	1	Hamlin
1541=	1	Hanamura & Wadley
1541=	1	Hanamura, Wadley & Taylor
1541=	1	Harding
1541=	1	Harris & Drake
1541=	1	Hart & Limpus
1541=	1	Hartert
1541=	1	Hartig
1541=	1	Hartman & Goreau
1541=	1	Hartmann-Schroder
1541=	1	Hartmann-Schröder & Rosenfeldt
1541=	1	Hartmeyer & Michaelsen
1541=	1	Harvey & Edward
1541=	1	Harvey & Leng
1541=	1	Hashimoto
1541=	1	Hassall & Stiles
1541=	1	Hausmann
1541=	1	Haviland
1541=	1	Hawkeswood & Turner
1541=	1	Hayashi & Kim
1541=	1	Hayek
1541=	1	Hebauer
1541=	1	Heckel
1541=	1	Heemstra & Smith
1541=	1	Helbling
1541=	1	Hempel
1541=	1	Hensley
1541=	1	Hensley & Randall
1541=	1	Heron
1541=	1	Herrich-Schaeffer
1541=	1	Hessle
1541=	1	Hett
1541=	1	Heyden
1541=	1	Heymons
1541=	1	Heynemann
1541=	1	Hickman & Moore
1541=	1	Hidaka, Iwatsuki & Randall
1541=	1	Hidalgo
1541=	1	Hille Ris Lambers
1541=	1	Hirayama
1541=	1	Hoese
1541=	1	Hoese & Randall
1541=	1	Hoese & Reader
1541=	1	Hoese & Rennis
1541=	1	Hoese & Steene
1541=	1	Hoggett
1541=	1	Hollard
1541=	1	Holleman
1541=	1	Holman & Watling
1541=	1	Holmgren
1541=	1	Hooper, Capon & Hodder
1541=	1	Hopkins
1541=	1	Horne
1541=	1	Hornell & Fowler
1541=	1	Hoskin
1541=	1	Hosmer
1541=	1	Howard
1541=	1	Hsiao
1541=	1	Huber
1541=	1	Hudson
1541=	1	Hudson & Gosse
1541=	1	Hufnagel
1541=	1	Hulstaert
1541=	1	Humbert
1541=	1	Humes
1541=	1	Hung
1541=	1	Hunt
1541=	1	Hutchings & Smith
1541=	1	Hutchins & Kuiter
1541=	1	Huys
1541=	1	Hynes & Bunn
1541=	1	Iglésias, Nakaya & Stehmann
1541=	1	Ihle & Ihle-Landenberg
1541=	1	Imamura
1541=	1	Imamura & Yoshino
1541=	1	Imms
1541=	1	Ingram
1541=	1	Ingram & Corben
1541=	1	Iredale & Tomlin
1541=	1	Issel
1541=	1	Ivantsoff, Unmack, Saeed & Crowley
1541=	1	Iwamoto & McMillan
1541=	1	Iwamoto & Sazonov
1541=	1	Iwamoto, McMillan & Shcherbachev
1541=	1	Iwatsuki & Russell
1541=	1	Izuka
1541=	1	Izzard
1541=	1	J. White
1541=	1	Jablonowski
1541=	1	Jackson & Taylor
1541=	1	Jacobsen & Bennett
1541=	1	Jaczewski
1541=	1	Jakubski
1541=	1	James, Inada & Nakamura
1541=	1	Jameson
1541=	1	Jan & Sordelli
1541=	1	Jennings
1541=	1	Jennings & Austin in Jennings et al.
1541=	1	Jensen-Haarup
1541=	1	Jenyns
1541=	1	Jerdon
1541=	1	Johannsen
1541=	1	Johnson & Cohen
1541=	1	Johnson & Randall
1541=	1	Johnson & Valentine
1541=	1	Johnston & Muirhead
1541=	1	Johnston & Simpson
1541=	1	Johnston & Walker
1541=	1	Johnstone
1541=	1	Jones, Icely & Cragg
1541=	1	Jordan & Gilbert
1541=	1	Jordan & Jordan
1541=	1	Jordan & McGregor
1541=	1	Jordan & Richardson
1541=	1	Jordan, Evermann & Tanaka
1541=	1	Joubin
1541=	1	Jourdan
1541=	1	Jousseaume in Lamy
1541=	1	Jägersten
1541=	1	Kaas
1541=	1	Kabata
1541=	1	Karrer
1541=	1	Katayama
1541=	1	Katayama & Fujii
1541=	1	Katayama & Masuda
1541=	1	Kelaher & Lowry
1541=	1	Kellogg & Kuwana
1541=	1	Kelly-Borges & Vacelet
1541=	1	Kemp & Chopra
1541=	1	Kendall & Goldsborough
1541=	1	Kennedy
1541=	1	Kerner
1541=	1	Kerr, Macqueen & Sands
1541=	1	Kesteven
1541=	1	Kettle
1541=	1	Kettle, Elson & Dyce
1541=	1	Kewelramani, Wagh & Ranade
1541=	1	King & Exley
1541=	1	Kira
1541=	1	Kishimoto
1541=	1	Kitchener, Caputi & Jones
1541=	1	Kittlitz
1541=	1	Kleeman
1541=	1	Kluge
1541=	1	Knab
1541=	1	Knott
1541=	1	Knox
1541=	1	Knudsen
1541=	1	Koebele
1541=	1	Koelbel
1541=	1	Kogan & Oliveira
1541=	1	Koh & Ng
1541=	1	Kohout
1541=	1	Kolesik & Skuhravá
1541=	1	Kolesik in Kolesik, Whitmore & Stace
1541=	1	Koningsberger
1541=	1	Korboot
1541=	1	Koren & Danielssen
1541=	1	Kossman
1541=	1	Kossmann
1541=	1	Kotlyar
1541=	1	Koumans
1541=	1	Krapp-Schickel & Andres
1541=	1	Krapp-Schickel & Myers
1541=	1	Kreipl
1541=	1	Krohn
1541=	1	Kropp
1541=	1	Krzeminska
1541=	1	Krüger
1541=	1	Kuchta, Scholz & Justine
1541=	1	Kudenov & Blake
1541=	1	Kudo
1541=	1	Kuhl & Hasselt
1541=	1	Kuhn
1541=	1	Kuijten
1541=	1	Kuiper
1541=	1	Kulczynski
1541=	1	Kumar & Tandan
1541=	1	Kunze
1541=	1	Kuroda & Kawamoto
1541=	1	L. Koch & Keyserling
1541=	1	L. Raybaudi Massilia & Prati Musetti
