rank	count	NAME_COMPLETE
19=	1	Acanthephyra quadrispinosa
19=	1	Acanthephyra rostrata
19=	1	Acanthephyra sanguinea
19=	1	Acanthephyra sica
19=	1	Acanthephyra smithi
19=	1	Acanthephyra tenuipes
19=	1	Acanthistius paxtoni
19=	1	Acanthochaetetes wellsi
19=	1	Acanthochitona approximans
19=	1	Acanthochitona bednalli
19=	1	Acanthochitona complanata
19=	1	Acanthochitona coxi
19=	1	Acanthochitona gatliffi
19=	1	Acanthochitona granostriata
19=	1	Acanthochitona kimberi
19=	1	Acanthochitona macrocystialis
19=	1	Acanthochitona pelicanensis
19=	1	Acanthochitona pilsbryi
19=	1	Acanthochitona retrojecta
19=	1	Acanthochitona saundersi
19=	1	Acanthochitona sueurii
19=	1	Acanthochitona thackwayi
19=	1	Acanthocyrtus lineatus
19=	1	Acanthocyrtus spinosus
19=	1	Acanthodela erythrosema
19=	1	Acanthodela protophaes
19=	1	Acanthodillo barringtonensis
19=	1	Acanthodillo commensalis
19=	1	Acanthodillo formicarum
19=	1	Acanthodillo minutus
19=	1	Acantholena dysaethria
19=	1	Acantholena siccella
19=	1	Acantholybas brunneus
19=	1	Acantholybas kirkaldyi
19=	1	Acanthomicrolaimus jenseni
19=	1	Acanthomima rhipheus
19=	1	Acanthonotozomella alata
19=	1	Acanthonotozomopsis duplocoxa
19=	1	Acanthonyx euryseroche
19=	1	Acanthopagrus butcheri
19=	1	Acanthopagrus latus
19=	1	Acanthophis antarcticus
19=	1	Acanthophis praelongus
19=	1	Acanthophis pyrrhus
19=	1	Acanthophrys costatus
19=	1	Acanthopleura arenosa
19=	1	Acanthopleura gemmata
19=	1	Acanthopsylla dunneti
19=	1	Acanthopsylla franklinensis
19=	1	Acanthopsylla jordani
19=	1	Acanthopsylla pavida
19=	1	Acanthopsylla rothschildi multidentata
19=	1	Acanthopsylla rothschildi nereis
19=	1	Acanthopsylla rothschildi rothschildi
19=	1	Acanthopsylla saphes
19=	1	Acanthopsylla scintilla rectangulata
19=	1	Acanthopsylla scintilla scintilla
19=	1	Acanthorhabdus fragilis
19=	1	Acanthosquilla derijardi
19=	1	Acanthosquilla multifasciata
19=	1	Acanthostethus brisbanensis
19=	1	Acanthostethus confertus
19=	1	Acanthostethus gilberti
19=	1	Acanthostethus hentyi
19=	1	Acanthostethus minimus
19=	1	Acanthostethus moerens
19=	1	Acanthostethus mysticus
19=	1	Acanthostethus nudiventris
19=	1	Acanthostethus obliteratus
19=	1	Acanthostethus portlandensis
19=	1	Acanthostethus punctatissimus
19=	1	Acanthostethus saussurei
19=	1	Acanthostethus spiniger
19=	1	Acanthostethus tasmanicus
19=	1	Acanthostethus triangularis
19=	1	Acanthostrongylophora ashmorica
19=	1	Acanthotrichia bilamina
19=	1	Acanthurella halei
19=	1	Acanthurus bariene
19=	1	Acanthurus blochii
19=	1	Acanthurus dussumieri
19=	1	Acanthurus grammoptilus
19=	1	Acanthurus guttatus
19=	1	Acanthurus leucocheilus
19=	1	Acanthurus leucosternon
19=	1	Acanthurus lineatus
19=	1	Acanthurus maculiceps
19=	1	Acanthurus mata
19=	1	Acanthurus nigricans
19=	1	Acanthurus nigricauda
19=	1	Acanthurus nigrofuscus
19=	1	Acanthurus olivaceus
19=	1	Acanthurus pyroferus
19=	1	Acanthurus tennentii
19=	1	Acanthurus thompsoni
19=	1	Acanthurus triostegus
19=	1	Acanthurus tristis
19=	1	Acar plicata
19=	1	Acaraptera minuta
19=	1	Acarnus bergquistae
19=	1	Acarnus guentheri
19=	1	Acarnus hoshinoi
19=	1	Acarnus tenuis
19=	1	Acarnus ternatus
19=	1	Acarnus wolffgangi
19=	1	Acarobythites larsonae
19=	1	Acarodynerus acarophilus
19=	1	Acarodynerus atrorufus
19=	1	Acarodynerus batchelorensis
19=	1	Acarodynerus clypeatus
19=	1	Acarodynerus denticulatus
19=	1	Acarodynerus dietrichianus dietrichianus
19=	1	Acarodynerus dietrichianus rufocaudatus
19=	1	Acarodynerus drewsenianus
19=	1	Acarodynerus exarmatus
19=	1	Acarodynerus legatus
19=	1	Acarodynerus lunaris
19=	1	Acarodynerus paleovariatus
19=	1	Acarodynerus posttegulatus
19=	1	Acarodynerus propodalaris
19=	1	Acarodynerus quadrangolum
19=	1	Acarodynerus queenslandicus
19=	1	Acarodynerus spargovillensis
19=	1	Acarodynerus spectrum
19=	1	Acarodynerus triangulum
19=	1	Acarozumia amaliae
19=	1	Accalathura avena
19=	1	Accalathura bassi
19=	1	Accalathura dimeria
19=	1	Accalathura oryza
19=	1	Accalathura sehima
19=	1	Accalathura spathia
19=	1	Accalathura triodea
19=	1	Acedestia chera
19=	1	Acerentulus sexspinatus
19=	1	Acesta (Acesta) saginata
19=	1	Acetes erythraeus
19=	1	Acetes sibogae
19=	1	Achaeus brevirostris
19=	1	Achaeus curvirostris
19=	1	Achaeus lacertosus
19=	1	Achaeus podocheloides
19=	1	Achaeus pugnax
19=	1	Achaeus robustus
19=	1	Achatina fulica
19=	1	Acheliderma fistulatus
19=	1	Achramorpha glacialis
19=	1	Achramorpha grandinis
19=	1	Achramorpha nivalis
19=	1	Aciagrion fragilis
19=	1	Acidoproctus emersoni
19=	1	Acidoproctus hilli
19=	1	Acidoproctus moschatae
19=	1	Acizzia acaciaebaileyanae
19=	1	Acizzia acaciaedealbatae
19=	1	Acizzia acaciaedecurrentis
19=	1	Acizzia acaciaejuniperinae
19=	1	Acizzia albizziae
19=	1	Acizzia amyemae
19=	1	Acizzia candida
19=	1	Acizzia capparis
19=	1	Acizzia conspicua
19=	1	Acizzia dodonaeae
19=	1	Acizzia exquisita
19=	1	Acizzia gracilis
19=	1	Acizzia jucunda
19=	1	Acizzia lidgetti
19=	1	Acizzia loranthacae
19=	1	Acizzia pendulae
19=	1	Acizzia schizoneuroides
19=	1	Acizzia taylorii
19=	1	Acizzia uncatoides
19=	1	Aclophora alveata
19=	1	Aclophora axialis
19=	1	Aclophora cancellata
19=	1	Aclophora islandica
19=	1	Aclophora linearis
19=	1	Aclophora tropica
19=	1	Aclophoropsis maculosa
19=	1	Aclophoropsis univitta
19=	1	Acmotoma magniferella
19=	1	Acracantha monticola
19=	1	Acraea andromacha
19=	1	Acritoptila globosa
19=	1	Acritoptila margaretae
19=	1	Acrochordus arafurae
19=	1	Acrochordus granulatus
19=	1	Acrocirrus aciculigerus
19=	1	Acrocyrtus (Carocyrtus) ralumensis
19=	1	Acrodipsas arcana
19=	1	Acrodipsas aurata
19=	1	Acrodipsas brisbanensis
19=	1	Acrodipsas cuprea
19=	1	Acrodipsas hirtipes
19=	1	Acrodipsas illidgei
19=	1	Acrodipsas melania
19=	1	Acrodipsas mortoni
19=	1	Acrodipsas myrmecophila
19=	1	Acromantis australis
19=	1	Acrophylla caprella
19=	1	Acrophylla enceladus
19=	1	Acrophylla nubilosa
19=	1	Acrophylla thoon
19=	1	Acrophylla titan
19=	1	Acrophylla wuelfingi
19=	1	Acropygorthezia williamsi
19=	1	Acrorrhinium spicatus
19=	1	Acrossidius pseudotasmaniae
19=	1	Acrossidius tasmaniae
19=	1	Acrosterigma abrolhense
19=	1	Acrosterigma biradiatum
19=	1	Acrosterigma hobbsae
19=	1	Acrosterigma maculosum
19=	1	Acrosterigma marielae
19=	1	Acrosterigma sp.
19=	1	Acrotelsa collaris
19=	1	Actaea calculosa
19=	1	Actaea capricornensis
19=	1	Actaea glandifera
19=	1	Actaea hieroglyphica
19=	1	Actaea peronii peronii
19=	1	Actaea polyacantha
19=	1	Actaea spinosissima
19=	1	Actaea squamulosa
19=	1	Actaeomorpha erosa
19=	1	Actinotia hyperici
19=	1	Actornithophilus ceruleus
19=	1	Actornithophilus grandiceps
19=	1	Actornithophilus hoplopteri
19=	1	Actornithophilus incisus
19=	1	Actornithophilus ochraceus
19=	1	Actornithophilus pauliani
19=	1	Actornithophilus piceus lari
19=	1	Actornithophilus piceus piceus
19=	1	Actornithophilus umbrinus
19=	1	Actumnus elegans
19=	1	Actumnus forficigerus
19=	1	Actumnus setifer
19=	1	Actumnus squamosus
19=	1	Acyrthosiphon (Acyrthosiphon) kondoi
19=	1	Acyrthosiphon (Acyrthosiphon) malvae
19=	1	Acyrthosiphon (Acyrthosiphon) pisum
19=	1	Adacnarca squamea
19=	1	Adagnesia charcoti
19=	1	Adagnesia venusta
19=	1	Adelges (Dreyfusia) nordmannianae
19=	1	Adelges (Gilletteella) cooleyi
19=	1	Adeliella laticornis
19=	1	Adelonema trichosuri
19=	1	Adelotopus laevigatus
19=	1	Adelotopus lucidus
19=	1	Adelotopus rugaticollis
19=	1	Adelotopus wilochrae
19=	1	Adelotus brevis
19=	1	Adelphocorisella australis
19=	1	Adelphoderia regina
19=	1	Adineta barbata
19=	1	Adineta gracilis
19=	1	Adineta steineri
19=	1	Adineta vaga vaga
19=	1	Adisura marginalis
19=	1	Adlerzia froggatti
19=	1	Adoryphorus canei
19=	1	Adoryphorus coulonii
19=	1	Adoryphorus mellori
19=	1	Adoxotoma bargo
19=	1	Adoxotoma chinopogon
19=	1	Adoxotoma hannae
19=	1	Adoxotoma nigroolivacea
19=	1	Adroctenes magnus
19=	1	Adrothrips akanthus
19=	1	Adrothrips aureus
19=	1	Adrothrips cotteri
19=	1	Adrothrips intermedius
19=	1	Adrothrips systenus
19=	1	Adurothrips atopus
19=	1	Advena campbellii
19=	1	Advenathrips inquilinus
19=	1	Adversaeschna brevistyla
19=	1	Aedeomyia (Aedeomyia) catasticta
19=	1	Aedeomyia (Aedeomyia) venustipes
19=	1	Aedia arctipennis
19=	1	Aedia leucomelas
19=	1	Aedia sericea
19=	1	Aedimorphus alboscutellatus
19=	1	Aegaeon lacazei
19=	1	Aegaeon rathbuni
19=	1	Aegialonemertes chlorophthalma
19=	1	Aegisocoris granulatus
19=	1	Aegotheles (Aegotheles) cristatus cristatus
19=	1	Aegotheles (Aegotheles) cristatus tasmanicus
19=	1	Aegus jansoni
19=	1	Aegus listeri
19=	1	Aelurostrongylus abstrusus
19=	1	Aenetus astathes
19=	1	Aenetus dulcis
19=	1	Aenetus eximia
19=	1	Aenetus lewinii
19=	1	Aenetus ligniveren
19=	1	Aenetus mirabilis
19=	1	Aenetus montanus
19=	1	Aenetus ombraloma
19=	1	Aenetus ramsayi
19=	1	Aenetus scotti
19=	1	Aenetus splendens
19=	1	Aenetus tegulatus
19=	1	Aenictus aratus
19=	1	Aenictus hilli
19=	1	Aenictus philiporum
19=	1	Aenigmanemertes norenburgi
19=	1	Aeolothapsa malacella
19=	1	Aepyprymnus rufescens
19=	1	Aerodramus terraereginae chillagoensis
19=	1	Aerodramus terraereginae terraereginae
19=	1	Aerodramus vanikorensis yorki
19=	1	Aetheorhynchus actites
19=	1	Aethra scruposa
19=	1	Aethriamanta circumsignata
19=	1	Aethriamanta nymphaeae
19=	1	Aethrikos setosa
19=	1	Aetobatus ocellatus
19=	1	Aetomylaeus nichofii
19=	1	Aetomylaeus vespertilio
19=	1	Afranthidium repetitum
19=	1	Afrocardium skeeti
19=	1	Aganippe bancrofti
19=	1	Aganippe cupulifex
19=	1	Aganippe raphiduca
19=	1	Agapetus cralus
19=	1	Agapetus dayi
19=	1	Agapetus evansi
19=	1	Agapetus kimminsi
19=	1	Agapetus laparus
19=	1	Agapetus monticolus
19=	1	Agapetus pontona
19=	1	Agapetus tasmanicus
19=	1	Agathiphaga queenslandensis
19=	1	Agathyrna praecellens
19=	1	Agelaeopsylla corymbiae
19=	1	Agelaeopsylla insolita
19=	1	Agelaeopsylla maculatae
19=	1	Agelaeopsylla papuanae
19=	1	Agelas mauritiana
19=	1	Ageletha elaeodes
19=	1	Ageletha hemiteles
19=	1	Agenioideus nigricornis
19=	1	Agilestia hylaea
19=	1	Agilestia hyperocha
19=	1	Aglaophamus foliocirrata
19=	1	Aglaophamus gippslandicus
19=	1	Aglaophamus hedlandensis
19=	1	Aglaophamus verrilli
19=	1	Aglaophamus victoriae
19=	1	Agnezia glaciata
19=	1	Agononida eminens
19=	1	Agononida incerta
19=	1	Agononida pilosimanus
19=	1	Agononida procera
19=	1	Agononida soelae
19=	1	Agononida squamosa
19=	1	Agonoscelis rutila
19=	1	Agonosoma trilineatum
19=	1	Agrilus (Agrilus) assimilis
19=	1	Agrilus (Agrilus) australasiae
19=	1	Agrilus (Agrilus) brevis
19=	1	Agrilus (Agrilus) deauratus
19=	1	Agrilus (Agrilus) decupratus
19=	1	Agrilus (Agrilus) echidna
19=	1	Agrilus (Agrilus) hypoleucus
19=	1	Agrilus (Agrilus) indigenus
19=	1	Agrilus (Agrilus) mastersii
19=	1	Agrilus (Agrilus) occipitalis
19=	1	Agrilus (Agrilus) raphelisi
19=	1	Agrilus (Agrilus) wallaby
19=	1	Agrilus (Pinarinus) thylacinus
19=	1	Agriocnemis argentea
19=	1	Agriocnemis dobsoni
19=	1	Agriocnemis femina
19=	1	Agriocnemis kunjina
19=	1	Agriocnemis rubricauda
19=	1	Agrionoptera insignis allogenes
19=	1	Agrionoptera longitudinalis biserialis
19=	1	Agriophara axesta
19=	1	Agriophara cinerosa
19=	1	Agriophara confertella
19=	1	Agriophara horridula
19=	1	Agriophara levis
19=	1	Agriophara murinella
19=	1	Agriophara platyscia
19=	1	Agriopocoris dollingi
19=	1	Agriopocoris froggatti
19=	1	Agriopocoris porcellus
19=	1	Agrotis infusa
19=	1	Agrotis interjectionis
19=	1	Agrotis ipsilon
19=	1	Agrotis munda
19=	1	Agrotis poliotis
19=	1	Agrotis porphyricollis
19=	1	Agrotis radians
19=	1	Agrypnus adelaidae
19=	1	Agrypnus akidiformis
19=	1	Agrypnus brachypterus
19=	1	Agrypnus carinulatus
19=	1	Agrypnus divaricatus
19=	1	Agrypnus gibbosus
19=	1	Agrypnus granulatus
19=	1	Agrypnus lacrymosus
19=	1	Agrypnus mansuetus
19=	1	Agrypnus octavus
19=	1	Agyrtacantha dirupta
19=	1	Ahamitermes hillii
19=	1	Ahamitermes inclusus
19=	1	Ahamitermes nidicola
19=	1	Aipysurus duboisii
19=	1	Aipysurus eydouxii
19=	1	Aipysurus fuscus
19=	1	Aipysurus laevis
19=	1	Airapus obscurus
19=	1	Aitkenia latevagans
19=	1	Aka hardyi
19=	1	Aka mucosa
19=	1	Aka paratypica
19=	1	Aka tasmani
19=	1	Akainothrips asketus
19=	1	Akainothrips bipictus
19=	1	Akainothrips inionis
19=	1	Akainothrips iskae
19=	1	Akainothrips juliae
19=	1	Akainothrips magnetis
19=	1	Akainothrips monaro
19=	1	Akainothrips tathrae
19=	1	Akinothele eucharis
19=	1	Aktedrilus leeuwinensis
19=	1	Aktedrilus podeilema
19=	1	Akthethrips strobus
19=	1	Alabes bathys
19=	1	Alabes elongata
19=	1	Alabes gibbosa
19=	1	Alabes obtusirostris
19=	1	Alabes scotti
19=	1	Alachosquilla vicina
19=	1	Alainopasiphaea australis
19=	1	Alathyria condola
19=	1	Alathyria jacksoni
19=	1	Alathyria pertexta pertexta
19=	1	Alathyria pertexta wardi
19=	1	Alathyria profuga
19=	1	Albula argentea
19=	1	Albula oligolepis
19=	1	Albunea microps
19=	1	Albunea speciosa
19=	1	Alcedoecus alatoclypeatus
19=	1	Alcedoecus delphax
19=	1	Alcirona multidigitata
19=	1	Alcyna acia
19=	1	Alcyna australis
19=	1	Alcyonosyllis phili
19=	1	Aldrovandia phalacra
19=	1	Alectis ciliaris
19=	1	Alectona primitiva
19=	1	Alepocephalus antipodianus
19=	1	Alepocephalus australis
19=	1	Alepocephalus bicolor
19=	1	Alepocephalus longiceps
19=	1	Alepocephalus longirostris
19=	1	Alepocephalus owstoni
19=	1	Alepocephalus productus
19=	1	Alepocephalus triangularis
19=	1	Aleurodothrips fasciapennis
19=	1	Aleuroduplidens wellsae
19=	1	Alexandrella subchelata
19=	1	Aliaporcellana suluensis
19=	1	Aliceathrips australiensis
19=	1	Alima orientalis
19=	1	Alima pacifica
19=	1	Alimopsoides tuberculatus
19=	1	Alisterus scapularis minor
19=	1	Alisterus scapularis scapularis
19=	1	Alistra astrolomae
19=	1	Alitta succinea
19=	1	Allacta australiensis
19=	1	Allanaspides helonomus
19=	1	Allanaspides hickmani
19=	1	Allatelura hilli
19=	1	Allenella belli belli
19=	1	Allenella belli extra
19=	1	Allenella formalis formalis
19=	1	Allenoconcha congener
19=	1	Allenoconcha royana
19=	1	Allips concolor
19=	1	Allocader leai
19=	1	Allocharopa brazieri
19=	1	Allocharopa erskinensis
19=	1	Allocharopa kershawi
19=	1	Allocharopa legrandi
19=	1	Allocharopa tarravillensis
19=	1	Allocladius wirthi
19=	1	Allocosa halei
19=	1	Allocyttus niger
19=	1	Allocyttus verrucosus
19=	1	Allodiastylis acanthodes
19=	1	Allodiastylis cretata
19=	1	Allodiastylis hirtipes
19=	1	Allodiastylis johnstoni
19=	1	Allodiastylis tenuipes
19=	1	Alloecella grisea
19=	1	Alloeorhynchus (Alloeorhynchus) queenslandicus
19=	1	Allogalathea elegans
19=	1	Allomycterus pilatus
19=	1	Allopauropus aegyptiacus
19=	1	Allopauropus tenuis
19=	1	Allopeas clavulinus
19=	1	Allopeas gracile
19=	1	Allopontonia alastairi
19=	1	Allopontonia brocki
19=	1	Allora doleschallii doleschallii
19=	1	Allora major
19=	1	Allorchestes compressus
19=	1	Allorhynchium iridipenne
19=	1	Allothrips hamideae
19=	1	Allothrips megacephalus
19=	1	Allothrips megacephalus greensladei
19=	1	Allothrips megacephalus prolixus
19=	1	Allothrips megacephalus stannardi
19=	1	Alluroteuthis antarctica
19=	1	Alocospira aureus
19=	1	Alocospira colmani
19=	1	Alocospira pullarium
19=	1	Alocospira turgida
19=	1	Alocospira virgineus
19=	1	Alopecosa leonhardii
19=	1	Alopecosa madigani
19=	1	Alopias pelagicus
19=	1	Alopias superciliosus
19=	1	Alopias vulpinus
19=	1	Alox ornatum
19=	1	Alox patella
19=	1	Alpheopsis aequalis
19=	1	Alpheopsis trispinosa
19=	1	Alpheopsis undicola
19=	1	Alpheopsis yaldwyni
19=	1	Alpheus acutocarinatus
19=	1	Alpheus acutofemoratus
19=	1	Alpheus alcyone
19=	1	Alpheus architectus
19=	1	Alpheus arethusa
19=	1	Alpheus australiensis
19=	1	Alpheus australosulcatus
19=	1	Alpheus balaenodigitus
19=	1	Alpheus bannerorum
19=	1	Alpheus barbatus
19=	1	Alpheus bicostatus
19=	1	Alpheus bidens
19=	1	Alpheus bisincisus
19=	1	Alpheus brucei
19=	1	Alpheus bucephalus
19=	1	Alpheus chiragricus
19=	1	Alpheus collumianus
19=	1	Alpheus cristatus
19=	1	Alpheus deuteropus
19=	1	Alpheus diadema
19=	1	Alpheus digitalis
19=	1	Alpheus djeddensis
19=	1	Alpheus dolerus
19=	1	Alpheus edamensis
19=	1	Alpheus edwardsii
19=	1	Alpheus ehlersii
19=	1	Alpheus eulimene
19=	1	Alpheus euphrosyne
19=	1	Alpheus facetus
19=	1	Alpheus frontalis
19=	1	Alpheus georgei
19=	1	Alpheus gracilipes
19=	1	Alpheus hailstonei
19=	1	Alpheus heronicus
19=	1	Alpheus hutchingsae
19=	1	Alpheus leviusculus leviusculus
19=	1	Alpheus lobidens
19=	1	Alpheus lottini
19=	1	Alpheus maindroni
19=	1	Alpheus malabaricus
19=	1	Alpheus malleodigitus
19=	1	Alpheus moretensis
19=	1	Alpheus novaezealandiae
19=	1	Alpheus obesomanus
19=	1	Alpheus ovaliceps
19=	1	Alpheus pachychirus
19=	1	Alpheus pacificus
19=	1	Alpheus papillosus
19=	1	Alpheus paracrinitus
19=	1	Alpheus paralcyone
19=	1	Alpheus parasocialis
19=	1	Alpheus pareuchirus imitatrix
19=	1	Alpheus pareuchirus pareuchirus
19=	1	Alpheus parvirostris
19=	1	Alpheus polyxo
19=	1	Alpheus pubescens
19=	1	Alpheus rapacida
19=	1	Alpheus rapax
19=	1	Alpheus richardsoni
19=	1	Alpheus serenei
19=	1	Alpheus sizou
19=	1	Alpheus socialis
19=	1	Alpheus soela
19=	1	Alpheus splendidus
19=	1	Alpheus spongiarum
19=	1	Alpheus stantoni
19=	1	Alpheus stephensoni
19=	1	Alpheus strenuus cremnus
19=	1	Alpheus strenuus strenuus
19=	1	Alpheus sudara
19=	1	Alpheus sulcatus
19=	1	Alpheus villosus
19=	1	Alteuthellopsis corallina
19=	1	Althoffia tumida
19=	1	Altispecula geniculose
19=	1	Altosquilla soelae
19=	1	Alucita phricodes
19=	1	Alucita pygmaea
19=	1	Aluterus monoceros
19=	1	Aluterus scriptus
19=	1	Amaeana apheles
19=	1	Amaeana trilobata
19=	1	Amaeana yirrarn
19=	1	Amakusanthura angophora
19=	1	Amakusanthura brachyscome
19=	1	Amakusanthura correa
19=	1	Amakusanthura dodonaea
19=	1	Amakusanthura eugenia
19=	1	Amakusanthura goodenia
19=	1	Amakusanthura kingia
19=	1	Amakusanthura lechenaultia
19=	1	Amakusanthura melaleuca
19=	1	Amakusanthura pandorea
19=	1	Amakusanthura pimelia
19=	1	Amakusanthura tristania
19=	1	Amakusanthura wahlenbergia
19=	1	Amalda hilgendorfi
19=	1	Amalda vernedei herlaari
19=	1	Amarinus lacustris
19=	1	Amarinus laevis
19=	1	Amarinus latinasus
19=	1	Amarinus paralacustris
19=	1	Amarsipus carlsbergi
19=	1	Amaryllis carrascoi
19=	1	Amaryllis croca
19=	1	Amaryllis dianae
19=	1	Amaryllis kamata
19=	1	Amaryllis keablei
19=	1	Amaryllis macrophthalma
19=	1	Amaryllis migo
19=	1	Amaryllis moona
19=	1	Amaryllis olinda
19=	1	Amaryllis philatelica
19=	1	Amaryllis quokka
19=	1	Amaryllis spencerensis
19=	1	Amathillopsis australis
19=	1	Ambasiopsis tumicornis
19=	1	Ambassis jacksoniensis
19=	1	Ambassis marianus
19=	1	Ambiaxius franklinae
19=	1	Ambicholestes (Ambicholestes) magellani
19=	1	Ambicholestes (Ambicholestes) poorei
19=	1	Ambicholestes (Austrolestes) berentsae
19=	1	Ambicholestes (Austrolestes) thetis
19=	1	Amblybatrisus afoveatus
19=	1	Amblyeleotris callopareia
19=	1	Amblyeleotris diagonalis
19=	1	Amblyeleotris fasciata
19=	1	Amblyeleotris fontanesii
19=	1	Amblyeleotris guttata
19=	1	Amblyeleotris gymnocephala
19=	1	Amblyeleotris macronema
19=	1	Amblyeleotris ogasawarensis
19=	1	Amblyeleotris periophthalma
19=	1	Amblyeleotris randalli
19=	1	Amblyeleotris rubrimarginata
19=	1	Amblyeleotris steinitzi
19=	1	Amblyeleotris wheeleri
19=	1	Amblyopone aberrans
19=	1	Amblyopone australis
19=	1	Amblyopone clarki
19=	1	Amblyopone exigua
19=	1	Amblyopone ferruginea
19=	1	Amblyopone gingivalis
19=	1	Amblyopone glauerti
19=	1	Amblyopone gracilis
19=	1	Amblyopone hackeri
19=	1	Amblyopone leae
19=	1	Amblyopone longidens
19=	1	Amblyopone lucida
19=	1	Amblyopone mercovichi
19=	1	Amblyopone michaelseni
19=	1	Amblyopone punctulata
19=	1	Amblyopone smithi
19=	1	Amblyopone wilsoni
19=	1	Amblypelta lutescens lutescens
19=	1	Amblyraja hyperborea
19=	1	Amblytelus balli
19=	1	Amblytelus bellorum
19=	1	Amblytelus calderi
19=	1	Amblytelus cooki cooki
19=	1	Amblytelus cooki miserii
19=	1	Amblytelus discoidalis occidentalis
19=	1	Amblytelus doyeni
19=	1	Amblytelus geoffreyorum
19=	1	Amblytelus handkei
19=	1	Amblytelus karricola
19=	1	Amblytelus longior
19=	1	Amblytelus monteithi
19=	1	Amblytelus montiswilsoni
19=	1	Amblytelus observatorum
19=	1	Amblytelus sinuatus
19=	1	Amblytelus spurgeoni
19=	1	Amblytelus walfordi
19=	1	Ambuscintilla praemium
19=	1	Amegilla (Asaropoda) bombiformis
19=	1	Amegilla (Asaropoda) dawsoni
19=	1	Amegilla (Asaropoda) houstoni
19=	1	Amegilla (Asaropoda) meltonensis
19=	1	Amegilla (Asaropoda) paracalva
19=	1	Amegilla (Asaropoda) punctata
19=	1	Amegilla (Asaropoda) rickae
19=	1	Amegilla (Asaropoda) rubricata
19=	1	Amegilla (Asaropoda) rufa
19=	1	Amegilla (Notomegilla) aeruginosa
19=	1	Amegilla (Notomegilla) chlorocyanea
19=	1	Amegilla (Notomegilla) mewiella
19=	1	Amegilla (Zonamegilla) adelaidae
19=	1	Amegilla (Zonamegilla) asserta
19=	1	Amegilla (Zonamegilla) australis
19=	1	Amegilla (Zonamegilla) cingulata
