rank	count	Latitude
1153=	5	-41.37700
1153=	5	-41.91608
1153=	5	-42.00119
1153=	5	-42.75504
1153=	5	-5.04823
1153=	5	-6.41666
1153=	5	-6.43206
1153=	5	-7.20000
1153=	5	-9.18330
1153=	5	-9.43700
1153=	5	-9.83333
1153=	5	3.23250
1153=	5	8.15000
1153=	5	9.43330
1274=	4	-1.23817
1274=	4	-10.59999
1274=	4	-10.65000
1274=	4	-10.68333
1274=	4	-10.88333
1274=	4	-11.35000
1274=	4	-12.41100
1274=	4	-13.76300
1274=	4	-13.98300
1274=	4	-15.23361
1274=	4	-15.95730
1274=	4	-16.00019
1274=	4	-16.12400
1274=	4	-16.63583
1274=	4	-16.65143
1274=	4	-16.75194
1274=	4	-16.76667
1274=	4	-16.79555
1274=	4	-16.81938
1274=	4	-16.98458
1274=	4	-16.98893
1274=	4	-17.08300
1274=	4	-17.08333
1274=	4	-17.15500
1274=	4	-17.28736
1274=	4	-17.28796
1274=	4	-17.35000
1274=	4	-17.35500
1274=	4	-17.66612
1274=	4	-17.93180
1274=	4	-18.07555
1274=	4	-18.30000
1274=	4	-19.13861
1274=	4	-19.55000
1274=	4	-19.63000
1274=	4	-2.53330
1274=	4	-20.65774
1274=	4	-21.09000
1274=	4	-21.21667
1274=	4	-21.38838
1274=	4	-21.48333
1274=	4	-21.58074
1274=	4	-21.88813
1274=	4	-22.03971
1274=	4	-22.08585
1274=	4	-22.15151
1274=	4	-22.25397
1274=	4	-22.25801
1274=	4	-22.30000
1274=	4	-22.66888
1274=	4	-22.67167
1274=	4	-23.45000
1274=	4	-23.96400
1274=	4	-24.33333
1274=	4	-24.40000
1274=	4	-24.40028
1274=	4	-24.59806
1274=	4	-25.99924
1274=	4	-26.03300
1274=	4	-26.09426
1274=	4	-26.48200
1274=	4	-26.61808
1274=	4	-26.66500
1274=	4	-26.69000
1274=	4	-26.76700
1274=	4	-26.88600
1274=	4	-26.93200
1274=	4	-27.05000
1274=	4	-27.05670
1274=	4	-27.18333
1274=	4	-27.28851
1274=	4	-27.31700
1274=	4	-27.33000
1274=	4	-27.56666
1274=	4	-27.63983
1274=	4	-27.70208
1274=	4	-27.97700
1274=	4	-28.04610
1274=	4	-28.05000
1274=	4	-28.07657
1274=	4	-28.21800
1274=	4	-28.26666
1274=	4	-28.49000
1274=	4	-28.49800
1274=	4	-28.53333
1274=	4	-28.57000
1274=	4	-28.70257
1274=	4	-28.71170
1274=	4	-28.96911
1274=	4	-29.00000
1274=	4	-29.34916
1274=	4	-29.50483
1274=	4	-29.50716
1274=	4	-29.68594
1274=	4	-29.88830
1274=	4	-3.33333
1274=	4	-30.07066
1274=	4	-30.11666
1274=	4	-30.18333
1274=	4	-30.30766
1274=	4	-30.33330
1274=	4	-30.38200
1274=	4	-30.40001
1274=	4	-30.43252
1274=	4	-30.43400
1274=	4	-30.80378
1274=	4	-31.01900
1274=	4	-31.66027
1274=	4	-31.92180
1274=	4	-31.96220
1274=	4	-32.00378
1274=	4	-32.04290
1274=	4	-32.12000
1274=	4	-32.26916
1274=	4	-32.40000
1274=	4	-32.50433
1274=	4	-32.55000
1274=	4	-32.72222
1274=	4	-33.09694
1274=	4	-33.17500
1274=	4	-33.32711
1274=	4	-33.41670
1274=	4	-33.53305
1274=	4	-33.66300
1274=	4	-33.67855
1274=	4	-33.68343
1274=	4	-33.81900
1274=	4	-33.87782
1274=	4	-33.88900
1274=	4	-33.89949
1274=	4	-34.05197
1274=	4	-34.37400
1274=	4	-34.37500
1274=	4	-34.39850
1274=	4	-34.40000
1274=	4	-34.45888
1274=	4	-34.54016
1274=	4	-34.91666
1274=	4	-34.98360
1274=	4	-35.06481
1274=	4	-35.20000
1274=	4	-35.28204
1274=	4	-35.33300
1274=	4	-35.35000
1274=	4	-35.36700
1274=	4	-35.36750
1274=	4	-35.62777
1274=	4	-35.65611
1274=	4	-35.66277
1274=	4	-35.76500
1274=	4	-35.76928
1274=	4	-36.12700
1274=	4	-36.28333
1274=	4	-36.42279
1274=	4	-36.45598
1274=	4	-36.54000
1274=	4	-36.91222
1274=	4	-37.68416
1274=	4	-37.73800
1274=	4	-39.91250
1274=	4	-41.23204
1274=	4	-41.83260
1274=	4	-5.79944
1274=	4	-6.08330
1274=	4	-6.66362
1274=	4	-8.15000
1274=	4	-9.36667
1274=	4	-9.63333
1274=	4	-9.98330
1274=	4	5.26553
1274=	4	5.28860
1274=	4	5.31134
1274=	4	6.08333
1274=	4	8.22555
1274=	4	8.26167
1274=	4	8.42443
1274=	4	8.72227
1451=	3	-0.99783
1451=	3	-1.41000
1451=	3	-10.05832
1451=	3	-10.18300
1451=	3	-10.66700
1451=	3	-10.85100
1451=	3	-11.56479
1451=	3	-12.20000
1451=	3	-12.37361
1451=	3	-12.39800
1451=	3	-12.51666
1451=	3	-12.64290
1451=	3	-12.66018
1451=	3	-12.78787
1451=	3	-12.86667
1451=	3	-12.95000
1451=	3	-13.03333
1451=	3	-13.65000
1451=	3	-13.91000
1451=	3	-14.02282
1451=	3	-14.81666
1451=	3	-15.19434
1451=	3	-15.22996
1451=	3	-15.30000
1451=	3	-15.34000
1451=	3	-15.64999
1451=	3	-15.88333
1451=	3	-16.10000
1451=	3	-16.21200
1451=	3	-16.23333
1451=	3	-16.43333
1451=	3	-16.44365
1451=	3	-16.44776
1451=	3	-16.56000
1451=	3	-16.56009
1451=	3	-16.62865
1451=	3	-16.66725
1451=	3	-16.81667
1451=	3	-16.81986
1451=	3	-16.99680
1451=	3	-17.03167
1451=	3	-17.06220
1451=	3	-17.17000
1451=	3	-17.27000
1451=	3	-17.45000
1451=	3	-17.51666
1451=	3	-17.55000
1451=	3	-17.61265
1451=	3	-17.61667
1451=	3	-17.67000
1451=	3	-17.67771
1451=	3	-17.73800
1451=	3	-17.80758
1451=	3	-17.83237
1451=	3	-18.02474
1451=	3	-18.02640
1451=	3	-18.20513
1451=	3	-18.31667
1451=	3	-18.36611
1451=	3	-18.45516
1451=	3	-19.52733
1451=	3	-2.00000
1451=	3	-2.53333
1451=	3	-2.91667
1451=	3	-20.83333
1451=	3	-21.08041
1451=	3	-21.11700
1451=	3	-21.35000
1451=	3	-21.51200
1451=	3	-21.53333
1451=	3	-21.55000
1451=	3	-21.58335
1451=	3	-21.77133
1451=	3	-22.07027
1451=	3	-22.16900
1451=	3	-22.18000
1451=	3	-22.30277
1451=	3	-22.38333
1451=	3	-22.54666
1451=	3	-22.54999
1451=	3	-22.58800
1451=	3	-22.87183
1451=	3	-23.00000
1451=	3	-23.35500
1451=	3	-23.63333
1451=	3	-23.67406
1451=	3	-23.71667
1451=	3	-24.05000
1451=	3	-24.06670
1451=	3	-24.40381
1451=	3	-24.41000
1451=	3	-24.46666
1451=	3	-24.86600
1451=	3	-24.86632
1451=	3	-24.91666
1451=	3	-25.03039
1451=	3	-25.03333
1451=	3	-25.03481
1451=	3	-25.04527
1451=	3	-25.05472
1451=	3	-25.90305
1451=	3	-25.95700
1451=	3	-26.26667
1451=	3	-26.27594
1451=	3	-26.66065
1451=	3	-26.70000
1451=	3	-26.72325
1451=	3	-26.79905
1451=	3	-26.85000
1451=	3	-27.01916
1451=	3	-27.22500
1451=	3	-27.33333
1451=	3	-27.33667
1451=	3	-27.37062
1451=	3	-27.49777
1451=	3	-27.51305
1451=	3	-27.68333
1451=	3	-27.71000
1451=	3	-27.71666
1451=	3	-27.97169
1451=	3	-28.03600
1451=	3	-28.55550
1451=	3	-28.56666
1451=	3	-28.89055
1451=	3	-28.90200
1451=	3	-28.94000
1451=	3	-29.03300
1451=	3	-29.34286
1451=	3	-29.73180
1451=	3	-29.92613
1451=	3	-29.92705
1451=	3	-29.99602
1451=	3	-3.36333
1451=	3	-3.41000
1451=	3	-3.58333
1451=	3	-3.63333
1451=	3	-30.02265
1451=	3	-30.12073
1451=	3	-30.14621
1451=	3	-30.18533
1451=	3	-30.28100
1451=	3	-30.34020
1451=	3	-30.43876
1451=	3	-30.49579
1451=	3	-30.49900
1451=	3	-30.51520
1451=	3	-30.53569
1451=	3	-30.54100
1451=	3	-31.08294
1451=	3	-31.25855
1451=	3	-31.28300
1451=	3	-31.52200
1451=	3	-31.56100
1451=	3	-31.65091
1451=	3	-31.67100
1451=	3	-31.78386
1451=	3	-31.78500
1451=	3	-31.79609
1451=	3	-31.84700
1451=	3	-31.93333
1451=	3	-32.01942
1451=	3	-32.03000
1451=	3	-32.07000
1451=	3	-32.11471
1451=	3	-32.15406
1451=	3	-32.16600
1451=	3	-32.19621
1451=	3	-32.38500
1451=	3	-32.46000
1451=	3	-32.50722
1451=	3	-32.51500
1451=	3	-32.76666
1451=	3	-33.10000
1451=	3	-33.15792
1451=	3	-33.16520
1451=	3	-33.30638
1451=	3	-33.46666
1451=	3	-33.53626
1451=	3	-33.61500
1451=	3	-33.71690
1451=	3	-33.81600
1451=	3	-33.83333
1451=	3	-33.88330
1451=	3	-33.89218
1451=	3	-33.99900
1451=	3	-34.08583
1451=	3	-34.10600
1451=	3	-34.11495
1451=	3	-34.14694
1451=	3	-34.18000
1451=	3	-34.27038
1451=	3	-34.29613
1451=	3	-34.47327
1451=	3	-34.54900
1451=	3	-34.64000
1451=	3	-34.70300
1451=	3	-34.77748
1451=	3	-34.91700
1451=	3	-34.98352
1451=	3	-34.99972
1451=	3	-35.01618
1451=	3	-35.04900
1451=	3	-35.07805
1451=	3	-35.19850
1451=	3	-35.26500
1451=	3	-35.34117
1451=	3	-35.44221
1451=	3	-35.56700
1451=	3	-35.58000
1451=	3	-35.76124
1451=	3	-35.80752
1451=	3	-35.95831
1451=	3	-36.72500
1451=	3	-37.00000
1451=	3	-37.01670
1451=	3	-37.06000
1451=	3	-37.26693
1451=	3	-38.11865
1451=	3	-4.21627
1451=	3	-40.46666
1451=	3	-40.51826
1451=	3	-41.29500
1451=	3	-41.45700
1451=	3	-41.75000
1451=	3	-41.83333
1451=	3	-42.06207
1451=	3	-42.89600
1451=	3	-43.53333
1451=	3	-5.11009
1451=	3	-5.11667
1451=	3	-5.25392
1451=	3	-5.65000
1451=	3	-6.12000
1451=	3	-6.23663
1451=	3	-6.43300
1451=	3	-6.45000
1451=	3	-6.45746
1451=	3	-6.56475
1451=	3	-6.71845
1451=	3	-7.31666
1451=	3	-8.00000
1451=	3	-8.76234
1451=	3	-8.82198
1451=	3	-9.28333
1451=	3	-9.57722
1451=	3	-9.65709
1451=	3	1.41670
1451=	3	3.13570
1451=	3	3.16666
1451=	3	3.32472
1451=	3	3.52987
1451=	3	3.71667
1451=	3	4.28890
1451=	3	4.51472
1451=	3	5.84561
1451=	3	6.11407
1451=	3	6.87835
1451=	3	7.07136
1451=	3	8.47666
1451=	3	9.97000
1711=	2	-1.34250
1711=	2	-1.46305
1711=	2	-11.45000
1711=	2	-11.48330
1711=	2	-11.55000
1711=	2	-11.59700
1711=	2	-12.05100
1711=	2	-12.06000
1711=	2	-12.10000
1711=	2	-12.43200
1711=	2	-12.43333
1711=	2	-12.52140
1711=	2	-12.61666
1711=	2	-12.66666
1711=	2	-12.83333
1711=	2	-12.83760
1711=	2	-12.85000
1711=	2	-12.88600
1711=	2	-13.35400
1711=	2	-13.40000
1711=	2	-13.78200
1711=	2	-14.07388
1711=	2	-14.14057
1711=	2	-14.45000
1711=	2	-14.48000
1711=	2	-14.49100
1711=	2	-14.52000
1711=	2	-14.56218
1711=	2	-14.68413
1711=	2	-15.23980
1711=	2	-15.28705
1711=	2	-15.38056
1711=	2	-15.51735
1711=	2	-15.67824
1711=	2	-15.78416
1711=	2	-15.98861
1711=	2	-16.14694
1711=	2	-16.27000
1711=	2	-16.42700
1711=	2	-16.48333
1711=	2	-16.56700
1711=	2	-16.63750
1711=	2	-16.78640
1711=	2	-16.84437
1711=	2	-16.94958
1711=	2	-17.00525
1711=	2	-17.00700
1711=	2	-17.08141
1711=	2	-17.17055
1711=	2	-17.19292
1711=	2	-17.20000
1711=	2	-17.31667
1711=	2	-17.37000
1711=	2	-17.39500
1711=	2	-17.42389
1711=	2	-17.47269
1711=	2	-17.49900
1711=	2	-17.50328
1711=	2	-17.55205
1711=	2	-17.56423
1711=	2	-17.59500
1711=	2	-17.59916
1711=	2	-17.66666
1711=	2	-17.66758
1711=	2	-17.67393
1711=	2	-17.70028
1711=	2	-17.72914
1711=	2	-17.74435
1711=	2	-17.79943
1711=	2	-17.85266
1711=	2	-17.91723
1711=	2	-17.95461
1711=	2	-17.99047
1711=	2	-18.04728
1711=	2	-18.10000
1711=	2	-18.20000
1711=	2	-18.25001
1711=	2	-18.34735
1711=	2	-18.42305
1711=	2	-18.60000
1711=	2	-18.63727
1711=	2	-18.65500
1711=	2	-18.81666
1711=	2	-18.95000
1711=	2	-18.96700
1711=	2	-19.01100
1711=	2	-19.25667
1711=	2	-19.25763
1711=	2	-19.59727
1711=	2	-20.10000
1711=	2	-20.30000
1711=	2	-20.53330
1711=	2	-20.54550
1711=	2	-20.62777
1711=	2	-20.62861
1711=	2	-20.93576
1711=	2	-20.97300
1711=	2	-21.06670
1711=	2	-21.16700
1711=	2	-21.48300
1711=	2	-21.53194
1711=	2	-21.75660
1711=	2	-22.15000
1711=	2	-22.16000
1711=	2	-22.17000
1711=	2	-22.22566
1711=	2	-22.22579
1711=	2	-22.26666
1711=	2	-22.27734
1711=	2	-22.34347
1711=	2	-22.36348
1711=	2	-22.38513
1711=	2	-22.46833
1711=	2	-22.48611
1711=	2	-22.52000
1711=	2	-22.60000
1711=	2	-22.75000
1711=	2	-22.81163
1711=	2	-22.92267
1711=	2	-23.20100
1711=	2	-23.37894
1711=	2	-23.38000
1711=	2	-23.45759
1711=	2	-23.53000
1711=	2	-23.62600
1711=	2	-23.66666
1711=	2	-23.69509
1711=	2	-23.71600
1711=	2	-23.80000
1711=	2	-23.85100
1711=	2	-24.09661
1711=	2	-24.28056
1711=	2	-24.88387
1711=	2	-24.89424
1711=	2	-25.04900
1711=	2	-25.25000
1711=	2	-25.26666
1711=	2	-25.32500
1711=	2	-25.36300
1711=	2	-25.45000
1711=	2	-25.47776
1711=	2	-25.51065
1711=	2	-25.53333
1711=	2	-25.58333
1711=	2	-25.61666
1711=	2	-25.77400
1711=	2	-26.13000
1711=	2	-26.26900
1711=	2	-26.40600
1711=	2	-26.41645
1711=	2	-26.43333
1711=	2	-26.59805
1711=	2	-26.77400
1711=	2	-26.81666
1711=	2	-26.88863
1711=	2	-26.93700
1711=	2	-26.95000
1711=	2	-26.96500
1711=	2	-27.09800
1711=	2	-27.18100
1711=	2	-27.19600
1711=	2	-27.23333
1711=	2	-27.26000
1711=	2	-27.26700
1711=	2	-27.31500
1711=	2	-27.38333
1711=	2	-27.44200
1711=	2	-27.48527
1711=	2	-27.49916
1711=	2	-27.51355
1711=	2	-27.51666
1711=	2	-27.52300
1711=	2	-27.56707
1711=	2	-27.58917
1711=	2	-27.65255
1711=	2	-27.71334
1711=	2	-27.75000
1711=	2	-28.19792
1711=	2	-28.22600
1711=	2	-28.23333
1711=	2	-28.30000
1711=	2	-28.34010
1711=	2	-28.41666
1711=	2	-28.46500
1711=	2	-28.77416
1711=	2	-28.77900
1711=	2	-28.82390
1711=	2	-28.85869
1711=	2	-29.09508
1711=	2	-29.13916
1711=	2	-29.16833
1711=	2	-29.18027
1711=	2	-29.23147
1711=	2	-29.24169
1711=	2	-29.24555
1711=	2	-29.24582
1711=	2	-29.27100
1711=	2	-29.38000
1711=	2	-29.38333
1711=	2	-29.41520
1711=	2	-29.46500
1711=	2	-29.46666
1711=	2	-29.59550
1711=	2	-29.66400
1711=	2	-29.68483
1711=	2	-29.81780
1711=	2	-29.84916
1711=	2	-29.85000
1711=	2	-29.86458
1711=	2	-3.36667
1711=	2	-3.66670
1711=	2	-3.66671
1711=	2	-3.88589
1711=	2	-3.91669
1711=	2	-3.96000
1711=	2	-30.01028
1711=	2	-30.05569
1711=	2	-30.05943
1711=	2	-30.06340
1711=	2	-30.06500
1711=	2	-30.07055
1711=	2	-30.11000
1711=	2	-30.14259
1711=	2	-30.15165
1711=	2	-30.19500
1711=	2	-30.20639
1711=	2	-30.21856
1711=	2	-30.26400
1711=	2	-30.27256
1711=	2	-30.28333
1711=	2	-30.28361
1711=	2	-30.39416
1711=	2	-30.42336
1711=	2	-30.45890
1711=	2	-30.48527
1711=	2	-30.49394
1711=	2	-30.49747
1711=	2	-30.54500
1711=	2	-30.64099
1711=	2	-30.65056
1711=	2	-30.77222
1711=	2	-30.91100
1711=	2	-31.08200
1711=	2	-31.22000
1711=	2	-31.28333
1711=	2	-31.29600
1711=	2	-31.30000
1711=	2	-31.43334
1711=	2	-31.46666
1711=	2	-31.51900
1711=	2	-31.52233
1711=	2	-31.53333
1711=	2	-31.56667
1711=	2	-31.64037
1711=	2	-31.75741
1711=	2	-31.78200
1711=	2	-31.86972
1711=	2	-31.92115
1711=	2	-31.96779
1711=	2	-31.97184
1711=	2	-32.00328
1711=	2	-32.01520
1711=	2	-32.01921
1711=	2	-32.02500
1711=	2	-32.04800
1711=	2	-32.05442
1711=	2	-32.05800
1711=	2	-32.12200
1711=	2	-32.13527
1711=	2	-32.21663
1711=	2	-32.27083
1711=	2	-32.27800
1711=	2	-32.28702
1711=	2	-32.29500
1711=	2	-32.30000
1711=	2	-32.38333
1711=	2	-32.64000
1711=	2	-32.65000
1711=	2	-32.65861
1711=	2	-32.71666
1711=	2	-32.78725
1711=	2	-32.82520
1711=	2	-32.97100
1711=	2	-32.97400
1711=	2	-33.18888
1711=	2	-33.19482
1711=	2	-33.24416
1711=	2	-33.29056
1711=	2	-33.40000
1711=	2	-33.42900
1711=	2	-33.50500
1711=	2	-33.53838
1711=	2	-33.55600
1711=	2	-33.55900
1711=	2	-33.57700
1711=	2	-33.58694
1711=	2	-33.60091
1711=	2	-33.69900
1711=	2	-33.69958
1711=	2	-33.71611
1711=	2	-33.71666
1711=	2	-33.75680
1711=	2	-33.76111
1711=	2	-33.76800
1711=	2	-33.77000
1711=	2	-33.78095
1711=	2	-33.79900
1711=	2	-33.82000
1711=	2	-33.84053
1711=	2	-33.90700
1711=	2	-33.90838
1711=	2	-33.92441
1711=	2	-34.07896
1711=	2	-34.09286
1711=	2	-34.10250
1711=	2	-34.11801
1711=	2	-34.18175
1711=	2	-34.21667
1711=	2	-34.39192
1711=	2	-34.39200
1711=	2	-34.50900
1711=	2	-34.52553
1711=	2	-34.66482
1711=	2	-34.66833
1711=	2	-34.71220
1711=	2	-34.76205
1711=	2	-34.81000
1711=	2	-34.83782
1711=	2	-34.84100
1711=	2	-34.93658
1711=	2	-34.96026
1711=	2	-34.96666
1711=	2	-34.98310
1711=	2	-34.98965
1711=	2	-35.01667
1711=	2	-35.08927
1711=	2	-35.12712
1711=	2	-35.17925
1711=	2	-35.24000
1711=	2	-35.25033
1711=	2	-35.25100
1711=	2	-35.26666
1711=	2	-35.27300
1711=	2	-35.27882
1711=	2	-35.32500
1711=	2	-35.33660
1711=	2	-35.34222
1711=	2	-35.41900
1711=	2	-35.47800
1711=	2	-35.48300
1711=	2	-35.54850
1711=	2	-35.54990
1711=	2	-35.60600
1711=	2	-35.65000
1711=	2	-35.71475
1711=	2	-35.75000
1711=	2	-35.77111
1711=	2	-35.78943
1711=	2	-35.94517
1711=	2	-36.10000
1711=	2	-36.12555
1711=	2	-36.13100
1711=	2	-36.21500
1711=	2	-36.23527
1711=	2	-36.32474
1711=	2	-36.43333
1711=	2	-36.48179
1711=	2	-36.52351
1711=	2	-36.53551
1711=	2	-36.69700
1711=	2	-36.73180
1711=	2	-36.74700
1711=	2	-37.05540
1711=	2	-37.53333
1711=	2	-37.65600
1711=	2	-37.91400
1711=	2	-38.18297
1711=	2	-38.72679
1711=	2	-4.06670
1711=	2	-4.41000
1711=	2	-4.48333
1711=	2	-4.48744
1711=	2	-40.87400
1711=	2	-41.05300
1711=	2	-41.28000
1711=	2	-41.38585
1711=	2	-41.63500
1711=	2	-42.12888
1711=	2	-42.15000
1711=	2	-42.16000
1711=	2	-42.43550
1711=	2	-42.55999
1711=	2	-42.69410
1711=	2	-42.77859
1711=	2	-42.87000
1711=	2	-43.21738
1711=	2	-5.30000
1711=	2	-5.43333
1711=	2	-5.70000
1711=	2	-5.79550
1711=	2	-5.86502
1711=	2	-5.86670
1711=	2	-6.21667
1711=	2	-6.23638
1711=	2	-6.38900
1711=	2	-6.41670
1711=	2	-6.56667
1711=	2	-6.57639
1711=	2	-6.67166
1711=	2	-6.72056
1711=	2	-6.96678
1711=	2	-7.56711
1711=	2	-7.68555
1711=	2	-7.88330
1711=	2	-8.21828
1711=	2	-8.36492
1711=	2	-8.71666
1711=	2	-8.76668
1711=	2	-9.40000
1711=	2	-9.43463
1711=	2	-9.53333
1711=	2	-9.65916
1711=	2	-9.70077
1711=	2	-9.81683
1711=	2	0.31670
1711=	2	0.56055
1711=	2	1.29100
1711=	2	1.71667
1711=	2	1.71670
1711=	2	2.01666
1711=	2	3.04395
1711=	2	3.07128
1711=	2	3.11420
1711=	2	3.27368
1711=	2	3.29066
1711=	2	3.71900
1711=	2	4.47750
1711=	2	4.67777
1711=	2	5.26299
1711=	2	5.26516
1711=	2	5.28330
1711=	2	5.29856
1711=	2	5.31340
1711=	2	5.52778
1711=	2	6.83602
1711=	2	6.91635
1711=	2	7.44944
1711=	2	8.23146
1711=	2	8.45694
1711=	2	8.63920
1711=	2	8.81670
1711=	2	8.91716
1711=	2	9.51892
1711=	2	9.98266
2165=	1	-0.08160
2165=	1	-0.41555
2165=	1	-0.96547
2165=	1	-1.35000
2165=	1	-1.36666
2165=	1	-1.50000
2165=	1	-1.61022
2165=	1	-1.96666
2165=	1	-10.57900
2165=	1	-10.60700
2165=	1	-10.66666
2165=	1	-10.71299
2165=	1	-10.88673
2165=	1	-11.12600
2165=	1	-11.36416
2165=	1	-11.37509
2165=	1	-11.51666
2165=	1	-11.83333
2165=	1	-11.84000
2165=	1	-12.17000
2165=	1	-12.18444
2165=	1	-12.28860
2165=	1	-12.30480
2165=	1	-12.38300
2165=	1	-12.40000
2165=	1	-12.41000
2165=	1	-12.42666
2165=	1	-12.46700
2165=	1	-12.48200
2165=	1	-12.50300
2165=	1	-12.54573
2165=	1	-12.60000
2165=	1	-12.64999
2165=	1	-12.65000
2165=	1	-12.65600
2165=	1	-12.71120
2165=	1	-12.71666
2165=	1	-12.75900
2165=	1	-12.82292
2165=	1	-12.86666
2165=	1	-13.04641
2165=	1	-13.05400
2165=	1	-13.23333
2165=	1	-13.26770
2165=	1	-13.38694
2165=	1	-13.40528
2165=	1	-13.48333
2165=	1	-13.67900
2165=	1	-13.73600
2165=	1	-13.77230
2165=	1	-13.78300
2165=	1	-13.78700
2165=	1	-13.83200
2165=	1	-13.87250
2165=	1	-13.91666
2165=	1	-13.94372
2165=	1	-14.07638
2165=	1	-14.10200
2165=	1	-14.37000
2165=	1	-14.48677
2165=	1	-14.49000
2165=	1	-14.65677
2165=	1	-14.86933
2165=	1	-14.90181
2165=	1	-14.92514
2165=	1	-14.96782
2165=	1	-15.06666
2165=	1	-15.16667
2165=	1	-15.28000
2165=	1	-15.28333
2165=	1	-15.38646
2165=	1	-15.41666
2165=	1	-15.46605
2165=	1	-15.52739
2165=	1	-15.58333
2165=	1	-15.60670
2165=	1	-15.62788
2165=	1	-15.63333
2165=	1	-15.66648
2165=	1	-15.67785
2165=	1	-15.73264
2165=	1	-15.74186
2165=	1	-15.76364
2165=	1	-15.76690
2165=	1	-15.78333
2165=	1	-15.86700
2165=	1	-15.90631
2165=	1	-15.96666
2165=	1	-16.01205
2165=	1	-16.03472
2165=	1	-16.06666
2165=	1	-16.06667
2165=	1	-16.07790
2165=	1	-16.11667
2165=	1	-16.12500
2165=	1	-16.16000
2165=	1	-16.19000
2165=	1	-16.23500
2165=	1	-16.24546
2165=	1	-16.25300
2165=	1	-16.30000
2165=	1	-16.35000
2165=	1	-16.35815
2165=	1	-16.36666
2165=	1	-16.41216
2165=	1	-16.41400
2165=	1	-16.41667
2165=	1	-16.43361
2165=	1	-16.47800
2165=	1	-16.50000
2165=	1	-16.51167
2165=	1	-16.53533
2165=	1	-16.58300
2165=	1	-16.58527
2165=	1	-16.58959
2165=	1	-16.59072
2165=	1	-16.63416
2165=	1	-16.65000
2165=	1	-16.65485
2165=	1	-16.66000
2165=	1	-16.76472
2165=	1	-16.78333
2165=	1	-16.79820
2165=	1	-16.84400
2165=	1	-16.86660
2165=	1	-16.88556
2165=	1	-16.89800
2165=	1	-16.90000
2165=	1	-16.91500
2165=	1	-16.91667
2165=	1	-16.92200
2165=	1	-16.93330
2165=	1	-16.94220
2165=	1	-17.03558
2165=	1	-17.05286
2165=	1	-17.06050
2165=	1	-17.07056
2165=	1	-17.09509
2165=	1	-17.10592
2165=	1	-17.11218
2165=	1	-17.15000
2165=	1	-17.15800
2165=	1	-17.17697
2165=	1	-17.17993
2165=	1	-17.21670
2165=	1	-17.28277
2165=	1	-17.30985
2165=	1	-17.33333
2165=	1	-17.34390
2165=	1	-17.36666
2165=	1	-17.36898
2165=	1	-17.38333
2165=	1	-17.39000
2165=	1	-17.39167
2165=	1	-17.40800
2165=	1	-17.41401
2165=	1	-17.41666
2165=	1	-17.42969
2165=	1	-17.43805
2165=	1	-17.43972
2165=	1	-17.44000
2165=	1	-17.45470
2165=	1	-17.49400
2165=	1	-17.50000
2165=	1	-17.51670
2165=	1	-17.56250
2165=	1	-17.56417
2165=	1	-17.56666
2165=	1	-17.58142
2165=	1	-17.61600
2165=	1	-17.61639
2165=	1	-17.66496
2165=	1	-17.68134
2165=	1	-17.69196
2165=	1	-17.74002
2165=	1	-17.75532
2165=	1	-17.77694
2165=	1	-17.79338
2165=	1	-17.81931
2165=	1	-17.83333
2165=	1	-17.84250
2165=	1	-17.84833
2165=	1	-17.84985
2165=	1	-17.88300
2165=	1	-17.93100
2165=	1	-17.96670
2165=	1	-18.06666
2165=	1	-18.11111
2165=	1	-18.13307
2165=	1	-18.29400
2165=	1	-18.31685
2165=	1	-18.31700
2165=	1	-18.36000
2165=	1	-18.40000
2165=	1	-18.43333
2165=	1	-18.52536
2165=	1	-18.60138
2165=	1	-18.65000
2165=	1	-18.65083
2165=	1	-18.70500
2165=	1	-18.71166
2165=	1	-18.73659
2165=	1	-18.74923
2165=	1	-18.82247
2165=	1	-18.88333
2165=	1	-18.91666
2165=	1	-18.91670
2165=	1	-18.97155
2165=	1	-18.98101
2165=	1	-19.00392
2165=	1	-19.01358
2165=	1	-19.11700
2165=	1	-19.22752
2165=	1	-19.23990
2165=	1	-19.43332
2165=	1	-19.45000
2165=	1	-19.50000
2165=	1	-19.51970
2165=	1	-19.54157
2165=	1	-19.59184
2165=	1	-19.61666
2165=	1	-19.65900
2165=	1	-19.82900
2165=	1	-19.83333
2165=	1	-19.87200
2165=	1	-19.88680
2165=	1	-19.90713
2165=	1	-2.03390
2165=	1	-2.06168
2165=	1	-2.49585
2165=	1	-2.50000
2165=	1	-20.07651
2165=	1	-20.11500
2165=	1	-20.17492
2165=	1	-20.19867
2165=	1	-20.33638
2165=	1	-20.40292
2165=	1	-20.41900
2165=	1	-20.47220
2165=	1	-20.47750
2165=	1	-20.48278
2165=	1	-20.53525
2165=	1	-20.60000
2165=	1	-20.66667
2165=	1	-20.70000
2165=	1	-20.72444
2165=	1	-20.73488
2165=	1	-20.77500
2165=	1	-20.81638
2165=	1	-20.87634
2165=	1	-20.88333
2165=	1	-20.90061
2165=	1	-20.95000
2165=	1	-20.95638
2165=	1	-21.05600
2165=	1	-21.11667
2165=	1	-21.18333
2165=	1	-21.25612
2165=	1	-21.29200
2165=	1	-21.33333
2165=	1	-21.34000
2165=	1	-21.37000
2165=	1	-21.43889
2165=	1	-21.54500
2165=	1	-21.56444
