rank	count	Name

1	1465	Coridromius chenopoderis
2	1143	Linacoris viridescens
3	1012	Melaleucoides verticordiae
4	882	Melaleuca sp
5	872	Ausejanus albisignatus
6	838	Linacoris sp_ms_solomonensis
7	647	Bifidostylus omnivorus
8	621	Wallabicoris waitzii
9	564	Oncophysa sp
10	527	Eritingis koebeli
11	502	Melaleuca sp 3
12	475	Melaleuca sp 120
13	459	Xiphoidellus furvus
14	453	Ausejanus tiramisu
15	439	Wallabicoris pityrodii
16	437	Goodeniaphila cassisi
17	428	Coridromius monotocopsis
18	416	Protemiris adenanthi
19=	414	Epimixia sp_ms_aboccidente
19=	414	Wallabicoris rutidosi
21	409	Spinivesica eremophiloides
22	404	Inoma sp_02
23	401	Xiphoidellus pallidus
24	395	Ausejanus meridionalis
25	386	Rayieria acaciae
26	373	Wallabicoris pultenaei
27	360	Bifidostylus silverae
28	351	Exocarpocoris aurum
29	348	Wallabicoris lachnostachyos
30	344	Wallabicoris ozothamni
31	310	Malandiola sp_04c
32	309	Diomocoris sp_ms_nebulosus
33	307	Restiophylus leptocarpi
34	304	Epimixia vulturna
35	293	Mcateella elongata
36	292	Scholtzicoris linnavuorii
37	290	Rayieria basifer
38	275	Wallabicoris pinocchii
39	269	Halophylus tecticornii
40	268	Ausejanus vividus
41	250	Protemiris conospermi
42	249	Gn_OrthotyliniGp1 sp_005
43	245	Proteophylus grevilleae
44	244	Myoporophylus grossi
45	239	Epimixia veteris
46	238	Restiophylus lyginiae
47	234	Wallabicoris spyridii
48	232	Cyrtorhinus lividipennis
49	230	Inoma silveirae
50	228	Gn_OrthotyliniGp5 sp_003
51	225	Grandivesica cassisi
52=	224	Halophylus atriplicis
52=	224	Xiphoidellus unicolor
54	223	Lasiacantha aureolus
55=	222	Diplocysta trilobata
55=	222	Xiphoidellus gilvus
57	220	Asterophylus chrysocephali
58	218	Orthotylus sp_ms_sydneyensis
59	211	Epimixia nigripes ssp. dysmica
60=	207	None none
60=	207	Xiphoidellus dumosus
62=	205	Melaleucoides cassisi
62=	205	ZANCH_AUS &#35;1
64	199	Nethersia sp_ms_tatarnici
65	198	Gn_OrthotyliniGp11 sp_001
66=	197	Myrtlemiris russulatus
66=	197	Wallabicoris newcastelii
68	195	Wallabicoris dicrastyli
69	192	Diomocoris sp.
70=	190	Ausejanus mcdonaldi
70=	190	Oncophysa sp_02b
72	189	Polyozus galbanus
73=	188	Protemiris grevilleae
73=	188	Restiophylus hypolaenae
75	187	Eritingis aporema
76	186	Melaleucoides annae
77	182	Bifidostylus cassisi
78	180	Malandiola semota
79	174	Eritingis sp_03_poss_aporema
80	172	Melaleuca sp 36
81=	167	Mcateella schuhi
81=	167	Polyozus australianus
83=	165	Ausejanus femoralis
83=	165	Ommatodema sp_n_c
85	164	Inoma fuscata
86=	162	Coridromius pilbarensis
86=	162	Felisacus elegantulus
86=	162	Mcateella interioris
86=	162	Oncophysa vesiculata ssp. nigra
86=	162	Stephanitis sp
91=	158	Malandiola sp_04bb
91=	158	Protemiris isopogoni
93=	157	Exocarpocoris tantulus
93=	157	Myrtophylus calytrix
95	155	Agramma sp_ms_bicolor
96	153	Teleonemia scrupulosa
97	152	Hypseloecus lysiani
98	151	Proteophylus petrophile
99=	150	Austrokatanga monteithi
99=	150	Linacoris sp_ms_connori
99=	150	Linacoris sp_ms_incognita
102=	148	Asterophylus rutidosis
102=	148	Dicyphylus pilbara
102=	148	Melaleucoides pileanthicola
105	146	Orthotylus sp_ms_intratropica
106	145	Xiphoidellus aureus
107=	144	Halophylus chenopodos
107=	144	Peritropis punctatus
109	143	Melaleuca sp 23
110	142	Hypseloecus neoamyemi
111	141	Melaleuca sp 28
112	140	Diplocysta bilobata
113	139	ZANCH_AUS &#35;11
114	136	Halophylus salsoli
115=	134	Agramma sp_ms_donaldsoni
115=	134	Mcateella kwoki
117	133	Campylomma liebknechti
118	131	Polyozus furcilla
119	129	Melaleuca sp 40
120=	128	Eritingis sp_01
120=	128	Rayieria kennedyi
122	127	Gn_ms_Rankiniella sp
123	125	Froggattia olivinia
124=	124	Froggattia sp.
124=	124	Oncophysa sp_04
126	123	Myrtlemiris yalgoo
127	122	Eritingis sp_02
128	121	Inoma sp
129=	120	Austromiris sp.
129=	120	Gn_OrthotyliniGp16 sp_001
129=	120	Melaleucoides sheathianae
129=	120	Myrtlemiris rubrocuneatus
129=	120	Spinivesica eremophilicola
134=	118	Gn_ms_Flectotheca sp_wa0909msp100
134=	118	Pseudoloxops sp_155rh
136	117	Protemiris sp_101
137=	116	Gn_OrthotyliniGp7 sp_001
137=	116	Gn_ms_Granitohyoidea sp_wa0909msp119
137=	116	Ptilocnemus lemur
140=	114	Bifidostylus occidentalis
140=	114	Nethersia sp_ms_acaciaphila
142	113	Melaleuca sp 207
143=	112	Diplazicoris lombokianus
143=	112	Wallabicoris schwartzi
145=	111	Ausejanus neboissi
145=	111	Wallabicoris cassisi
147=	110	Gn_OrthotyliniGp5 sp_001
147=	110	Sejanus brittoni
149=	109	Felisacus filicicola
149=	109	Grandivesica agnew
151=	108	Coridromius confusus
151=	108	Wallabicoris ellae
153=	107	Coridromius variegatus
153=	107	Dicyphylus halganii
153=	107	Lasiacantha discordis
153=	107	Melaleuca sp 93
157	106	Halophylus maireani
158=	104	Hypseloecus paramyemi
158=	104	Oncophysa vesiculata
158=	104	ZANCH_AUS &#35;7a
161	103	Cyrtorhinus carvalhoi
162=	102	Gn_OrthotyliniGp7B sp_nsp_001
162=	102	ZANCH_AUS &#35;7e
164=	101	Mcateella esperancensis
164=	101	ZANCH_AUS &#35;17
166=	100	Gn_ms_Kikkocoris sp_anouk20.013
166=	100	Goodeniaphila schuhi
166=	100	Jiwarli heliotropium
166=	100	Omnivoriphylus frankenii
170=	98	Hypseloecus amyemicola
170=	98	Stephanitis pyrioides
170=	98	Wallabicoris spyridiellus
173	96	Gn_OrthotyliniGp6 sp_001
174=	95	Agramma sp_ms_kinchega
174=	95	Au_Phylini_nr Atractotomus sp.
176=	94	Mcateella austera
176=	94	Orthotylus sp_ms_notodytikos
176=	94	Protemiris distichi
179	93	Ptilocnemus vittatus
180=	92	Hekista laudator
180=	92	Nethersia sp_ms_tomentosa
180=	92	Orthotylus sp_ms_drepanomorphus
183	91	Dampierella schwartzi
184=	88	Au_Phylini_LgP_misc unident.
184=	88	Gn_C sp_1
186=	86	Felisacus longiceps
186=	86	Jiwarli solanum
186=	86	Omnivoriphylus mangaensis
189=	85	Ausejanus minutus
189=	85	Oncophysa sp_05
189=	85	Orthotylus sp_ms_schuhi
189=	85	Telophylus eremophilae
193=	84	Blesingia fasciatipennis
193=	84	Caloloma sp_02
193=	84	Gn_OrthotyliniGp12 sp_002
193=	84	Stenotus witchelina
197=	83	Dictyla sp_nsp_forty_mile_scrub
197=	83	Gn_OrthotyliniGp12 sp_003
197=	83	Lattinova jacki
200	82	Wallabicoris tasmanensis
201=	80	Melaleucoides systenae
201=	80	Oncophysa leai
203=	78	Ancoraphylus arctous
203=	78	Bifidostylus gilesi
203=	78	Daerlac cephalotes
203=	78	Gn_OrthotyliniGp9 sp_002
207=	77	Ausejanus tasmaniae
207=	77	Linacoris sp_ms_malayensis
207=	77	Nethersia silveirae
207=	77	Pulvillophylus rossi
207=	77	Spinivesica crenulata
212	76	ZANCH_AUS &#35;7i
213=	75	Eremotylus mosmanensis
213=	75	Euander lacertosus
215=	74	Ragwelellus suspectus
215=	74	Wallabicoris pityrodiellus
217=	73	Felisacus sp_ms_caledonicus
217=	73	Gn_OrthotyliniGp20 sp_002
219	72	Orthotylus sp_ms_kalbarri
220=	71	Arafuramiris gressitti
220=	71	Epimixia sp_ms_tropica
220=	71	Mcateella gibber
220=	71	Rayieria decorata
220=	71	ZANCH_AUS &#35;20
225=	70	Melaleuca sp 240
225=	70	Melaleucoides uncinatae
225=	70	Oncophysa sp_08
228=	69	Gn_OrthotyliniGp14 sp_001
228=	69	Nethersia sp_ms_finlayae
228=	69	Urentius sarinae
228=	69	Wallabicoris thomasii
232=	68	Gn_OrthotyliniGp10 sp_001
232=	68	Rayieria gearyi
234=	67	Dicyphylus brachyscome
234=	67	Epimixia sp_ms_eneabba
234=	67	Ptilocnemus sidnicus
234=	67	Wallabicoris rhamnicola
238	66	Myrtlemiris tesselatus
239=	65	Au_Phylini_nr Atractotomus sp. 10
239=	65	Gn_OrthotyliniGp11 sp_002
239=	65	Gn_OrthotyliniGp12 sp_007
239=	65	Gyrophallus symondsae
239=	65	Polyozus kuringgai
244=	64	Cyrtorhinus sp_nr_carvalhoi_nb
244=	64	Grandivesica pilbara
244=	64	Harpagophylus verticordii
244=	64	Hypseloecus metamyemi
248=	63	Halophylus rhagodii
248=	63	Tanybyrsa secunda
248=	63	Wallabicoris chrysocephali
251=	62	Inoma multispinosa
251=	62	Ommatodema sp_n_d2
251=	62	Polyozus bulita
254=	61	Lasiacantha luritja
254=	61	Paracopium australicum
256=	60	Blesingia gularis
256=	60	Gn_ms_Naranjakotta sp_ms_sidnica
256=	60	Mcateella reidi
256=	60	Oncophysa sp_n_lakeshaster
260	59	Stephanitis queenslandensis
261	58	Dicyphylus scaevolae
262=	57	Gn_ms_Austrobucculus sp
262=	57	Malandiola sp_03
262=	57	Melaleuca sp 9
262=	57	Melaleucoides brevifoliae
262=	57	Polyozus kojonup
262=	57	Spinivesica tompricensis
268=	56	Cyrtorhinus sp_3_nr_lividipennis
268=	56	Gn_OrthotyliniGp3 sp_002
268=	56	Hypseloecus amyemi
268=	56	Malandiola sp_04
272=	55	Gn_A sp_2
272=	55	Wallabicoris paradicrastyli
274=	54	Gyrophallus darwinensis
274=	54	Leucophoroptera quadrimaculata
276=	53	Chorotingis sp_01
276=	53	Felisacus sp
276=	53	Gn_ms_Naranjakotta sp_ms_hakeaphila
276=	53	Spinivesica spiculata
276=	53	Tholosanus proximus
281=	52	Daerlac nigricans
281=	52	Felisacus javanus
281=	52	Gn_OrthotyliniGp12 sp_004
281=	52	Oechalia schellenbergii
281=	52	Wallabicoris cuneotinctus
286=	51	Ausejanus sp
286=	51	Gn_OrthotyliniGp18 sp_001
286=	51	Leptoypha anceps
286=	51	Mcateella exocarposa
286=	51	Myrtlemiris newmanensis
286=	51	Ragwelellus thetis
292=	50	Felisacus sp_ms_senaru
292=	50	Polyozus manilla
292=	50	Ulonemia mjobergi
295=	49	Melaleucoides leuropomae
295=	49	Ommatodema sp_n_f2
295=	49	Thryptomenomiris kalbarri
295=	49	Wallabicoris helichrysi
299=	48	Gn_OrthotyliniGp5 sp_007
299=	48	Malandiola sp
301=	47	Ausejanus luteoelytratus
301=	47	Dictyla amitina
301=	47	Melaleucoides grossi
301=	47	Peritropis sp.
301=	47	Proteophylus acacii
306=	46	Gn_OrthotyliniGp6 sp_002
306=	46	Nethersia pilbara
306=	46	Papuamimus maai
309	45	Zanessa pictulifer
310=	44	Ausejanus arvensus
310=	44	Kirkaldyella rugosa
310=	44	Maculiphylus eremophilae
310=	44	Melaleucoides undulatae
310=	44	Orthotylus sp_ms_glaucophylla
310=	44	Sthenaridea piceonigra
316=	43	Inoma arrernte
316=	43	Myrmecoridea sp_ms_azulina
316=	43	Ptilocnemus pallidus
319=	42	Gn_OrthotyliniGp4 sp_019
319=	42	Malandiola sp_04a
319=	42	Orthotylus sp_ms_paluma
319=	42	Paracopium furvum
319=	42	Tingis drakei
324=	41	Adunatiphylus kalbarri
324=	41	Chimsunchartella schwartzi
324=	41	Gn_OrthotyliniGp7 sp_003
324=	41	Gn_ms_Naranjakotta sp_ms_watheroo
324=	41	Malandiola similis
324=	41	Micromimetus pictipes
330=	40	Austromiris sp_s028
330=	40	Decomia notata
330=	40	Zanessa sp.
333=	39	Candidomiris sp_knc02
333=	39	Felisacus sp_ms_schuhi
333=	39	Melaleuca sp 75
333=	39	Melaleucoides beaufortiae
333=	39	Orthotylus sp_ms_avoni
333=	39	ZANCH_AUS &#35;12
339=	38	Gn_A sp_1
339=	38	ZANCH_AUS &#35;7g
341=	37	Agramma vulturnum
341=	37	Gn_OrthotyliniGp13 sp_001
341=	37	Gn_OrthotyliniGp3 sp_004
341=	37	Jiwarli ptilotus
341=	37	Kirkaldyella sp.
341=	37	Orthotylus sp_ms_pullabooka
347=	36	Aitkenia exocarpos
347=	36	Cyrtorhinus sp_3_malaya
347=	36	Cyrtorhinus sp_nr_fulvus_philippines
347=	36	Hypseloecus amyemopsis
347=	36	Melaleuca sp 221
347=	36	Melaleuca sp 44
347=	36	Orthotylus sp_ms_bundjalungi
354=	35	Melaleuca sp 189
354=	35	Paracimex capitatus
356=	34	Creontiades dilutus
356=	34	Deraeocoris sp_ms_gillespieae
356=	34	Eritingis sp_09
356=	34	Ischnotingis fasciata
356=	34	Laryngodus luteomaculatus
356=	34	Malandiola sp_02
356=	34	Megadrymus aurorae
356=	34	ZANCH_AUS &#35;25
364=	33	Bifidostylus agnew
364=	33	Epimixia vittata
364=	33	Pachypeltis reuteri
367=	32	Aitkenia latevagans
367=	32	Austromiris sp_s003
367=	32	Cyrtorhinus defectus
367=	32	Epimixia sp_ms_allocasuarina
367=	32	Gn_OrthotyliniGp7B sp_nsp
367=	32	Melaleucoides micranthae
367=	32	Orthotylus sp_ms_graciliphilus
367=	32	Orthotylus sp_ms_majori
367=	32	Thryptomenomiris yalgoo
376=	31	Aplerotus sp_nr_grossi
376=	31	Au_Phylini_nr Atractotomus sp_148
376=	31	Austromiris sp_s009
376=	31	Collessicoris bellissimus
376=	31	Daerlac apicalis
376=	31	Esocampylia sp_01
376=	31	Felisacus sp_ms_vitilevu
376=	31	Gn_OrthotyliniGp29 sp_001
376=	31	Piezodorus oceanicus
376=	31	Ragwelellus vittatus
376=	31	ZANCH_AUS &#35;5
376=	31	ZANCH_AUS &#35;7
388=	30	Austrodapus nitens
388=	30	Candidomiris sp_k02
388=	30	Eremotylus stuarti
388=	30	Felisacus sp_ms_meilingae
388=	30	Gn_OrthotyliniGp34 sp_001
388=	30	Gn_OrthotyliniGp5 sp_004
388=	30	Grandivesica aurea
388=	30	Kirkaldyella schuhi
388=	30	Mcateella coolgardie
388=	30	Melaleuca sp 38
388=	30	Myoporophylus carinatus
388=	30	Myrmecoroides grossi
388=	30	Orthotylus sp_ms_antennarubrus
388=	30	Orthotylus sp_ms_aus1_and_2
388=	30	Plautia sp_1
388=	30	Ptilocnemus borealis
388=	30	Taylorilygus apicalis
388=	30	ZANCH_AUS &#35;14
406=	29	Acaciacapsus bournda
406=	29	Aeptini sp_gen1_sp1
406=	29	Caloloma sp_04
406=	29	Gn_ms_Cailloumiris sanguineus
406=	29	Helopeltis clavifer
406=	29	Macrocarenoides scutellatus
406=	29	Melaleuca sp 118
406=	29	Pseudoloxops sp_ms_woodwardi
414=	28	Arafuramiris queenslandensis
414=	28	Dictyotus caenosus
414=	28	Gn_OrthotyliniGp30 sp_001
414=	28	Gn_OrthotyliniGp5 sp_005
414=	28	Gn_ms_Sophocoris sp
414=	28	Malandiola sp_ms_coomallo
414=	28	Parada sp
414=	28	Sejanus howardae
414=	28	Teleonemia sp.
414=	28	Wallabicoris halganii
414=	28	unknown unknown
425=	27	Felisacus sp_ms_myersi
425=	27	Grandivesica kadji
425=	27	Micromimetus newcaledoniaensis
425=	27	Myrtophylus melaleuci
425=	27	Ommatodema sp_n_a2
425=	27	Omnivoriphylus boiada
425=	27	Orthotylus sp_ms_lepidothrix
425=	27	Orthotylus sp_ms_xerophilus
425=	27	Parada approba
425=	27	Pseudoloxops sp_ms_baiawaensis
425=	27	Pseudoloxops sp_ms_pancheriaphila
436=	26	Acaciacapsus appha
436=	26	Austromiris sp_s013
436=	26	Carldrakeana sp
436=	26	Euaulana sp_ms_mt william
436=	26	Gn_ms_Arlecchinomiris sp_ms_preecei
436=	26	Gn_nov_01 sp_ms_aust_001
436=	26	Hypseloecus grossi
436=	26	Ooldeon sp_1
436=	26	Parada popla ssp. popla
436=	26	Wallabicoris pomaderri
436=	26	ZANCH_NC &#35;2
447=	25	Ausejanus cordatus
447=	25	Epimixia alitophrosyne
447=	25	Epimixia nigriceps
447=	25	Gn_OrthotyliniGp11 sp_003
447=	25	Gn_OrthotyliniGp34 sp_002
447=	25	Gn_OrthotyliniGp9 sp_003
447=	25	Gn_nov_01 sp_ms_aust_004_008
447=	25	Helopeltis sp.
447=	25	Inonemia mussiva
447=	25	Laryngodus cervantes
447=	25	Megadrymus terraereginae
447=	25	Orthotylus sp_ms_finlayi
447=	25	Pirricoris annectans
447=	25	Proteophylus orientalis
447=	25	Pulvillophylus cuneotinctus
447=	25	Ragwelellus pallipes
447=	25	Wallabicoris pimelei
447=	25	ZANCH_NC &#35;1
465=	24	Acaciacapsus aureolus
465=	24	Dictyotus inconspicuus
465=	24	Gn_OrthotyliniGp7 sp_004
465=	24	Gyrophallus pantonii
465=	24	Harpagophylus thryptomeni
465=	24	Melaleucoides akaina
465=	24	Monteithophila queenslandana
465=	24	Myrmecoridea sp
465=	24	Stenotus gressitti
465=	24	Udeocoris rolandi
465=	24	Udeocoris scudderi
465=	24	Unknown unknown
465=	24	ZANCH_AUS &#35;2
478=	23	Felisacus sp_ms_tanna
478=	23	Gn_OrthotyliniGp1 sp_006
478=	23	Gn_Solomonocoris sp_ms_k26
478=	23	Gn_ms_Carphodemas sp_wa0909msp193
478=	23	Inoma kalbarri
478=	23	Mcateella sp
478=	23	Ptilocnemus distinctus
478=	23	Ragwelellus sp
486=	22	Agramma pictipenne
486=	22	Engynoma sp_04
486=	22	Eremotylus betoota
486=	22	Gn_OrthotyliniGp15 sp_002
486=	22	Gn_OrthotyliniGp23 sp_001
486=	22	Gn_ms_Naranjakotta sp_ms_keraudrenia
486=	22	Harpagophylus sp.
486=	22	Mcateella splendida
486=	22	Melaleuca sp 91
486=	22	Monospiniphallus bignoniiflori
486=	22	Novatilla virgata
486=	22	Ommatodema sp_n_a3
486=	22	Ptilocnemus sp_ms_albesco
486=	22	Rayieria sp
500=	21	Ancoraphylus mariala
500=	21	Arniscus humeralis
500=	21	Belenus sp_02
500=	21	Deraeocoris sp.
500=	21	Eritingis sp
500=	21	Gn_OrthotyliniGp4 sp_012
500=	21	Gn_OrthotyliniGp7 sp_002
500=	21	Gn_ms_Neocallitropsella sp_ms_madeleineae
500=	21	Hypsipyrgias telamonides
500=	21	Linacoris sp_ms_quoinensis
500=	21	Melaleucoides ozzii
500=	21	Myrtlemiris astartephila
500=	21	Nethersia maculosa
500=	21	Pirricoris sp_1
514=	20	Ancoraphylus auski
514=	20	Arafuramiris dreikikir
514=	20	Austromiris sp_s005
514=	20	Dasymiris sp.
514=	20	Felisacus sp_ms_lordhowensis
514=	20	Gn_OrthotyliniGp12 sp_001
514=	20	Gn_OrthotyliniGp2 sp_007
514=	20	Gn_OrthotyliniGp20 sp_005
514=	20	Gn_OrthotyliniGp4 sp_013
514=	20	Gn_OrthotyliniGp9 sp_005
514=	20	Gn_nov_01 sp_05
514=	20	Harpagophylus agnew
514=	20	Ommatodema sp_n_b2
514=	20	Paracopium albofasciatum
514=	20	Pseudoloxops sp_ms_tabwemasana
514=	20	Tytthus chinensis
514=	20	Udeocoris nigroaeneus
514=	20	Wallabicoris prostantheri
532=	19	Dilatops fici
532=	19	Epimixia sp_pbi_wa04
532=	19	Felisacus sp_ms_linae
532=	19	Gn_OrthotyliniGp22 sp_001
532=	19	Gn_OrthotyliniGp4 sp_004
532=	19	Gn_nov_01 sp_ms_aust_007
532=	19	Linacoris sp_ms_pilosus
532=	19	Nethersia sp_ms_mareeba
532=	19	Nethersia sp_ms_stipula
532=	19	Orthotylus sp_ms_preissii
532=	19	Paracimex caledoniae
532=	19	Physatocheila uniseriata
532=	19	Rayieria albaornata
532=	19	Sciocoris obscurus
532=	19	Sejanus funerellus
547=	18	Ausejanus bournda
547=	18	Dicyphylus solani
547=	18	Gn_OrthotyliniGp4C sp_nsp_004
547=	18	Gn_OrthotyliniGp7 sp_005
547=	18	Gyrophallus forrestii
547=	18	Inoma stysi
547=	18	Kirkaldyella boweri
547=	18	Megadrymus kakadu
547=	18	Melaleucoides sp.
547=	18	Nethersia setosa
547=	18	Restiophylus meeboldinae
547=	18	Sejanus palumae
547=	18	Sejanus sinuosus
547=	18	ZANCH_AUS &#35;31
547=	18	Zanessa sp_nigra
