rank	count	Name
1263=	2	Agramma sp_ms_postlei
1263=	2	Antestiopsis sp_3
1263=	2	Antestiopsis sp_4
1263=	2	Antestiopsis sp_7
1263=	2	Aphrania vishnou
1263=	2	Arafuramiris heath
1263=	2	Atelias variegatus
1263=	2	Austrodapus nsp queensland
1263=	2	Austromiris sp_ms_feehani
1263=	2	Austromiris sp_ms_luteocuneatus
1263=	2	Austromiris sp_ms_macmillani
1263=	2	Austromiris sp_ms_meridionalis
1263=	2	Austromiris sp_ms_ovatus
1263=	2	Austromiris sp_ms_roseocuneatus
1263=	2	Austromiris sp_s017
1263=	2	Austromiris sp_s021
1263=	2	Austromiris sp_s024
1263=	2	Austromiris sp_s027
1263=	2	Austromiris sp_s030
1263=	2	Austromiris sp_s031
1263=	2	Austromiris sp_s037
1263=	2	Austromiris sp_s038
1263=	2	Austromiris sp_s044
1263=	2	Avicenna aggressor
1263=	2	Baclozygum depressum
1263=	2	Baclozygum pr. brachypterum
1263=	2	Bifidostylus gawlerensis
1263=	2	Biromiris scheyville
1263=	2	Blesingia mamai
1263=	2	Blesingia sp.
1263=	2	Bothriomiris sp.
1263=	2	Bromocoris souefi
1263=	2	Calotingis subopaca
1263=	2	Campylomma atra
1263=	2	Campylomma irianica
1263=	2	Campylomma lividicornis
1263=	2	Campylomma noumeae
1263=	2	Campylomma novocaledonica
1263=	2	Campylomma papuana
1263=	2	Campylomma sandaracine
1263=	2	Candidomiris sp_k07a
1263=	2	Cantacader sp_02
1263=	2	Cantacader sp_03
1263=	2	Ceratocader dentatus
1263=	2	Ceratocader sp_03
1263=	2	Ceratocader sp_04
1263=	2	Codotingis sp_01_poss_recurva
1263=	2	Codotingis sp_ms_tambourine
1263=	2	Coridromius minusculus
1263=	2	Cottothucha sp
1263=	2	Cryptocoris fasciatus
1263=	2	Ctypomiris solomonensis
1263=	2	Cyrtorhinus sp_nr_lividipennis_luzon
1263=	2	Cysteochila sp_04
1263=	2	Cysteochila sp_07
1263=	2	Dasymiris schoutedeni
1263=	2	Decomia papuensis
1263=	2	Decomia perparvula
1263=	2	Decomioides innotata
1263=	2	Deraeocoris australicus
1263=	2	Dictyla sp_03
1263=	2	Dictyla sp_05
1263=	2	Dimifacoris fasciatus
1263=	2	Dioclerus malayensis
1263=	2	Eritingis exalla
1263=	2	Eritingis hylaea
1263=	2	Eritingis sp_07
1263=	2	Eritingis sp_ms_almaden
1263=	2	Eritingis sp_ms_halls_creek
1263=	2	Eupachypeltis pilosus
1263=	2	Eurynysius sp
1263=	2	Felisacus adamsi
1263=	2	Felisacus minutus
1263=	2	Felisacus rubricuneus
1263=	2	Felisacus signis
1263=	2	Felisacus sp_ms_bau
1263=	2	Gn_OrthotyliniGp1 sp_nsp
1263=	2	Gn_OrthotyliniGp11 sp_005
1263=	2	Gn_OrthotyliniGp14 sp_elong_senslobe_on_lp
1263=	2	Gn_OrthotyliniGp1C sp_nsp
1263=	2	Gn_OrthotyliniGp1C sp_subhyaline
1263=	2	Gn_OrthotyliniGp4 sp_015
1263=	2	Gn_OrthotyliniGp4C sp_nsp_001
1263=	2	Gn_OrthotyliniGp4C sp_nsp_002
1263=	2	Gn_OrthotyliniGp5 sp_008
1263=	2	Gn_OrthotyliniGp7 sp_013
1263=	2	Gn_OrthotyliniGp8B sp_nsp_002
1263=	2	Gn_OrthotyliniGp8B sp_nsp_005
1263=	2	Gn_OrthotyliniGp_sickle_shaped_LP sp_001
1263=	2	Gn_ms_Austrophorus sp
1263=	2	Gn_ms_Austrotylus sp_ms_myrmecoroides
1263=	2	Gn_ms_Bilbonotus sp_ms_albaclavata
1263=	2	Gn_ms_Bilbonotus sp_ms_boganensis
1263=	2	Gn_ms_Bilbonotus sp_ms_cantrelli
1263=	2	Gn_ms_Bilbonotus sp_ms_coronata
1263=	2	Gn_ms_Bilbonotus sp_ms_fasciatus
1263=	2	Gn_ms_Bilbonotus sp_ms_major
1263=	2	Gn_ms_Bilbonotus sp_ms_minor
1263=	2	Gn_ms_Bilbonotus sp_ms_monteithi
1263=	2	Gn_ms_Bilbonotus sp_ms_pilosus
1263=	2	Gn_ms_Bilbonotus sp_ms_striata
1263=	2	Gn_ms_Bilbonotus sp_ms_yunta
1263=	2	Gn_ms_Diamantina sp_ms_cantrelli
1263=	2	Gn_ms_Houtoniella sp_ms_microalba
1263=	2	Gn_ms_Monteithophorus sp
1263=	2	Gn_ms_Ommatodemella sp_ms_telstra
1263=	2	Gn_ms_Rankiniella sp_ms_gibsoni
1263=	2	Gn_ms_Rankiniella sp_ms_nigranotum
1263=	2	Gn_ms_Rankiniella sp_ms_tindalei
1263=	2	Gn_ms_Xnoudimiris sp_ms_rubracephalus
1263=	2	Gn_nov_01 sp.
1263=	2	Gn_nov_01 sp_01
1263=	2	Gn_nov_01 sp_02
1263=	2	Gn_nov_01 sp_ms_aust_006
1263=	2	Gn_nov_01 sp_ms_aust_008_msp023
1263=	2	Gn_nov_01 sp_ms_aust_009
1263=	2	Grossiana sp_1
1263=	2	Gyrophallus lochada
1263=	2	Halticus minutus
1263=	2	Harveycapsus dimorpha
1263=	2	Helopeltis fasciaticollis
1263=	2	Hypsipyrgias euphues
1263=	2	Inonemia sp_ms_exmouth
1263=	2	Ischnotingis sp_ms_parawirra
1263=	2	Kirkaldyella ortholata
1263=	2	Kundakimuka carvalhoi
1263=	2	Lasiacantha dysmikos
1263=	2	Lasiacantha kosciuszko
1263=	2	Lasiacantha quilpie
1263=	2	Leptocoris sp
1263=	2	Malandiola sp_ms_wyndham
1263=	2	Megadrymus capeyorkensis
1263=	2	Megadrymus tenuicornis
1263=	2	Melaleuca sp 251
1263=	2	Mertila malayensis
1263=	2	Micromimetus babelthuapensis
1263=	2	Monteithophila fijiensis
1263=	2	Myrmecoridea sp_ms_malipatili
1263=	2	Myrmecoroides carinatus
1263=	2	Myrtlemiris silveirae
1263=	2	Neagenor sp_2
1263=	2	Neoleucophoroptera novoirlandense
1263=	2	Nethersia sp_ms_appha
1263=	2	Nethersia sp_msp10
1263=	2	Nezara viridula
1263=	2	Nysius vinitor
1263=	2	Oecophyllodes bipunctatus
1263=	2	Ommatodema sp_n_g2
1263=	2	Oncophysa rufescens
1263=	2	Onymocoris izzardi
1263=	2	Ooldeon maculipes
1263=	2	Orthotylus sidnicus
1263=	2	Orthotylus sp.
1263=	2	Pachypeltis annulipes
1263=	2	Palaucoris novaguineae
1263=	2	Paracimex setosus
1263=	2	Parada popla ssp. nigrantis
1263=	2	Parada sp_01_nr_taeniophora
1263=	2	Parada sp_07
1263=	2	Pilophorus daradae
1263=	2	Pilophorus kockensis
1263=	2	Pilophorus myrmecoides
1263=	2	Pilophorus palawana
1263=	2	Poecilometis punctiventris
1263=	2	Poecilotoma sp_2
1263=	2	Polyozus bifurcata
1263=	2	Protemiris sp_127
1263=	2	Pseudoloxops sp_1
1263=	2	Pseudoloxops sp_120rh
1263=	2	Pseudoloxops sp_133rh
1263=	2	Pseudoloxops sp_144rh
1263=	2	Pseudoloxops sp_147a_rh
1263=	2	Pseudoloxops sp_149rh
1263=	2	Pseudoloxops sp_18rh
1263=	2	Pseudoloxops sp_2
1263=	2	Pseudoloxops sp_20rh
1263=	2	Pseudoloxops sp_23rh
1263=	2	Pseudoloxops sp_24rh
1263=	2	Pseudoloxops sp_37rh
1263=	2	Pseudoloxops sp_68a_rh
1263=	2	Pseudoloxops sp_68b_rh
1263=	2	Pulvillophylus croninensis
1263=	2	Ragwelellus morobensis
1263=	2	Ragwelellus nigrus
1263=	2	Sagittacopula sp_ms_carvalhoi
1263=	2	Sagittacopula sp_ms_rufescens
1263=	2	Sejanus neofunereus
1263=	2	Sejanus novocaledonicus
1263=	2	Sinistropa kulgera
1263=	2	Spinivesica pardalotae
1263=	2	Stenophyella macreta
1263=	2	Thaumastocoris australicus
1263=	2	Tingis hackeri
1263=	2	Trichocephalocapsus sp.
1263=	2	Undetermined sp.
1263=	2	Voconia minor
1263=	2	Volkeliopsis sp_ms_mindanao
1263=	2	Wallabicoris coolabah
1263=	2	Wallabicoris norsemanius
1263=	2	Witchelinamiris sp.
1263=	2	Wumea cassisi
1263=	2	Xenotingis sp.
1263=	2	Xiphoides multicolor
1263=	2	ZANCH_AUS &#35;13
1263=	2	ZANCH_AUS &#35;22
1263=	2	ZANCH_AUS &#35;32
1263=	2	ZANCH_AUS &#35;33
1263=	2	Zanessa sp_ms_grossi
1263=	2	Zanessa sp_ms_kulgera
1263=	2	Zanessa sp_ms_pilosa
1263=	2	gn_ms_nr_falcum ms_k08c
1263=	2	undetermined sp.
1480=	1	Abuyogocoris tawitawi
1480=	1	Acrorrhinium bismarkensis
1480=	1	Acrorrhinium monoceros
1480=	1	Acrotelus canariensis
1480=	1	Agramma sp_ms_horni
1480=	1	Alcaeus sp_1
1480=	1	Alcaeus varicornis
1480=	1	Allocader sp
1480=	1	Allocader sp_01
1480=	1	Antestiopsis sp_6
1480=	1	Aradus albicornis
1480=	1	Arcleda fusca
1480=	1	Aspideurus sp
1480=	1	Aulacosternum nigrorubrum
1480=	1	Ausejanus uestaustralianus
1480=	1	Australotarma sp_nq1
1480=	1	Austromiris sp_ms_amiens
1480=	1	Austromiris sp_ms_boorabinni
1480=	1	Austromiris sp_ms_conospermumae
1480=	1	Austromiris sp_ms_fuscantennata
1480=	1	Austromiris sp_ms_kalgoorliensis
1480=	1	Austromiris sp_ms_minutus
1480=	1	Austromiris sp_ms_nigracallae
1480=	1	Austromiris sp_ms_rubrantennatus
1480=	1	Austromiris sp_ms_uptoni
1480=	1	Austromiris sp_ms_weiri
1480=	1	Austroplagiognathus arbustoides
1480=	1	Austroplagiognathus parallelus
1480=	1	Avicenna auricornis
1480=	1	Avicenna sp_1
1480=	1	Baclozygum bergrothi
1480=	1	Baclozygum brachypterum
1480=	1	Baclozygum sp.
1480=	1	Bifidostylus finalis
1480=	1	Biromiris binjour
1480=	1	Biromiris cassisi
1480=	1	Biromiris cyclops
1480=	1	Blesingia promeceops
1480=	1	Blesingia tamborinea
1480=	1	Bunotingis sp.
1480=	1	Cacodmus bambusicola
1480=	1	Callicorixa vulnerata
1480=	1	Callithrincus serratus
1480=	1	Callithrincus signatus
1480=	1	Campylomma austrina
1480=	1	Campylomma marmorosa
1480=	1	Campylomma nigra
1480=	1	Campylomma pacificae
1480=	1	Campyloneuropsis sp.
1480=	1	Candidomiris sp_k19
1480=	1	Carayonia australiensis
1480=	1	Carldrakeana sp_02
1480=	1	Carldrakeana sp_03
1480=	1	Cephaloplatus bellus
1480=	1	Ceratocader sp_02
1480=	1	Ceratocader sp_05
1480=	1	Codotingis sp_02
1480=	1	Codotingis sp_03
1480=	1	Collessicoris sp.
1480=	1	Coridromius basilanus
1480=	1	Coridromius carinatus
1480=	1	Coridromius drepanopenis
1480=	1	Coridromius epithema
1480=	1	Coridromius eremnos
1480=	1	Coridromius nigrus
1480=	1	Coridromius prolixipenis
1480=	1	Coridromius sp
1480=	1	Coridromius testaceus
1480=	1	Coridromius thalame
1480=	1	Cornaus callosus
1480=	1	Cromerus hackeri
1480=	1	Cymodema basicornis
1480=	1	Cymus sp
1480=	1	Cymus sp_2
1480=	1	Cyperobia sp
1480=	1	Cyrtorhinus vitiensis
1480=	1	Cysteochila aletheia
1480=	1	Cysteochila brunnea
1480=	1	Cysteochila sp_03
1480=	1	Cysteochila sp_05
1480=	1	Cysteochila sp_nr_idonea
1480=	1	Decomia appendix
1480=	1	Decomia pendleburyi
1480=	1	Decomioides bacchusi
1480=	1	Decomioides philippinensis
1480=	1	Dicranocephalus aroonanus
1480=	1	Dictyla sp_01
1480=	1	Dictyla sp_02
1480=	1	Dictyla sp_04
1480=	1	Dictyla sp_06
1480=	1	Dicyphus hyalinipennis
1480=	1	Dieuches sp.
1480=	1	Dilompus robustus
1480=	1	Dolichomiris linearis
1480=	1	Dysaphis &#40;Dysaphis&#41; apiifolia
1480=	1	Ectomocoris ornatus
1480=	1	Ectrychotes serdangensis
1480=	1	Ectrychotes sp_2
1480=	1	Edessa spp.
1480=	1	Empicoris sp_2
1480=	1	Engynoma isolata
1480=	1	Engynoma sp_02
1480=	1	Engynoma sp_03
1480=	1	Engynoma spinicollis
1480=	1	Epimixia nigripes ssp. nigripes
1480=	1	Epimixia sp_ms_bicolor
1480=	1	Epimixia sp_ms_gagne
1480=	1	Epimixia sp_ms_megacosta
1480=	1	Eritingis amoena
1480=	1	Eritingis sp_ms_groote_eylandt
1480=	1	Eritingis sp_ms_nr_kalbarri
1480=	1	Eritingis violina
1480=	1	Euagoras sp_1
1480=	1	Euaulana sp_03
1480=	1	Euaulana sp_04
1480=	1	Felisacus sp_ms_ovalau
1480=	1	Furcilliger comptus
1480=	1	Germalus sp_1
1480=	1	Gn_OrthotyliniGp11 sp_nsp_001
1480=	1	Gn_OrthotyliniGp12 sp_009
1480=	1	Gn_OrthotyliniGp1C sp_sim_to_gp031
1480=	1	Gn_OrthotyliniGp2 sp_002
1480=	1	Gn_OrthotyliniGp20 sp_nsp_001
1480=	1	Gn_OrthotyliniGp20 sp_sp
1480=	1	Gn_OrthotyliniGp39 sp_acute_senslobe_on_lp
1480=	1	Gn_OrthotyliniGp39 sp_bimbowrie_stn
1480=	1	Gn_OrthotyliniGp39 sp_large_eyes
1480=	1	Gn_OrthotyliniGp39 sp_large_eyes_narrow_lp
1480=	1	Gn_OrthotyliniGp39 sp_long_head
1480=	1	Gn_OrthotyliniGp39 sp_malbooma
1480=	1	Gn_OrthotyliniGp39 sp_mitcham
1480=	1	Gn_OrthotyliniGp39 sp_orange_cuneus_black_scale_setae
1480=	1	Gn_OrthotyliniGp39 sp_red_venter_and_cuneal_apex
1480=	1	Gn_OrthotyliniGp39 sp_salad_fork_lp
1480=	1	Gn_OrthotyliniGp39 sp_tallaringa_well
1480=	1	Gn_OrthotyliniGp39 sp_tipperary_stn
1480=	1	Gn_OrthotyliniGp39 sp_yellow_large_lp
1480=	1	Gn_OrthotyliniGp4 sp_008
1480=	1	Gn_OrthotyliniGp4 sp_009
1480=	1	Gn_OrthotyliniGp4C sp_nsp_008
1480=	1	Gn_OrthotyliniGp4C sp_south_of_menzies
1480=	1	Gn_OrthotyliniGp8 sp_nsp
1480=	1	Gn_Orthotylini_AU_unplaced sp
1480=	1	Gn_ms_Austrobucculus sp_ms_bicolor
1480=	1	Gn_ms_Austrobucculus sp_ms_houstoni
1480=	1	Gn_ms_Austrobucculus sp_s040
1480=	1	Gn_ms_Austrophorus sp_ms_nigrocuneatus
1480=	1	Gn_ms_Austrotylus sp
1480=	1	Gn_ms_Bilbonotus sp
1480=	1	Gn_ms_Bilbonotus sp_ms_aitkeni
1480=	1	Gn_ms_Bilbonotus sp_ms_alcoota
1480=	1	Gn_ms_Bilbonotus sp_ms_arcoona
1480=	1	Gn_ms_Bilbonotus sp_ms_arkaroola
1480=	1	Gn_ms_Bilbonotus sp_ms_armstrongi
1480=	1	Gn_ms_Bilbonotus sp_ms_bifasciatus
1480=	1	Gn_ms_Bilbonotus sp_ms_canungra
1480=	1	Gn_ms_Bilbonotus sp_ms_cunamullaenensis
1480=	1	Gn_ms_Bilbonotus sp_ms_douglasi
1480=	1	Gn_ms_Bilbonotus sp_ms_grossi
1480=	1	Gn_ms_Bilbonotus sp_ms_hanichi
1480=	1	Gn_ms_Bilbonotus sp_ms_humbertensis
1480=	1	Gn_ms_Bilbonotus sp_ms_janae
1480=	1	Gn_ms_Bilbonotus sp_ms_kalbarri
1480=	1	Gn_ms_Bilbonotus sp_ms_linearis
1480=	1	Gn_ms_Bilbonotus sp_ms_maculatus
1480=	1	Gn_ms_Bilbonotus sp_ms_mcalpinei
1480=	1	Gn_ms_Bilbonotus sp_ms_montecollina
1480=	1	Gn_ms_Bilbonotus sp_ms_ngarkatensis
1480=	1	Gn_ms_Bilbonotus sp_ms_nigrascutellum
1480=	1	Gn_ms_Bilbonotus sp_ms_pernalty
1480=	1	Gn_ms_Bilbonotus sp_ms_pilbarensis
1480=	1	Gn_ms_Bilbonotus sp_ms_rossanae
1480=	1	Gn_ms_Bilbonotus sp_ms_rubramaculatus
1480=	1	Gn_ms_Bilbonotus sp_ms_schuhi
1480=	1	Gn_ms_Bilbonotus sp_ms_tindalei
1480=	1	Gn_ms_Bilbonotus sp_ms_windorah
1480=	1	Gn_ms_Bilbonotus sp_s025
1480=	1	Gn_ms_Bilbonotus sp_s051
1480=	1	Gn_ms_Bilbonotus sp_s052
1480=	1	Gn_ms_Bilbonotus sp_s053
1480=	1	Gn_ms_Cailloumiris austera
1480=	1	Gn_ms_Cailloumiris ms_k31
1480=	1	Gn_ms_Callubri sp_ms_wigleyana
1480=	1	Gn_ms_Diamantina sp_ms_houstoni
1480=	1	Gn_ms_Diamantina sp_ms_monteithi
1480=	1	Gn_ms_Houtoniella sp_ms_bullita
1480=	1	Gn_ms_Irymplea sp_ms_armaroo
1480=	1	Gn_ms_Irymplea sp_ms_darwini
1480=	1	Gn_ms_Irymplea sp_ms_malipatili
1480=	1	Gn_ms_Monteithophorus sp_ms_auranticus
1480=	1	Gn_ms_Monteithophorus sp_ms_caloundrae
1480=	1	Gn_ms_Monteithophorus sp_ms_exleyi
1480=	1	Gn_ms_Monteithophorus sp_ms_vestjens
1480=	1	Gn_ms_Mundi sp_ms_gilli
1480=	1	Gn_ms_Myodochophorus sp_ms_yorki
1480=	1	Gn_ms_Myrmeciamia sp_ms_aitkeni
1480=	1	Gn_ms_Myrmeciamia sp_ms_arida
1480=	1	Gn_ms_Myrmeciocoris sp_ms_minor
1480=	1	Gn_ms_Neowoodwardiola sp_ms_tanseyi
1480=	1	Gn_ms_Nike sp_ms_xerata
1480=	1	Gn_ms_Opera sp_ms_fasciatus
1480=	1	Gn_ms_Opera sp_ms_rubricosus
1480=	1	Gn_ms_Pheramenocoris sp_ms_pilbarata
1480=	1	Gn_ms_Pseudoformicoides sp_ms_commoni
1480=	1	Gn_ms_Rankiniella sp_ms_houstoni
1480=	1	Gn_ms_Rankiniella sp_ms_maree
1480=	1	Gn_ms_Rankiniella sp_ms_rosei
1480=	1	Gn_ms_Rankiniella sp_ms_stuarti
1480=	1	Gn_ms_Teratotibiacoris sp_ms_eowilsoni
1480=	1	Gn_ms_Tumidocoris sp
1480=	1	Gn_ms_Xerocoris sp_ms_woodwardi
1480=	1	Gn_nov_01 sp_03
1480=	1	Gn_nov_01 sp_04
1480=	1	Gn_nov_02 sp_01
1480=	1	Gn_nr_Malandiola sp_ms_ernestgiles
1480=	1	Gonystus nasutus
1480=	1	Gunadhya rubrofasciata
1480=	1	Gymnotingis serrulata
1480=	1	Gymnotingis sp.
1480=	1	Gyrophallus karara
1480=	1	Hallodapus fasciatus
1480=	1	Hebrolethaeus sp_norfolk_island
1480=	1	Helopeltis bradyi
1480=	1	Henicocoris monteithi
1480=	1	Imogen sp.
1480=	1	Inoma solusa
1480=	1	Inoma sp_ms_badimia
1480=	1	Iphicrates sp
1480=	1	Irianocoris carbine n. sp
1480=	1	Kalkadoona pallida
1480=	1	Kirkaldyella mcalpinei
1480=	1	Kirkaldyella mcmillani
1480=	1	Kirkaldyella notaurantia
1480=	1	Lachnophoroides frerei
1480=	1	Lachnophoroides thompsoni
1480=	1	Lasiacantha leai
1480=	1	Lasiacantha nipha
1480=	1	Lasiacantha vittata
1480=	1	Lasiacantha windorah
1480=	1	Lasiolabops kokoda
1480=	1	Lasiolabops sp.
1480=	1	Leptocorisa acuta
1480=	1	Leptopharsa elegans
1480=	1	Leucophoroptera cavenda
1480=	1	Leucophoroptera gloriosa
1480=	1	Lisarda rhypara
1480=	1	Lisarda sp.
1480=	1	Lopus decolor
1480=	1	Lygus muiri
1480=	1	Lygus pacificus
1480=	1	Maevius indecorus
1480=	1	Mansoniella sp.
1480=	1	Megadrymus brigalow
1480=	1	Melaleuca sp 249
1480=	1	Metacanthus sp
1480=	1	Metopocoris carnarvoni
1480=	1	Metopocoris uberini
1480=	1	Micromimetus sp_n_1
1480=	1	Microtechnites chrysolepis
1480=	1	Moissonia philippinensis
1480=	1	Monaloniini sp.
1480=	1	Monospiniphallus namyatovae
1480=	1	Monospiniphallus norsemanensis
1480=	1	Montrouzieriellus sp_1
1480=	1	Morbora schoutedeni
1480=	1	Myiomma sp.
1480=	1	Myrmecoridea sp_ms_fasciata
1480=	1	Myrmecoridea sp_ms_ovata
1480=	1	Neacoryphus bicrucis
1480=	1	Nesocypselas sp_ms_piperica
1480=	1	Nethersia haplotes
1480=	1	Nethersia sp_msp3
1480=	1	Nethersia sp_msp8
1480=	1	Noualhierana furtiva
1480=	1	Omnivoriphylus charleville
1480=	1	Omnivoriphylus wanarra
1480=	1	Ontiscus sp.
1480=	1	Orthotylus sp_ms_scorpioni
1480=	1	Oxycarenus arctatus
1480=	1	Pachygrontha semperi
1480=	1	Pachypeltis politum
1480=	1	Pachypeltopsis australicus
1480=	1	Pamerapa thoracica
1480=	1	Paracimex sp.
1480=	1	Parada sp_05
1480=	1	Parada sp_08
1480=	1	Paragerbelius typicus
1480=	1	Paratopus sp.
1480=	1	Paurolygus scutatus
1480=	1	Peirates punctorius
1480=	1	Phaenacantha australiae
1480=	1	Phaenacantha sp
1480=	1	Physatocheila sp_ms_watagans
1480=	1	Pilophorus arboreus
1480=	1	Pilophorus prolixus
1480=	1	Pirricoris sp_2
1480=	1	Plinthisus sp
1480=	1	Poecilobdallus gratiosus
1480=	1	Poecilometis sp_1
1480=	1	Pseudoloxops sp_122rh
1480=	1	Pseudoloxops sp_123rh
1480=	1	Pseudoloxops sp_124rh
1480=	1	Pseudoloxops sp_125rh
1480=	1	Pseudoloxops sp_126rh
1480=	1	Pseudoloxops sp_127rh
1480=	1	Pseudoloxops sp_128rh
1480=	1	Pseudoloxops sp_129rh
1480=	1	Pseudoloxops sp_130rh
1480=	1	Pseudoloxops sp_131rh
1480=	1	Pseudoloxops sp_132rh
1480=	1	Pseudoloxops sp_134rh
1480=	1	Pseudoloxops sp_137rh
1480=	1	Pseudoloxops sp_139rh
1480=	1	Pseudoloxops sp_142rh
1480=	1	Pseudoloxops sp_143rh
1480=	1	Pseudoloxops sp_146rh
1480=	1	Pseudoloxops sp_148rh
1480=	1	Pseudoloxops sp_17rh
1480=	1	Pseudoloxops sp_19rh
1480=	1	Pseudoloxops sp_22rh
1480=	1	Pseudoloxops sp_30rh
1480=	1	Pseudoloxops sp_35rh
1480=	1	Pseudoloxops sp_69a_rh
1480=	1	Pseudoloxops sp_69rh
1480=	1	Pseudoloxops sp_72_rh
1480=	1	Pseudoloxops sp_74rh
1480=	1	Pseudoloxops sp_75rh
1480=	1	Pseudoloxops sp_ms_cheesmanae
1480=	1	Pseudoloxops sp_ms_cordiformis
1480=	1	Pseudoloxops sp_ms_gagnei
1480=	1	Pseudoloxops sp_ms_kimiensis
1480=	1	Pseudoloxops sp_ms_lenakelensis
1480=	1	Pseudoloxops sp_ms_naraiyawa
1480=	1	Pseudoloxops sp_ms_wareo
1480=	1	Psophis sp
1480=	1	Ptilocnemus kakaduensis
1480=	1	Pulvillophylus angustus
1480=	1	Pulvillophylus cuneomaculatus n. sp. 1
1480=	1	Pulvillophylus rubritinctus
1480=	1	Pulvillophylus sp.
1480=	1	Radinacantha dondiorum
1480=	1	Radinacantha tasmanica
1480=	1	Ragwelellus gressitti
1480=	1	Ragwelellus luteonotatus
1480=	1	Ragwelellus similis
1480=	1	Remaudiereana inornata
1480=	1	Rhinocylapus sp.
1480=	1	Riptortus linearis
1480=	1	Saldula ornatula
1480=	1	Sastrapada sp.
1480=	1	Sejanus ecnomioides
1480=	1	Sejanus isarog
1480=	1	Sejanus nsp
1480=	1	Sejanus sp.
1480=	1	Sejanus spiculatus
1480=	1	Setocoris russelli
1480=	1	Sinistropa rawlinna
1480=	1	Sirthenea sp_3
1480=	1	Solomonomimus roroni
1480=	1	Spinivesica witchelina
1480=	1	Tapeinus sp.
1480=	1	Termatomiris proboscidocoris
1480=	1	Thermus nigroruber
1480=	1	Tingis sp_01_drakei
1480=	1	Tingis sp_ms_charlottespass
1480=	1	Tingis sp_ms_gosford
1480=	1	Trichophorella papuana
1480=	1	Trisecus pictus
1480=	1	Tylocryptus eugenus
1480=	1	Tytthus sp.
1480=	1	Ulonemia sp.
1480=	1	Vanniopsis crobylos
1480=	1	Voconia erima
1480=	1	Voconia furvipes
1480=	1	Voconia perlucida
1480=	1	Volkelius sp.
1480=	1	Volkelius sp_ms_niger
1480=	1	Watarrkamiris sp_n_nr_pallidus
1480=	1	Xiphoides regis
1480=	1	ZANCH_AUS &#35;10
1480=	1	ZANCH_AUS &#35;24a
1480=	1	ZANCH_AUS &#35;7g1
1480=	1	ZANCH_NG &#35;4
1480=	1	Zanessa sp_ms_ararouti
1480=	1	Zanessa sp_ms_bernarkini
1480=	1	Zanessa sp_ms_nigranotum
1480=	1	Zanessa sp_ms_stigmata
1480=	1	Zanessa sp_ms_wieri
1480=	1	gen. sp_1

62083	TOTAL
