rank	count	UID
1=	1	1307883
1=	1	1307884
1=	1	1307885
1=	1	1307886
1=	1	1307887
1=	1	1307888
1=	1	1307889
1=	1	1307890
1=	1	1307891
1=	1	1307892
1=	1	1307893
1=	1	1307894
1=	1	1307895
1=	1	1307896
1=	1	1307897
1=	1	1307898
1=	1	1307899
1=	1	1307900
1=	1	1307901
1=	1	1307902
1=	1	1307903
1=	1	1308183
1=	1	1308184
1=	1	1308185
1=	1	1308186
1=	1	1308187
1=	1	1308195
1=	1	1308196
1=	1	1308197
1=	1	1308198
1=	1	1308199
1=	1	1308200
1=	1	1308201
1=	1	1308202
1=	1	1308203
1=	1	1308204
1=	1	1308205
1=	1	1308206
1=	1	1308209
1=	1	1308210
1=	1	1308211
1=	1	1308212
1=	1	1308213
1=	1	1308214
1=	1	1308215
1=	1	1308216
1=	1	1308217
1=	1	1308218
1=	1	1308219
1=	1	1308220
1=	1	1308221
1=	1	1308222
1=	1	1308223
1=	1	1308224
1=	1	1308225
1=	1	1308226
1=	1	1308227
1=	1	1308228
1=	1	1308229
1=	1	1308230
1=	1	1308231
1=	1	1308232
1=	1	1308233
1=	1	1308234
1=	1	1308235
1=	1	1308236
1=	1	1308237
1=	1	1308238
1=	1	1308239
1=	1	1308240
1=	1	1308241
1=	1	1308242
1=	1	1308243
1=	1	1308244
1=	1	1308245
1=	1	1308246
1=	1	1308247
1=	1	1308248
1=	1	1308249
1=	1	1308250
1=	1	1308251
1=	1	1308252
1=	1	1308253
1=	1	1308254
1=	1	1308255
1=	1	1308256
1=	1	1308257
1=	1	1308258
1=	1	1308259
1=	1	1308260
1=	1	1308261
1=	1	1308270
1=	1	1308271
1=	1	1308272
1=	1	1308273
1=	1	1308274
1=	1	1308275
1=	1	1308276
1=	1	1308277
1=	1	1308278
1=	1	1308279
1=	1	1308280
1=	1	1308281
1=	1	1308282
1=	1	1308283
1=	1	1308284
1=	1	1308285
1=	1	1308286
1=	1	1308287
1=	1	1308288
1=	1	1308289
1=	1	1308290
1=	1	1308291
1=	1	1308292
1=	1	1308293
1=	1	1308294
1=	1	1308295
1=	1	1308296
1=	1	1308297
1=	1	1308298
1=	1	1308299
1=	1	1308300
1=	1	1308301
1=	1	1308302
1=	1	1308303
1=	1	1308304
1=	1	1308305
1=	1	1308306
1=	1	1308307
1=	1	1308308
1=	1	1308348
1=	1	1308349
1=	1	1308350
1=	1	1308351
1=	1	1308352
1=	1	1308353
1=	1	1308354
1=	1	1308355
1=	1	1308356
1=	1	1308357
1=	1	1308358
1=	1	1308359
1=	1	1308360
1=	1	1308361
1=	1	1308362
1=	1	1308363
1=	1	1308364
1=	1	1308365
1=	1	1308366
1=	1	1308367
1=	1	1308368
1=	1	1308369
1=	1	1308370
1=	1	1308371
1=	1	1308372
1=	1	1308373
1=	1	1308374
1=	1	1308375
1=	1	1308376
1=	1	1308377
1=	1	1308378
1=	1	1308379
1=	1	1308380
1=	1	1308381
1=	1	1308382
1=	1	1308383
1=	1	1308384
1=	1	1308385
1=	1	1308386
1=	1	1308387
1=	1	1308388
1=	1	1308389
1=	1	1308390
1=	1	1308391
1=	1	1308392
1=	1	1308393
1=	1	1308394
1=	1	1308395
1=	1	1308396
1=	1	1308397
1=	1	1308398
1=	1	1308399
1=	1	1308400
1=	1	1308401
1=	1	1308402
1=	1	1308403
1=	1	1308404
1=	1	1308405
1=	1	1308406
1=	1	1308407
1=	1	1308408
1=	1	1308409
1=	1	1308410
1=	1	1308411
1=	1	1308412
1=	1	1308413
1=	1	1308415
1=	1	1308416
1=	1	1308417
1=	1	1308418
1=	1	1308419
1=	1	1308420
1=	1	1308421
1=	1	1308422
1=	1	1308423
1=	1	1308424
1=	1	1308425
1=	1	1308426
1=	1	1308435
1=	1	1308436
1=	1	1308437
1=	1	1308438
1=	1	1308439
1=	1	1308440
1=	1	1308441
1=	1	1308442
1=	1	1308443
1=	1	1308444
1=	1	1308445
1=	1	1308446
1=	1	1308447
1=	1	1308448
1=	1	1308449
1=	1	1308450
1=	1	1308451
1=	1	1308452
1=	1	1308453
1=	1	1308454
1=	1	1308455
1=	1	1308456
1=	1	1308457
1=	1	1308458
1=	1	1308459
1=	1	1308460
1=	1	1308461
1=	1	1308462
1=	1	1308463
1=	1	1308464
1=	1	1308465
1=	1	1308466
1=	1	1308467
1=	1	1308468
1=	1	1308469
1=	1	1308470
1=	1	1308471
1=	1	1308472
1=	1	1308473
1=	1	1308474
1=	1	1308475
1=	1	1308476
1=	1	1308477
1=	1	1308478
1=	1	1308479
1=	1	1308480
1=	1	1308481
1=	1	1308482
1=	1	1308483
1=	1	1308484
1=	1	1308485
1=	1	1308486
1=	1	1308671
1=	1	1308672
1=	1	1308779
1=	1	1308780
1=	1	1308781
1=	1	1308782
1=	1	1308783
1=	1	1308784
1=	1	1308785
1=	1	1308786
1=	1	1308787
1=	1	1308788
1=	1	1308789
1=	1	1308790
1=	1	1308791
1=	1	1308792
1=	1	1308793
1=	1	1308794
1=	1	1308795
1=	1	1308796
1=	1	1308797
1=	1	1308798
1=	1	1308799
1=	1	1308800
1=	1	1308801
1=	1	1308802
1=	1	1308803
1=	1	1308804
1=	1	1308805
1=	1	1308806
1=	1	1308807
1=	1	1308808
1=	1	1308809
1=	1	1308810
1=	1	1308811
1=	1	1308812
1=	1	1308816
1=	1	1308817
1=	1	1308818
1=	1	1308819
1=	1	1308820
1=	1	1308821
1=	1	1308822
1=	1	1308823
1=	1	1308824
1=	1	1308825
1=	1	1308826
1=	1	1308827
1=	1	1308828
1=	1	1308829
1=	1	1308830
1=	1	1308831
1=	1	1308864
1=	1	1308865
1=	1	1308866
1=	1	1308867
1=	1	1308868
1=	1	1308869
1=	1	1308870
1=	1	1308871
1=	1	1308872
1=	1	1308873
1=	1	1308874
1=	1	1308875
1=	1	1308876
1=	1	1308879
1=	1	1308880
1=	1	1308881
1=	1	1308882
1=	1	1308883
1=	1	1308884
1=	1	1308885
1=	1	1308886
1=	1	1308887
1=	1	1308895
1=	1	1308896
1=	1	1308898
1=	1	1308899
1=	1	1308900
1=	1	1308901
1=	1	1308902
1=	1	1308903
1=	1	1308904
1=	1	1308905
1=	1	1308906
1=	1	1308907
1=	1	1308908
1=	1	1308910
1=	1	1308915
1=	1	1308916
1=	1	1308917
1=	1	1308918
1=	1	1308919
1=	1	1308920
1=	1	1308921
1=	1	1308922
1=	1	1308923
1=	1	1308924
1=	1	1308925
1=	1	1308926
1=	1	1308927
1=	1	1308928
1=	1	1308929
1=	1	1308930
1=	1	1308931
1=	1	1308932
1=	1	1308933
1=	1	1308934
1=	1	1308935
1=	1	1308936
1=	1	1308937
1=	1	1308938
1=	1	1308939
1=	1	1308940
1=	1	1308941
1=	1	1308942
1=	1	1308943
1=	1	1308944
1=	1	1308945
1=	1	1308946
1=	1	1308947
1=	1	1308948
1=	1	1308949
1=	1	1308950
1=	1	1308951
1=	1	1308952
1=	1	1308953
1=	1	1308954
1=	1	1308955
1=	1	1308956
1=	1	1308957
1=	1	1308962
1=	1	1308964
1=	1	1308965
1=	1	1308967
1=	1	1308968
1=	1	1308969
1=	1	1308970
1=	1	1308974
1=	1	1308975
1=	1	1308976
1=	1	1308977
1=	1	1308978
1=	1	1308979
1=	1	1308980
1=	1	1308981
1=	1	1308982
1=	1	1308983
1=	1	1308995
1=	1	1308996
1=	1	1308997
1=	1	1308998
1=	1	1308999
1=	1	1309000
1=	1	1309001
1=	1	1309002
1=	1	1309003
1=	1	1309004
1=	1	1309005
1=	1	1309006
1=	1	1309007
1=	1	1309008
1=	1	1309009
1=	1	1309017
1=	1	1309018
1=	1	1309019
1=	1	1309020
1=	1	1309031
1=	1	1309032
1=	1	1309033
1=	1	1309034
1=	1	1309035
1=	1	1309036
1=	1	1309037
1=	1	1309038
1=	1	1309039
1=	1	1309055
1=	1	1309056
1=	1	1309060
1=	1	1309061
1=	1	1309076
1=	1	1309077
1=	1	1309078
1=	1	1309079
1=	1	1309080
1=	1	1309081
1=	1	1309082
1=	1	1309083
1=	1	1309084
1=	1	1309085
1=	1	1309086
1=	1	1309087
1=	1	1309088
1=	1	1309089
1=	1	1309090
1=	1	1309091
1=	1	1309092
1=	1	1309093
1=	1	1309094
1=	1	1309095
1=	1	1309096
1=	1	1309097
1=	1	1309098
1=	1	1309099
1=	1	1309100
1=	1	1309101
1=	1	1309102
1=	1	1309103
1=	1	1309104
1=	1	1309105
1=	1	1309106
1=	1	1309107
1=	1	1309108
1=	1	1309109
1=	1	1309110
1=	1	1309111
1=	1	1309112
1=	1	1309113
1=	1	1309114
1=	1	1309115
1=	1	1309116
1=	1	1309117
1=	1	1309118
1=	1	1309119
1=	1	1309120
1=	1	1309121
1=	1	1309122
1=	1	1309123
1=	1	1309124
1=	1	1309125
1=	1	1309126
1=	1	1309127
1=	1	1309128
1=	1	1309129
1=	1	1309130
1=	1	1309131
1=	1	1309132
1=	1	1309133
1=	1	1309134
1=	1	1309135
1=	1	1309136
1=	1	1309137
1=	1	1309138
1=	1	1309139
1=	1	1309140
1=	1	1309143
1=	1	1309144
1=	1	1309145
1=	1	1309146
1=	1	1309147
1=	1	1309148
1=	1	1309149
1=	1	1309150
1=	1	1309151
1=	1	1309152
1=	1	1309153
1=	1	1309154
1=	1	1309155
1=	1	1309156
1=	1	1309157
1=	1	1309158
1=	1	1309159
1=	1	1309160
1=	1	1309161
1=	1	1309162
1=	1	1309163
1=	1	1309164
1=	1	1309165
1=	1	1309166
1=	1	1309167
1=	1	1309168
1=	1	1309169
1=	1	1309170
1=	1	1309171
1=	1	1309172
1=	1	1309173
1=	1	1309174
1=	1	1309175
1=	1	1309176
1=	1	1309177
1=	1	1309178
1=	1	1309179
1=	1	1309180
1=	1	1309181
1=	1	1309182
1=	1	1309183
1=	1	1309184
1=	1	1309292
1=	1	1309293
1=	1	1309377
1=	1	1309378
1=	1	1309396
1=	1	1309407
1=	1	1309408
1=	1	1309410
1=	1	1309411
1=	1	1309421
1=	1	1309422
1=	1	1309424
1=	1	1309425
1=	1	1309427
1=	1	1309428
1=	1	1309429
1=	1	1309430
1=	1	1309436
1=	1	1309437
1=	1	1310140
1=	1	1310141
1=	1	1310142
1=	1	1310166
1=	1	1310167
1=	1	1310168
1=	1	1310169
1=	1	1310173
1=	1	1310174
1=	1	1310176
1=	1	1310187
1=	1	1310188
1=	1	1310189
1=	1	1310190
1=	1	1310191
1=	1	1310192
1=	1	1310193
1=	1	1310217
1=	1	1310218
1=	1	1310219
1=	1	1310220
1=	1	1310221
1=	1	1310222
1=	1	1310223
1=	1	1310225
1=	1	1310226
1=	1	1310227
1=	1	1310228
1=	1	1310229
1=	1	1310230
1=	1	1310231
1=	1	1310232
1=	1	1310233
1=	1	1310234
1=	1	1310235
1=	1	1310236
1=	1	1310238
1=	1	1310239
1=	1	1310461
1=	1	1310462
1=	1	1310463
1=	1	1310464
1=	1	1310469
1=	1	1310470
1=	1	1310471
1=	1	1310472
1=	1	1310482
1=	1	1310487
1=	1	1310488
1=	1	1310490
1=	1	1310491
1=	1	1310514
1=	1	1310515
1=	1	1310525
1=	1	1310528
1=	1	1310529
1=	1	1310530
1=	1	1310539
1=	1	1310540
1=	1	1310550
1=	1	1310551
1=	1	1310583
1=	1	1310585
1=	1	1310586
1=	1	1310594
1=	1	1310595
1=	1	1310596
1=	1	1310597
1=	1	1310607
1=	1	1310608
1=	1	1310619
1=	1	1310620
1=	1	1310625
1=	1	1310626
1=	1	1310629
1=	1	1310630
1=	1	1310632
1=	1	1310635
1=	1	1310636
1=	1	1310638
1=	1	1310639
1=	1	1310642
1=	1	1310643
1=	1	1314895
1=	1	1314906
1=	1	1314911
1=	1	1314935
1=	1	1318950
1=	1	1318951
1=	1	1318952
1=	1	1318953
1=	1	1318954
1=	1	1318955
1=	1	1318960
1=	1	1318967
1=	1	1318968
1=	1	1318969
1=	1	1318970
1=	1	1318971
1=	1	1318972
1=	1	1318973
1=	1	1318974
1=	1	1318975
1=	1	1318976
1=	1	1318977
1=	1	1318978
1=	1	1318979
1=	1	1318980
1=	1	1318981
1=	1	1318982
1=	1	1318983
1=	1	1318984
1=	1	1318985
1=	1	1318986
1=	1	1318987
1=	1	1318989
1=	1	1318990
1=	1	1318991
1=	1	1318992
1=	1	1318993
1=	1	1318994
1=	1	1319036
1=	1	1319037
1=	1	1319039
1=	1	1319045
1=	1	1319046
1=	1	1319051
1=	1	1319053
1=	1	1319061
1=	1	1319062
1=	1	1319063
1=	1	1319068
1=	1	1319069
1=	1	1319426
1=	1	1319427
1=	1	1319428
1=	1	1319429
1=	1	1319435
1=	1	1319436
1=	1	1319443
1=	1	1319444
1=	1	1319447
1=	1	1319448
1=	1	1319458
1=	1	1319464
1=	1	1319468
1=	1	1319477
1=	1	1319481
1=	1	1320731
1=	1	1320732
1=	1	1320733
1=	1	1320734
1=	1	1320735
1=	1	1320736
1=	1	1320737
1=	1	1320738
1=	1	1320739
1=	1	1320740
1=	1	1320741
1=	1	1320742
1=	1	1320743
1=	1	1320744
1=	1	1320745
1=	1	1320747
1=	1	1320748
1=	1	1320749
1=	1	1320750
1=	1	1320751
1=	1	1320752
1=	1	1320753
1=	1	1320754
1=	1	1320755
1=	1	1320756
1=	1	1320757
1=	1	1320758
1=	1	1320759
1=	1	1320760
1=	1	1320761
1=	1	1320762
1=	1	1320763
1=	1	1320764
1=	1	1320768
1=	1	1320769
1=	1	1320770
1=	1	1320772
1=	1	1320826
1=	1	1320827
1=	1	1320828
1=	1	1320830
1=	1	1320831
1=	1	1320833
1=	1	1320834
1=	1	1320835
1=	1	1320836
1=	1	1320837
1=	1	1320840
1=	1	1320846
1=	1	1320849
1=	1	1320851
1=	1	1320852
1=	1	1320853
1=	1	1320940
1=	1	1320941
1=	1	1320946
1=	1	1320947
1=	1	1320948
1=	1	1320950
1=	1	1320956
1=	1	1320957
1=	1	1320958
1=	1	1320959
1=	1	1320968
1=	1	1320969
1=	1	1322450
1=	1	1322454
1=	1	1322455
1=	1	1322456
1=	1	1322458
1=	1	1322459
1=	1	1322460
1=	1	1322461
1=	1	1322462
1=	1	1322507
1=	1	1322508
1=	1	1322509
1=	1	1322510
1=	1	1322511
1=	1	1322554
1=	1	1322573
1=	1	1322574
1=	1	1322575
1=	1	1322585
1=	1	1322586
1=	1	1322587
1=	1	1322588
1=	1	1322589
1=	1	1322599
1=	1	1322600
1=	1	1322601
1=	1	1322602
1=	1	1322613
1=	1	1322646
1=	1	1322647
1=	1	1322649
1=	1	1322673
1=	1	1322674
1=	1	1322675
1=	1	1322676
1=	1	1322678
1=	1	1322688
1=	1	1322693
1=	1	1323726
1=	1	1325367
1=	1	1325368
1=	1	1325389
1=	1	1325450
1=	1	1325451
1=	1	1325452
1=	1	1325453
1=	1	1325818
1=	1	1325819
1=	1	1325820
1=	1	1325821
1=	1	1325823
1=	1	1325824
1=	1	1325825
1=	1	1325826
1=	1	1326417
1=	1	1326418
1=	1	1329942
1=	1	1329943
1=	1	1329944
1=	1	1329945
1=	1	1329946
1=	1	1329947
1=	1	1329948
1=	1	1329949
1=	1	1329950
1=	1	1329951
1=	1	1329952
1=	1	1329953
1=	1	1329954
1=	1	1329955
1=	1	1329956
1=	1	1329957
1=	1	1329958
1=	1	1329959
1=	1	1329960
1=	1	1329961
1=	1	1329962
1=	1	1329963
1=	1	1329964
1=	1	1329988
1=	1	1329989
1=	1	1329992
1=	1	1329993
1=	1	1329994
1=	1	1329995
1=	1	1329996
1=	1	1329997
1=	1	1329998
1=	1	1329999
1=	1	1330000
1=	1	1330001
1=	1	1330002
1=	1	1330003
1=	1	1330004
1=	1	1330005
1=	1	1330006
1=	1	1330007
1=	1	1330008
1=	1	1330009
1=	1	1330010
1=	1	1330011
1=	1	1330012
1=	1	1330013
1=	1	1330014
1=	1	1330015
1=	1	1330016
1=	1	1330017
1=	1	1330018
1=	1	1330019
1=	1	1330020
1=	1	1330021
1=	1	1330022
1=	1	1330023
1=	1	1330024
1=	1	1330025
1=	1	1330026
1=	1	1330027
1=	1	1330028
1=	1	1330029
1=	1	1330030
1=	1	1330031
1=	1	1330032
1=	1	1330033
1=	1	1330063
1=	1	1330064
1=	1	1330065
1=	1	1330066
1=	1	1330067
1=	1	1330068
1=	1	1330069
1=	1	1330070
1=	1	1330071
1=	1	1330072
1=	1	1330075
1=	1	1330076
1=	1	1330077
1=	1	1330078
1=	1	1330079
1=	1	1330080
1=	1	1330081
1=	1	1330082
1=	1	1330083
1=	1	1330084
1=	1	1330085
1=	1	1330086
1=	1	1330087
1=	1	1330088
1=	1	1330091
1=	1	1330092
1=	1	1330093
1=	1	1330094
1=	1	1330095
1=	1	1330096
1=	1	1330097
1=	1	1330098
1=	1	1330099
1=	1	1330100
1=	1	1330101
1=	1	1330102
1=	1	1330103
1=	1	1330104
1=	1	1330105
1=	1	1330143
1=	1	1330144
1=	1	1330145
1=	1	1330146
1=	1	1330149
1=	1	1330150
1=	1	1330151
1=	1	1330152
1=	1	1330153
1=	1	1330154
1=	1	1330155
1=	1	1330156
1=	1	1330157
1=	1	1330158
1=	1	1330159
1=	1	1330160
1=	1	1330161
1=	1	1330162
1=	1	1330163
1=	1	1330164
1=	1	1330165
1=	1	1330166
1=	1	1330177
1=	1	1330178
1=	1	1330179
1=	1	1330180
1=	1	1330181
1=	1	1330182
1=	1	1330183
1=	1	1330184
1=	1	1330185
1=	1	1330186
1=	1	1330187
1=	1	1330188
1=	1	1330189
1=	1	1330190
1=	1	1330191
1=	1	1330192
1=	1	1330206
1=	1	1330209
1=	1	1330210
1=	1	1330211
1=	1	1330212
1=	1	1330213
1=	1	1330214
1=	1	1330215
1=	1	1330216
1=	1	1330217
1=	1	1330218
1=	1	1330220
1=	1	1330221
1=	1	1330222
1=	1	1330223
1=	1	1330224
1=	1	1330236
1=	1	1330237
1=	1	1330238
1=	1	1330239
1=	1	1330242
1=	1	1330243
1=	1	1330244
1=	1	1330245
1=	1	1330246
1=	1	1330247
1=	1	1330248
1=	1	1330249
1=	1	1330250
1=	1	1330251
1=	1	1330252
1=	1	1330253
1=	1	1330254
1=	1	1330255
1=	1	1330256
1=	1	1330257
1=	1	1330258
1=	1	1330259
1=	1	1330260
1=	1	1330261
1=	1	1330262
1=	1	1330263
1=	1	1330273
1=	1	1330274
1=	1	1330275
1=	1	1330276
1=	1	1330277
1=	1	1330278
1=	1	1330279
1=	1	1330284
1=	1	1330285
1=	1	1330286
1=	1	1330287
1=	1	1330288
1=	1	1330289
1=	1	1330290
1=	1	1330291
1=	1	1330292
1=	1	1330364
1=	1	1330366
1=	1	1330370
1=	1	1330468
1=	1	1330469
1=	1	1330470
1=	1	1330471
1=	1	1330472
1=	1	1330473
1=	1	1330474
1=	1	1330475
1=	1	1330476
1=	1	1330477
1=	1	1330478
1=	1	1330479
1=	1	1330480
1=	1	1330481
1=	1	1330482
1=	1	1330483
1=	1	1330484
1=	1	1330485
1=	1	1330486
1=	1	1330487
1=	1	1330488
1=	1	1330489
1=	1	1330490
1=	1	1330491
1=	1	1330492
1=	1	1330493
1=	1	1330496
1=	1	1330497
1=	1	1330498
1=	1	1330499
1=	1	1330500
1=	1	1330501
1=	1	1330502
1=	1	1330503
1=	1	1330504
1=	1	1330505
1=	1	1330506
1=	1	1330650
1=	1	1330655
1=	1	1330656
1=	1	1330657
1=	1	1330658
1=	1	1330659
1=	1	1330660
1=	1	1330661
1=	1	1330662
1=	1	1330663
1=	1	1330664
1=	1	1330862
1=	1	1330863
1=	1	1330870
1=	1	1330871
1=	1	1330872
1=	1	1330873
1=	1	1330874
1=	1	1330875
1=	1	1330876
1=	1	1330877
1=	1	1330878
1=	1	1330879
1=	1	1330880
1=	1	1330881
1=	1	1330905
1=	1	1330906
1=	1	1330907
1=	1	1330908
1=	1	1330909
1=	1	1330910
1=	1	1330911
1=	1	1330912
1=	1	1330913
1=	1	1330914
1=	1	1330915
1=	1	1330916
1=	1	1330917
1=	1	1330918
1=	1	1330919
1=	1	1330920
1=	1	1330921
1=	1	1330922
1=	1	1330923
1=	1	1330924
1=	1	1330925
1=	1	1330926
1=	1	1330927
1=	1	1330928
1=	1	1330929
1=	1	1330930
1=	1	1330931
1=	1	1330932
1=	1	1330933
1=	1	1330937
1=	1	1330950
1=	1	1330952
1=	1	1330953
1=	1	1330954
1=	1	1330955
1=	1	1330956
1=	1	1330957
1=	1	1331163
1=	1	1331164
1=	1	1331165
1=	1	1331166
1=	1	1331167
1=	1	1331168
1=	1	1331169
1=	1	1331170
1=	1	1331171
1=	1	1331172
1=	1	1331173
1=	1	1331174
1=	1	1331175
1=	1	1331176
1=	1	1331177
1=	1	1331178
1=	1	1331179
1=	1	1331180
1=	1	1331181
1=	1	1331182
1=	1	1331183
1=	1	1331273
1=	1	1331274
1=	1	1331275
1=	1	1331276
1=	1	1331277
1=	1	1331278
1=	1	1331279
1=	1	1331280
1=	1	1331281
1=	1	1331282
1=	1	1331283
1=	1	1331284
1=	1	1331285
1=	1	1331286
1=	1	1331287
1=	1	1331288
1=	1	1334613
1=	1	1334614
1=	1	1334619
1=	1	1334641
1=	1	1334642
1=	1	1334650
1=	1	1334654
1=	1	1334658
1=	1	1334680
1=	1	1334682
1=	1	1334684
1=	1	1334699
1=	1	1334700
1=	1	1334701
1=	1	1334931
1=	1	1334935
1=	1	1334936
1=	1	1335019
1=	1	1335020
1=	1	1335026
1=	1	1335029
1=	1	1335030
1=	1	1335031
1=	1	1335035
1=	1	1335036
1=	1	1335043
1=	1	1335212
1=	1	1335213
1=	1	1335219
1=	1	1335221
1=	1	1335222
1=	1	1335223
1=	1	1335228
1=	1	1335229
1=	1	1335230
1=	1	1335236
1=	1	1335237
1=	1	1335238
1=	1	1335267
1=	1	1335268
1=	1	1335269
1=	1	1335270
1=	1	1335271
1=	1	1335272
1=	1	1335540
1=	1	1335545
1=	1	1335546
1=	1	1335547
1=	1	1335548
1=	1	1335549
1=	1	1335555
1=	1	1335577
1=	1	1335578
1=	1	1335580
1=	1	1335583
1=	1	1335609
1=	1	1335610
1=	1	1335611
1=	1	1335613
1=	1	1335614
1=	1	1335615
1=	1	1335616
1=	1	1335617
1=	1	1335619
1=	1	1335620
1=	1	1335621
1=	1	1335638
1=	1	1335641
1=	1	1335667
1=	1	1335669
1=	1	1335671
1=	1	1335742
1=	1	1335743
1=	1	1335745
1=	1	1335746
1=	1	1335747
1=	1	1335748
1=	1	1335749
1=	1	1335754
1=	1	1335755
1=	1	1335756
1=	1	1335757
1=	1	1335782
1=	1	1335783
1=	1	1335784
1=	1	1335785
1=	1	1335787
1=	1	1335788
1=	1	1335794
1=	1	1335798
1=	1	1335800
1=	1	1335802
1=	1	1335834
1=	1	1335835
1=	1	1335836
1=	1	1335837
1=	1	1335838
1=	1	1335839
1=	1	1335840
1=	1	1335841
1=	1	1335842
1=	1	1335843
1=	1	1335844
1=	1	1335845
1=	1	1335846
1=	1	1335847
1=	1	1335848
1=	1	1335849
1=	1	1335850
1=	1	1335851
1=	1	1335852
1=	1	1335853
1=	1	1335854
1=	1	1335855
1=	1	1335856
1=	1	1335857
1=	1	1335858
1=	1	1335859
1=	1	1335868
1=	1	1335869
1=	1	1335876
1=	1	1335877
1=	1	1335880
1=	1	1335881
1=	1	1335882
1=	1	1335884
1=	1	1335885
1=	1	1335886
1=	1	1335887
1=	1	1335888
1=	1	1335889
1=	1	1335890
1=	1	1335891
1=	1	1335892
1=	1	1335893
1=	1	1335894
1=	1	1335895
1=	1	1335896
1=	1	1335897
1=	1	1335898
1=	1	1335899
1=	1	1335904
1=	1	1335905
1=	1	1335906
1=	1	1335907
1=	1	1335908
1=	1	1335909
1=	1	1343092
1=	1	1343130
1=	1	1345208
1=	1	1345546
1=	1	1345547
1=	1	1345554
1=	1	1345555
1=	1	1345557
1=	1	1345558
1=	1	1345559
1=	1	1345560
1=	1	1345561
1=	1	1345562
1=	1	1345563
1=	1	1345564
1=	1	1345565
1=	1	1345670
1=	1	1345671
1=	1	1345673
1=	1	1345674
1=	1	1345681
1=	1	1345682
1=	1	1345683
1=	1	1345684
1=	1	1345685
1=	1	1345686
1=	1	1345690
1=	1	1345692
1=	1	1345693
1=	1	1345694
1=	1	1345695
1=	1	1345696
1=	1	1345697
1=	1	1345770
1=	1	1345771
1=	1	1345772
1=	1	1345773
1=	1	1345774
1=	1	1345775
1=	1	1345776
1=	1	1345777
1=	1	1345778
1=	1	1345779
1=	1	1345780
1=	1	1345781
1=	1	1345782
1=	1	1345783
1=	1	1345784
1=	1	1345785
1=	1	1345786
1=	1	1345787
1=	1	1345788
1=	1	1345810
1=	1	1345811
1=	1	1345812
1=	1	1345813
1=	1	1345814
1=	1	1345815
1=	1	1345816
1=	1	1345817
1=	1	1345818
1=	1	1345819
1=	1	1345820
1=	1	1345821
1=	1	1345822
1=	1	1345823
1=	1	1345824
1=	1	1345825
1=	1	1345826
1=	1	1345827
1=	1	1345828
1=	1	1345829
1=	1	1345830
1=	1	1345832
1=	1	1345833
1=	1	1345834
1=	1	1345835
1=	1	1345836
1=	1	1345837
1=	1	1345838
1=	1	1345839
1=	1	1345840
1=	1	1345841
1=	1	1345842
1=	1	1345843
1=	1	1345844
1=	1	1345845
1=	1	1345846
1=	1	1345847
1=	1	1345848
1=	1	1345849
1=	1	1345850
1=	1	1345851
1=	1	1345852
1=	1	1345853
1=	1	1345877
1=	1	1345878
1=	1	1345879
1=	1	1345880
1=	1	1345881
1=	1	1345882
1=	1	1345883
1=	1	1345884
1=	1	1345885
1=	1	1345886
1=	1	1345887
1=	1	1345888
1=	1	1345889
1=	1	1345890
1=	1	1345891
1=	1	1345892
1=	1	1345893
1=	1	1345894
1=	1	1345895
1=	1	1345896
1=	1	1345897
1=	1	1345898
1=	1	1345899
1=	1	1345900
1=	1	1345901
1=	1	1345902
1=	1	1346024
1=	1	1346025
1=	1	1346026
1=	1	1346027
1=	1	1346028
1=	1	1346029
1=	1	1346030
1=	1	1346031
1=	1	1346032
1=	1	1346033
1=	1	1346034
1=	1	1346035
1=	1	1346036
1=	1	1346037
1=	1	1346038
1=	1	1346039
1=	1	1346040
1=	1	1346041
1=	1	1346042
1=	1	1346043
1=	1	1346044
1=	1	1346045
1=	1	1346046
1=	1	1346047
1=	1	1346048
1=	1	1346049
1=	1	1346050
1=	1	1346051
1=	1	1346052
1=	1	1346053
1=	1	1346081
1=	1	1346082
1=	1	1346083
1=	1	1346084
1=	1	1346085
1=	1	1346086
1=	1	1346087
1=	1	1346088
1=	1	1346089
1=	1	1346090
1=	1	1346091
1=	1	1346092
1=	1	1346093
1=	1	1346094
1=	1	1346095
1=	1	1346096
1=	1	1346097
1=	1	1346098
1=	1	1346099
1=	1	1346100
1=	1	1346101
1=	1	1346102
1=	1	1346103
1=	1	1346104
1=	1	1346105
1=	1	1346106
1=	1	1346107
1=	1	1346108
1=	1	1346109
1=	1	1346110
1=	1	1346111
1=	1	1346112
1=	1	1346113
1=	1	1346114
1=	1	1346115
1=	1	1346116
1=	1	1346117
1=	1	1346118
1=	1	1346119
1=	1	1346120
1=	1	1346121
1=	1	1346122
1=	1	1346123
1=	1	1346124
1=	1	1346125
1=	1	1346126
1=	1	1346127
1=	1	1346153
1=	1	1346154
1=	1	1346155
1=	1	1346156
1=	1	1346157
1=	1	1346158
1=	1	1346159
1=	1	1346160
1=	1	1346161
1=	1	1346162
1=	1	1346163
1=	1	1346164
1=	1	1346165
1=	1	1346166
1=	1	1346167
1=	1	1346168
1=	1	1348609
1=	1	1348610
1=	1	1348611
1=	1	1348612
1=	1	1348613
1=	1	1348614
1=	1	1348615
1=	1	1348616
1=	1	1348619
1=	1	1348620
1=	1	1348621
1=	1	1348622
1=	1	1348623
1=	1	1348624
1=	1	1348625
1=	1	1348626
1=	1	1348627
