rank	count	HerbID
1192=	1	NSW 398562 &#40;Host AA&#41;
1192=	1	NSW 666420
1192=	1	NSW395982
1192=	1	NSW427349
1192=	1	NSW427469
1192=	1	NSW427477
1192=	1	NSW427493: PBI/H98-06
1192=	1	NSW427520
1192=	1	NSW427659 &#40;H070&#41;
1192=	1	NSW427661 &#40;H035&#41;
1192=	1	NSW658094
1192=	1	NSW658111
1192=	1	NSW658137
1192=	1	NSW658143
1192=	1	NSW658156
1192=	1	NSW658161
1192=	1	NSW658186
1192=	1	NSW658207
1192=	1	NSW658220
1192=	1	NSW658230
1192=	1	NSW658241
1192=	1	NSW658314
1192=	1	NSW658331
1192=	1	NSW658336
1192=	1	NSW658351
1192=	1	NSW658378
1192=	1	NSW658417
1192=	1	NSW666273
1192=	1	NSW666287
1192=	1	NSW666289
1192=	1	NSW666294
1192=	1	NSW666322
1192=	1	NSW666327
1192=	1	NSW666346
1192=	1	NSW666349
1192=	1	NSW666353
1192=	1	NSW666354
1192=	1	NSW666366
1192=	1	NSW666389
1192=	1	NSW666431
1192=	1	PERTH 05054613
1192=	1	PERTH 05054656
1192=	1	PERTH 05054699
1192=	1	PERTH 05054737
1192=	1	PERTH 05054788
1192=	1	PERTH 05054818
1192=	1	PERTH 05054885
1192=	1	PERTH 05056004
1192=	1	PERTH 05056055
1192=	1	PERTH 05056144
1192=	1	PERTH 05056195
1192=	1	PERTH 05056365
1192=	1	PERTH 05095166
1192=	1	PERTH 05095174
1192=	1	PERTH 05095247
1192=	1	PERTH 05095379
1192=	1	PERTH 05099919
1192=	1	PERTH 05120055
1192=	1	PERTH 05120152
1192=	1	PERTH 05120632
1192=	1	PERTH 05120713
1192=	1	PERTH 05227356
1192=	1	PERTH 05227399
1192=	1	PERTH 05227488
1192=	1	PERTH 05236568
1192=	1	PERTH 05236746
1192=	1	PERTH 05236827
1192=	1	PERTH 05613213
1192=	1	PERTH 05670160
1192=	1	PERTH 05670349
1192=	1	PERTH 05670616
1192=	1	PERTH 05670675
1192=	1	PERTH 05670705
1192=	1	PERTH 05670799
1192=	1	PERTH 05670896
1192=	1	PERTH 05671035
1192=	1	PERTH 05671078
1192=	1	PERTH 05671094
1192=	1	PERTH 05671159
1192=	1	PERTH 05671167
1192=	1	PERTH 05671191
1192=	1	PERTH 05671221
1192=	1	PERTH 05671280
1192=	1	PERTH 05671329
1192=	1	PERTH 05671388
1192=	1	PERTH 05671639
1192=	1	PERTH 05671752
1192=	1	PERTH 05672139
1192=	1	PERTH 05672295
1192=	1	PERTH 05672317
1192=	1	PERTH 05879124
1192=	1	PERTH 07620233
1192=	1	PERTH 07620330
1192=	1	PERTH 5636566
1192=	1	PERTH 7272987
1192=	1	PERTH 7273029
1192=	1	PERTH 7273509
1192=	1	PERTH 7300638
1192=	1	PERTH05227259
1192=	1	PERTH05227291
1192=	1	PERTH05227364
1192=	1	PERTH05227410
1192=	1	PERTH05227526
1192=	1	PERTH5635772
1192=	1	PERTH5636191
1192=	1	PERTH6987044
1192=	1	PERTH6987079
1192=	1	PERTH6987117
1192=	1	PERTH6987133
1192=	1	PERTH6987400
1192=	1	PERTH6987532
1192=	1	PERTH6987702
1192=	1	PERTH6988075
1192=	1	PERTH6988113
1192=	1	PERTH6988180
1192=	1	PERTH6988539
1192=	1	PERTH6989020
1192=	1	PERTH6989276
1192=	1	PERTH6989764
1192=	1	PERTH6990029
1192=	1	PERTH6990118
1192=	1	PERTH6990371
1192=	1	Perth 05054702
1192=	1	Perth 05054753
1192=	1	Perth 05055253
1192=	1	Perth 05055415
1192=	1	Perth 05056012
1192=	1	Perth 05056055
1192=	1	Perth 05056241
1192=	1	Perth 05099781
1192=	1	Perth 05099919
1192=	1	Perth 05120314
1192=	1	Perth 05670098
1192=	1	Perth 05670284
1192=	1	Perth 05670489
1192=	1	Perth 05670934
1192=	1	Perth 05671361
1192=	1	Perth 05671388
1192=	1	Perth 05671698
1192=	1	Perth 05671760
1192=	1	Perth 05671914
1192=	1	Perth 07620098
1192=	1	Perth 07620136
1192=	1	Perth 395982
1192=	1	REF PYE ET AL. 2003
1192=	1	SEE PYE ET AL. 2003
1192=	1	null

62083	TOTAL
