count$path$bad_name$	suggested_name
   20$_NO_HIGHERTAXON$Arafuramiris dreikikir$	Arafuramiris sp_ms_dreikikir
   71$_NO_HIGHERTAXON$Arafuramiris gressitti$	Arafuramiris sp_ms_gressitti
    2$_NO_HIGHERTAXON$Arafuramiris heath$	Arafuramiris sp_ms_heath
    9$_NO_HIGHERTAXON$Arafuramiris jimmi$	Arafuramiris sp_ms_jimmi
    5$_NO_HIGHERTAXON$Arafuramiris oswaldi$	Arafuramiris sp_ms_oswaldi
   28$_NO_HIGHERTAXON$Arafuramiris queenslandensis$	Arafuramiris sp_ms_queenslandensis
   13$_NO_HIGHERTAXON$Arafuramiris sp$	Arafuramiris sp
    1$_NO_HIGHERTAXON$Arcleda fusca$	Arcleda sp_ms_fusca
   21$_NO_HIGHERTAXON$Arniscus humeralis$	Arniscus sp_ms_humeralis
    5$_NO_HIGHERTAXON$Arthriticus eugeniae$	Arthriticus sp_ms_eugeniae
    1$_NO_HIGHERTAXON$Aspideurus sp$	Aspideurus sp
  220$_NO_HIGHERTAXON$Asterophylus chrysocephali$	Asterophylus sp_ms_chrysocephali
  148$_NO_HIGHERTAXON$Asterophylus rutidosis$	Asterophylus sp_ms_rutidosis
    2$_NO_HIGHERTAXON$Atelias variegatus$	Atelias sp_ms_variegatus
   16$_NO_HIGHERTAXON$Au_Phylini_LgP_misc sp.$	Au_Phylini_LgP_misc sp.
   88$_NO_HIGHERTAXON$Au_Phylini_LgP_misc unident.$	Au_Phylini_LgP_misc sp_unident
   65$_NO_HIGHERTAXON$Au_Phylini_nr Atractotomus sp. 10$	Au_Phylini_nr sp_Atractotomus_sp_10
   95$_NO_HIGHERTAXON$Au_Phylini_nr Atractotomus sp.$	Au_Phylini_nr sp_Atractotomus_sp
   31$_NO_HIGHERTAXON$Au_Phylini_nr Atractotomus sp_148$	Au_Phylini_nr Atractotomus sp_148
    1$_NO_HIGHERTAXON$Aulacosternum nigrorubrum$	Aulacosternum sp_ms_nigrorubrum
  872$_NO_HIGHERTAXON$Ausejanus albisignatus$	Ausejanus sp_ms_albisignatus
    8$_NO_HIGHERTAXON$Ausejanus ansevata$	Ausejanus sp_ms_ansevata
   44$_NO_HIGHERTAXON$Ausejanus arvensus$	Ausejanus sp_ms_arvensus
   18$_NO_HIGHERTAXON$Ausejanus bournda$	Ausejanus sp_ms_bournda
   25$_NO_HIGHERTAXON$Ausejanus cordatus$	Ausejanus sp_ms_cordatus
  165$_NO_HIGHERTAXON$Ausejanus femoralis$	Ausejanus sp_ms_femoralis
    7$_NO_HIGHERTAXON$Ausejanus iris$	Ausejanus sp_ms_iris
   47$_NO_HIGHERTAXON$Ausejanus luteoelytratus$	Ausejanus sp_ms_luteoelytratus
    7$_NO_HIGHERTAXON$Ausejanus macrozonata$	Ausejanus sp_ms_macrozonata
  190$_NO_HIGHERTAXON$Ausejanus mcdonaldi$	Ausejanus sp_ms_mcdonaldi
  395$_NO_HIGHERTAXON$Ausejanus meridionalis$	Ausejanus sp_ms_meridionalis
   85$_NO_HIGHERTAXON$Ausejanus minutus$	Ausejanus sp_ms_minutus
  111$_NO_HIGHERTAXON$Ausejanus neboissi$	Ausejanus sp_ms_neboissi
    3$_NO_HIGHERTAXON$Ausejanus png new species$	Ausejanus sp_png_new_species
   10$_NO_HIGHERTAXON$Ausejanus schwartzi$	Ausejanus sp_ms_schwartzi
   51$_NO_HIGHERTAXON$Ausejanus sp$	Ausejanus sp
   77$_NO_HIGHERTAXON$Ausejanus tasmaniae$	Ausejanus sp_ms_tasmaniae
  453$_NO_HIGHERTAXON$Ausejanus tiramisu$	Ausejanus sp_ms_tiramisu
    1$_NO_HIGHERTAXON$Ausejanus uestaustralianus$	Ausejanus sp_ms_uestaustralianus
  268$_NO_HIGHERTAXON$Ausejanus vividus$	Ausejanus sp_ms_vividus
    3$_NO_HIGHERTAXON$Australocader sp.$	Australocader sp.
    1$_NO_HIGHERTAXON$Australotarma sp_nq1$	Australotarma sp_nq1
    3$_NO_HIGHERTAXON$Australotingis franzeni$	Australotingis sp_ms_franzeni
    9$_NO_HIGHERTAXON$Australotingis sp_ms_chillagoe$	Australotingis sp_ms_chillagoe
   30$_NO_HIGHERTAXON$Austrodapus nitens$	Austrodapus sp_ms_nitens
    2$_NO_HIGHERTAXON$Austrodapus nsp queensland$	Austrodapus sp_nsp_queensland
  150$_NO_HIGHERTAXON$Austrokatanga monteithi$	Austrokatanga sp_ms_monteithi
    4$_NO_HIGHERTAXON$Austromiris nigronasutus$	Austromiris sp_ms_nigronasutus
  120$_NO_HIGHERTAXON$Austromiris sp.$	Austromiris sp.
    1$_NO_HIGHERTAXON$Austromiris sp_ms_amiens$	Austromiris sp_ms_amiens
    3$_NO_HIGHERTAXON$Austromiris sp_ms_arida$	Austromiris sp_ms_arida
    1$_NO_HIGHERTAXON$Austromiris sp_ms_boorabinni$	Austromiris sp_ms_boorabinni
    1$_NO_HIGHERTAXON$Austromiris sp_ms_conospermumae$	Austromiris sp_ms_conospermumae
   12$_NO_HIGHERTAXON$Austromiris sp_ms_denticulatus$	Austromiris sp_ms_denticulatus
    6$_NO_HIGHERTAXON$Austromiris sp_ms_diminutus$	Austromiris sp_ms_diminutus
    2$_NO_HIGHERTAXON$Austromiris sp_ms_feehani$	Austromiris sp_ms_feehani
    1$_NO_HIGHERTAXON$Austromiris sp_ms_fuscantennata$	Austromiris sp_ms_fuscantennata
    1$_NO_HIGHERTAXON$Austromiris sp_ms_kalgoorliensis$	Austromiris sp_ms_kalgoorliensis
    2$_NO_HIGHERTAXON$Austromiris sp_ms_luteocuneatus$	Austromiris sp_ms_luteocuneatus
    2$_NO_HIGHERTAXON$Austromiris sp_ms_macmillani$	Austromiris sp_ms_macmillani
    2$_NO_HIGHERTAXON$Austromiris sp_ms_meridionalis$	Austromiris sp_ms_meridionalis
    1$_NO_HIGHERTAXON$Austromiris sp_ms_minutus$	Austromiris sp_ms_minutus
    4$_NO_HIGHERTAXON$Austromiris sp_ms_naumanni$	Austromiris sp_ms_naumanni
    1$_NO_HIGHERTAXON$Austromiris sp_ms_nigracallae$	Austromiris sp_ms_nigracallae
    6$_NO_HIGHERTAXON$Austromiris sp_ms_nooltana$	Austromiris sp_ms_nooltana
    2$_NO_HIGHERTAXON$Austromiris sp_ms_ovatus$	Austromiris sp_ms_ovatus
    2$_NO_HIGHERTAXON$Austromiris sp_ms_roseocuneatus$	Austromiris sp_ms_roseocuneatus
    1$_NO_HIGHERTAXON$Austromiris sp_ms_rubrantennatus$	Austromiris sp_ms_rubrantennatus
   11$_NO_HIGHERTAXON$Austromiris sp_ms_sulinus$	Austromiris sp_ms_sulinus
    1$_NO_HIGHERTAXON$Austromiris sp_ms_uptoni$	Austromiris sp_ms_uptoni
   14$_NO_HIGHERTAXON$Austromiris sp_ms_virescens$	Austromiris sp_ms_virescens
    1$_NO_HIGHERTAXON$Austromiris sp_ms_weiri$	Austromiris sp_ms_weiri
    3$_NO_HIGHERTAXON$Austromiris sp_ms_wirrulla$	Austromiris sp_ms_wirrulla
   13$_NO_HIGHERTAXON$Austromiris sp_s001$	Austromiris sp_s001
   13$_NO_HIGHERTAXON$Austromiris sp_s002$	Austromiris sp_s002
   32$_NO_HIGHERTAXON$Austromiris sp_s003$	Austromiris sp_s003
   16$_NO_HIGHERTAXON$Austromiris sp_s004$	Austromiris sp_s004
   20$_NO_HIGHERTAXON$Austromiris sp_s005$	Austromiris sp_s005
   17$_NO_HIGHERTAXON$Austromiris sp_s006$	Austromiris sp_s006
    5$_NO_HIGHERTAXON$Austromiris sp_s007$	Austromiris sp_s007
    7$_NO_HIGHERTAXON$Austromiris sp_s008$	Austromiris sp_s008
   31$_NO_HIGHERTAXON$Austromiris sp_s009$	Austromiris sp_s009
    5$_NO_HIGHERTAXON$Austromiris sp_s010$	Austromiris sp_s010
   13$_NO_HIGHERTAXON$Austromiris sp_s011$	Austromiris sp_s011
    3$_NO_HIGHERTAXON$Austromiris sp_s012$	Austromiris sp_s012
   26$_NO_HIGHERTAXON$Austromiris sp_s013$	Austromiris sp_s013
    7$_NO_HIGHERTAXON$Austromiris sp_s014$	Austromiris sp_s014
    8$_NO_HIGHERTAXON$Austromiris sp_s015$	Austromiris sp_s015
    2$_NO_HIGHERTAXON$Austromiris sp_s017$	Austromiris sp_s017
   10$_NO_HIGHERTAXON$Austromiris sp_s018$	Austromiris sp_s018
    7$_NO_HIGHERTAXON$Austromiris sp_s019$	Austromiris sp_s019
    8$_NO_HIGHERTAXON$Austromiris sp_s020$	Austromiris sp_s020
    2$_NO_HIGHERTAXON$Austromiris sp_s021$	Austromiris sp_s021
    8$_NO_HIGHERTAXON$Austromiris sp_s022$	Austromiris sp_s022
    3$_NO_HIGHERTAXON$Austromiris sp_s023$	Austromiris sp_s023
    2$_NO_HIGHERTAXON$Austromiris sp_s024$	Austromiris sp_s024
    3$_NO_HIGHERTAXON$Austromiris sp_s025$	Austromiris sp_s025
    2$_NO_HIGHERTAXON$Austromiris sp_s027$	Austromiris sp_s027
   40$_NO_HIGHERTAXON$Austromiris sp_s028$	Austromiris sp_s028
    7$_NO_HIGHERTAXON$Austromiris sp_s029$	Austromiris sp_s029
    2$_NO_HIGHERTAXON$Austromiris sp_s030$	Austromiris sp_s030
    2$_NO_HIGHERTAXON$Austromiris sp_s031$	Austromiris sp_s031
    4$_NO_HIGHERTAXON$Austromiris sp_s032$	Austromiris sp_s032
    3$_NO_HIGHERTAXON$Austromiris sp_s033$	Austromiris sp_s033
    4$_NO_HIGHERTAXON$Austromiris sp_s034$	Austromiris sp_s034
    2$_NO_HIGHERTAXON$Austromiris sp_s037$	Austromiris sp_s037
    2$_NO_HIGHERTAXON$Austromiris sp_s038$	Austromiris sp_s038
    3$_NO_HIGHERTAXON$Austromiris sp_s039$	Austromiris sp_s039
    3$_NO_HIGHERTAXON$Austromiris sp_s042$	Austromiris sp_s042
    2$_NO_HIGHERTAXON$Austromiris sp_s044$	Austromiris sp_s044
    5$_NO_HIGHERTAXON$Austromiris viridissimus$	Austromiris sp_ms_viridissimus
    1$_NO_HIGHERTAXON$Austroplagiognathus arbustoides$	Austroplagiognathus sp_ms_arbustoides
    1$_NO_HIGHERTAXON$Austroplagiognathus parallelus$	Austroplagiognathus sp_ms_parallelus
    2$_NO_HIGHERTAXON$Avicenna aggressor$	Avicenna sp_ms_aggressor
    1$_NO_HIGHERTAXON$Avicenna auricornis$	Avicenna sp_ms_auricornis
    3$_NO_HIGHERTAXON$Avicenna inquinata$	Avicenna sp_ms_inquinata
    1$_NO_HIGHERTAXON$Avicenna sp_1$	Avicenna sp_1
    4$_NO_HIGHERTAXON$Avicenna sp_2$	Avicenna sp_2
    1$_NO_HIGHERTAXON$Baclozygum bergrothi$	Baclozygum sp_ms_bergrothi
    1$_NO_HIGHERTAXON$Baclozygum brachypterum$	Baclozygum sp_ms_brachypterum
    2$_NO_HIGHERTAXON$Baclozygum depressum$	Baclozygum sp_ms_depressum
    2$_NO_HIGHERTAXON$Baclozygum pr. brachypterum$	Baclozygum sp_pr_brachypterum
    1$_NO_HIGHERTAXON$Baclozygum sp.$	Baclozygum sp.
   13$_NO_HIGHERTAXON$Belenus sp_01$	Belenus sp_01
   21$_NO_HIGHERTAXON$Belenus sp_02$	Belenus sp_02
   33$_NO_HIGHERTAXON$Bifidostylus agnew$	Bifidostylus sp_ms_agnew
  182$_NO_HIGHERTAXON$Bifidostylus cassisi$	Bifidostylus sp_ms_cassisi
    1$_NO_HIGHERTAXON$Bifidostylus finalis$	Bifidostylus sp_ms_finalis
    2$_NO_HIGHERTAXON$Bifidostylus gawlerensis$	Bifidostylus sp_ms_gawlerensis
   78$_NO_HIGHERTAXON$Bifidostylus gilesi$	Bifidostylus sp_ms_gilesi
   11$_NO_HIGHERTAXON$Bifidostylus kalgoorlie$	Bifidostylus sp_ms_kalgoorlie
   10$_NO_HIGHERTAXON$Bifidostylus newmanensis$	Bifidostylus sp_ms_newmanensis
  114$_NO_HIGHERTAXON$Bifidostylus occidentalis$	Bifidostylus sp_ms_occidentalis
  647$_NO_HIGHERTAXON$Bifidostylus omnivorus$	Bifidostylus sp_ms_omnivorus
  360$_NO_HIGHERTAXON$Bifidostylus silverae$	Bifidostylus sp_ms_silverae
    1$_NO_HIGHERTAXON$Biromiris binjour$	Biromiris sp_ms_binjour
   13$_NO_HIGHERTAXON$Biromiris bulolo$	Biromiris sp_ms_bulolo
    1$_NO_HIGHERTAXON$Biromiris cassisi$	Biromiris sp_ms_cassisi
    1$_NO_HIGHERTAXON$Biromiris cyclops$	Biromiris sp_ms_cyclops
    3$_NO_HIGHERTAXON$Biromiris enarotadi$	Biromiris sp_ms_enarotadi
    2$_NO_HIGHERTAXON$Biromiris scheyville$	Biromiris sp_ms_scheyville
    9$_NO_HIGHERTAXON$Biromiris sp.$	Biromiris sp.
   13$_NO_HIGHERTAXON$Bironiella sp.$	Bironiella sp.
   84$_NO_HIGHERTAXON$Blesingia fasciatipennis$	Blesingia sp_ms_fasciatipennis
    4$_NO_HIGHERTAXON$Blesingia grandis$	Blesingia sp_ms_grandis
   60$_NO_HIGHERTAXON$Blesingia gularis$	Blesingia sp_ms_gularis
    2$_NO_HIGHERTAXON$Blesingia mamai$	Blesingia sp_ms_mamai
    1$_NO_HIGHERTAXON$Blesingia promeceops$	Blesingia sp_ms_promeceops
    2$_NO_HIGHERTAXON$Blesingia sp.$	Blesingia sp.
    1$_NO_HIGHERTAXON$Blesingia tamborinea$	Blesingia sp_ms_tamborinea
    2$_NO_HIGHERTAXON$Bothriomiris sp.$	Bothriomiris sp.
    2$_NO_HIGHERTAXON$Bromocoris souefi$	Bromocoris sp_ms_souefi
    5$_NO_HIGHERTAXON$Bunotingis camelina$	Bunotingis sp_ms_camelina
    1$_NO_HIGHERTAXON$Bunotingis sp.$	Bunotingis sp.
    1$_NO_HIGHERTAXON$Cacodmus bambusicola$	Cacodmus sp_ms_bambusicola
    3$_NO_HIGHERTAXON$Cacodmus sumatrensis$	Cacodmus sp_ms_sumatrensis
    1$_NO_HIGHERTAXON$Callicorixa vulnerata$	Callicorixa sp_ms_vulnerata
    1$_NO_HIGHERTAXON$Callithrincus serratus$	Callithrincus sp_ms_serratus
    1$_NO_HIGHERTAXON$Callithrincus signatus$	Callithrincus sp_ms_signatus
    3$_NO_HIGHERTAXON$Caloloma sp_01$	Caloloma sp_01
   84$_NO_HIGHERTAXON$Caloloma sp_02$	Caloloma sp_02
    4$_NO_HIGHERTAXON$Caloloma sp_03$	Caloloma sp_03
   29$_NO_HIGHERTAXON$Caloloma sp_04$	Caloloma sp_04
    5$_NO_HIGHERTAXON$Caloloma sp_ms_murray sunset$	Caloloma sp_ms_murray_sunset
   10$_NO_HIGHERTAXON$Caloloma sp_ms_norseman$	Caloloma sp_ms_norseman
    6$_NO_HIGHERTAXON$Caloloma uhleri$	Caloloma sp_ms_uhleri
    2$_NO_HIGHERTAXON$Calotingis subopaca$	Calotingis sp_ms_subopaca
    2$_NO_HIGHERTAXON$Campylomma atra$	Campylomma sp_ms_atra
    1$_NO_HIGHERTAXON$Campylomma austrina$	Campylomma sp_ms_austrina
    2$_NO_HIGHERTAXON$Campylomma irianica$	Campylomma sp_ms_irianica
  133$_NO_HIGHERTAXON$Campylomma liebknechti$	Campylomma sp_ms_liebknechti
    2$_NO_HIGHERTAXON$Campylomma lividicornis$	Campylomma sp_ms_lividicornis
    6$_NO_HIGHERTAXON$Campylomma marjorae$	Campylomma sp_ms_marjorae
    1$_NO_HIGHERTAXON$Campylomma marmorosa$	Campylomma sp_ms_marmorosa
    1$_NO_HIGHERTAXON$Campylomma nigra$	Campylomma sp_ms_nigra
    2$_NO_HIGHERTAXON$Campylomma noumeae$	Campylomma sp_ms_noumeae
    2$_NO_HIGHERTAXON$Campylomma novocaledonica$	Campylomma sp_ms_novocaledonica
    1$_NO_HIGHERTAXON$Campylomma pacificae$	Campylomma sp_ms_pacificae
    2$_NO_HIGHERTAXON$Campylomma papuana$	Campylomma sp_ms_papuana
    2$_NO_HIGHERTAXON$Campylomma sandaracine$	Campylomma sp_ms_sandaracine
   14$_NO_HIGHERTAXON$Campylomma seminigricaput$	Campylomma sp_ms_seminigricaput
    3$_NO_HIGHERTAXON$Campylomma sp$	Campylomma sp
    1$_NO_HIGHERTAXON$Campyloneuropsis sp.$	Campyloneuropsis sp.
    8$_NO_HIGHERTAXON$Candidomiris albomaculatus$	Candidomiris sp_ms_albomaculatus
    3$_NO_HIGHERTAXON$Candidomiris ms_realk02$	Candidomiris sp_ms_realk02
   17$_NO_HIGHERTAXON$Candidomiris sp_k01$	Candidomiris sp_k01
   30$_NO_HIGHERTAXON$Candidomiris sp_k02$	Candidomiris sp_k02
    7$_NO_HIGHERTAXON$Candidomiris sp_k06$	Candidomiris sp_k06
    2$_NO_HIGHERTAXON$Candidomiris sp_k07a$	Candidomiris sp_k07a
    1$_NO_HIGHERTAXON$Candidomiris sp_k19$	Candidomiris sp_k19
    3$_NO_HIGHERTAXON$Candidomiris sp_k21$	Candidomiris sp_k21
    4$_NO_HIGHERTAXON$Candidomiris sp_k22$	Candidomiris sp_k22
   39$_NO_HIGHERTAXON$Candidomiris sp_knc02$	Candidomiris sp_knc02
   14$_NO_HIGHERTAXON$Candidomiris sp_ms_monteithi$	Candidomiris sp_ms_monteithi
    8$_NO_HIGHERTAXON$Candidomiris sp_ms_tatarnici$	Candidomiris sp_ms_tatarnici
    7$_NO_HIGHERTAXON$Cantacader nocturnis$	Cantacader sp_ms_nocturnis
    8$_NO_HIGHERTAXON$Cantacader sp$	Cantacader sp
   17$_NO_HIGHERTAXON$Cantacader sp_01$	Cantacader sp_01
    2$_NO_HIGHERTAXON$Cantacader sp_02$	Cantacader sp_02
    2$_NO_HIGHERTAXON$Cantacader sp_03$	Cantacader sp_03
    1$_NO_HIGHERTAXON$Carayonia australiensis$	Carayonia sp_ms_australiensis
    3$_NO_HIGHERTAXON$Carldrakeana socia$	Carldrakeana sp_ms_socia
   26$_NO_HIGHERTAXON$Carldrakeana sp$	Carldrakeana sp
   14$_NO_HIGHERTAXON$Carldrakeana sp_01$	Carldrakeana sp_01
    1$_NO_HIGHERTAXON$Carldrakeana sp_02$	Carldrakeana sp_02
    1$_NO_HIGHERTAXON$Carldrakeana sp_03$	Carldrakeana sp_03
   16$_NO_HIGHERTAXON$Carldrakeana tindalei$	Carldrakeana sp_ms_tindalei
    5$_NO_HIGHERTAXON$Carvalhoma sp_ms_parva$	Carvalhoma sp_ms_parva
    5$_NO_HIGHERTAXON$Celantia sp.$	Celantia sp.
    1$_NO_HIGHERTAXON$Cephaloplatus bellus$	Cephaloplatus sp_ms_bellus
    3$_NO_HIGHERTAXON$Cephaloplatus sp_1$	Cephaloplatus sp_1
    7$_NO_HIGHERTAXON$Ceratocader armatus$	Ceratocader sp_ms_armatus
    2$_NO_HIGHERTAXON$Ceratocader dentatus$	Ceratocader sp_ms_dentatus
    7$_NO_HIGHERTAXON$Ceratocader sp_01$	Ceratocader sp_01
    1$_NO_HIGHERTAXON$Ceratocader sp_02$	Ceratocader sp_02
    2$_NO_HIGHERTAXON$Ceratocader sp_03$	Ceratocader sp_03
    2$_NO_HIGHERTAXON$Ceratocader sp_04$	Ceratocader sp_04
    1$_NO_HIGHERTAXON$Ceratocader sp_05$	Ceratocader sp_05
   17$_NO_HIGHERTAXON$Cermatulus nasalis$	Cermatulus sp_ms_nasalis
   41$_NO_HIGHERTAXON$Chimsunchartella schwartzi$	Chimsunchartella sp_ms_schwartzi
    3$_NO_HIGHERTAXON$Chorotingis indigena$	Chorotingis sp_ms_indigena
   53$_NO_HIGHERTAXON$Chorotingis sp_01$	Chorotingis sp_01
    6$_NO_HIGHERTAXON$Chorotingis sp_02$	Chorotingis sp_02
    5$_NO_HIGHERTAXON$Cimex hemipterus$	Cimex sp_ms_hemipterus
   11$_NO_HIGHERTAXON$Cimex lectularius$	Cimex sp_ms_lectularius
    3$_NO_HIGHERTAXON$Cleotomiris schneirlai$	Cleotomiris sp_ms_schneirlai
   16$_NO_HIGHERTAXON$Codotingis evansi$	Codotingis sp_ms_evansi
    2$_NO_HIGHERTAXON$Codotingis sp_01_poss_recurva$	Codotingis sp_01_poss_recurva
    1$_NO_HIGHERTAXON$Codotingis sp_02$	Codotingis sp_02
    1$_NO_HIGHERTAXON$Codotingis sp_03$	Codotingis sp_03
    2$_NO_HIGHERTAXON$Codotingis sp_ms_tambourine$	Codotingis sp_ms_tambourine
   31$_NO_HIGHERTAXON$Collessicoris bellissimus$	Collessicoris sp_ms_bellissimus
    1$_NO_HIGHERTAXON$Collessicoris sp.$	Collessicoris sp.
    8$_NO_HIGHERTAXON$Compseuta lefroyi$	Compseuta sp_ms_lefroyi
    7$_NO_HIGHERTAXON$Cooperocoris australis$	Cooperocoris sp_ms_australis
    1$_NO_HIGHERTAXON$Coridromius basilanus$	Coridromius sp_ms_basilanus
   14$_NO_HIGHERTAXON$Coridromius bicolor$	Coridromius sp_ms_bicolor
   17$_NO_HIGHERTAXON$Coridromius boianotum$	Coridromius sp_ms_boianotum
    1$_NO_HIGHERTAXON$Coridromius carinatus$	Coridromius sp_ms_carinatus
 1465$_NO_HIGHERTAXON$Coridromius chenopoderis$	Coridromius sp_ms_chenopoderis
    3$_NO_HIGHERTAXON$Coridromius chinensis$	Coridromius sp_ms_chinensis
  108$_NO_HIGHERTAXON$Coridromius confusus$	Coridromius sp_ms_confusus
    7$_NO_HIGHERTAXON$Coridromius crassus$	Coridromius sp_ms_crassus
    1$_NO_HIGHERTAXON$Coridromius drepanopenis$	Coridromius sp_ms_drepanopenis
    1$_NO_HIGHERTAXON$Coridromius epithema$	Coridromius sp_ms_epithema
    1$_NO_HIGHERTAXON$Coridromius eremnos$	Coridromius sp_ms_eremnos
    4$_NO_HIGHERTAXON$Coridromius falsicoleus$	Coridromius sp_ms_falsicoleus
   10$_NO_HIGHERTAXON$Coridromius hermosus$	Coridromius sp_ms_hermosus
    4$_NO_HIGHERTAXON$Coridromius marmoreus$	Coridromius sp_ms_marmoreus
