rank	count	TAXON_LSID
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:99d09d9a-cce0-4b0d-9a05-dc48d9168e32
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:99d79d20-760d-415a-9758-a679086b2ef1
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9a6a7cd9-3429-4b1c-919d-ea83fa0a6c2a
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9b3170ae-f6c0-4feb-b4c5-70badc9c8d5c
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9bd5d1f2-6d04-41b2-80c3-c1877cdb3626
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-0f6e-0b3b-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9cc0863f-10ac-0b3b-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9d15331b-c7d1-4156-84db-1cd6a77d2bc3
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9e039341-2f67-4826-be1a-c69e4e719591
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:9f314d46-bf6c-4a1f-b124-99efc1b6fed5
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a00fb050-9fc8-4dee-b1e4-b43880d677f3
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a29c5ce1-008f-4b8c-9e48-1e61cd24c971
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a2ec1fe4-a4ac-4fbc-b87e-39aff3005c50
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a3bff87c-1faf-4a19-9dc9-0895837c3c0e
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a47cd184-d8d9-45ed-aac5-1080e3355399
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a72f46b6-84f1-4fce-a0be-eadf4d78455e
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a8f6bff8-418f-4663-8904-1c3bb698ecc4
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a9207c7f-6f51-4d19-af2d-da64c001618d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a97f78e4-255d-454c-a58f-cb4d0fabc130
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a9ba8740-d7b3-4a9b-ab3c-79b21433d2fe
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:a9eec310-5d3d-44ab-889e-d1a8c316f790
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:aa1807e6-71a1-4bff-9818-215d2482c097
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ac300980-ca32-4ba5-aa76-486ada60f002
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:addfb683-3e87-4a77-b268-0b82ff9d4940
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:aefeba72-d9b2-4cde-8132-072a7ce9b9db
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b1a6-3686-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b234f936-b2f1-3686-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b25c62dc-6994-4d18-b10b-f9dab8d5d22b
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-96cb-1327-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-96de-1327-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b286ff0e-9865-1327-e044-00144f3b4a43
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b29e6811-ebc4-4999-905e-0553d7c43b69
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b315bb2b-44f2-46ec-9e44-6cb1016104be
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b5523213-adfd-45a4-9916-d814b73d5ca6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b79bc465-090e-43c5-a32d-1e857f01a260
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b91874f6-f308-4aa6-8f9f-a33037332475
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:b9949344-ab1d-44ee-8632-3271104bac92
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bab2edde-eb07-42f0-b7d4-3ab74808181d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bba5902c-69e5-4859-b2ba-69023dbd939e
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bc413aa8-3fe7-433f-9518-290d60a44b1d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bd0cd6a7-e6ab-446c-846c-b5d9c1e62aa6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bdee10d8-db82-4001-8b02-f15153ca78cd
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:be0bd633-3d31-4863-a0d6-09cf943b286d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:bec31534-6248-4dbe-9720-2a556be3f31e
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c05d965f-7f30-40a6-a45b-d5570f3cdf42
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c0ece806-740c-4e8e-bc94-0ec9ec28d867
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c3f8f2db-890c-4fc8-a822-7b4596d6ceb5
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c52899fc-ba13-46fe-9534-f8c645356cef
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c650f23f-6ac2-43cf-a34b-021b3fddc830
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c982e126-76d7-4320-b666-526996a371ba
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:c99d7108-3b1a-4ebc-9fa6-1bcaee1ca41b
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:cb96af34-cc18-4cae-b8a7-15f3ee9fbba1
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:cbdb3143-41d5-468a-8c57-25dc44c80c8a
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ce48cf5e-f423-4e2c-99f6-882cde2d0387
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d034bcb9-2068-4e8a-88be-3e72cab390aa
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d342c421-1d3f-46c2-9197-f17219867219
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d57f09df-a5e8-4bae-96cc-a371a0584411
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d64f2b00-3b02-4771-bc01-909c3f172f0f
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d6bda364-d8fe-4b4f-a14f-4ff430a85839
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d88537a7-2b29-4ceb-9cfb-5b8576118b78
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d9051b8d-9944-4ea4-9ce7-178ab4adbc19
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d916766b-d6e9-4d2b-b148-eb9b505fb035
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:d992f7a6-43ef-498c-a2d6-0cc832a142ff
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:dbc1f200-a379-4cae-b4c0-accdc52fba86
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:dcc2d9c5-3f99-4997-91df-7da63fe8a69d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:dce709f8-7030-495e-9b01-177c1b515be6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:de7952f6-89ad-4571-b146-1570dcbfa4b2
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:df844976-ddff-49df-a73a-5916cea08a82
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:df9d0e36-8dfa-475e-9a3d-914d188a32f6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:e2b35a64-03f7-42a2-a79d-21b60b24b52a
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:e78a5a7c-fd3f-4b25-b347-337858ad04d3
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:e957db46-79d0-419c-a8c6-968f5e72ddc9
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:e9d06d49-6b7b-4d28-a955-e1624e43b2a6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ec359d76-28bb-416e-8eee-b83625373759
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ed51b5dd-d9a8-4ee6-a497-cf1377510a95
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ee00ac8d-a5c5-46c8-9ac1-c72e50dac39c
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f2159450-8bdd-415d-a4fa-0e3a97a67b93
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f3e8ccb5-10a3-4c4c-89ac-94dc29d1eada
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f41533f5-699c-4e7d-9b47-1b21c60f5380
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f531809c-a1e6-497d-a1da-63def3fdaf66
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f7a0f72b-d8b2-4411-816a-89ca91414e5d
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f7de6476-15b4-4fe6-a382-660689bfa54b
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:f83d714d-f4e2-4790-b222-9b9bd9c0d3c6
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:fa67dda2-e5da-4934-830e-4e4ddab09d3e
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:fb710a92-a34b-4573-a606-58145b9145a2
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:fd6a04fa-9982-4dcf-ae80-b766c01717a0
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:feeec383-e6a9-45f0-b90f-955c8a82ec15
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ff2416ba-3d38-4c09-bceb-bbf7d99354a8
1444=	7	urn:lsid:biodiversity.org.au:afd.taxon:ff5398a5-264a-4f5b-992d-57c92cc07f36
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:00ff7039-91a9-4c1e-a7b2-a72678627443
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:02159e4f-21ce-4371-8c2d-0b30b6b4513d
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:037ead2f-2326-490d-912a-2026a229f1bd
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:055ec3b1-d781-4da6-ada5-1fff5a08f2d0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:06a9a0ed-0a45-45ee-9666-6e27b289e71b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:0803cd0d-d619-4915-8e57-e98a5c4d132b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:09008ff0-ca86-4f8a-bc71-7e3c79eeee0c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:092a1ddd-ea85-4575-83ae-519bf77db4dc
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:093cb191-d998-444c-9363-77bb3d691e6c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:098e0d4f-e8c4-4fa6-aa6e-ab8b66d2481f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:09d1fca7-2ade-4b5f-a31e-454c092091ac
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:0b095503-a823-403a-8bbd-c0feac4cb0ff
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:0c121408-41b9-424d-a5d3-6b9403609efa
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:0d7d8a8d-a3fe-4511-a6b0-277010ea0697
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:0f6ff867-fb76-4be4-8240-631d86610211
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:11f091f0-aa66-4521-8ca1-eaf3e4560990
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:12ca418c-af7d-41c3-833e-6bb4ae2d9ea9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1305d61e-b1d1-4e19-aff8-67138a5423f2
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:13f5855c-a341-482c-80fb-b333d1e7b7c5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1504cd8b-367c-4d75-be3b-c15f51af4bb3
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1630ff37-6e69-4d97-a290-49cc7137c0f6
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:16ab1d5f-7624-495f-a7aa-5132a3e302a4
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:16e34388-f145-415f-b66f-b6dd0b24a78b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:17da4ce5-e3eb-4628-9700-0eb9cd3ca5d5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1873b518-b04a-45a1-8788-4a44d2193294
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:190f5976-a474-4594-b8bb-b4d1b6c1ebd4
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1ab25e8a-7cf0-4f66-8672-b6de936342ce
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1add9838-40ce-4873-8b56-c661fd0acb29
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1afce941-1e5d-4487-9367-ec919e5604dd
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1b14a5b7-e7eb-4271-a36b-3881162b9e3c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1b558280-8202-4513-b01d-e07849a896ae
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1b90990e-5f24-49f5-84d4-62cbd716b86c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1cd2de82-cf85-4b28-8697-d5a2ecf2b169
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1d0bb8fa-7ca8-4bb8-bc72-a6e5ad37d233
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1d87d5bc-ce9b-497a-ab5c-bf0060fb9e35
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:1f23e414-04ba-4433-b24b-c300435c6bb9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2007f8f8-e5a6-4657-b5bb-ebe06cd32370
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2077180b-e823-4530-88a0-a909eac62688
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:214d43a4-ae8d-4ca1-af22-a49c05a50087
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2160f054-43be-4cdb-a83d-5aedf773ebe4
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:21950901-169a-4dd1-8dbb-8a9361342b8d
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:219ff752-fd27-4c29-b5a5-3d8c171040f5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:21aa92a6-d99b-4319-9d19-319049a765dd
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2203a0a4-df8d-47ac-a233-2aee23364616
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:22490c9a-7fbe-4ce2-9b36-165a9feb838f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:237fa1f1-f2b9-4bc2-b9c1-ca1e1da86441
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:24346991-5c60-4117-99dc-f372953edf10
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:249e2a89-9815-4f9f-97db-68be8d84a0a0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:263a48b6-d633-43fc-b00b-40ff95fc73c2
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2750f58a-390d-430c-8a2b-79eb082d0853
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:275f5a38-55f2-4f6f-8b1e-f03d1609eb51
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:27b83f68-affc-438a-b0c4-0f25546a5f7c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2aa84f1b-1a7c-4a76-8649-53c4b493c7e2
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2aaaabbe-218f-4b5e-875e-6d1584d1fcd1
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2aef98be-3ff3-45a0-9d96-2a66c95f5d7b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2bd758cd-6a45-439c-9ae9-e3e02d781f7b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2bf7e7f0-620e-4f82-91d2-456ba8e1b71f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2ca30e4a-236c-4dcc-be63-7748c87c06c1
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2d2ada37-e4fb-40b6-9bcc-e23aa9de7cbb
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2d48bd21-eef2-4849-a096-a628f143b525
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:2e4d1517-a59c-465f-8478-d58be0415ddc
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:30213b80-4114-4604-b663-a4894efa89be
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:30923328-e1b6-4304-98da-91d3628a011b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:30a3dd67-65d7-4acc-8735-37793a2a37fc
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:327cfbb2-2832-4004-9aa4-d0e1d8a4553a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:336ee5ef-669e-4097-891a-416e9fd0fb3c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:338e37ca-2b9b-4683-9b3a-f6226cc93716
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:356d3b4f-5f0f-4d06-ab2b-7fee2b28c4ab
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:35dae261-39b7-4057-8f78-76ddcc1268da
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:3669c6a7-872e-49a0-80b5-19f834713a91
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:36bc2cd1-d8c6-483a-99f2-77a4e9182acc
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:36d9c41c-8a2c-48b0-a29c-2638546a7498
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:373c3063-6a14-4c8c-b0fb-af4d6d4d175f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:37cadf25-54ed-4269-9b2f-ea02726683ad
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:382a8198-fe76-4b98-bd28-95875782cf64
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:38412722-5d5f-4430-8824-4630990bccc5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:38c2732e-0abb-42a0-ba24-076e727dd810
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:3a7bad4a-19e2-4b92-8a30-e51bb89df0c9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:3aada13b-da34-4256-a8cf-bddd95583827
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:3b94b65b-b1db-4c15-9782-373a182af84a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:3f30952b-15f1-4ba6-bd6e-a13ab6bcb3ee
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:401ebc8b-e553-42e0-9a64-55b040e0f107
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:40769569-833e-480f-9250-6e9a38043f8b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:40cd832e-0311-4701-b355-befe3adc992b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:41b1347b-0f9e-4889-9a4b-14a3935462a7
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:41be8b7f-bdb3-4556-8136-1d662e734f9b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4244e1fd-351b-4b06-8e6f-9ddd8c88e986
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4257f845-bc2b-4e59-96e4-2b6742bec527
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:425f647c-e098-459f-b809-7ed1c2924c0d
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:43838208-6766-48e3-bd38-c74e4f79977a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4396f1c3-e28e-4cb1-b0df-df0176fa606e
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:43a60ca3-2acf-4ace-a4f5-e867f3e8ba1c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:446a5219-45f1-42d7-8724-204bd33adaf4
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:450f868f-dd5d-4fcf-9ebf-b8c916ccc721
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4560bfa5-8c6f-40d3-adec-42a42e453f6a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:45faca24-a29c-4954-94e9-646c20fddac7
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:464cdc06-899d-4b1d-9f05-ce77b2806c43
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4796e5f3-55dd-4b5c-85b3-08b8f3ec06e3
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:48fb9312-097a-434f-9da9-efde7f71b7f3
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:492536c0-c5e8-483d-bd59-75172999440a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4a1cb5d1-1d22-4c3e-afd3-7885bcc84fde
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4a715a56-651a-4d9e-9611-e2e608a80287
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4ae8f7cc-c642-437a-91f4-32ceaa896543
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4af97a6b-a596-48fe-b8b3-f26db1513be8
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4b3f1383-d543-4682-b6cb-ac8a1afc14e0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4e579fc2-9083-4829-9c5a-72df985b0fd9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4e6a1e59-680e-426f-833f-44e9dcba1ad7
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4f53b915-d3d9-41c5-a84d-210bd28d76a2
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:4fe2cb7a-c20d-464f-9708-03b1fe60d7fc
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:50a88132-7f2c-4bc6-843d-5a5406715d77
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:50dc7f33-0a64-4341-9990-bff17ecd690d
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:52046641-c09a-48b4-9a6f-1cd068c57e5f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:520f7b36-76ab-497e-8afa-b73d1d1ccb93
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:52233459-5f92-4d13-b080-d97da005c235
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:52c7c3ab-e0fb-4ece-82b3-0d1aa39e0164
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:52e9dd94-149c-44e3-9626-f58fa5535162
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5320cd66-e447-4181-9c2f-da25cf21f3e0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:54fc6a51-7c21-4510-be77-aa4fd3971512
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:55bea12c-3deb-4733-ae6b-8d1c1662ee6c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:55ef2c4a-cb28-47ab-8161-8b3136876053
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:55fb04a0-79a6-4e9d-8845-7310da28e831
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:569c7765-a3dc-49cf-bc31-ff33cf2c7cb0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:56c04006-8057-42d2-a5d1-64e5581e6944
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:573b6c87-9b39-4cd2-b6ce-07639aa556e4
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:578e13c2-bb99-48cf-98f7-d376e4167616
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:57a8b1a5-dfe7-415c-98b0-b09751bd3aa5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:57da62a9-4f39-44dc-bde0-bfbeca4a0f6c
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:592c9320-a2cb-461c-9d35-a768c3de394a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:59370fe8-067e-49f1-826d-fe17de23467b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5a4d9f9e-c73d-4743-9aea-95e98641acf6
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5bab9e18-a4d4-4035-bdfa-7c359d0fbad5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5cab7306-3f8c-42b5-910a-4b8aaabe1168
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5cf42485-f55e-41fc-bde7-ae108bea7897
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5d0dbd0d-39b8-441f-85ff-0f00ea1ccad6
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5db4e35a-d35c-44e3-adc2-ab6fe96eeec0
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5f5dc157-5078-4294-853f-d0a8b402799f
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5fe07854-8451-43c8-933d-5305389e2409
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:5ff6e2e1-3736-416d-a23e-51df8291ec81
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:607f0e26-8ff2-4d19-a573-e3746c324586
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:60b4e0dc-31dc-44a8-8cde-323a76f5c9e9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:635a950e-372e-4c5d-8fb1-03ddb2bc6232
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:64c78056-ddc6-4eb0-afaf-cf87388ccf22
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6547b239-38eb-4f63-9a48-886bb7a99ee9
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:659d988f-f249-4b3b-a4ed-b0c22851ca4e
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:66d54123-ef58-4f87-a08f-7e27cbbeea3a
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:674b690d-63b5-4f31-bf4b-4498e2322dc1
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:67b2cf70-031b-4e7a-9bf5-4f48663d14a5
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6810bb8d-383a-49dd-99dd-100598657df3
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6858c5fd-8352-435d-8565-314d2e580257
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:68a3a389-f8de-42ed-af88-364697dc0406
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:69bcb285-7893-4861-8ee9-602967f6a07b
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6b09002b-b6c3-4277-ac00-b0d2fed4c301
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6ba20436-6729-4c6b-9b3b-8863b5a0a841
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6be73925-7386-41ec-90ee-66dd3fb5183e
1689=	6	urn:lsid:biodiversity.org.au:afd.taxon:6cbb69d6-49a5-4a5b-a7ad-2a41b818fb9d
