rank	count	NAME_AUTHORSHIP
1447=	1	Esser
1447=	1	Fahrenholz
1447=	1	Faliex, Tyler & Euzet
1447=	1	Fautin
1447=	1	Fedchenko
1447=	1	Fisher
1447=	1	Fletcher
1447=	1	Forskål
1447=	1	Frank
1447=	1	Frenzel
1447=	1	Fryer
1447=	1	Fuhrmann <I>in</I> Shipley
1447=	1	Garin
1447=	1	Gibbs
1447=	1	Greef
1447=	1	Gros
1447=	1	Grund & Stolarski
1447=	1	Guberlet
1447=	1	Gurlt
1447=	1	Gurney, Rybakov, Høeg & Kuris
1447=	1	Haglund
1447=	1	Hampson
1447=	1	Harold
1447=	1	Hausmann & Young in Hausmann et al.
1447=	1	Hawkeswood & Turner
1447=	1	Hayward & Rohde
1447=	1	Heath
1447=	1	Hemprich & Ehrenberg
1447=	1	Herbst
1447=	1	Hinds
1447=	1	Hoare & Van Nieukerken
1447=	1	Hobbs & Hassan
1447=	1	Horton & Whittington
1447=	1	Hsu
1447=	1	Hugo & Quentin
1447=	1	Hustache
1447=	1	Huys
1447=	1	Høeg & Lützen
1447=	1	Ivashkin, Koraleva & Khromova
1447=	1	Johnston & Teigs
1447=	1	Jones & Mulder
1447=	1	Joyeux & Baer
1447=	1	Justine
1447=	1	Kearn & Green
1447=	1	Khalil & Abdul-Salam
1447=	1	Kifune & Hirashima
1447=	1	Kikuchi
1447=	1	Kim
1447=	1	Klunzinger
1447=	1	Kritsky & Stephens
1447=	1	Kuzmin
1447=	1	Kuzmin & Tkach
1447=	1	Lambert & Euzet
1447=	1	LeRoux
1447=	1	Leiper
1447=	1	Lowry
1447=	1	Lumholtz
1447=	1	Löcker & Larivière
1447=	1	MacCallum & MacCallum
1447=	1	MacDonagh
1447=	1	Madsen
1447=	1	Mamaev
1447=	1	Mannerheim
1447=	1	Marcone
1447=	1	Marullo & Mound
1447=	1	McLaughlin
1447=	1	Meagher
1447=	1	Miller & Adlard
1447=	1	Molet & Ermolieff-Braun
1447=	1	Mound & Marullo
1447=	1	Mound & Postle
1447=	1	Mound & Terry
1447=	1	Mueller & Van Cleave
1447=	1	Mukherjee
1447=	1	Muller
1447=	1	Mutafchiev, Halajian & Georgiev
1447=	1	Nagibina
1447=	1	Nasir & Fuentes Zambrano
1447=	1	Neervoort van de Poll
1447=	1	Nicholas & Hughes
1447=	1	Nikolaeva & Naidenova
1447=	1	Oliver
1447=	1	Olivier
1447=	1	Ozerskaya
1447=	1	Palm, Walter, Schwertfeger & Reimer
1447=	1	Parry
1447=	1	Paykull
1447=	1	Petrov & Tschertkova
1447=	1	Pichelin <em>et al</em>
1447=	1	Plomley
1447=	1	Pratt
1447=	1	Price & Palma
1447=	1	Pyefinch
1447=	1	Quiel
1447=	1	Ramalingham
1447=	1	Rebel
1447=	1	Redkar, Rangnekar & Murti
1447=	1	Reichenbach-Klinke
1447=	1	Rheinwald
1447=	1	Ribu & Lester
1447=	1	Rix, Roberts & Harvey
1447=	1	Rohde & Hayward
1447=	1	Rohde, Heap, Hayward & Graham
1447=	1	Roman
1447=	1	Rothschild & Jordan
1447=	1	Ruhnke & Carpenter
1447=	1	Sainval <I>in </I>Sainval & Lander
1447=	1	Schmidt-Rhaesa
1447=	1	Schmutz
1447=	1	Schwartz & Alicata
1447=	1	Shaharom & Lester
1447=	1	Shamsi, Gasser, Beveridge & Shabani
1447=	1	Smales <em>et al</em>.
1447=	1	Smales, Miller & Obendorf
1447=	1	Sobolev
1447=	1	Solonitzin
1447=	1	Somadder & Tandan
1447=	1	Spratt & Gill
1447=	1	Spratt <i>et al</i>
1447=	1	Sprent, McKeown & Cremin
1447=	1	Spätlich
1447=	1	Stannard & Mitri
1447=	1	Steinbuch
1447=	1	Stunkard
1447=	1	Sugimoto
1447=	1	Sychra
1447=	1	Symonds
1447=	1	Séguy
1447=	1	Tang & Newbound
1447=	1	Tang, Andrews & Cobcroft
1447=	1	Thiele
1447=	1	Thoney
1447=	1	Thorne & Malek
1447=	1	Tkach, Kusmin & Snyder
1447=	1	Toth, Campbell & Schmidt
1447=	1	Trouessart & Neumann
1447=	1	Tshalaia
1447=	1	Tyler
1447=	1	Uyeno
1447=	1	Van Beneden
1447=	1	Van Nieukerken & Hoare
1447=	1	Villot
1447=	1	Vollenhoven
1447=	1	Walker & MacMillan
1447=	1	Wassilikova & Gushanskaya
1447=	1	Wenyon & O'Connor
1447=	1	Whittington
1447=	1	Whittington & Barton
1447=	1	Whittington, Kearn & Beverley-Burton
1447=	1	Wollenweber
1447=	1	Wostokow
1447=	1	Yorke & Macfie
1447=	1	Young, Crosbie, Adams, Nowak & Morrison
1447=	1	Zhao, Giblin-Davis & Davies
1447=	1	Zschoche, Caira & Fyler
1447=	1	de Chaneet & Robertson
1447=	1	von Olfers

55963	TOTAL
