rank	count	NAME_LSID
1286=	8	urn:lsid:biodiversity.org.au:afd.name:278979
1286=	8	urn:lsid:biodiversity.org.au:afd.name:294436
1286=	8	urn:lsid:biodiversity.org.au:afd.name:300184
1286=	8	urn:lsid:biodiversity.org.au:afd.name:306050
1286=	8	urn:lsid:biodiversity.org.au:afd.name:306113
1286=	8	urn:lsid:biodiversity.org.au:afd.name:307584
1286=	8	urn:lsid:biodiversity.org.au:afd.name:315731
1286=	8	urn:lsid:biodiversity.org.au:afd.name:319063
1286=	8	urn:lsid:biodiversity.org.au:afd.name:324107
1286=	8	urn:lsid:biodiversity.org.au:afd.name:324529
1286=	8	urn:lsid:biodiversity.org.au:afd.name:325261
1286=	8	urn:lsid:biodiversity.org.au:afd.name:330922
1286=	8	urn:lsid:biodiversity.org.au:afd.name:332547
1286=	8	urn:lsid:biodiversity.org.au:afd.name:334841
1286=	8	urn:lsid:biodiversity.org.au:afd.name:335006
1286=	8	urn:lsid:biodiversity.org.au:afd.name:341401
1286=	8	urn:lsid:biodiversity.org.au:afd.name:342335
1286=	8	urn:lsid:biodiversity.org.au:afd.name:342403
1286=	8	urn:lsid:biodiversity.org.au:afd.name:345009
1286=	8	urn:lsid:biodiversity.org.au:afd.name:345358
1286=	8	urn:lsid:biodiversity.org.au:afd.name:346357
1286=	8	urn:lsid:biodiversity.org.au:afd.name:351634
1286=	8	urn:lsid:biodiversity.org.au:afd.name:353431
1286=	8	urn:lsid:biodiversity.org.au:afd.name:358428
1286=	8	urn:lsid:biodiversity.org.au:afd.name:358672
1286=	8	urn:lsid:biodiversity.org.au:afd.name:360543
1286=	8	urn:lsid:biodiversity.org.au:afd.name:362495
1286=	8	urn:lsid:biodiversity.org.au:afd.name:364535
1286=	8	urn:lsid:biodiversity.org.au:afd.name:365399
1286=	8	urn:lsid:biodiversity.org.au:afd.name:366884
1286=	8	urn:lsid:biodiversity.org.au:afd.name:368448
1286=	8	urn:lsid:biodiversity.org.au:afd.name:372002
1286=	8	urn:lsid:biodiversity.org.au:afd.name:374284
1286=	8	urn:lsid:biodiversity.org.au:afd.name:374497
1286=	8	urn:lsid:biodiversity.org.au:afd.name:382470
1286=	8	urn:lsid:biodiversity.org.au:afd.name:383392
1286=	8	urn:lsid:biodiversity.org.au:afd.name:383563
1286=	8	urn:lsid:biodiversity.org.au:afd.name:383779
1286=	8	urn:lsid:biodiversity.org.au:afd.name:384227
1286=	8	urn:lsid:biodiversity.org.au:afd.name:384826
1286=	8	urn:lsid:biodiversity.org.au:afd.name:385774
1286=	8	urn:lsid:biodiversity.org.au:afd.name:386705
1286=	8	urn:lsid:biodiversity.org.au:afd.name:390743
1286=	8	urn:lsid:biodiversity.org.au:afd.name:390816
1286=	8	urn:lsid:biodiversity.org.au:afd.name:391385
1286=	8	urn:lsid:biodiversity.org.au:afd.name:399441
1286=	8	urn:lsid:biodiversity.org.au:afd.name:405688
1286=	8	urn:lsid:biodiversity.org.au:afd.name:406913
1286=	8	urn:lsid:biodiversity.org.au:afd.name:407028
1286=	8	urn:lsid:biodiversity.org.au:afd.name:410185
1286=	8	urn:lsid:biodiversity.org.au:afd.name:414851
1286=	8	urn:lsid:biodiversity.org.au:afd.name:419374
1286=	8	urn:lsid:biodiversity.org.au:afd.name:419375
1286=	8	urn:lsid:biodiversity.org.au:afd.name:426165
1286=	8	urn:lsid:biodiversity.org.au:afd.name:426630
1286=	8	urn:lsid:biodiversity.org.au:afd.name:432335
1286=	8	urn:lsid:biodiversity.org.au:afd.name:432698
1286=	8	urn:lsid:biodiversity.org.au:afd.name:436172
1286=	8	urn:lsid:biodiversity.org.au:afd.name:438629
1286=	8	urn:lsid:biodiversity.org.au:afd.name:439494
1286=	8	urn:lsid:biodiversity.org.au:afd.name:440506
1286=	8	urn:lsid:biodiversity.org.au:afd.name:442329
1286=	8	urn:lsid:biodiversity.org.au:afd.name:444179
1286=	8	urn:lsid:biodiversity.org.au:afd.name:444335
1286=	8	urn:lsid:biodiversity.org.au:afd.name:445083
1286=	8	urn:lsid:biodiversity.org.au:afd.name:451847
1286=	8	urn:lsid:biodiversity.org.au:afd.name:452161
1286=	8	urn:lsid:biodiversity.org.au:afd.name:452723
1286=	8	urn:lsid:biodiversity.org.au:afd.name:455199
1286=	8	urn:lsid:biodiversity.org.au:afd.name:456348
1286=	8	urn:lsid:biodiversity.org.au:afd.name:457178
1286=	8	urn:lsid:biodiversity.org.au:afd.name:461379
1286=	8	urn:lsid:biodiversity.org.au:afd.name:462178
1286=	8	urn:lsid:biodiversity.org.au:afd.name:464762
1286=	8	urn:lsid:biodiversity.org.au:afd.name:466069
1286=	8	urn:lsid:biodiversity.org.au:afd.name:467601
1286=	8	urn:lsid:biodiversity.org.au:afd.name:468288
1286=	8	urn:lsid:biodiversity.org.au:afd.name:468768
1286=	8	urn:lsid:biodiversity.org.au:afd.name:483887
1286=	8	urn:lsid:biodiversity.org.au:afd.name:484140
1286=	8	urn:lsid:biodiversity.org.au:afd.name:484473
1286=	8	urn:lsid:biodiversity.org.au:afd.name:484533
1286=	8	urn:lsid:biodiversity.org.au:afd.name:484728
1286=	8	urn:lsid:biodiversity.org.au:afd.name:490604
1286=	8	urn:lsid:biodiversity.org.au:afd.name:492028
1286=	8	urn:lsid:biodiversity.org.au:afd.name:492372
1286=	8	urn:lsid:biodiversity.org.au:afd.name:496028
1286=	8	urn:lsid:biodiversity.org.au:afd.name:496840
1286=	8	urn:lsid:biodiversity.org.au:afd.name:498046
1286=	8	urn:lsid:biodiversity.org.au:afd.name:498047
1286=	8	urn:lsid:biodiversity.org.au:afd.name:499014
1286=	8	urn:lsid:biodiversity.org.au:afd.name:500222
1286=	8	urn:lsid:biodiversity.org.au:afd.name:500824
1286=	8	urn:lsid:biodiversity.org.au:afd.name:503193
1286=	8	urn:lsid:biodiversity.org.au:afd.name:504057
1286=	8	urn:lsid:biodiversity.org.au:afd.name:506193
1286=	8	urn:lsid:biodiversity.org.au:afd.name:506537
1286=	8	urn:lsid:biodiversity.org.au:afd.name:511723
1286=	8	urn:lsid:biodiversity.org.au:afd.name:535187
1286=	8	urn:lsid:biodiversity.org.au:afd.name:535219
1286=	8	urn:lsid:biodiversity.org.au:afd.name:535540
1286=	8	urn:lsid:biodiversity.org.au:afd.name:535570
1286=	8	urn:lsid:biodiversity.org.au:afd.name:535573
1286=	8	urn:lsid:biodiversity.org.au:afd.name:536184
1286=	8	urn:lsid:biodiversity.org.au:afd.name:536193
1286=	8	urn:lsid:biodiversity.org.au:afd.name:536212
1286=	8	urn:lsid:biodiversity.org.au:afd.name:536492
1286=	8	urn:lsid:biodiversity.org.au:afd.name:537160
1286=	8	urn:lsid:biodiversity.org.au:afd.name:537165
1286=	8	urn:lsid:biodiversity.org.au:afd.name:537478
1286=	8	urn:lsid:biodiversity.org.au:afd.name:537523
1286=	8	urn:lsid:biodiversity.org.au:afd.name:537824
1286=	8	urn:lsid:biodiversity.org.au:afd.name:538121
1286=	8	urn:lsid:biodiversity.org.au:afd.name:538493
1286=	8	urn:lsid:biodiversity.org.au:afd.name:538805
1286=	8	urn:lsid:biodiversity.org.au:afd.name:538807
1286=	8	urn:lsid:biodiversity.org.au:afd.name:538822
1286=	8	urn:lsid:biodiversity.org.au:afd.name:539164
1286=	8	urn:lsid:biodiversity.org.au:afd.name:539452
1286=	8	urn:lsid:biodiversity.org.au:afd.name:539454
1286=	8	urn:lsid:biodiversity.org.au:afd.name:539494
1286=	8	urn:lsid:biodiversity.org.au:afd.name:540092
1286=	8	urn:lsid:biodiversity.org.au:afd.name:540105
1286=	8	urn:lsid:biodiversity.org.au:afd.name:540137
1286=	8	urn:lsid:biodiversity.org.au:afd.name:540178
1286=	8	urn:lsid:biodiversity.org.au:afd.name:545698
1286=	8	urn:lsid:biodiversity.org.au:afd.name:546596
1286=	8	urn:lsid:biodiversity.org.au:afd.name:549716
1286=	8	urn:lsid:biodiversity.org.au:afd.name:549741
1286=	8	urn:lsid:biodiversity.org.au:afd.name:549784
1286=	8	urn:lsid:biodiversity.org.au:afd.name:553279
1286=	8	urn:lsid:biodiversity.org.au:afd.name:553700
1286=	8	urn:lsid:biodiversity.org.au:afd.name:556353
1286=	8	urn:lsid:biodiversity.org.au:afd.name:556465
1286=	8	urn:lsid:biodiversity.org.au:afd.name:557298
1286=	8	urn:lsid:biodiversity.org.au:afd.name:557618
1286=	8	urn:lsid:biodiversity.org.au:afd.name:558576
1286=	8	urn:lsid:biodiversity.org.au:afd.name:558944
1286=	8	urn:lsid:biodiversity.org.au:afd.name:563909
1286=	8	urn:lsid:biodiversity.org.au:afd.name:564299
1286=	8	urn:lsid:biodiversity.org.au:afd.name:564424
1286=	8	urn:lsid:biodiversity.org.au:afd.name:565569
1286=	8	urn:lsid:biodiversity.org.au:afd.name:579692
1286=	8	urn:lsid:biodiversity.org.au:afd.name:580402
1286=	8	urn:lsid:biodiversity.org.au:afd.name:581095
1286=	8	urn:lsid:biodiversity.org.au:afd.name:581712
1286=	8	urn:lsid:biodiversity.org.au:afd.name:583666
1286=	8	urn:lsid:biodiversity.org.au:afd.name:583700
1286=	8	urn:lsid:biodiversity.org.au:afd.name:584406
1286=	8	urn:lsid:biodiversity.org.au:afd.name:585030
1286=	8	urn:lsid:biodiversity.org.au:afd.name:585074
1286=	8	urn:lsid:biodiversity.org.au:afd.name:586278
1286=	8	urn:lsid:biodiversity.org.au:afd.name:586330
1286=	8	urn:lsid:biodiversity.org.au:afd.name:587573
1286=	8	urn:lsid:biodiversity.org.au:afd.name:587598
1286=	8	urn:lsid:biodiversity.org.au:afd.name:594094
1286=	8	urn:lsid:biodiversity.org.au:afd.name:595116
1444=	7	urn:lsid:biodiversity.org.au:afd.name:279353
1444=	7	urn:lsid:biodiversity.org.au:afd.name:281933
1444=	7	urn:lsid:biodiversity.org.au:afd.name:287278
1444=	7	urn:lsid:biodiversity.org.au:afd.name:288505
1444=	7	urn:lsid:biodiversity.org.au:afd.name:288683
1444=	7	urn:lsid:biodiversity.org.au:afd.name:289391
1444=	7	urn:lsid:biodiversity.org.au:afd.name:296250
1444=	7	urn:lsid:biodiversity.org.au:afd.name:296251
1444=	7	urn:lsid:biodiversity.org.au:afd.name:296252
1444=	7	urn:lsid:biodiversity.org.au:afd.name:298078
1444=	7	urn:lsid:biodiversity.org.au:afd.name:301240
1444=	7	urn:lsid:biodiversity.org.au:afd.name:301242
1444=	7	urn:lsid:biodiversity.org.au:afd.name:307166
1444=	7	urn:lsid:biodiversity.org.au:afd.name:307167
1444=	7	urn:lsid:biodiversity.org.au:afd.name:307169
1444=	7	urn:lsid:biodiversity.org.au:afd.name:309414
1444=	7	urn:lsid:biodiversity.org.au:afd.name:310382
1444=	7	urn:lsid:biodiversity.org.au:afd.name:320624
1444=	7	urn:lsid:biodiversity.org.au:afd.name:321121
1444=	7	urn:lsid:biodiversity.org.au:afd.name:323163
1444=	7	urn:lsid:biodiversity.org.au:afd.name:324111
1444=	7	urn:lsid:biodiversity.org.au:afd.name:324112
1444=	7	urn:lsid:biodiversity.org.au:afd.name:331999
1444=	7	urn:lsid:biodiversity.org.au:afd.name:332297
1444=	7	urn:lsid:biodiversity.org.au:afd.name:334809
1444=	7	urn:lsid:biodiversity.org.au:afd.name:334810
1444=	7	urn:lsid:biodiversity.org.au:afd.name:335565
1444=	7	urn:lsid:biodiversity.org.au:afd.name:341140
1444=	7	urn:lsid:biodiversity.org.au:afd.name:342327
1444=	7	urn:lsid:biodiversity.org.au:afd.name:349167
1444=	7	urn:lsid:biodiversity.org.au:afd.name:354167
1444=	7	urn:lsid:biodiversity.org.au:afd.name:354821
1444=	7	urn:lsid:biodiversity.org.au:afd.name:354972
1444=	7	urn:lsid:biodiversity.org.au:afd.name:356834
1444=	7	urn:lsid:biodiversity.org.au:afd.name:357065
1444=	7	urn:lsid:biodiversity.org.au:afd.name:357067
1444=	7	urn:lsid:biodiversity.org.au:afd.name:357068
1444=	7	urn:lsid:biodiversity.org.au:afd.name:357069
1444=	7	urn:lsid:biodiversity.org.au:afd.name:357782
1444=	7	urn:lsid:biodiversity.org.au:afd.name:358637
1444=	7	urn:lsid:biodiversity.org.au:afd.name:362252
1444=	7	urn:lsid:biodiversity.org.au:afd.name:363227
1444=	7	urn:lsid:biodiversity.org.au:afd.name:364406
1444=	7	urn:lsid:biodiversity.org.au:afd.name:365877
1444=	7	urn:lsid:biodiversity.org.au:afd.name:366099
1444=	7	urn:lsid:biodiversity.org.au:afd.name:367629
1444=	7	urn:lsid:biodiversity.org.au:afd.name:367821
1444=	7	urn:lsid:biodiversity.org.au:afd.name:370293
1444=	7	urn:lsid:biodiversity.org.au:afd.name:373090
1444=	7	urn:lsid:biodiversity.org.au:afd.name:375329
1444=	7	urn:lsid:biodiversity.org.au:afd.name:376932
1444=	7	urn:lsid:biodiversity.org.au:afd.name:381076
1444=	7	urn:lsid:biodiversity.org.au:afd.name:383131
1444=	7	urn:lsid:biodiversity.org.au:afd.name:388385
1444=	7	urn:lsid:biodiversity.org.au:afd.name:390757
1444=	7	urn:lsid:biodiversity.org.au:afd.name:391131
1444=	7	urn:lsid:biodiversity.org.au:afd.name:391220
1444=	7	urn:lsid:biodiversity.org.au:afd.name:392805
1444=	7	urn:lsid:biodiversity.org.au:afd.name:392984
1444=	7	urn:lsid:biodiversity.org.au:afd.name:392985
1444=	7	urn:lsid:biodiversity.org.au:afd.name:392986
1444=	7	urn:lsid:biodiversity.org.au:afd.name:394497
1444=	7	urn:lsid:biodiversity.org.au:afd.name:394505
1444=	7	urn:lsid:biodiversity.org.au:afd.name:395842
1444=	7	urn:lsid:biodiversity.org.au:afd.name:396368
1444=	7	urn:lsid:biodiversity.org.au:afd.name:397057
1444=	7	urn:lsid:biodiversity.org.au:afd.name:398182
1444=	7	urn:lsid:biodiversity.org.au:afd.name:402010
1444=	7	urn:lsid:biodiversity.org.au:afd.name:402402
1444=	7	urn:lsid:biodiversity.org.au:afd.name:402403
1444=	7	urn:lsid:biodiversity.org.au:afd.name:404682
1444=	7	urn:lsid:biodiversity.org.au:afd.name:405927
1444=	7	urn:lsid:biodiversity.org.au:afd.name:406870
1444=	7	urn:lsid:biodiversity.org.au:afd.name:406871
1444=	7	urn:lsid:biodiversity.org.au:afd.name:407248
1444=	7	urn:lsid:biodiversity.org.au:afd.name:407925
1444=	7	urn:lsid:biodiversity.org.au:afd.name:408610
1444=	7	urn:lsid:biodiversity.org.au:afd.name:408795
1444=	7	urn:lsid:biodiversity.org.au:afd.name:410287
1444=	7	urn:lsid:biodiversity.org.au:afd.name:411224
1444=	7	urn:lsid:biodiversity.org.au:afd.name:412395
1444=	7	urn:lsid:biodiversity.org.au:afd.name:414317
1444=	7	urn:lsid:biodiversity.org.au:afd.name:416030
1444=	7	urn:lsid:biodiversity.org.au:afd.name:416198
1444=	7	urn:lsid:biodiversity.org.au:afd.name:416380
1444=	7	urn:lsid:biodiversity.org.au:afd.name:417878
1444=	7	urn:lsid:biodiversity.org.au:afd.name:418271
1444=	7	urn:lsid:biodiversity.org.au:afd.name:418317
1444=	7	urn:lsid:biodiversity.org.au:afd.name:418452
1444=	7	urn:lsid:biodiversity.org.au:afd.name:418724
1444=	7	urn:lsid:biodiversity.org.au:afd.name:419982
1444=	7	urn:lsid:biodiversity.org.au:afd.name:419983
1444=	7	urn:lsid:biodiversity.org.au:afd.name:420396
1444=	7	urn:lsid:biodiversity.org.au:afd.name:421299
1444=	7	urn:lsid:biodiversity.org.au:afd.name:421300
1444=	7	urn:lsid:biodiversity.org.au:afd.name:421635
1444=	7	urn:lsid:biodiversity.org.au:afd.name:422692
1444=	7	urn:lsid:biodiversity.org.au:afd.name:423566
1444=	7	urn:lsid:biodiversity.org.au:afd.name:424710
1444=	7	urn:lsid:biodiversity.org.au:afd.name:424713
1444=	7	urn:lsid:biodiversity.org.au:afd.name:429475
1444=	7	urn:lsid:biodiversity.org.au:afd.name:431558
1444=	7	urn:lsid:biodiversity.org.au:afd.name:431822
1444=	7	urn:lsid:biodiversity.org.au:afd.name:431972
1444=	7	urn:lsid:biodiversity.org.au:afd.name:432063
1444=	7	urn:lsid:biodiversity.org.au:afd.name:432064
1444=	7	urn:lsid:biodiversity.org.au:afd.name:432572
1444=	7	urn:lsid:biodiversity.org.au:afd.name:432772
1444=	7	urn:lsid:biodiversity.org.au:afd.name:433474
1444=	7	urn:lsid:biodiversity.org.au:afd.name:434283
1444=	7	urn:lsid:biodiversity.org.au:afd.name:434535
1444=	7	urn:lsid:biodiversity.org.au:afd.name:435496
1444=	7	urn:lsid:biodiversity.org.au:afd.name:438838
1444=	7	urn:lsid:biodiversity.org.au:afd.name:439557
1444=	7	urn:lsid:biodiversity.org.au:afd.name:439563
1444=	7	urn:lsid:biodiversity.org.au:afd.name:439585
1444=	7	urn:lsid:biodiversity.org.au:afd.name:439586
1444=	7	urn:lsid:biodiversity.org.au:afd.name:440373
1444=	7	urn:lsid:biodiversity.org.au:afd.name:445327
1444=	7	urn:lsid:biodiversity.org.au:afd.name:445410
1444=	7	urn:lsid:biodiversity.org.au:afd.name:445430
1444=	7	urn:lsid:biodiversity.org.au:afd.name:445855
1444=	7	urn:lsid:biodiversity.org.au:afd.name:446546
1444=	7	urn:lsid:biodiversity.org.au:afd.name:446969
1444=	7	urn:lsid:biodiversity.org.au:afd.name:447330
1444=	7	urn:lsid:biodiversity.org.au:afd.name:447931
1444=	7	urn:lsid:biodiversity.org.au:afd.name:448029
1444=	7	urn:lsid:biodiversity.org.au:afd.name:448999
1444=	7	urn:lsid:biodiversity.org.au:afd.name:449359
1444=	7	urn:lsid:biodiversity.org.au:afd.name:449569
1444=	7	urn:lsid:biodiversity.org.au:afd.name:449571
1444=	7	urn:lsid:biodiversity.org.au:afd.name:449630
1444=	7	urn:lsid:biodiversity.org.au:afd.name:449907
1444=	7	urn:lsid:biodiversity.org.au:afd.name:450496
1444=	7	urn:lsid:biodiversity.org.au:afd.name:450832
1444=	7	urn:lsid:biodiversity.org.au:afd.name:450833
1444=	7	urn:lsid:biodiversity.org.au:afd.name:450977
1444=	7	urn:lsid:biodiversity.org.au:afd.name:452331
1444=	7	urn:lsid:biodiversity.org.au:afd.name:452839
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453533
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453534
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453536
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453538
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453539
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453540
1444=	7	urn:lsid:biodiversity.org.au:afd.name:453649
1444=	7	urn:lsid:biodiversity.org.au:afd.name:454879
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455256
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455971
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455972
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455973
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455977
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455979
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455980
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455983
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455984
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455986
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455987
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455988
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455991
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455993
1444=	7	urn:lsid:biodiversity.org.au:afd.name:455994
1444=	7	urn:lsid:biodiversity.org.au:afd.name:456227
1444=	7	urn:lsid:biodiversity.org.au:afd.name:457111
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458166
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458168
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458170
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458171
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458172
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458175
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458176
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458177
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458181
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458182
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458183
1444=	7	urn:lsid:biodiversity.org.au:afd.name:458941
1444=	7	urn:lsid:biodiversity.org.au:afd.name:459206
1444=	7	urn:lsid:biodiversity.org.au:afd.name:459998
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460002
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460006
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460007
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460008
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460011
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460013
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460015
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460017
1444=	7	urn:lsid:biodiversity.org.au:afd.name:460021
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461674
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461675
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461681
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461683
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461684
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461686
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461690
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461691
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461692
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461693
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461694
1444=	7	urn:lsid:biodiversity.org.au:afd.name:461917
1444=	7	urn:lsid:biodiversity.org.au:afd.name:462223
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463282
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463283
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463284
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463286
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463287
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463288
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463289
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463291
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463292
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463293
1444=	7	urn:lsid:biodiversity.org.au:afd.name:463295
1444=	7	urn:lsid:biodiversity.org.au:afd.name:464637
1444=	7	urn:lsid:biodiversity.org.au:afd.name:464643
1444=	7	urn:lsid:biodiversity.org.au:afd.name:464647
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465478
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465822
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465823
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465824
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465826
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465827
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465828
1444=	7	urn:lsid:biodiversity.org.au:afd.name:465831
1444=	7	urn:lsid:biodiversity.org.au:afd.name:466954
1444=	7	urn:lsid:biodiversity.org.au:afd.name:466955
1444=	7	urn:lsid:biodiversity.org.au:afd.name:468184
1444=	7	urn:lsid:biodiversity.org.au:afd.name:471669
1444=	7	urn:lsid:biodiversity.org.au:afd.name:502647
1444=	7	urn:lsid:biodiversity.org.au:afd.name:545621
1444=	7	urn:lsid:biodiversity.org.au:afd.name:545653
1444=	7	urn:lsid:biodiversity.org.au:afd.name:548444
1444=	7	urn:lsid:biodiversity.org.au:afd.name:549714
1444=	7	urn:lsid:biodiversity.org.au:afd.name:549791
1444=	7	urn:lsid:biodiversity.org.au:afd.name:550558
1444=	7	urn:lsid:biodiversity.org.au:afd.name:552177
1444=	7	urn:lsid:biodiversity.org.au:afd.name:556279
1444=	7	urn:lsid:biodiversity.org.au:afd.name:556402
1444=	7	urn:lsid:biodiversity.org.au:afd.name:557629
1444=	7	urn:lsid:biodiversity.org.au:afd.name:558586
1444=	7	urn:lsid:biodiversity.org.au:afd.name:559089
1444=	7	urn:lsid:biodiversity.org.au:afd.name:562898
1444=	7	urn:lsid:biodiversity.org.au:afd.name:563023
1444=	7	urn:lsid:biodiversity.org.au:afd.name:564189
1444=	7	urn:lsid:biodiversity.org.au:afd.name:565680
1444=	7	urn:lsid:biodiversity.org.au:afd.name:581708
1444=	7	urn:lsid:biodiversity.org.au:afd.name:587773
1689=	6	urn:lsid:biodiversity.org.au:afd.name:268622
1689=	6	urn:lsid:biodiversity.org.au:afd.name:271098
1689=	6	urn:lsid:biodiversity.org.au:afd.name:274760
1689=	6	urn:lsid:biodiversity.org.au:afd.name:278769
1689=	6	urn:lsid:biodiversity.org.au:afd.name:285903
1689=	6	urn:lsid:biodiversity.org.au:afd.name:290787
1689=	6	urn:lsid:biodiversity.org.au:afd.name:294156
1689=	6	urn:lsid:biodiversity.org.au:afd.name:295498
1689=	6	urn:lsid:biodiversity.org.au:afd.name:295500
1689=	6	urn:lsid:biodiversity.org.au:afd.name:295722
1689=	6	urn:lsid:biodiversity.org.au:afd.name:300633
1689=	6	urn:lsid:biodiversity.org.au:afd.name:300636
1689=	6	urn:lsid:biodiversity.org.au:afd.name:301318
1689=	6	urn:lsid:biodiversity.org.au:afd.name:302108
1689=	6	urn:lsid:biodiversity.org.au:afd.name:302796
1689=	6	urn:lsid:biodiversity.org.au:afd.name:303068
1689=	6	urn:lsid:biodiversity.org.au:afd.name:303071
1689=	6	urn:lsid:biodiversity.org.au:afd.name:306543
1689=	6	urn:lsid:biodiversity.org.au:afd.name:307838
1689=	6	urn:lsid:biodiversity.org.au:afd.name:312806
1689=	6	urn:lsid:biodiversity.org.au:afd.name:312974
1689=	6	urn:lsid:biodiversity.org.au:afd.name:314837
1689=	6	urn:lsid:biodiversity.org.au:afd.name:314982
1689=	6	urn:lsid:biodiversity.org.au:afd.name:317671
1689=	6	urn:lsid:biodiversity.org.au:afd.name:317701
1689=	6	urn:lsid:biodiversity.org.au:afd.name:320317
1689=	6	urn:lsid:biodiversity.org.au:afd.name:321148
1689=	6	urn:lsid:biodiversity.org.au:afd.name:322382
1689=	6	urn:lsid:biodiversity.org.au:afd.name:322516
1689=	6	urn:lsid:biodiversity.org.au:afd.name:322618
1689=	6	urn:lsid:biodiversity.org.au:afd.name:324790
1689=	6	urn:lsid:biodiversity.org.au:afd.name:326734
1689=	6	urn:lsid:biodiversity.org.au:afd.name:327036
1689=	6	urn:lsid:biodiversity.org.au:afd.name:327386
1689=	6	urn:lsid:biodiversity.org.au:afd.name:327872
1689=	6	urn:lsid:biodiversity.org.au:afd.name:328796
1689=	6	urn:lsid:biodiversity.org.au:afd.name:329825
1689=	6	urn:lsid:biodiversity.org.au:afd.name:330437
1689=	6	urn:lsid:biodiversity.org.au:afd.name:331722
1689=	6	urn:lsid:biodiversity.org.au:afd.name:332078
1689=	6	urn:lsid:biodiversity.org.au:afd.name:332533
1689=	6	urn:lsid:biodiversity.org.au:afd.name:333888
1689=	6	urn:lsid:biodiversity.org.au:afd.name:334836
1689=	6	urn:lsid:biodiversity.org.au:afd.name:334934
1689=	6	urn:lsid:biodiversity.org.au:afd.name:335418
1689=	6	urn:lsid:biodiversity.org.au:afd.name:335558
1689=	6	urn:lsid:biodiversity.org.au:afd.name:336624
1689=	6	urn:lsid:biodiversity.org.au:afd.name:336883
1689=	6	urn:lsid:biodiversity.org.au:afd.name:338496
