name	family	interaction	host name	host family	source
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Nicotiana tabacum	Solanaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Oryza sativa	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Phaseolus vulgaris	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Pisum sativum	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Prunus persica	Rosaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Trifolium subterraneum	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Vitis vinifera	Vitaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Zea mays	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Zingiber officinale	Zingiberaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f86-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Ananas comosus	Bromeliaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Cupaniopsis anacardioides	Sapindaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Nicotiana tabacum	Solanaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Oryza sativa	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Pandanus	Pandanaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Phaseolus	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Prunus persica	Rosaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Rosa	Rosaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Saccharum officinarum	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Trifolium repens	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus anchilisposomus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Vitis vinifera	Vitaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f74-0b3b-e044-00144f3b4a43	
Ditylenchus destructor	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Solanum tuberosum	Solanaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7a-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Allium cepa	Alliaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Avena sativa	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Bromus catharticus	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Cicer arietinum	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Cichorium intybus	Asteraceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Daucus carota	Apiaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Galium	Rubiaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Medicago minima	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Medicago sativa	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Narcissus	Amaryllidaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Narcissus jonquilla	Amaryllidaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Narcissus pseudonarcissus	Amaryllidaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Pastinaca sativa	Apiaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Phaseolus vulgaris	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Pisum sativum	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Solanum tuberosum	Solanaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Trifolium pratense	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Trifolium repens	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Trifolium subterraneum	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Triticum aestivum	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Vicia faba	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus dipsaci	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Vicia villosa	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f7d-0b3b-e044-00144f3b4a43	
Ditylenchus intermedius	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Cynodon dactylon	Poaceae	http://biodiversity.org.au/afd/taxa/a94ec5dc-c28a-4bdf-b7f2-58fd7f533829	
Ditylenchus intermedius	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Medicago sativa	Fabaceae	http://biodiversity.org.au/afd/taxa/a94ec5dc-c28a-4bdf-b7f2-58fd7f533829	
Ditylenchus myceliophagus	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Ananas comosus	Bromeliaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f80-0b3b-e044-00144f3b4a43	
Ditylenchus triformis	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Medicago sativa	Fabaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f89-0b3b-e044-00144f3b4a43	
Ditylenchus triformis	Anguinidae	Associate:Consumer:Parasite:Plant parasite	Oryza sativa	Poaceae	http://biodiversity.org.au/afd/taxa/9cc0863f-0f89-0b3b-e044-00144f3b4a43	
Docophoroides brevis	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Diomedea epomophora	Diomedeidae	http://biodiversity.org.au/afd/taxa/c58f6c07-37a8-45bd-8cb7-dce7b0766b5f
Docophoroides brevis	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Diomedea exulans	Diomedeidae	http://biodiversity.org.au/afd/taxa/c58f6c07-37a8-45bd-8cb7-dce7b0766b5f
Docophoroides harrisoni	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Thalassarche cauta	Diomedeidae	http://biodiversity.org.au/afd/taxa/5a6e3484-f669-47e0-9d53-08aedbe08429
Docophoroides harrisoni	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Thalassarche melanophris	Diomedeidae	http://biodiversity.org.au/afd/taxa/5a6e3484-f669-47e0-9d53-08aedbe08429
Docophoroides murphyi	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Macronectes giganteus	Procellariidae	http://biodiversity.org.au/afd/taxa/f7e39645-0c31-44f8-bf7f-0d40f216dd0d
Docophoroides murphyi	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Macronectes halli	Procellariidae	http://biodiversity.org.au/afd/taxa/f7e39645-0c31-44f8-bf7f-0d40f216dd0d
Docophoroides simplex	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Phoebetria palpebrata	Diomedeidae	http://biodiversity.org.au/afd/taxa/0a207116-16a5-4f8c-90a8-0def7e4d035e
Docophoroides simplex	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Thalassarche chrysostoma	Diomedeidae	http://biodiversity.org.au/afd/taxa/0a207116-16a5-4f8c-90a8-0def7e4d035e
Docophoroides simplex	Philopteridae	Associate:Consumer:Parasite:Ectoparasite	Thalassarche melanophris	Diomedeidae	http://biodiversity.org.au/afd/taxa/0a207116-16a5-4f8c-90a8-0def7e4d035e
Doleschallia bisaltide	Nymphalidae	Associate:Consumer:Herbivore	Asystasia gangetica	Acanthaceae	http://biodiversity.org.au/afd/taxa/cd5b5e23-83ee-444d-a48d-b4a1bbc74454
Doleschallia bisaltide	Nymphalidae	Associate:Consumer:Herbivore	Graptophyllum pictum	Acanthaceae	http://biodiversity.org.au/afd/taxa/cd5b5e23-83ee-444d-a48d-b4a1bbc74454
Doleschallia bisaltide	Nymphalidae	Associate:Consumer:Herbivore	Pseuderanthemum variabile	Acanthaceae	http://biodiversity.org.au/afd/taxa/cd5b5e23-83ee-444d-a48d-b4a1bbc74454
Doleschallia bisaltide	Nymphalidae	Associate:Consumer:Herbivore	Ruellia	Acanthaceae	http://biodiversity.org.au/afd/taxa/cd5b5e23-83ee-444d-a48d-b4a1bbc74454
Dollfusiella australis	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Furgaleus macki	Triakidae	http://biodiversity.org.au/afd/taxa/07986578-f25e-4055-8b3b-71c6f480a87f
Dollfusiella australis	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Mustelus antarcticus	Triakidae	http://biodiversity.org.au/afd/taxa/07986578-f25e-4055-8b3b-71c6f480a87f
Dollfusiella australis	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Notorynchus cepedianus	Hexanchidae	http://biodiversity.org.au/afd/taxa/07986578-f25e-4055-8b3b-71c6f480a87f
Dollfusiella bareldsi	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Myliobatis australis	Myliobatidae	http://biodiversity.org.au/afd/taxa/ee0875d8-ac9f-49ca-a005-2d112d15ee7e
Dollfusiella geraschmidti	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Tandanus tandanus	Plotosidae	http://biodiversity.org.au/afd/taxa/40a866c4-30d0-4b61-a321-4ee5867398b3
Dollfusiella geraschmidti	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Trygonoptera testacea	Urolophidae	http://biodiversity.org.au/afd/taxa/40a866c4-30d0-4b61-a321-4ee5867398b3
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Aptychotrema vincentiana	Rhinobatidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Carcharhinus brachyurus	Carcharhinidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Mustelus antarcticus	Triakidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Myliobatis australis	Myliobatidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Parascyllium ferrugineum	Parascylliidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Sutorectus tentaculatus	Orectolobidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Trygonorrhina fasciata	Rhinobatidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella martini	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Urolophus cruciatus	Urolophidae	http://biodiversity.org.au/afd/taxa/2121c310-fe3b-42d1-bfc6-dbec97fb0eeb
Dollfusiella ocallaghani	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Aptychotrema vincentiana	Rhinobatidae	http://biodiversity.org.au/afd/taxa/47ac6a6e-b093-4d60-90fb-8938b71f0cff
Dollfusiella ocallaghani	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Carcharhinus brachyurus	Carcharhinidae	http://biodiversity.org.au/afd/taxa/47ac6a6e-b093-4d60-90fb-8938b71f0cff
Dollfusiella ocallaghani	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Dasyatis brevicaudata	Dasyatidae	http://biodiversity.org.au/afd/taxa/47ac6a6e-b093-4d60-90fb-8938b71f0cff
Dollfusiella ocallaghani	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Myliobatis australis	Myliobatidae	http://biodiversity.org.au/afd/taxa/47ac6a6e-b093-4d60-90fb-8938b71f0cff
Dollfusiella owensi	Eutetrarhynchidae	Associate:Consumer:Parasite:Endoparasite	Himantura uarnak	Dasyatidae	http://biodiversity.org.au/afd/taxa/f5e010fa-86ef-4ff6-8b29-274cd3efd059
Dolops tasmanianus	Argulidae	Associate:Consumer:Parasite:Ectoparasite	Galaxias	Galaxiidae	http://biodiversity.org.au/afd/taxa/c6fbf35d-d9d1-4c70-a5af-b7a592ed35fc
Dracunculus mulbus	Dracunculidae	Associate:Consumer:Parasite	Liasis fuscus	Boidae	http://biodiversity.org.au/afd/taxa/5ca5c6fe-edd3-40b8-9860-96c09e779f0a
Draschia megastoma	Habronematinae	Associate:Consumer:Parasite	Equus caballus	Equidae	http://biodiversity.org.au/afd/taxa/b234f936-b742-3686-e044-00144f3b4a43	
Drepanidotaenia lobata	Hymenolepididae	Associate:Consumer:Parasite:Endoparasite	Cygnus atratus	Anatidae	http://biodiversity.org.au/afd/taxa/22288f90-a5f4-4fca-bc58-573dfa4a6bd1
Drepanidotaenia rapida	Hymenolepididae	Associate:Consumer:Parasite:Endoparasite	Cygnus atratus	Anatidae	http://biodiversity.org.au/afd/taxa/8fcf73a3-dfac-4659-a63f-833b8419416c
Dromaeostrongylus bicuspis	Dromaeostrongylidae	Associate:Consumer:Parasite	Dromaius novaehollandiae	Dromaiidae	http://biodiversity.org.au/afd/taxa/18c90f9c-e998-49c7-a543-e2b5becb4b5e	
Dromaeostrongylus bicuspis	Dromaeostrongylidae	Associate:Consumer:Parasite:Endoparasite	Dromaius novaehollandiae	Dromaiidae	http://biodiversity.org.au/afd/taxa/18c90f9c-e998-49c7-a543-e2b5becb4b5e	
Duboscqia dengihilli	Duboscqiidae	Associate:Consumer:Parasite	Anopheles hilli	Culicidae	http://biodiversity.org.au/afd/taxa/4116ff7a-cc35-4f8d-ac77-73a73d014598
Duboscqia dengihilli	Duboscqiidae	Associate:Consumer:Parasite	Apocyclops dengizicus	Cyclopidae	http://biodiversity.org.au/afd/taxa/4116ff7a-cc35-4f8d-ac77-73a73d014598
Dujardinascaris blairi	Ascarididae	Associate:Consumer:Parasite	Crocodylus johnstoni	Crocodylidae	http://biodiversity.org.au/afd/taxa/38a04667-654b-424a-89bc-12f780dda2ac
Dujardinascaris mawsonae	Ascarididae	Associate:Consumer:Parasite	Crocodylus johnstoni	Crocodylidae	http://biodiversity.org.au/afd/taxa/b507a0eb-7f5c-4827-9045-6c2fc2cc70a5
Dujardinascaris mawsonae	Ascarididae	Associate:Consumer:Parasite	Crocodylus porosus	Crocodylidae	http://biodiversity.org.au/afd/taxa/b507a0eb-7f5c-4827-9045-6c2fc2cc70a5
Dujardinascaris taylorae	Ascarididae	Associate:Consumer:Parasite	Crocodylus porosus	Crocodylidae	http://biodiversity.org.au/afd/taxa/7063417a-baa3-4262-8ebb-006b5c77a1d4
Dunatothrips aneurae	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia aneura	Fabaceae	http://biodiversity.org.au/afd/taxa/9605b185-e9cd-452f-9291-72d02d497055
Dunatothrips aulidis	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia catenulata	Fabaceae	http://biodiversity.org.au/afd/taxa/3d8653a0-5bb0-4ac9-9909-668c3d7983c6
Dunatothrips chapmani	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia ramulosa	Fabaceae	http://biodiversity.org.au/afd/taxa/27f6a0b5-8ff4-472c-83fa-859702996183
Dunatothrips gloius	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia lysiphloia	Fabaceae	http://biodiversity.org.au/afd/taxa/47b6d24b-98ac-475b-901b-0c31ff0fbeea
Dunatothrips skene	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia catenulata	Fabaceae	http://biodiversity.org.au/afd/taxa/f2b9880b-59e5-473d-8b0d-d48d2ea8e131
Dunatothrips vestitor	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia aneura	Fabaceae	http://biodiversity.org.au/afd/taxa/86ee3023-c45e-4e10-a2e2-f248e2270e27
Durckheimia lochi	Pinnotheridae	Associate	Ctenoides ales	Limidae	http://biodiversity.org.au/afd/taxa/d310c55f-7477-4976-93ca-74130244ffbf
Durckheimia lochi	Pinnotheridae	Associate	Lima vulgaris	Limidae	http://biodiversity.org.au/afd/taxa/d310c55f-7477-4976-93ca-74130244ffbf
Durikainema	Robertdollfusidae	Associate:Consumer:Parasite	Phascolarctos cinereus	Phascolarctidae	http://biodiversity.org.au/afd/taxa/b234f936-b1fb-3686-e044-00144f3b4a43
Durikainema macropi	Robertdollfusidae	Associate:Consumer:Parasite	Macropus giganteus	Macropodidae	http://biodiversity.org.au/afd/taxa/b234f936-b1fe-3686-e044-00144f3b4a43
Durikainema macropi	Robertdollfusidae	Associate:Consumer:Parasite	Macropus rufogriseus	Macropodidae	http://biodiversity.org.au/afd/taxa/b234f936-b1fe-3686-e044-00144f3b4a43
Durikainema phascolarcti	Robertdollfusidae	Associate:Consumer:Parasite	Phascolarctos cinereus	Phascolarctidae	http://biodiversity.org.au/afd/taxa/b234f936-b201-3686-e044-00144f3b4a43
Echeneidocoelium indicum	Lepocreadiidae	Associate:Consumer:Parasite:Endoparasite	Echeneis naucrates	Echeneidae	http://biodiversity.org.au/afd/taxa/96991f55-58e0-486c-beff-458826db2279
Echidnophaga ambulans	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Antechinus	Dasyuridae	http://biodiversity.org.au/afd/taxa/53b47be2-eb83-4045-b595-b480add9320b
Echidnophaga ambulans	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Oryctolagus cuniculus	Leporidae	http://biodiversity.org.au/afd/taxa/2d7d9791-b769-427d-85aa-01735ec06674
Echidnophaga ambulans	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Tachyglossus aculeatus	Tachyglossidae	http://biodiversity.org.au/afd/taxa/2d7d9791-b769-427d-85aa-01735ec06674
Echidnophaga ambulans	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Tachyglossus aculeatus	Tachyglossidae	http://biodiversity.org.au/afd/taxa/53b47be2-eb83-4045-b595-b480add9320b
Echidnophaga ambulans	Pulicidae	Associate:Consumer:Sanguinivore	Leporillus conditor	Muridae	http://biodiversity.org.au/afd/taxa/2d7d9791-b769-427d-85aa-01735ec06674
Echidnophaga aranka	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Antechinus swainsonii	Dasyuridae	http://biodiversity.org.au/afd/taxa/2ad3a0d7-0a7d-47a4-b6c8-62a81aac9dba
Echidnophaga aranka	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Bettongia lesueur	Hypsiprymnodontidae	http://biodiversity.org.au/afd/taxa/2ad3a0d7-0a7d-47a4-b6c8-62a81aac9dba
Echidnophaga calabyi	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Lasiorhinus latifrons	Vombatidae	http://biodiversity.org.au/afd/taxa/006cbd6e-abaa-4ed1-a748-fd519df60eb4
Echidnophaga calabyi	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Potorous tridactylus	Hypsiprymnodontidae	http://biodiversity.org.au/afd/taxa/006cbd6e-abaa-4ed1-a748-fd519df60eb4
Echidnophaga cornuta	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Lasiorhinus latifrons	Vombatidae	http://biodiversity.org.au/afd/taxa/7d23571a-5fae-4282-8206-ae8aafd4d751
Echidnophaga cornuta	Pulicidae	Associate:Consumer:Sanguinivore	Cercartetus concinnus	Burramyidae	http://biodiversity.org.au/afd/taxa/7d23571a-5fae-4282-8206-ae8aafd4d751
Echidnophaga eyrei	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Rattus rattus	Muridae	http://biodiversity.org.au/afd/taxa/12efb54f-6738-44f9-a11b-7e1a5bf2ed15
Echidnophaga eyrei	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Vombatus ursinus	Vombatidae	http://biodiversity.org.au/afd/taxa/12efb54f-6738-44f9-a11b-7e1a5bf2ed15
Echidnophaga eyrei	Pulicidae	Associate:Consumer:Sanguinivore	Cercartetus lepidus	Burramyidae	http://biodiversity.org.au/afd/taxa/12efb54f-6738-44f9-a11b-7e1a5bf2ed15
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Bettongia lesueur	Hypsiprymnodontidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Bos taurus	Bovidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Canis lupus	Canidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Capra hircus	Bovidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Cheramoeca leucosterna	Hirundinidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Columba livia	Columbidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Cracticus tibicen	Artamidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Equus caballus	Equidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Felis catus	Felidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Gallus gallus	Phasianidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Leporillus conditor	Muridae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Macrotis lagotis	Thylacomyidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Manorina melanocephala	Meliphagidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
Echidnophaga gallinacea	Pulicidae	Associate:Consumer:Parasite:Ectoparasite	Myrmecobius fasciatus	Myrmecobiidae	http://biodiversity.org.au/afd/taxa/46235672-cc4d-42a6-a444-2e8f8a7301d4
