Content-type: text/html

HTTP/1.1 200 OK
Date: Tue, 07 Nov 2017 23:20:36 GMT
Server: Apache/2.2.26 (Unix) DAV/2 mod_perl/2.0.5 Perl/v5.12.3
Last-Modified: Thu, 27 Jun 2013 11:40:44 GMT
ETag: "3ed80f-a086a-4e0213b85a700"
Accept-Ranges: bytes
Content-Length: 657514
MS-Author-Via: DAV
Keep-Alive: timeout=15, max=66
Connection: Keep-Alive
Content-Type: text/plain

name	family	interaction	host name	host family	source
Achorophora obliqua	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Casuarina luehmannii	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/ce5c9a67-3d68-489f-94f0-a3844c33401f
Acizzia albizziae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Albizia lophantha	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/0d1ab40b-a594-4f57-8471-788e644ac435
Acizzia solanicola	Psyllidae	Associate:Consumer:Herbivore:Sap feeder	Solanum melongena	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b6f91c95-32e6-461e-a6a5-f17715cf8c35
Acoleus hedleyi	Acoleidae	Associate:Consumer:Parasite:Endoparasite	Cladorhynchus himantopus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/8a78c03d-8dec-4764-add9-26389a835575
Acraea andromacha	Nymphalidae	Associate:Consumer:Herbivore	Passiflora mollissima	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/f420d876-1200-4df8-9a88-1176663dc8ea
Actornithophilus grandiceps	Menoponidae	Associate:Consumer:Parasite:Ectoparasite	Haematopus ostralegus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b8df56c0-f513-4ebf-83eb-dff461c8a94d
Actornithophilus piceus	Menoponidae	Associate:Consumer:Parasite:Ectoparasite	Larus novaehollandiae	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/e593eb59-ee47-417b-98c1-0a88fd873290
Actornithophilus piceus	Menoponidae	Associate:Consumer:Parasite:Ectoparasite	Sterna bergii	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/433c8c8e-a4dd-42eb-ad9d-d8c243bde7c5
Acuaria microeca	Acuariidae	Associate:Consumer:Parasite	Microeca leucophaea	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97db-1327-e044-00144f3b4a43	
Acuaria petterae	Acuariidae	Associate:Consumer:Parasite	Gymnorhina libicen	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97e1-1327-e044-00144f3b4a43	
Acuaria petterae	Acuariidae	Associate:Consumer:Parasite	Lichenostomus plumulus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97e1-1327-e044-00144f3b4a43	
Acuaria petterae	Acuariidae	Associate:Consumer:Parasite	Lichenostomus virescens	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97e1-1327-e044-00144f3b4a43	
Acuaria streperina	Acuariidae	Associate:Consumer:Parasite	Streptera fuliginosa	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97e7-1327-e044-00144f3b4a43	
Acuaria streperina	Acuariidae	Associate:Consumer:Parasite	Streptera versicolor	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-97e7-1327-e044-00144f3b4a43	
Acyrthosiphon pisum	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Cytisus monspessulanus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/22fc733d-5f85-4bb5-a1d9-ba6b9ab7d032
Adelges nordmannianae	Adelgidae	Associate:Consumer:Herbivore:Sap feeder	Abies	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9ceb3663-c30d-427e-86c8-4156d1922082
Adelges nordmannianae	Adelgidae	Associate:Consumer:Herbivore:Sap feeder	Picea orientalis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9ceb3663-c30d-427e-86c8-4156d1922082
Adelotopus punctatus	Carabidae	Associate	Rhinotermes	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/03ebf9ce-0803-45fb-8f5f-6ba3f778b638
Aephnidiogenes major	Lepocreadiidae	Associate:Consumer:Parasite:Endoparasite	Diagramma labiosum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/be42d70d-846b-40ac-a698-081d6a313fde
Agamermis catadecaudata	Mermithidae	Associate:Consumer:Parasite	Paratettix australicus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/ed2b14a6-ea8e-4a25-b772-b861f240e970	
Agamermis catadecaudata	Mermithidae	Associate:Consumer:Parasite	Phalaucridium vittatum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/ed2b14a6-ea8e-4a25-b772-b861f240e970	
Agamermis catadecaudata	Mermithidae	Associate:Consumer:Parasite	Praxibulus exsculptus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/ed2b14a6-ea8e-4a25-b772-b861f240e970	
Agamonema	Anisakidae	Associate:Consumer:Parasite	Galeorhinus australis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/688e0d23-71ae-4cf5-9724-1215be08ccd5
Agamonema	Anisakidae	Associate:Consumer:Parasite	Hyla caerulea	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/688e0d23-71ae-4cf5-9724-1215be08ccd5
Agathia lycaenaria	Geometridae	Associate:Consumer:Herbivore	Gardenia jasminoides	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/18b927da-2221-4591-9dab-29ee63e5fddc
Agathia lycaenaria	Geometridae	Associate:Consumer:Herbivore	Mammea siamensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/18b927da-2221-4591-9dab-29ee63e5fddc
Agathia lycaenaria	Geometridae	Associate:Consumer:Herbivore	Nerium odorum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/18b927da-2221-4591-9dab-29ee63e5fddc
Agathia lycaenaria	Geometridae	Associate:Consumer:Herbivore	Tabernaemontana divaricata	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/18b927da-2221-4591-9dab-29ee63e5fddc
Agathyrna praecellens	Coreidae	Associate:Consumer:Herbivore	Theobroma cacao	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/0456fd34-38a5-414c-bf4a-72d9e3508a50
Agelaeopsylla corymbiae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus dichromophloia	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/52e29712-f4a3-4678-90bf-fe8c36a377a5
Agelaeopsylla corymbiae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus pyrophora	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/52e29712-f4a3-4678-90bf-fe8c36a377a5
Agelaeopsylla corymbiae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus terminalis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/52e29712-f4a3-4678-90bf-fe8c36a377a5
Agelaeopsylla maculatae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus citriodora	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/60a07be5-43c8-4cd0-b38f-801222240fe6
Agelaeopsylla maculatae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus maculata	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/60a07be5-43c8-4cd0-b38f-801222240fe6
Agelaeopsylla papuanae	Psyllidae	Associate:Consumer:Herbivore:Sap sucker	Eucalyptus papuana	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/8e1299ca-7af9-49df-8433-717242b3d7f8
Aglenchus agricola	Tylenchidae	Associate:Consumer:Parasite:Plant parasite	Grass	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9cc0863f-124a-0b3b-e044-00144f3b4a43	
Aglenchus agricola	Tylenchidae	Associate:Consumer:Parasite:Plant parasite	Rhododendron indicum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9cc0863f-124a-0b3b-e044-00144f3b4a43	
Aglenchus agricola	Tylenchidae	Associate:Consumer:Parasite:Plant parasite	Rosa multiflora	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9cc0863f-124a-0b3b-e044-00144f3b4a43	
Agmasoma penaei	Thelohaniidae	Associate:Consumer:Parasite	Penaeus latisulcatus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/7a589577-277e-47bb-b975-651c8ae43d99
Agmasoma penaei	Thelohaniidae	Associate:Consumer:Parasite	Penaeus longistylus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/7a589577-277e-47bb-b975-651c8ae43d99
Agonoscelis rutila	Pentatomidae	Associate:Consumer:Herbivore	Hibiscus sabdariffa	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/6f03c7e2-7c35-4d3a-9735-a7f3464d0f62
Agrilus hypoleucus	Buprestidae	Associate:Consumer:Herbivore	Casuarina muelleriana	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/35c85718-1093-4b36-8bd8-93a13891ec36
Aitkenia latevagans	Miridae	Associate:Consumer:Herbivore	Casuarina Casuarina	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/f4591919-8cbf-472d-bf86-3cd5ef792593
Aitkenia latevagans	Miridae	Associate:Consumer:Herbivore	Casuarina Casuarina glauca	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/f4591919-8cbf-472d-bf86-3cd5ef792593
Akainothrips bipictus	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia aff	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/8b48f406-a086-4580-b50e-7e1a5d5440cf
Akainothrips ireneae	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia macdonnelliensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/2c595acb-5a74-4592-a189-b67f9afd403c
Akainothrips magnetis	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia ?brachystachya	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/f042e4b5-b011-48a8-9d00-319a0992306d
Akainothrips polysetulus	Phlaeothripidae	Associate:Consumer:Herbivore:Folivore	Acacia microcephala	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/726e65bf-11d5-4ba0-882f-e2f498f49f07
Alainchabaudia alcedinis	Hartertiidae	Associate:Consumer:Parasite	Halcyon sancta	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-971e-1327-e044-00144f3b4a43
Albastaspis nivea	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Calycothrix tetragona	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/08dc1895-10aa-4485-bd81-d3f6a98d6f81
Alcaeus hermannsburgi	Pentatomidae	Associate:Consumer:Herbivore	Cassia artemisioides	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/57da62a9-4f39-44dc-bde0-bfbeca4a0f6c
Alcaeus lignicolor	Pentatomidae	Associate:Consumer:Herbivore	Callitris preissi	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/4d674f9b-c68e-45a1-bdd8-1e7fa438c69a
Aleurocanthus pendleburyi	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Citrus sinensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/852b4942-9105-4bdb-b629-9593f4a42d98
Aleurocanthus tsignatus	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Ceratopetalum juniperum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/40b5bd38-1d08-4686-9858-f721e9d5b857
Aleurocanthus valenciae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Citrus sinensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/5c90c98d-2e70-4cf6-86a2-f97fc16386e0
Aleuroclava neolitseae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Myristica muelleri	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/304af228-9f4a-4c5d-9cf2-dd5d9051de47
Aleuroclava neolitseae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Neolitsea acuminatissima	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/304af228-9f4a-4c5d-9cf2-dd5d9051de47
Aleuroctarthrus destructor	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Avicennia officinalis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9aab4f15-b8e8-4457-bacc-26980097202b
Aleuroctarthrus destructor	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Avicennnia officinalis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/9aab4f15-b8e8-4457-bacc-26980097202b
Aleuroduplidens carverae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Neolitsea acuminatissima	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/614fbb8a-32d1-4f6b-ba53-2196774f5aa1
Aleuroduplidens croceata	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Styphelia elliptica	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/35b9e562-6f40-4eff-87f3-06aec49b22f3
Aleuroduplidens triangularis	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Acacia macdonnelliensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b7c739a7-097b-4ff3-898c-3e0545613021
Aleuroinanis myrtacei	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Syzigium	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/2a72a514-f7db-4b95-b528-d44aa6e6e91b
Aleuromarginatus marginiquus	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Davesia horrida	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/63fc4c07-2d27-4b67-88fd-84dc8b16b8e5
Aleuromarginatus nemciae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Nemcia	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/f61649a0-a791-4a85-b44f-b2c32c6f8ebb
Aleuromarginatus nigrus	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Buchanania lanzan	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/01148ee3-7f1a-4296-9473-3bc37df85edb
Aleuromarginatus nigrus	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Oxylobium ilicifolium	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/01148ee3-7f1a-4296-9473-3bc37df85edb
Aleuroplatus pectiniferus	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Casearia esculenta	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/8c5ff7e3-bba6-4dd0-b28c-3a9691f6432c
Aleurotrachelus dryandrae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Dryandra floribunda	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/1e4a4f9a-5ead-432e-8363-8e4590f38479
Aleurotrachelus dryandrae	Aleyrodidae	Associate:Consumer:Herbivore:Sap feeder	Dryandra nivea	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/1e4a4f9a-5ead-432e-8363-8e4590f38479
Allantomytilus maideni	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Litsea dealbata	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/932477fb-8cbb-4b7f-8095-8b1cb9569de5
Allantomytilus maideni	Diaspididae	Associate:Consumer:Herbivore:Sap feeder	Myrtus hillii	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/932477fb-8cbb-4b7f-8095-8b1cb9569de5
Allocotylophora polyprionum	Discocotylidae	Associate:Consumer:Parasite:Ectoparasite	Polyprion oxygenios	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/18635fb6-c7e6-48ae-8ecd-95a63899a1bf
Allodapa differens	Subuluridae	Associate:Consumer:Parasite	Centropus phasianus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-96e1-1327-e044-00144f3b4a43	
Allodapa suctoria	Subuluridae	Associate:Consumer:Parasite	Caprimulgus argus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/b286ff0e-96e5-1327-e044-00144f3b4a43	
Alloionema	NO_FAMILY	Associate:Consumer:Parasite	Lehmannia flava	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/17ae64b6-163c-4a43-b06c-5d0c53364b2e
Allora doleschallii	Hesperiidae	Associate:Consumer:Herbivore	Rhyssopteris timoriensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/09c6aea2-d447-4b0a-893d-de6ee4eab803
Allora doleschallii	Hesperiidae	Associate:Consumer:Herbivore	Rhyssopterys timorensis	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/a70f747c-51b5-4e4d-91db-fab6ff7d47e9
Aloephagus myersi	Aphididae	Associate:Consumer:Herbivore:Sap feeder	Aloe castanea	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/ced5e9e5-6ab0-45fe-bed6-1cea06f2034a
Alofia merki	Sebekidae	Associate:Consumer:Parasite:Endoparasite	Crocodilus porosus	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/cbfca3b1-df1a-43af-aab6-1c3b70593ffe
Aloipo ooldeae	Cicadellidae	Associate:Consumer:Herbivore:Phloem feeder	Heterodendrum oleifoliuim	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/363a54cf-abc0-494e-98ef-f3daf99ec463
Amblyospora indicola	Amblyosporidae	Associate:Consumer:Parasite	CYCLOPOIDAE	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/2d44d5e0-03f3-465d-ab64-31374b4a2410
Amblyospora trinus	Amblyosporidae	Associate:Consumer:Parasite	Culex halifaxii	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/8887c168-6543-44fb-86a4-e376ebf05679
Amblypelta lutescens	Coreidae	Associate:Consumer:Herbivore	Ficus aspera	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/073d06e5-681c-4507-8556-69c92b027117
Amblypelta lutescens	Coreidae	Associate:Consumer:Herbivore	Fortunella	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/073d06e5-681c-4507-8556-69c92b027117
Amblypelta lutescens	Coreidae	Associate:Consumer:Herbivore	Gossypium hirsutum	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/073d06e5-681c-4507-8556-69c92b027117
Amblypelta lutescens	Coreidae	Associate:Consumer:Herbivore	Malpighia	NO_HOST_FAMILY	http://biodiversity.org.au/afd/taxa/073d06e5-681c-4507-8556-69c92b027117
