rank	count	URI
8847=	4	http://biodiversity.org.au/afd.name/443156
8847=	4	http://biodiversity.org.au/afd.name/443158
8847=	4	http://biodiversity.org.au/afd.name/443159
8847=	4	http://biodiversity.org.au/afd.name/443200
8847=	4	http://biodiversity.org.au/afd.name/443223
8847=	4	http://biodiversity.org.au/afd.name/443231
8847=	4	http://biodiversity.org.au/afd.name/443302
8847=	4	http://biodiversity.org.au/afd.name/443308
8847=	4	http://biodiversity.org.au/afd.name/443318
8847=	4	http://biodiversity.org.au/afd.name/443334
8847=	4	http://biodiversity.org.au/afd.name/443437
8847=	4	http://biodiversity.org.au/afd.name/443460
8847=	4	http://biodiversity.org.au/afd.name/443462
8847=	4	http://biodiversity.org.au/afd.name/443481
8847=	4	http://biodiversity.org.au/afd.name/443483
8847=	4	http://biodiversity.org.au/afd.name/443535
8847=	4	http://biodiversity.org.au/afd.name/443537
8847=	4	http://biodiversity.org.au/afd.name/443540
8847=	4	http://biodiversity.org.au/afd.name/443557
8847=	4	http://biodiversity.org.au/afd.name/443560
8847=	4	http://biodiversity.org.au/afd.name/443585
8847=	4	http://biodiversity.org.au/afd.name/443600
8847=	4	http://biodiversity.org.au/afd.name/443649
8847=	4	http://biodiversity.org.au/afd.name/443714
8847=	4	http://biodiversity.org.au/afd.name/443722
8847=	4	http://biodiversity.org.au/afd.name/443822
8847=	4	http://biodiversity.org.au/afd.name/443842
8847=	4	http://biodiversity.org.au/afd.name/443851
8847=	4	http://biodiversity.org.au/afd.name/443863
8847=	4	http://biodiversity.org.au/afd.name/443864
8847=	4	http://biodiversity.org.au/afd.name/443865
8847=	4	http://biodiversity.org.au/afd.name/443916
8847=	4	http://biodiversity.org.au/afd.name/443918
8847=	4	http://biodiversity.org.au/afd.name/443992
8847=	4	http://biodiversity.org.au/afd.name/443999
8847=	4	http://biodiversity.org.au/afd.name/444027
8847=	4	http://biodiversity.org.au/afd.name/444028
8847=	4	http://biodiversity.org.au/afd.name/444035
8847=	4	http://biodiversity.org.au/afd.name/444112
8847=	4	http://biodiversity.org.au/afd.name/444123
8847=	4	http://biodiversity.org.au/afd.name/444177
8847=	4	http://biodiversity.org.au/afd.name/444180
8847=	4	http://biodiversity.org.au/afd.name/444181
8847=	4	http://biodiversity.org.au/afd.name/444223
8847=	4	http://biodiversity.org.au/afd.name/444228
8847=	4	http://biodiversity.org.au/afd.name/444229
8847=	4	http://biodiversity.org.au/afd.name/444230
8847=	4	http://biodiversity.org.au/afd.name/444315
8847=	4	http://biodiversity.org.au/afd.name/444345
8847=	4	http://biodiversity.org.au/afd.name/444351
8847=	4	http://biodiversity.org.au/afd.name/444353
8847=	4	http://biodiversity.org.au/afd.name/444355
8847=	4	http://biodiversity.org.au/afd.name/444426
8847=	4	http://biodiversity.org.au/afd.name/444427
8847=	4	http://biodiversity.org.au/afd.name/444453
8847=	4	http://biodiversity.org.au/afd.name/444552
8847=	4	http://biodiversity.org.au/afd.name/444554
8847=	4	http://biodiversity.org.au/afd.name/444609
8847=	4	http://biodiversity.org.au/afd.name/444643
8847=	4	http://biodiversity.org.au/afd.name/444735
8847=	4	http://biodiversity.org.au/afd.name/444740
8847=	4	http://biodiversity.org.au/afd.name/444843
8847=	4	http://biodiversity.org.au/afd.name/444844
8847=	4	http://biodiversity.org.au/afd.name/444845
8847=	4	http://biodiversity.org.au/afd.name/444884
8847=	4	http://biodiversity.org.au/afd.name/444885
8847=	4	http://biodiversity.org.au/afd.name/444902
8847=	4	http://biodiversity.org.au/afd.name/444922
8847=	4	http://biodiversity.org.au/afd.name/444951
8847=	4	http://biodiversity.org.au/afd.name/444952
8847=	4	http://biodiversity.org.au/afd.name/444953
8847=	4	http://biodiversity.org.au/afd.name/444954
8847=	4	http://biodiversity.org.au/afd.name/444955
8847=	4	http://biodiversity.org.au/afd.name/444956
8847=	4	http://biodiversity.org.au/afd.name/444957
8847=	4	http://biodiversity.org.au/afd.name/444958
8847=	4	http://biodiversity.org.au/afd.name/444986
8847=	4	http://biodiversity.org.au/afd.name/445019
8847=	4	http://biodiversity.org.au/afd.name/445051
8847=	4	http://biodiversity.org.au/afd.name/445083
8847=	4	http://biodiversity.org.au/afd.name/445084
8847=	4	http://biodiversity.org.au/afd.name/445089
8847=	4	http://biodiversity.org.au/afd.name/445148
8847=	4	http://biodiversity.org.au/afd.name/445161
8847=	4	http://biodiversity.org.au/afd.name/445188
8847=	4	http://biodiversity.org.au/afd.name/445189
8847=	4	http://biodiversity.org.au/afd.name/445194
8847=	4	http://biodiversity.org.au/afd.name/445195
8847=	4	http://biodiversity.org.au/afd.name/445196
8847=	4	http://biodiversity.org.au/afd.name/445197
8847=	4	http://biodiversity.org.au/afd.name/445198
8847=	4	http://biodiversity.org.au/afd.name/445257
8847=	4	http://biodiversity.org.au/afd.name/445268
8847=	4	http://biodiversity.org.au/afd.name/445269
8847=	4	http://biodiversity.org.au/afd.name/445277
8847=	4	http://biodiversity.org.au/afd.name/445301
8847=	4	http://biodiversity.org.au/afd.name/445337
8847=	4	http://biodiversity.org.au/afd.name/445352
8847=	4	http://biodiversity.org.au/afd.name/445381
8847=	4	http://biodiversity.org.au/afd.name/445383
8847=	4	http://biodiversity.org.au/afd.name/445384
8847=	4	http://biodiversity.org.au/afd.name/445385
8847=	4	http://biodiversity.org.au/afd.name/445409
8847=	4	http://biodiversity.org.au/afd.name/445443
8847=	4	http://biodiversity.org.au/afd.name/445534
8847=	4	http://biodiversity.org.au/afd.name/445592
8847=	4	http://biodiversity.org.au/afd.name/445595
8847=	4	http://biodiversity.org.au/afd.name/445597
8847=	4	http://biodiversity.org.au/afd.name/445598
8847=	4	http://biodiversity.org.au/afd.name/445599
8847=	4	http://biodiversity.org.au/afd.name/445600
8847=	4	http://biodiversity.org.au/afd.name/445610
8847=	4	http://biodiversity.org.au/afd.name/445625
8847=	4	http://biodiversity.org.au/afd.name/445643
8847=	4	http://biodiversity.org.au/afd.name/445661
8847=	4	http://biodiversity.org.au/afd.name/445663
8847=	4	http://biodiversity.org.au/afd.name/445666
8847=	4	http://biodiversity.org.au/afd.name/445677
8847=	4	http://biodiversity.org.au/afd.name/445678
8847=	4	http://biodiversity.org.au/afd.name/445679
8847=	4	http://biodiversity.org.au/afd.name/445680
8847=	4	http://biodiversity.org.au/afd.name/445681
8847=	4	http://biodiversity.org.au/afd.name/445710
8847=	4	http://biodiversity.org.au/afd.name/445716
8847=	4	http://biodiversity.org.au/afd.name/445736
8847=	4	http://biodiversity.org.au/afd.name/445749
8847=	4	http://biodiversity.org.au/afd.name/445750
8847=	4	http://biodiversity.org.au/afd.name/445763
8847=	4	http://biodiversity.org.au/afd.name/445764
8847=	4	http://biodiversity.org.au/afd.name/445775
8847=	4	http://biodiversity.org.au/afd.name/445832
8847=	4	http://biodiversity.org.au/afd.name/445890
8847=	4	http://biodiversity.org.au/afd.name/445914
8847=	4	http://biodiversity.org.au/afd.name/445915
8847=	4	http://biodiversity.org.au/afd.name/445919
8847=	4	http://biodiversity.org.au/afd.name/445943
8847=	4	http://biodiversity.org.au/afd.name/445945
8847=	4	http://biodiversity.org.au/afd.name/445955
8847=	4	http://biodiversity.org.au/afd.name/445957
8847=	4	http://biodiversity.org.au/afd.name/445959
8847=	4	http://biodiversity.org.au/afd.name/445970
8847=	4	http://biodiversity.org.au/afd.name/445989
8847=	4	http://biodiversity.org.au/afd.name/446034
8847=	4	http://biodiversity.org.au/afd.name/446068
8847=	4	http://biodiversity.org.au/afd.name/446095
8847=	4	http://biodiversity.org.au/afd.name/446127
8847=	4	http://biodiversity.org.au/afd.name/446133
8847=	4	http://biodiversity.org.au/afd.name/446192
8847=	4	http://biodiversity.org.au/afd.name/446259
8847=	4	http://biodiversity.org.au/afd.name/446300
8847=	4	http://biodiversity.org.au/afd.name/446301
8847=	4	http://biodiversity.org.au/afd.name/446332
8847=	4	http://biodiversity.org.au/afd.name/446556
8847=	4	http://biodiversity.org.au/afd.name/446568
8847=	4	http://biodiversity.org.au/afd.name/446583
8847=	4	http://biodiversity.org.au/afd.name/446602
8847=	4	http://biodiversity.org.au/afd.name/446657
8847=	4	http://biodiversity.org.au/afd.name/446665
8847=	4	http://biodiversity.org.au/afd.name/446704
8847=	4	http://biodiversity.org.au/afd.name/446742
8847=	4	http://biodiversity.org.au/afd.name/446770
8847=	4	http://biodiversity.org.au/afd.name/446828
8847=	4	http://biodiversity.org.au/afd.name/446829
8847=	4	http://biodiversity.org.au/afd.name/446866
8847=	4	http://biodiversity.org.au/afd.name/446886
8847=	4	http://biodiversity.org.au/afd.name/446939
8847=	4	http://biodiversity.org.au/afd.name/446998
8847=	4	http://biodiversity.org.au/afd.name/447014
8847=	4	http://biodiversity.org.au/afd.name/447074
8847=	4	http://biodiversity.org.au/afd.name/447139
8847=	4	http://biodiversity.org.au/afd.name/447179
8847=	4	http://biodiversity.org.au/afd.name/447220
8847=	4	http://biodiversity.org.au/afd.name/447264
8847=	4	http://biodiversity.org.au/afd.name/447287
8847=	4	http://biodiversity.org.au/afd.name/447387
8847=	4	http://biodiversity.org.au/afd.name/447399
8847=	4	http://biodiversity.org.au/afd.name/447438
8847=	4	http://biodiversity.org.au/afd.name/447472
8847=	4	http://biodiversity.org.au/afd.name/447504
8847=	4	http://biodiversity.org.au/afd.name/447570
8847=	4	http://biodiversity.org.au/afd.name/447577
8847=	4	http://biodiversity.org.au/afd.name/447582
8847=	4	http://biodiversity.org.au/afd.name/447594
8847=	4	http://biodiversity.org.au/afd.name/447616
8847=	4	http://biodiversity.org.au/afd.name/447618
8847=	4	http://biodiversity.org.au/afd.name/447634
8847=	4	http://biodiversity.org.au/afd.name/447639
8847=	4	http://biodiversity.org.au/afd.name/447752
8847=	4	http://biodiversity.org.au/afd.name/447770
8847=	4	http://biodiversity.org.au/afd.name/447841
8847=	4	http://biodiversity.org.au/afd.name/447882
8847=	4	http://biodiversity.org.au/afd.name/447884
8847=	4	http://biodiversity.org.au/afd.name/447893
8847=	4	http://biodiversity.org.au/afd.name/447902
8847=	4	http://biodiversity.org.au/afd.name/447928
8847=	4	http://biodiversity.org.au/afd.name/447930
8847=	4	http://biodiversity.org.au/afd.name/447981
8847=	4	http://biodiversity.org.au/afd.name/448030
8847=	4	http://biodiversity.org.au/afd.name/448036
8847=	4	http://biodiversity.org.au/afd.name/448053
8847=	4	http://biodiversity.org.au/afd.name/448132
8847=	4	http://biodiversity.org.au/afd.name/448140
8847=	4	http://biodiversity.org.au/afd.name/448149
8847=	4	http://biodiversity.org.au/afd.name/448150
8847=	4	http://biodiversity.org.au/afd.name/448151
8847=	4	http://biodiversity.org.au/afd.name/448163
8847=	4	http://biodiversity.org.au/afd.name/448164
8847=	4	http://biodiversity.org.au/afd.name/448194
8847=	4	http://biodiversity.org.au/afd.name/448211
8847=	4	http://biodiversity.org.au/afd.name/448212
8847=	4	http://biodiversity.org.au/afd.name/448221
8847=	4	http://biodiversity.org.au/afd.name/448226
8847=	4	http://biodiversity.org.au/afd.name/448286
8847=	4	http://biodiversity.org.au/afd.name/448333
8847=	4	http://biodiversity.org.au/afd.name/448498
8847=	4	http://biodiversity.org.au/afd.name/448545
8847=	4	http://biodiversity.org.au/afd.name/448557
8847=	4	http://biodiversity.org.au/afd.name/448599
8847=	4	http://biodiversity.org.au/afd.name/448661
8847=	4	http://biodiversity.org.au/afd.name/448667
8847=	4	http://biodiversity.org.au/afd.name/448669
8847=	4	http://biodiversity.org.au/afd.name/448670
8847=	4	http://biodiversity.org.au/afd.name/448696
8847=	4	http://biodiversity.org.au/afd.name/448702
8847=	4	http://biodiversity.org.au/afd.name/448714
8847=	4	http://biodiversity.org.au/afd.name/448805
8847=	4	http://biodiversity.org.au/afd.name/448829
8847=	4	http://biodiversity.org.au/afd.name/448838
8847=	4	http://biodiversity.org.au/afd.name/448858
8847=	4	http://biodiversity.org.au/afd.name/448859
8847=	4	http://biodiversity.org.au/afd.name/448860
8847=	4	http://biodiversity.org.au/afd.name/448861
8847=	4	http://biodiversity.org.au/afd.name/448862
8847=	4	http://biodiversity.org.au/afd.name/448964
8847=	4	http://biodiversity.org.au/afd.name/448965
8847=	4	http://biodiversity.org.au/afd.name/449018
8847=	4	http://biodiversity.org.au/afd.name/449200
8847=	4	http://biodiversity.org.au/afd.name/449201
8847=	4	http://biodiversity.org.au/afd.name/449210
8847=	4	http://biodiversity.org.au/afd.name/449211
8847=	4	http://biodiversity.org.au/afd.name/449212
8847=	4	http://biodiversity.org.au/afd.name/449213
8847=	4	http://biodiversity.org.au/afd.name/449214
8847=	4	http://biodiversity.org.au/afd.name/449264
8847=	4	http://biodiversity.org.au/afd.name/449265
8847=	4	http://biodiversity.org.au/afd.name/449266
8847=	4	http://biodiversity.org.au/afd.name/449267
8847=	4	http://biodiversity.org.au/afd.name/449268
8847=	4	http://biodiversity.org.au/afd.name/449270
8847=	4	http://biodiversity.org.au/afd.name/449271
8847=	4	http://biodiversity.org.au/afd.name/449272
8847=	4	http://biodiversity.org.au/afd.name/449280
8847=	4	http://biodiversity.org.au/afd.name/449281
8847=	4	http://biodiversity.org.au/afd.name/449344
8847=	4	http://biodiversity.org.au/afd.name/449348
8847=	4	http://biodiversity.org.au/afd.name/449367
8847=	4	http://biodiversity.org.au/afd.name/449373
8847=	4	http://biodiversity.org.au/afd.name/449376
8847=	4	http://biodiversity.org.au/afd.name/449472
8847=	4	http://biodiversity.org.au/afd.name/449473
8847=	4	http://biodiversity.org.au/afd.name/449474
8847=	4	http://biodiversity.org.au/afd.name/449475
8847=	4	http://biodiversity.org.au/afd.name/449476
8847=	4	http://biodiversity.org.au/afd.name/449477
8847=	4	http://biodiversity.org.au/afd.name/449478
8847=	4	http://biodiversity.org.au/afd.name/449479
8847=	4	http://biodiversity.org.au/afd.name/449530
8847=	4	http://biodiversity.org.au/afd.name/449573
8847=	4	http://biodiversity.org.au/afd.name/449586
8847=	4	http://biodiversity.org.au/afd.name/449588
8847=	4	http://biodiversity.org.au/afd.name/449608
8847=	4	http://biodiversity.org.au/afd.name/449614
8847=	4	http://biodiversity.org.au/afd.name/449615
8847=	4	http://biodiversity.org.au/afd.name/449616
8847=	4	http://biodiversity.org.au/afd.name/449664
8847=	4	http://biodiversity.org.au/afd.name/449665
8847=	4	http://biodiversity.org.au/afd.name/449668
8847=	4	http://biodiversity.org.au/afd.name/449707
8847=	4	http://biodiversity.org.au/afd.name/449736
8847=	4	http://biodiversity.org.au/afd.name/449763
8847=	4	http://biodiversity.org.au/afd.name/449775
8847=	4	http://biodiversity.org.au/afd.name/449777
8847=	4	http://biodiversity.org.au/afd.name/449812
8847=	4	http://biodiversity.org.au/afd.name/449883
8847=	4	http://biodiversity.org.au/afd.name/449892
8847=	4	http://biodiversity.org.au/afd.name/449893
8847=	4	http://biodiversity.org.au/afd.name/449947
8847=	4	http://biodiversity.org.au/afd.name/449952
8847=	4	http://biodiversity.org.au/afd.name/450017
8847=	4	http://biodiversity.org.au/afd.name/450018
8847=	4	http://biodiversity.org.au/afd.name/450027
8847=	4	http://biodiversity.org.au/afd.name/450034
8847=	4	http://biodiversity.org.au/afd.name/450072
8847=	4	http://biodiversity.org.au/afd.name/450084
8847=	4	http://biodiversity.org.au/afd.name/450130
8847=	4	http://biodiversity.org.au/afd.name/450210
8847=	4	http://biodiversity.org.au/afd.name/450211
8847=	4	http://biodiversity.org.au/afd.name/450219
8847=	4	http://biodiversity.org.au/afd.name/450220
8847=	4	http://biodiversity.org.au/afd.name/450292
8847=	4	http://biodiversity.org.au/afd.name/450319
8847=	4	http://biodiversity.org.au/afd.name/450326
8847=	4	http://biodiversity.org.au/afd.name/450451
8847=	4	http://biodiversity.org.au/afd.name/450453
8847=	4	http://biodiversity.org.au/afd.name/450455
8847=	4	http://biodiversity.org.au/afd.name/450468
8847=	4	http://biodiversity.org.au/afd.name/450478
8847=	4	http://biodiversity.org.au/afd.name/450479
8847=	4	http://biodiversity.org.au/afd.name/450489
8847=	4	http://biodiversity.org.au/afd.name/450505
8847=	4	http://biodiversity.org.au/afd.name/450560
8847=	4	http://biodiversity.org.au/afd.name/450607
8847=	4	http://biodiversity.org.au/afd.name/450622
8847=	4	http://biodiversity.org.au/afd.name/450734
8847=	4	http://biodiversity.org.au/afd.name/450748
8847=	4	http://biodiversity.org.au/afd.name/450773
8847=	4	http://biodiversity.org.au/afd.name/450849
8847=	4	http://biodiversity.org.au/afd.name/450893
8847=	4	http://biodiversity.org.au/afd.name/451092
8847=	4	http://biodiversity.org.au/afd.name/451253
8847=	4	http://biodiversity.org.au/afd.name/451256
8847=	4	http://biodiversity.org.au/afd.name/451295
8847=	4	http://biodiversity.org.au/afd.name/451330
8847=	4	http://biodiversity.org.au/afd.name/451339
8847=	4	http://biodiversity.org.au/afd.name/451538
8847=	4	http://biodiversity.org.au/afd.name/451562
8847=	4	http://biodiversity.org.au/afd.name/451569
8847=	4	http://biodiversity.org.au/afd.name/451586
8847=	4	http://biodiversity.org.au/afd.name/451587
8847=	4	http://biodiversity.org.au/afd.name/451588
8847=	4	http://biodiversity.org.au/afd.name/451626
8847=	4	http://biodiversity.org.au/afd.name/451640
8847=	4	http://biodiversity.org.au/afd.name/451645
8847=	4	http://biodiversity.org.au/afd.name/451652
8847=	4	http://biodiversity.org.au/afd.name/451661
8847=	4	http://biodiversity.org.au/afd.name/451722
8847=	4	http://biodiversity.org.au/afd.name/451765
8847=	4	http://biodiversity.org.au/afd.name/451773
8847=	4	http://biodiversity.org.au/afd.name/451814
8847=	4	http://biodiversity.org.au/afd.name/451840
8847=	4	http://biodiversity.org.au/afd.name/451964
8847=	4	http://biodiversity.org.au/afd.name/451965
8847=	4	http://biodiversity.org.au/afd.name/451976
8847=	4	http://biodiversity.org.au/afd.name/452032
8847=	4	http://biodiversity.org.au/afd.name/452059
8847=	4	http://biodiversity.org.au/afd.name/452091
8847=	4	http://biodiversity.org.au/afd.name/452110
8847=	4	http://biodiversity.org.au/afd.name/452111
8847=	4	http://biodiversity.org.au/afd.name/452112
8847=	4	http://biodiversity.org.au/afd.name/452115
8847=	4	http://biodiversity.org.au/afd.name/452118
8847=	4	http://biodiversity.org.au/afd.name/452119
8847=	4	http://biodiversity.org.au/afd.name/452161
8847=	4	http://biodiversity.org.au/afd.name/452185
8847=	4	http://biodiversity.org.au/afd.name/452203
8847=	4	http://biodiversity.org.au/afd.name/452206
8847=	4	http://biodiversity.org.au/afd.name/452224
8847=	4	http://biodiversity.org.au/afd.name/452239
8847=	4	http://biodiversity.org.au/afd.name/452294
8847=	4	http://biodiversity.org.au/afd.name/452302
8847=	4	http://biodiversity.org.au/afd.name/452504
8847=	4	http://biodiversity.org.au/afd.name/452509
8847=	4	http://biodiversity.org.au/afd.name/452510
8847=	4	http://biodiversity.org.au/afd.name/452512
8847=	4	http://biodiversity.org.au/afd.name/452525
8847=	4	http://biodiversity.org.au/afd.name/452556
8847=	4	http://biodiversity.org.au/afd.name/452557
8847=	4	http://biodiversity.org.au/afd.name/452558
8847=	4	http://biodiversity.org.au/afd.name/452559
8847=	4	http://biodiversity.org.au/afd.name/452560
8847=	4	http://biodiversity.org.au/afd.name/452715
8847=	4	http://biodiversity.org.au/afd.name/452717
8847=	4	http://biodiversity.org.au/afd.name/452718
8847=	4	http://biodiversity.org.au/afd.name/452719
8847=	4	http://biodiversity.org.au/afd.name/452720
8847=	4	http://biodiversity.org.au/afd.name/452721
8847=	4	http://biodiversity.org.au/afd.name/452722
8847=	4	http://biodiversity.org.au/afd.name/452723
8847=	4	http://biodiversity.org.au/afd.name/452724
8847=	4	http://biodiversity.org.au/afd.name/452725
8847=	4	http://biodiversity.org.au/afd.name/452822
8847=	4	http://biodiversity.org.au/afd.name/452833
8847=	4	http://biodiversity.org.au/afd.name/452836
8847=	4	http://biodiversity.org.au/afd.name/452837
8847=	4	http://biodiversity.org.au/afd.name/452865
8847=	4	http://biodiversity.org.au/afd.name/452880
8847=	4	http://biodiversity.org.au/afd.name/452914
8847=	4	http://biodiversity.org.au/afd.name/452956
8847=	4	http://biodiversity.org.au/afd.name/452975
8847=	4	http://biodiversity.org.au/afd.name/452980
8847=	4	http://biodiversity.org.au/afd.name/453011
8847=	4	http://biodiversity.org.au/afd.name/453034
8847=	4	http://biodiversity.org.au/afd.name/453035
8847=	4	http://biodiversity.org.au/afd.name/453047
8847=	4	http://biodiversity.org.au/afd.name/453079
8847=	4	http://biodiversity.org.au/afd.name/453081
8847=	4	http://biodiversity.org.au/afd.name/453082
8847=	4	http://biodiversity.org.au/afd.name/453120
8847=	4	http://biodiversity.org.au/afd.name/453172
8847=	4	http://biodiversity.org.au/afd.name/453186
8847=	4	http://biodiversity.org.au/afd.name/453201
8847=	4	http://biodiversity.org.au/afd.name/453229
8847=	4	http://biodiversity.org.au/afd.name/453230
8847=	4	http://biodiversity.org.au/afd.name/453305
8847=	4	http://biodiversity.org.au/afd.name/453343
8847=	4	http://biodiversity.org.au/afd.name/453355
8847=	4	http://biodiversity.org.au/afd.name/453449
8847=	4	http://biodiversity.org.au/afd.name/453519
8847=	4	http://biodiversity.org.au/afd.name/453553
8847=	4	http://biodiversity.org.au/afd.name/453564
8847=	4	http://biodiversity.org.au/afd.name/453609
8847=	4	http://biodiversity.org.au/afd.name/453678
8847=	4	http://biodiversity.org.au/afd.name/453780
8847=	4	http://biodiversity.org.au/afd.name/453797
8847=	4	http://biodiversity.org.au/afd.name/453798
8847=	4	http://biodiversity.org.au/afd.name/453805
8847=	4	http://biodiversity.org.au/afd.name/453870
8847=	4	http://biodiversity.org.au/afd.name/453876
8847=	4	http://biodiversity.org.au/afd.name/453892
8847=	4	http://biodiversity.org.au/afd.name/453960
8847=	4	http://biodiversity.org.au/afd.name/453987
8847=	4	http://biodiversity.org.au/afd.name/454012
8847=	4	http://biodiversity.org.au/afd.name/454013
8847=	4	http://biodiversity.org.au/afd.name/454035
8847=	4	http://biodiversity.org.au/afd.name/454043
8847=	4	http://biodiversity.org.au/afd.name/454069
8847=	4	http://biodiversity.org.au/afd.name/454091
8847=	4	http://biodiversity.org.au/afd.name/454119
8847=	4	http://biodiversity.org.au/afd.name/454144
8847=	4	http://biodiversity.org.au/afd.name/454146
8847=	4	http://biodiversity.org.au/afd.name/454188
8847=	4	http://biodiversity.org.au/afd.name/454193
8847=	4	http://biodiversity.org.au/afd.name/454197
8847=	4	http://biodiversity.org.au/afd.name/454203
8847=	4	http://biodiversity.org.au/afd.name/454317
8847=	4	http://biodiversity.org.au/afd.name/454368
8847=	4	http://biodiversity.org.au/afd.name/454370
8847=	4	http://biodiversity.org.au/afd.name/454371
8847=	4	http://biodiversity.org.au/afd.name/454372
8847=	4	http://biodiversity.org.au/afd.name/454373
8847=	4	http://biodiversity.org.au/afd.name/454374
8847=	4	http://biodiversity.org.au/afd.name/454420
8847=	4	http://biodiversity.org.au/afd.name/454425
8847=	4	http://biodiversity.org.au/afd.name/454426
8847=	4	http://biodiversity.org.au/afd.name/454431
8847=	4	http://biodiversity.org.au/afd.name/454454
8847=	4	http://biodiversity.org.au/afd.name/454637
8847=	4	http://biodiversity.org.au/afd.name/454684
8847=	4	http://biodiversity.org.au/afd.name/454685
8847=	4	http://biodiversity.org.au/afd.name/454686
8847=	4	http://biodiversity.org.au/afd.name/454687
8847=	4	http://biodiversity.org.au/afd.name/454714
8847=	4	http://biodiversity.org.au/afd.name/454715
8847=	4	http://biodiversity.org.au/afd.name/454777
8847=	4	http://biodiversity.org.au/afd.name/454783
8847=	4	http://biodiversity.org.au/afd.name/454784
8847=	4	http://biodiversity.org.au/afd.name/454787
8847=	4	http://biodiversity.org.au/afd.name/454788
8847=	4	http://biodiversity.org.au/afd.name/454790
8847=	4	http://biodiversity.org.au/afd.name/454880
8847=	4	http://biodiversity.org.au/afd.name/454909
8847=	4	http://biodiversity.org.au/afd.name/454943
8847=	4	http://biodiversity.org.au/afd.name/454944
8847=	4	http://biodiversity.org.au/afd.name/454968
8847=	4	http://biodiversity.org.au/afd.name/455077
8847=	4	http://biodiversity.org.au/afd.name/455082
8847=	4	http://biodiversity.org.au/afd.name/455095
8847=	4	http://biodiversity.org.au/afd.name/455097
8847=	4	http://biodiversity.org.au/afd.name/455098
8847=	4	http://biodiversity.org.au/afd.name/455102
8847=	4	http://biodiversity.org.au/afd.name/455103
8847=	4	http://biodiversity.org.au/afd.name/455104
8847=	4	http://biodiversity.org.au/afd.name/455120
8847=	4	http://biodiversity.org.au/afd.name/455139
8847=	4	http://biodiversity.org.au/afd.name/455140
8847=	4	http://biodiversity.org.au/afd.name/455141
8847=	4	http://biodiversity.org.au/afd.name/455150
8847=	4	http://biodiversity.org.au/afd.name/455182
8847=	4	http://biodiversity.org.au/afd.name/455187
8847=	4	http://biodiversity.org.au/afd.name/455188
8847=	4	http://biodiversity.org.au/afd.name/455196
8847=	4	http://biodiversity.org.au/afd.name/455219
8847=	4	http://biodiversity.org.au/afd.name/455271
8847=	4	http://biodiversity.org.au/afd.name/455272
8847=	4	http://biodiversity.org.au/afd.name/455273
8847=	4	http://biodiversity.org.au/afd.name/455274
8847=	4	http://biodiversity.org.au/afd.name/455275
8847=	4	http://biodiversity.org.au/afd.name/455276
8847=	4	http://biodiversity.org.au/afd.name/455277
8847=	4	http://biodiversity.org.au/afd.name/455278
8847=	4	http://biodiversity.org.au/afd.name/455279
8847=	4	http://biodiversity.org.au/afd.name/455281
8847=	4	http://biodiversity.org.au/afd.name/455342
8847=	4	http://biodiversity.org.au/afd.name/455344
8847=	4	http://biodiversity.org.au/afd.name/455361
8847=	4	http://biodiversity.org.au/afd.name/455369
8847=	4	http://biodiversity.org.au/afd.name/455370
8847=	4	http://biodiversity.org.au/afd.name/455371
8847=	4	http://biodiversity.org.au/afd.name/455462
8847=	4	http://biodiversity.org.au/afd.name/455541
8847=	4	http://biodiversity.org.au/afd.name/455565
8847=	4	http://biodiversity.org.au/afd.name/455566
8847=	4	http://biodiversity.org.au/afd.name/455567
8847=	4	http://biodiversity.org.au/afd.name/455570
8847=	4	http://biodiversity.org.au/afd.name/455648
8847=	4	http://biodiversity.org.au/afd.name/455696
8847=	4	http://biodiversity.org.au/afd.name/455703
8847=	4	http://biodiversity.org.au/afd.name/455720
8847=	4	http://biodiversity.org.au/afd.name/455725
8847=	4	http://biodiversity.org.au/afd.name/455744
8847=	4	http://biodiversity.org.au/afd.name/455745
8847=	4	http://biodiversity.org.au/afd.name/455788
8847=	4	http://biodiversity.org.au/afd.name/455789
8847=	4	http://biodiversity.org.au/afd.name/455815
8847=	4	http://biodiversity.org.au/afd.name/455842
8847=	4	http://biodiversity.org.au/afd.name/456144
8847=	4	http://biodiversity.org.au/afd.name/456200
8847=	4	http://biodiversity.org.au/afd.name/456210
8847=	4	http://biodiversity.org.au/afd.name/456245
8847=	4	http://biodiversity.org.au/afd.name/456249
8847=	4	http://biodiversity.org.au/afd.name/456322
8847=	4	http://biodiversity.org.au/afd.name/456428
8847=	4	http://biodiversity.org.au/afd.name/456462
8847=	4	http://biodiversity.org.au/afd.name/456490
8847=	4	http://biodiversity.org.au/afd.name/456510
8847=	4	http://biodiversity.org.au/afd.name/456543
8847=	4	http://biodiversity.org.au/afd.name/456547
8847=	4	http://biodiversity.org.au/afd.name/456551
8847=	4	http://biodiversity.org.au/afd.name/456552
8847=	4	http://biodiversity.org.au/afd.name/456586
8847=	4	http://biodiversity.org.au/afd.name/456601
8847=	4	http://biodiversity.org.au/afd.name/456603
8847=	4	http://biodiversity.org.au/afd.name/456638
8847=	4	http://biodiversity.org.au/afd.name/456725
8847=	4	http://biodiversity.org.au/afd.name/456763
8847=	4	http://biodiversity.org.au/afd.name/456764
8847=	4	http://biodiversity.org.au/afd.name/456780
8847=	4	http://biodiversity.org.au/afd.name/456789
