rank	count	SCIENTIFIC_NAME
2361=	6	Clivina basalis
2361=	6	Clivina biplagiata
2361=	6	Clivina blackburni
2361=	6	Clivina boops
2361=	6	Clivina bovillae
2361=	6	Clivina brevisterna
2361=	6	Clivina brunnicolor
2361=	6	Clivina carpentaria
2361=	6	Clivina cava
2361=	6	Clivina coronata
2361=	6	Clivina coryzoides
2361=	6	Clivina cribrifrons
2361=	6	Clivina cylindriformis
2361=	6	Clivina cylindripennis
2361=	6	Clivina dampieri
2361=	6	Clivina darwini
2361=	6	Clivina debilis
2361=	6	Clivina denticollis
2361=	6	Clivina depressicollis
2361=	6	Clivina difformis
2361=	6	Clivina diluta
2361=	6	Clivina dilutipes
2361=	6	Clivina dimidiata
2361=	6	Clivina dingo
2361=	6	Clivina doddi
2361=	6	Clivina elegans
2361=	6	Clivina emarginata
2361=	6	Clivina eremicola
2361=	6	Clivina exilis
2361=	6	Clivina ferruginea
2361=	6	Clivina flava
2361=	6	Clivina frenchi
2361=	6	Clivina froggatti
2361=	6	Clivina gracilipes
2361=	6	Clivina grandiceps
2361=	6	Clivina grata
2361=	6	Clivina hackeri
2361=	6	Clivina helmsi
2361=	6	Clivina heterogena
2361=	6	Clivina isogona
2361=	6	Clivina kershawi
2361=	6	Clivina leai
2361=	6	Clivina lepida
2361=	6	Clivina lobipes
2361=	6	Clivina macleayi
2361=	6	Clivina marginata
2361=	6	Clivina mastersi
2361=	6	Clivina misella
2361=	6	Clivina monilicornis
2361=	6	Clivina nana
2361=	6	Clivina nigra
2361=	6	Clivina nyctosyloides
2361=	6	Clivina obliquata
2361=	6	Clivina obliquicollis
2361=	6	Clivina oblonga
2361=	6	Clivina oblongicollis
2361=	6	Clivina obscuripes
2361=	6	Clivina obsoleta
2361=	6	Clivina occulta
2361=	6	Clivina odontomera
2361=	6	Clivina olliffi
2361=	6	Clivina oodnadattae
2361=	6	Clivina ovalipennis
2361=	6	Clivina pallidiceps
2361=	6	Clivina pectonoda
2361=	6	Clivina pectoralis
2361=	6	Clivina perthensis
2361=	6	Clivina planiceps
2361=	6	Clivina planifrons
2361=	6	Clivina procera
2361=	6	Clivina prominens
2361=	6	Clivina punctaticeps
2361=	6	Clivina quadratifrons
2361=	6	Clivina queenslandica
2361=	6	Clivina regularis
2361=	6	Clivina riverinae
2361=	6	Clivina robusta
2361=	6	Clivina rubripes
2361=	6	Clivina sculpticeps
2361=	6	Clivina sellata
2361=	6	Clivina simulans
2361=	6	Clivina sloanei
2361=	6	Clivina sulcaticeps
2361=	6	Clivina sulcicollis
2361=	6	Clivina tuberculifrons
2361=	6	Clivina tumidipes
2361=	6	Clivina vagans
2361=	6	Clivina vittata
2361=	6	Clorida albolitura
2361=	6	Clynotis albobarbatus
2361=	6	Clynotis semiferrugineus
2361=	6	Clynotis severus
2361=	6	Cneius dentipes
2361=	6	Colobometra perspinosa
2361=	6	Colobopleurus inopinatus
2361=	6	Comanthus alternans
2361=	6	Comanthus briareus
2361=	6	Comanthus delicata
2361=	6	Comanthus wahlbergii
2361=	6	Comaster multifidus
2361=	6	Comaster nobilis
2361=	6	Comatella nigra
2361=	6	Comatula cratera
2361=	6	Comatula pectinata
2361=	6	Comatula rotalaria
2361=	6	Comissia luetkeni
2361=	6	Commius elegans
2361=	6	Conopterum aberrans
2361=	6	Conopterum atrum
2361=	6	Conopterum bicornutum
2361=	6	Conopterum bifurcum
2361=	6	Conopterum chaudoirii
2361=	6	Conopterum damelii
2361=	6	Conopterum darlingense
2361=	6	Conopterum frenchi
2361=	6	Conopterum gagatinum
2361=	6	Conopterum leai
2361=	6	Conopterum longipenne
2361=	6	Conopterum modestum
2361=	6	Conopterum mucronatum
2361=	6	Conopterum pertenue
2361=	6	Conopterum purpuratum
2361=	6	Conopterum pyripenne
2361=	6	Conopterum sapphirinum
2361=	6	Conopterum septentrionale
2361=	6	Conopterum spaldingii
2361=	6	Conopterum tropicale
2361=	6	Conus catus
2361=	6	Conus chaldaeus
2361=	6	Conus circumcisus
2361=	6	Conus consors
2361=	6	Conus dampierensis
2361=	6	Conus elegans
2361=	6	Conus flavidus
2361=	6	Conus geographus
2361=	6	Conus hopwoodi
2361=	6	Conus lividus
2361=	6	Conus miliaris
2361=	6	Conus mitratus
2361=	6	Conus moreleti
2361=	6	Conus musicus
2361=	6	Conus mustelinus
2361=	6	Conus quercinus
2361=	6	Conus rattus
2361=	6	Conus spectrum
2361=	6	Conus stercusmuscarum
2361=	6	Conus tenuistriatus
2361=	6	Conus tulipa
2361=	6	Conus vexillum sumatrensis
2361=	6	Conus victoriae victoriae
2361=	6	Conus voluminalis
2361=	6	Cooperocoris australis
2361=	6	Cophixalus bombiens
2361=	6	Cophixalus crepitans
2361=	6	Cophixalus infacetus
2361=	6	Cophixalus mcdonaldi
2361=	6	Cophixalus monticola
2361=	6	Cophixalus neglectus
2361=	6	Cophixalus peninsularis
2361=	6	Cophixalus saxatilis
2361=	6	Coptodactyla glabricollis
2361=	6	Coptodactyla onitoides
2361=	6	Coptodactyla storeyi
2361=	6	Coptodera australis
2361=	6	Coptodera mastersii
2361=	6	Coptosoma aciculata
2361=	6	Coptosoma atratula
2361=	6	Coptosoma australica
2361=	6	Coptosoma diluta
2361=	6	Coptosoma frontata
2361=	6	Coptosoma hemisphaerica
2361=	6	Coptosoma lyncea
2361=	6	Coptosoma nepalensis
2361=	6	Coptosoma podagrica
2361=	6	Coptosoma poecila
2361=	6	Coptosoma ramosa
2361=	6	Coptosoma siamica
2361=	6	Coptosoma simplex
2361=	6	Coptosoma sphaerula
2361=	6	Coptosoma vicina
2361=	6	Coptosoma vollenhoveni
2361=	6	Coracina (Coracina) papuensis
2361=	6	Coracina (Edolisoma) tenuirostris tenuirostris
2361=	6	Coralliophila (Coralliophila) costularis
2361=	6	Corbula (Notocorbula) fortisulcata
2361=	6	Corbula (Notocorbula) monilis
2361=	6	Corbula (Serracorbula) solidula
2361=	6	Corcorax melanorhamphos
2361=	6	Corcorax melanorhamphos melanorhamphos
2361=	6	Coridromius variegatus
2361=	6	Cormocephalus aurantiipes
2361=	6	Cormocephalus brachycerus
2361=	6	Cormocephalus bungalbinensis
2361=	6	Cormocephalus coynei
2361=	6	Cormocephalus esulcatus
2361=	6	Cormocephalus hartmeryeri
2361=	6	Cormocephalus inermis
2361=	6	Cormocephalus laevipes
2361=	6	Cormocephalus lissadellensis
2361=	6	Cormocephalus michaelseni
2361=	6	Cormocephalus monteithi
2361=	6	Cormocephalus novaehollandiae
2361=	6	Cormocephalus rubriceps
2361=	6	Cormocephalus similis
2361=	6	Cormocephalus spinosior
2361=	6	Cormocephalus strigosus
2361=	6	Cormocephalus turneri
2361=	6	Cormocephalus westangelasensis
2361=	6	Cormocephalus westwoodi
2361=	6	Corvus coronoides perplexus
2361=	6	Corynophloeobia dimorpha
2361=	6	Cosmodiscus rubripictus
2361=	6	Cracticus nigrogularis
2361=	6	Cracticus nigrogularis nigrogularis
2361=	6	Cracticus nigrogularis picatus
2361=	6	Cracticus tibicen dorsalis
2361=	6	Cracticus tibicen telonocua
2361=	6	Cranchia scabra
2361=	6	Crenimugil crenilabis
2361=	6	Crenimugil heterocheilos
2361=	6	Crinia remota
2361=	6	Cristiceps australis
2361=	6	Crossotonotus spinipes
2361=	6	Cryptoblepharus egeriae
2361=	6	Cryptoblepharus litoralis
2361=	6	Cryptoblepharus megastictus
2361=	6	Cryptomya (Venatomya) elliptica
2361=	6	Cryptophis nigrescens
2361=	6	Cryptophis pallidiceps
2361=	6	Cryptorhamphus orbus
2361=	6	Cryptorhamphus slateri
2361=	6	Cryptosula pallasiana
2361=	6	Ctenophorus decresii
2361=	6	Ctenophorus maculatus
2361=	6	Ctenophorus parviceps
2361=	6	Ctenotrypauchen microcephalus
2361=	6	Ctenotus ariadnae
2361=	6	Ctenotus atlas
2361=	6	Ctenotus colletti
2361=	6	Ctenotus grandis
2361=	6	Ctenotus hebetior
2361=	6	Ctenotus helenae
2361=	6	Ctenotus joanae
2361=	6	Ctenotus piankai
2361=	6	Ctenotus quattuordecimlineatus
2361=	6	Cuspicona angustizona
2361=	6	Cuspicona cygniterrae
2361=	6	Cuspicona equisignata
2361=	6	Cuspicona exnigrospersa
2361=	6	Cuspicona jaksoniensis
2361=	6	Cuspicona longispina
2361=	6	Cuspicona norfolcensis
2361=	6	Cuspicona procallosa
2361=	6	Cyamiomactra balaustina
2361=	6	Cyclorana manya
2361=	6	Cyclotellina remies
2361=	6	Cydnochoerus nigrosignatus
2361=	6	Cydnotomus australis
2361=	6	Cydnotomus secundus
2361=	6	Cyllene pulchella
2361=	6	Cyllene sulcata
2361=	6	Cymatium (Monoplex) mundum
2361=	6	Cymatium (Monoplex) nicobaricum
2361=	6	Cymatium (Reticutriton) pfeifferianum
2361=	6	Cymatium (Septa) occidentale
2361=	6	Cymatium (Turritriton) labiosum
2361=	6	Cymbiola flavicans
2361=	6	Cymbiola magnifica
2361=	6	Cymbiola nivosa
2361=	6	Cymbiola pulchra pulchra
2361=	6	Cymbiola pulchra wisemani
2361=	6	Cymus novaezelandiae
2361=	6	Cysteorrhacha cactifera
2361=	6	Dactylopsila trivirgata
2361=	6	Daerlac apicalis
2361=	6	Daerlac nigricans
2361=	6	Daerlac picturatus
2361=	6	Daphoenositta (Neositta) chrysoptera chrysoptera
2361=	6	Dasynus fuscescens
2361=	6	Dasyuroides byrnei
2361=	6	Dasyurus viverrinus
2361=	6	Decametra parva
2361=	6	Delacampius hirtus
2361=	6	Delacampius lateralis
2361=	6	Delma borea
2361=	6	Delma fraseri
2361=	6	Denisonia maculata
2361=	6	Dentisblissus corniger
2361=	6	Dentisblissus divisus
2361=	6	Deroploopsis bidentatus
2361=	6	Deroploopsis brevicornutus
2361=	6	Deroploopsis curvicornis
2361=	6	Deroploopsis recticornis
2361=	6	Diacamma australe
2361=	6	Diala semistriata
2361=	6	Diala suturalis
2361=	6	Diaphyta rosea
2361=	6	Diaphyta tasmani
2361=	6	Diastoma melanioides
2361=	6	Dicrurus bracteatus atrabectus
2361=	6	Dictyotus incultus
2361=	6	Dictyotus lincolnensis
2361=	6	Dictyotus roei
2361=	6	Dictyotus tasmanicus
2361=	6	Didymosella larvalis
2361=	6	Diemenia immarginata
2361=	6	Diemenia minuta
2361=	6	Diemenia rubromarginata
2361=	6	Dilompus woodwardi
2361=	6	Dimorphopterus cornutus
2361=	6	Dindymus versicolor
2361=	6	Dineutus (Cyclous) australis
2361=	6	Dineutus (Spinosodineutes) neohollandicus
2361=	6	Dinotoperla bassae
2361=	6	Diorygopyx cuspidatus
2361=	6	Diorygopyx niger
2361=	6	Diorygopyx simpliciclunis
2361=	6	Diorygopyx tibialis
2361=	6	Diplodactylus ornatus
2361=	6	Diplonychus planus
2361=	6	Diporiphora linga
2361=	6	Diporiphora magna
2361=	6	Diporiphora reginae
2361=	6	Discoteuthis discus
2361=	6	Disporella buski
2361=	6	Distosquilla miles
2361=	6	Dorippe quadridens
2361=	6	Dorometra nana
2361=	6	Dorometra parvicirra
2361=	6	Dosinia victoriae
2361=	6	Drakiessa arelimira
2361=	6	Drakiessa glaebula
2361=	6	Drepanocanthoides walpolensis
2361=	6	Drepanocanthoides windyensis
2361=	6	Duonota bicamaca
2361=	6	Duonota bimaculata
2361=	6	Duonota concava
2361=	6	Duonota decoricauda
2361=	6	Duonota decoricaudula
2361=	6	Duonota multidentata
2361=	6	Dynomene pilumnoides
2361=	6	Echinaster colemani
2361=	6	Echinocyamus crispus
2361=	6	Echinocyamus platytatus
2361=	6	Echymipera rufescens
2361=	6	Egernia formosa
2361=	6	Egernia saxatilis
2361=	6	Elasmolomus australis
2361=	6	Elasmostethus taeniolus
2361=	6	Electra pilosa
2361=	6	Eledone palari
2361=	6	Elseya dentata
2361=	6	Emoia atrocostata
2361=	6	Emydura macquarii
2361=	6	Emydura subglobosa
2361=	6	Emydura victoriae
2361=	6	Engyprosopon grandisquama
2361=	6	Enithares atra
2361=	6	Enithares gwini
2361=	6	Enithares hackeri
2361=	6	Enithares loria
2361=	6	Enithares woodwardi
2361=	6	Entomyzon cyanotis
2361=	6	Entomyzon cyanotis cyanotis
2361=	6	Eocanthecona robusta
2361=	6	Ephyrina ombango
2361=	6	Epilectus fortis
2361=	6	Epilectus mastersi
2361=	6	Epinephelus bilobatus
2361=	6	Epinephelus latifasciatus
2361=	6	Epinephelus tukula
2361=	6	Epinephelus undulatostriatus
2361=	6	Equulites moretoniensis
2361=	6	Equus (Asinus) asinus
2361=	6	Eremophilacoris aridicolus
2361=	6	Eribotes bicuspis
2361=	6	Eribotes delitescens
2361=	6	Eribotes hobartensis
2361=	6	Eribotes reconditus
2361=	6	Eribotes subsinuatus
2361=	6	Ericusa fulgetrum
2361=	6	Ericusa sowerbyi
2361=	6	Erronea errones errones
2361=	6	Erronea subviridis dorsalis
2361=	6	Erythrogonys cinctus
2361=	6	Escharella diaphana
2361=	6	Ethmostigmus curtipes
2361=	6	Ethmostigmus muiri
2361=	6	Ethmostigmus nudior
2361=	6	Ethmostigmus pachysoma
2361=	6	Ethmostigmus parkeri
2361=	6	Ethmostigmus rubripes
2361=	6	Euander multicoloratus
2361=	6	Euander torquatus
2361=	6	Eubleekeria jonesi
2361=	6	Eubleekeria splendens
2361=	6	Eucerocoris suspectus
2361=	6	Euchelus atratus
2361=	6	Euchelus instrictus
2361=	6	Eucrassatella cumingii
2361=	6	Eufistulana mumia
2361=	6	Eulonips coleopteroides
2361=	6	Eulonips kurrawangi
2361=	6	Eulonips niger
2361=	6	Eulonips occidentalis
2361=	6	Eulonips pilitylus
2361=	6	Eumenotes obscura
2361=	6	Euphausia crystallorophias
2361=	6	Eupolemus picturatus
2361=	6	Euprotomus aurisdianae aurisdianae
2361=	6	Euricoris australicus
2361=	6	Euricoris gloriosus
2361=	6	Euryale asperum
2361=	6	Eurythenes obesus
2361=	6	Eurytion attemsi
2361=	6	Eurytion incisunguis
2361=	6	Eurytion mjobergi
2361=	6	Eusynthemis guttata
2361=	6	Everardia picta
2361=	6	Exyrias puntang
2361=	6	Eysarcoris fuscus
2361=	6	Eysarcoris lereddii
2361=	6	Favonigobius exquisitus
2361=	6	Favonigobius lateralis
2361=	6	Favonigobius lentiginosus
2361=	6	Fenestrulina epiphytica
2361=	6	Fibularia cribrellum
2361=	6	Fibularia ovulum
2361=	6	Fibularia plateia
2361=	6	Fibulariella acuta
2361=	6	Figorella angulosa
2361=	6	Filinia longiseta
2361=	6	Fimbria fimbriata
2361=	6	Foetorepus calauropomus
2361=	6	Fontejus collaris
2361=	6	Fontejus sidnicus
2361=	6	Fontejus westraliensis
2361=	6	Fromundus pygmaeus
2361=	6	Furina dunmalli
2361=	6	Gafrarium tumidum
2361=	6	Galgacus labidus
2361=	6	Gari (Gari) anomala
2361=	6	Gari (Gari) pulcherrima
2361=	6	Gari (Gobraeus) castrensis oriens
2361=	6	Gazza minuta
2361=	6	Gehyra baliola
2361=	6	Gemmula (Unedogemmula) unedo
2361=	6	Geocoris vestitus
2361=	6	Geogarypus longidigitatus
2361=	6	Geomerinus curtipes
2361=	6	Geophilus concolor
2361=	6	Geophilus duponti
2361=	6	Geophilus longicornis
2361=	6	Geoscaptus cacus
2361=	6	Geoscaptus laevissimus
2361=	6	Geotomus alexandria
2361=	6	Geotomus breweri
2361=	6	Geotomus distanti
2361=	6	Geotomus gracilipes
2361=	6	Geotomus katakadioides
2361=	6	Geotomus obesus
2361=	6	Geotomus oceanicus
2361=	6	Geotomus ocellatus
2361=	6	Gephyrothuria alcocki
2361=	6	Germalus coloratus
2361=	6	Germalus lineolosus
2361=	6	Gerres longirostris
2361=	6	Gerres subfasciatus
2361=	6	Gerygone fusca exsul
2361=	6	Gilippus hostilis
2361=	6	Glaucias sulcata
2361=	6	Globicephala macrorhynchus
2361=	6	Glyptoaptera abdominalis
2361=	6	Glyptoaptera eungellae
2361=	6	Glyptoaptera montana montana
2361=	6	Glyptoaptera simulans
2361=	6	Glyptoaptera woodwardi
2361=	6	Gnathanodon speciosus
2361=	6	Gnypetoscincus queenslandiae
2361=	6	Gomphina (Gomphina) undulosa
2361=	6	Goniodiscaster rugosus
2361=	6	Gonodactylaceus falcatus
2361=	6	Gonodactylellus incipiens
2361=	6	Gonodactylus chiragra
2361=	6	Gouldia (Gouldiopa) australis
2361=	6	Gralliclava insularia
2361=	6	Granosolarium asperum
2361=	6	Grossimenia tuberculata
2361=	6	Gymnochthebius australis
2361=	6	Gymnochthebius lividus
2361=	6	Gymnochthebius minipunctus
2361=	6	Gyrineum gyrinum gyrinum
2361=	6	Gyrinus (Gyrinus) convexiusculus
2361=	6	Haematopus longirostris
2361=	6	Halacritus glabrus
2361=	6	Halacritus lividus
2361=	6	Halicarcinus bedfordi
2361=	6	Haliotis scalaris scalaris
2361=	6	Haliotis squamata
2361=	6	Haliplus australis
2361=	6	Hallodapus albofasciatus
2361=	6	Hamedius incarnatus
2361=	6	Haptosquilla stoliura
2361=	6	Harpa amouretta
2361=	6	Heliacus (Heliacus) trochoides
2361=	6	Heliacus (Teretropoma) infundibuliformis
2361=	6	Heliacus (Teretropoma) mighelsi
2361=	6	Helicarion cuvieri
2361=	6	Helonotus queenslandensis
2361=	6	Helpis kenilworthi
2361=	6	Hemiarius dioctes
2361=	6	Hemiaspis damelii
2361=	6	Hemicordulia continentalis
2361=	6	Hemicordulia intermedia
2361=	6	Hemicordulia superba
2361=	6	Hemiergis initialis
2361=	6	Henicops dentatus
2361=	6	Henicops maculata
2361=	6	Henicorthaea yeoi
2361=	6	Herpetopoma vixumbilicata
2361=	6	Heterocerus debilipes
2361=	6	Heterocerus flindersi
2361=	6	Heterocerus mastersii
2361=	6	Heterocerus simillimus
2361=	6	Heteroglypta contraria
2361=	6	Heterometra crenulata
2361=	6	Heteronardoa carinata
2361=	6	Heteronotia spelea
2361=	6	Heteronychus arator
2361=	6	Heteroponera imbellis
2361=	6	Hiarchas angularis
2361=	6	Hiarchas bifasciculatus
2361=	6	Hiarchas crassicornis
2361=	6	Hiarchas terminalis
2361=	6	Himerometra robustipinna
2361=	6	Hippopetraliella crassocirca
2361=	6	Hippopodina iririkiensis
2361=	6	Hippopodina viriosa
2361=	6	Hipposideros ater
2361=	6	Hirondellea kapala
2361=	6	Histioteuthis miranda
2361=	6	Hoffmanseggiella defensor
2361=	6	Hoggicosa bicolor
2361=	6	Holoplatys complanata
2361=	6	Holoplatys daviesae
2361=	6	Holoplatys desertina
2361=	6	Holoplatys julimarina
2361=	6	Holoplatys meda
2361=	6	Holoplatys pemberton
2361=	6	Holoplatys planissima
2361=	6	Holoplatys strzeleckii
2361=	6	Holoplatys tasmanensis
2361=	6	Holothuria (Vaneyothuria) integra
2361=	6	Homalometra denticulata
2361=	6	Hoplocephalus bitorquatus
2361=	6	Hoplocephalus bungaroides
2361=	6	Horridipamera cantrelli
2361=	6	Hyalopeploides queenslandensis
2361=	6	Hyalopeplus (Adhyalopeplus) similis
2361=	6	Hyaloteuthis pelagica
2361=	6	Hydrochus adelaidae
2361=	6	Hydroglyphus balkei
2361=	6	Hydrometra strigosa
2361=	6	Hydrophis atriceps
2361=	6	Hygrobia wattsi
2361=	6	Hyphalus insularis
2361=	6	Hypoponera scitula
2361=	6	Hyrmine dispar
2361=	6	Hyrmine sexpunctata sexpunctata
2361=	6	Ibacus alticrenatus
2361=	6	Iconometra anisa
2361=	6	Ictinogomphus dobsoni
2361=	6	Idiommata blackwallii
2361=	6	Illiesoperla (Illiesoperla) mayi
2361=	6	Insulodrilus nudus
2361=	6	Iodictyum mamillatum
2361=	6	Iodictyum receptaculum
2361=	6	Ippatha ornata
2361=	6	Ipsa childreni
2361=	6	Ischnodemus sordidus
2361=	6	Ischnura heterosticta tasmanica
2361=	6	Isodermus dimorphus
2361=	6	Isodermus planus
2361=	6	Isognomon (Isognomon) isognomon
2361=	6	Istiblennius meleagris
2361=	6	Istigobius ornatus
2361=	6	Jalina ocularis
2361=	6	Jalloides opulentus
2361=	6	Jaydia truncatus
2361=	6	Jeffocoris grossi
2361=	6	Kaveinga (Angekiva) frontalis
2361=	6	Kempina mikado
2361=	6	Kerivoula papuensis
2361=	6	Kitsoniocoris rubrocoriosa
2361=	6	Kormijirania magna
2361=	6	Kormijirania parva
2361=	6	Kumaressa carraiensis
2361=	6	Kumaressa scutellata
2361=	6	Kumbutha quadrinotata
2361=	6	Labioporella bimamillata
2361=	6	Laccocenus ambiguus
2361=	6	Lacinularia ismaeloviensis
2361=	6	Lacordairia anchomenoides
2361=	6	Lacordairia angustata
2361=	6	Lacordairia argutoroides
2361=	6	Lacordairia calathoides
2361=	6	Lacordairia cychroides
2361=	6	Lacordairia erichsoni
2361=	6	Lacordairia fugax
2361=	6	Lacordairia proxima
2361=	6	Lacordairia terrena
2361=	6	Lactistes obesipes
2361=	6	Laemostenus complanatus
2361=	6	Lagostrophus fasciatus
2361=	6	Lambis (Harpago) chiragra chiragra
2361=	6	Lamprometra palmata
2361=	6	Lamyctes africanus
2361=	6	Lamyctes emarginatus
2361=	6	Lamyctinus coeculus
2361=	6	Lapemis curtus
2361=	6	Lathraedoeus inconstans
2361=	6	Laticlerada laticollis
2361=	6	Laticlerada naumanni
2361=	6	Latigammaropsis atlantica
2361=	6	Lativena producta
2361=	6	Leachia pacificus
2361=	6	Lecane quadridentata
2361=	6	Leiopsammodius freyi
2361=	6	Leiopsammodius implicatus
2361=	6	Leiopsammodius litoralis
2361=	6	Leiopsammodius newcastleensis
2361=	6	Leiopsammodius rufus
2361=	6	Lepanus loftyensis
2361=	6	Lepanus pisoniae
2361=	6	Leporicypraea mappa geographica
2361=	6	Leporicypraea mappa panerythra
2361=	6	Lepsiella (Lepsiella) flindersi
2361=	6	Leptochela (Leptochela) pugnax
2361=	6	Leptocoris rufomarginatus
2361=	6	Leptocoris subrufescens subrufescens
2361=	6	Leptocorisa acuta
2361=	6	Leptocorisa oratorius
2361=	6	Leptocorisa palawanensis
2361=	6	Leptogenys adlerzi
2361=	6	Leptogenys angustinoda
2361=	6	Leptogenys chelifer
2361=	6	Leptogenys clarki
2361=	6	Leptogenys conigera
2361=	6	Leptogenys darlingtoni
2361=	6	Leptogenys excisa
2361=	6	Leptogenys exigua
2361=	6	Leptogenys fallax
2361=	6	Leptogenys fortior
2361=	6	Leptogenys sjostedti
2361=	6	Lepton ovatum
2361=	6	Leptonychotes weddelli
2361=	6	Lerista bougainvillii
2361=	6	Lerista desertorum
2361=	6	Lerista karlschmidti
2361=	6	Lerista microtis
2361=	6	Lerista nichollsi
2361=	6	Lerista orientalis
2361=	6	Lerista picturata
2361=	6	Lerista terdigitata
2361=	6	Lestignathus pieperi
2361=	6	Lestonia grossi
2361=	6	Lestonia haustorifera
2361=	6	Lethrinus laticaudis
2361=	6	Lethrinus obsoletus
2361=	6	Lethrinus semicinctus
2361=	6	Lichmera (Lichmera) indistincta ocularis
2361=	6	Lilliputocoris terraereginae
2361=	6	Limbodessus rivulus
2361=	6	Limnogonus (Limnogonus) fossarum skusei
2361=	6	Limnogonus (Limnogonus) hungerfordi
2361=	6	Limopsis (Oliveropsis) lilliei
2361=	6	Limosa lapponica menzbieri
2361=	6	Limosa limosa
2361=	6	Limosa limosa melanuroides
2361=	6	Liocranchia reinhardti
2361=	6	Liopholis modesta
2361=	6	Liopholis striata
2361=	6	Liothyrella uva antarctica
2361=	6	Liothyrella uva georgiana
2361=	6	Liparometra articulata
2361=	6	Lithobius microps
2361=	6	Lithobius obscurus
2361=	6	Lithobius peregrinus
2361=	6	Litoria andiirrmalin
2361=	6	Litoria cavernicola
2361=	6	Litoria gilleni
2361=	6	Liza vaigiensis
2361=	6	Lucasium alboguttatum
2361=	6	Lucasium steindachneri
2361=	6	Lycoteuthis lorigera
2361=	6	Lyria mitraeformis
2361=	6	Lyrocardium lyratum
2361=	6	Lysiosquillina maculata
2361=	6	Macandrevia vanhoeffeni
2361=	6	Macoma (Psammacoma) consociata
2361=	6	Macoma (Scissulina) dispar
2361=	6	Macrocarenus acuminatus
2361=	6	Macrodiplax cora
2361=	6	Macroglossus minimus
2361=	6	Macrogyrus (Australogyrus) oblongus latior
2361=	6	Macrogyrus (Australogyrus) oblongus oblongus
2361=	6	Macrogyrus (Australogyrus) oblongus opacior
2361=	6	Macrogyrus (Australogyrus) rivularis
2361=	6	Macrogyrus (Australogyrus) viridisulcatus
2361=	6	Macrogyrus (Clarkogyrus) reichei
2361=	6	Macrogyrus (Macrogyrus) howittii
2361=	6	Macrogyrus (Megalogyrus) striolatus
2361=	6	Macrogyrus (Orectomimus) darlingtoni
2361=	6	Macrogyrus (Orectomimus) paradoxus
2361=	6	Macrogyrus (Tribologyrus) angustatus angustatus
2361=	6	Macrogyrus (Tribologyrus) angustatus metallescens
2361=	6	Macrogyrus (Tribologyrus) australis
2361=	6	Macrogyrus (Tribologyrus) elongatus laevis
2361=	6	Macrogyrus (Tribologyrus) finschi finschi
2361=	6	Macrogyrus (Tribologyrus) finschi minor
2361=	6	Macrogyrus (Tribologyrus) gibbosus
2361=	6	Macrogyrus (Tribologyrus) venator
2361=	6	Macrogyrus (Tribolomimus) gouldii
2361=	6	Macromannus webbicus
2361=	6	Macromolus nervosus
2361=	6	Macropus parma
2361=	6	Macropus rufogriseus
2361=	6	Macroscytus australoides
2361=	6	Macroscytus glaberrimus
2361=	6	Macroscytus piceus
2361=	6	Macroscytus pseudoaustralis
2361=	6	Maevius indecorus
2361=	6	Magellania joubini
2361=	6	Magellania kerguelenensis
2361=	6	Magellania spinosa
2361=	6	Malurus (Malurus) splendens
2361=	6	Malurus (Malurus) splendens splendens
2361=	6	Maoripsocus semifuscatus
2361=	6	Marcia (Hemitapes) hiantina
2361=	6	Mauritia scurra indica
2361=	6	Mcateella splendida
2361=	6	Mecistocephalus collinus
2361=	6	Mecistocephalus gracilis
2361=	6	Mecistocephalus kurandanus
2361=	6	Mecistocephalus mater
2361=	6	Mecistocephalus punctifrons
2361=	6	Mecistocephalus punctifrons furculigera
2361=	6	Mecistocephalus simplex
2361=	6	Mecistocephalus tahitiensis
2361=	6	Mecistocephalus tahitiensis major
2361=	6	Mecyclothorax punctipennis
2361=	6	Megacephala australasiae
2361=	6	Megacephala australis
2361=	6	Megacephala basalis
2361=	6	Megacephala bostockii bostockii
2361=	6	Megacephala bostockii viridisericea
2361=	6	Megacephala castelnaui
2361=	6	Megacephala corpulenta
2361=	6	Megacephala cylindrica
2361=	6	Megacephala greyanus
2361=	6	Megacephala helmsi
2361=	6	Megacephala hopei
2361=	6	Megacephala howittii
2361=	6	Megacephala intermedia
2361=	6	Megacephala ion
2361=	6	Megacephala kimberleyensis
2361=	6	Megacephala marginicollis
2361=	6	Megacephala murchisona
2361=	6	Megacephala pulchra pseudoblackburni
2361=	6	Megacephala scapularis
2361=	6	Megacephala serrella
2361=	6	Megacephala spenceri
2361=	6	Megacoelum schoutedeni
2361=	6	Megacoelum suffusum
2361=	6	Megerlina lamarckiana
2361=	6	Meiocardia vulgaris
2361=	6	Melanodryas (Melanodryas) cucullata cucullata
2361=	6	Melanoides tuberculata
2361=	6	Melithreptus (Eidopsarus) brevirostris
2361=	6	Melo amphora
2361=	6	Melo georginae
2361=	6	Melophorus biroi
2361=	6	Melophorus bruneus
2361=	6	Melophorus fieldi major
2361=	6	Melophorus fieldi propinquus
2361=	6	Melophorus fulvihirtus
2361=	6	Melophorus mjobergi
2361=	6	Melophorus potteri
2361=	6	Melophorus scipio
2361=	6	Melophorus turneri candidus
2361=	6	Menestheus cuneatus
2361=	6	Menetia alanae
2361=	6	Menida consignata
2361=	6	Menida purpuraria
2361=	6	Menida spectabilis
2361=	6	Meningodora vesca
2361=	6	Meonis (Meonis) ater
2361=	6	Meranoplus aureolus
