rank	count	SCIENTIFIC_NAME
42905=	1	Rodentolepis fraterna
42905=	1	Rodentolepis straminea
42905=	1	Rokebia australis
42905=	1	Ronaldia emeljanovi
42905=	1	Ronaldia fennahi
42905=	1	Rosenblattichthys alatus
42905=	1	Rosopaella aldutra
42905=	1	Rosopaella aroka
42905=	1	Rosopaella carmiella
42905=	1	Rosopaella citrinella
42905=	1	Rosopaella crofta
42905=	1	Rosopaella cuprea
42905=	1	Rosopaella evansi
42905=	1	Rosopaella felicta
42905=	1	Rosopaella filoxa
42905=	1	Rosopaella flindersi
42905=	1	Rosopaella galonda
42905=	1	Rosopaella geoffroyi
42905=	1	Rosopaella kirkaldyi
42905=	1	Rosopaella leurensis
42905=	1	Rosopaella lopada
42905=	1	Rosopaella magnata
42905=	1	Rosopaella napais
42905=	1	Rosopaella nigra
42905=	1	Rosopaella nigrilinea
42905=	1	Rosopaella nigroflava
42905=	1	Rosopaella nigropicta
42905=	1	Rosopaella nigroscuta
42905=	1	Rosopaella nubera
42905=	1	Rosopaella nuda
42905=	1	Rosopaella pallens
42905=	1	Rosopaella parva
42905=	1	Rosopaella praeda
42905=	1	Rosopaella recurva
42905=	1	Rosopaella rubrofascia
42905=	1	Rosopaella swani
42905=	1	Rosopaella weiri
42905=	1	Rostanga aliusrubens
42905=	1	Rostanga arbutus
42905=	1	Rostanga australis
42905=	1	Rostanga bassia
42905=	1	Rostanga bifurcata
42905=	1	Rostanga calumus
42905=	1	Rostanga dentacus
42905=	1	Rostanga speciesone
42905=	1	Rostanga speciesthree
42905=	1	Rostanga speciestwo
42905=	1	Rostronia stylirostris
42905=	1	Rostrophrya terricola
42905=	1	Rostrophryides australis
42905=	1	Rotaria haptica
42905=	1	Rotaria montana
42905=	1	Rotaria neptunoida
42905=	1	Rotaria sordida
42905=	1	Rotaria tardigrada
42905=	1	Rotaria tridens
42905=	1	Rotostoma brazieri
42905=	1	Rotundopteryx albipes
42905=	1	Rotundopteryx bancrofti
42905=	1	Rotundopteryx coracina
42905=	1	Rotundopteryx illustrata
42905=	1	Rotundopteryx intricatoria
42905=	1	Rotundopteryx nemorosa
42905=	1	Rotundopteryx notata
42905=	1	Rotundopteryx ottwayensis
42905=	1	Rotundopteryx pseudoalbipes
42905=	1	Rotundopteryx rotundipennis
42905=	1	Rotundopteryx satchelli
42905=	1	Rotundopteryx simulata
42905=	1	Rotundopteryx subillustrata
42905=	1	Rotundopteryx sylviae
42905=	1	Rotundopteryx tasmaniae
42905=	1	Rotylenchulus parvus
42905=	1	Rotylenchulus reniformis
42905=	1	Rotylenchulus sp.
42905=	1	Rotylenchus (Pararotylenchus) hopperi
42905=	1	Rotylenchus (Rotylenchus) buxophilus
42905=	1	Rotylenchus (Rotylenchus) colbrani
42905=	1	Rotylenchus (Rotylenchus) gracilidens
42905=	1	Rotylenchus (Rotylenchus) incultus
42905=	1	Rotylenchus (Rotylenchus) robustus
42905=	1	Rotylenchus (Rotylenchus) sp.
42905=	1	Rotylenchus (Rotylenchus) unisexus
42905=	1	Rotylenchus (Rotylenchus) wallacei
42905=	1	Roya nutata
42905=	1	Ruandopsis bunyensis
42905=	1	Rubria brevifrons
42905=	1	Rubria informis
42905=	1	Rubria sanguinosa
42905=	1	Rubria smalei
42905=	1	Ruditapes bruguieri
42905=	1	Ruffojassa festa
42905=	1	Rufolacuna bruniensis
42905=	1	Rugojoeropsis rugosa
42905=	1	Rugonema labiatum
42905=	1	Rugopharynx australis
42905=	1	Rugopharynx delta
42905=	1	Rugopharynx epsilon
42905=	1	Rugopharynx longibursaris
42905=	1	Rugopharynx omega
42905=	1	Rugopharynx rosemariae
42905=	1	Rugopharynx rufogrisea
42905=	1	Rugopharynx setonicis
42905=	1	Rugopharynx theta
42905=	1	Rugopharynx zeta
42905=	1	Rugostrongylus labiatus
42905=	1	Runcina australis
42905=	1	Runcina fijiensis
42905=	1	Runcina speciesone
42905=	1	Runcina speciestwo
42905=	1	Ruppellioides convexus
42905=	1	Rutiderma dux
42905=	1	Rutiderma sagax
42905=	1	Rutiderma tryx
42905=	1	Rygmostralia brunnea
42905=	1	Rypatula gracilis
42905=	1	Ryukyupercis gushikeni
42905=	1	Sabatieria sp. 2
42905=	1	Sabatieria sp. 4
42905=	1	Sabella punctulata
42905=	1	Sabellaria pyramis
42905=	1	Sabellastarte longa
42905=	1	Sabera caesina
42905=	1	Sabera caesina albifascia
42905=	1	Sabera dobboe
42905=	1	Sabera dobboe autoleon
42905=	1	Sabera fuliginosa
42905=	1	Sabera fuliginosa fuliginosa
42905=	1	Sabia australis
42905=	1	Sabia conica
42905=	1	Sabinella munita
42905=	1	Saccharicoccus sacchari
42905=	1	Saccharodite chrysonoe
42905=	1	Saccocirrus krusadensis
42905=	1	Saccocoelioides pearsoni
42905=	1	Saccogaster tuberculata
42905=	1	Sacothrips bicolor
42905=	1	Sacothrips catheter
42905=	1	Sacothrips corycidis
42905=	1	Sacothrips galbus
42905=	1	Sacothrips ingens
42905=	1	Sacothrips mantoideus
42905=	1	Sacothrips milvus
42905=	1	Saemundssonia (Puffinoecus) puellula
42905=	1	Saemundssonia (Puffinoecus) valida
42905=	1	Saemundssonia (Saemundssonia) africana sycophanta
42905=	1	Saemundssonia (Saemundssonia) antarctica
42905=	1	Saemundssonia (Saemundssonia) australis
42905=	1	Saemundssonia (Saemundssonia) bicolor
42905=	1	Saemundssonia (Saemundssonia) conica conica
42905=	1	Saemundssonia (Saemundssonia) conica naumanni
42905=	1	Saemundssonia (Saemundssonia) desolata
42905=	1	Saemundssonia (Saemundssonia) euryrhyncha
42905=	1	Saemundssonia (Saemundssonia) gaini
42905=	1	Saemundssonia (Saemundssonia) haematopi
42905=	1	Saemundssonia (Saemundssonia) hexagona
42905=	1	Saemundssonia (Saemundssonia) integer
42905=	1	Saemundssonia (Saemundssonia) lari
42905=	1	Saemundssonia (Saemundssonia) laticaudata
42905=	1	Saemundssonia (Saemundssonia) lobaticeps lobaticeps
42905=	1	Saemundssonia (Saemundssonia) lobaticeps remota
42905=	1	Saemundssonia (Saemundssonia) lockleyi
42905=	1	Saemundssonia (Saemundssonia) marina
42905=	1	Saemundssonia (Saemundssonia) melanocephalus
42905=	1	Saemundssonia (Saemundssonia) meridiana
42905=	1	Saemundssonia (Saemundssonia) minitrans
42905=	1	Saemundssonia (Saemundssonia) platygaster balati
42905=	1	Saemundssonia (Saemundssonia) platygaster theresae
42905=	1	Saemundssonia (Saemundssonia) pterodromae
42905=	1	Saemundssonia (Saemundssonia) stammeri
42905=	1	Saemundssonia (Saemundssonia) sternae
42905=	1	Saemundssonia (Saemundssonia) tringae sibiriae
42905=	1	Saemundssonia (Saemundssonia) tringae tringae
42905=	1	Saemundssonia (Saemundssonia) uppalensis
42905=	1	Sagaminopteron ornatum
42905=	1	Sagaminopteron psychedelicum
42905=	1	Sagartiomorphe carlgreni
42905=	1	Saginafusus pricei
42905=	1	Sagitta bipunctata
42905=	1	Sagittaria hyalina
42905=	1	Sahulana scintillata
42905=	1	Saissetia coffeae
42905=	1	Saissetia mirifica
42905=	1	Saissetia oleae
42905=	1	Saissetia oleae oleae
42905=	1	Sakia sp.
42905=	1	Salaputium micra
42905=	1	Salaputium producta
42905=	1	Salaputium rhomboides
42905=	1	Salina celebensis
42905=	1	Salinator rhamphidia
42905=	1	Salinator rosacea
42905=	1	Salinator tecta
42905=	1	Salmo salar
42905=	1	Salmo trutta
42905=	1	Salona oceanica
42905=	1	Salona panorpaepennis
42905=	1	Salpidobolus faucium
42905=	1	Salpingella subconica
42905=	1	Salpingothrips aimotofus
42905=	1	Saltuarius kateae
42905=	1	Salvarella wallacei
42905=	1	Salvatoria euritmica
42905=	1	Salvatoria quadrioculata
42905=	1	Salvelinus fontinalis
42905=	1	Samaecicada subolivacea
42905=	1	Samarangopus speciosus
42905=	1	Samichus attemsii
42905=	1	Samichus decoratus
42905=	1	Sancho kuiteri
42905=	1	Sandalolitha dentata
42905=	1	Sandalolitha robusta
42905=	1	Sansonia andrewsi
42905=	1	Sansonia kirkpatricki
42905=	1	Saproscincus eungellensis
42905=	1	Saracrinus nobilis
42905=	1	Sarantus nobilis
42905=	1	Sarcocystis arieticanis
42905=	1	Sarcocystis betrami
42905=	1	Sarcocystis bettongiae
42905=	1	Sarcocystis blanchardi
42905=	1	Sarcocystis capracanis
42905=	1	Sarcocystis cruzi
42905=	1	Sarcocystis cuniculi
42905=	1	Sarcocystis falcatula
42905=	1	Sarcocystis fayeri
42905=	1	Sarcocystis fusiformis
42905=	1	Sarcocystis gigantea
42905=	1	Sarcocystis hirsuta
42905=	1	Sarcocystis hominis
42905=	1	Sarcocystis levinei
42905=	1	Sarcocystis macropodis
42905=	1	Sarcocystis medusiformis
42905=	1	Sarcocystis miescheriana
42905=	1	Sarcocystis mucosa
42905=	1	Sarcocystis murinotechis
42905=	1	Sarcocystis muris
42905=	1	Sarcocystis porcifelis
42905=	1	Sarcocystis pythonis
42905=	1	Sarcocystis rzepcyzkii
42905=	1	Sarcocystis singaporensis
42905=	1	Sarcocystis tenella
42905=	1	Sarcocystis villivillosi
42905=	1	Sardia persephone
42905=	1	Sardia rostrata
42905=	1	Sardia rostrata pluto
42905=	1	Sarepta tellinaeformis
42905=	1	Sargassocarcinus sublimis
42905=	1	Sarima novaehollandiae
42905=	1	Sarscypridopsis aculeata
42905=	1	Sarsiella orynx
42905=	1	Sarsiella pugnax
42905=	1	Sarsiella varix
42905=	1	Sassia (Austrotriton) petulans
42905=	1	Sassia (Cymatiella) ansonae
42905=	1	Sassia (Cymatiella) eburnea
42905=	1	Sassia (Cymatiella) pumilio
42905=	1	Sassia (Sassia) kampyla
42905=	1	Sassula subviridis
42905=	1	Saturnius segmentatus
42905=	1	Sauertylenchus labiodiscus
42905=	1	Sauertylenchus sp.
42905=	1	Sauertylenchus velatus
42905=	1	Sauradocus hobbit
42905=	1	Sauradocus minimarenus
42905=	1	Saurenchelys finitimus
42905=	1	Sauris malaca
42905=	1	Scabricola (Scabricola) dampierensis
42905=	1	Scalanago lateralis
42905=	1	Scalenostoma lodderae
42905=	1	Scaliola caledonica
42905=	1	Scalptia crossei
42905=	1	Scaphander illecebrosus
42905=	1	Scaphander speciesone
42905=	1	Scaphoideus foshoi
42905=	1	Scaphoideus obscurus
42905=	1	Scaphoideus pristidens
42905=	1	Scaphojoeropsis multicarinata
42905=	1	Scapophyllia cylindrica
42905=	1	Scardamia metallaria
42905=	1	Scatopse notata
42905=	1	Scaturiginichthys vermeilipinnis
42905=	1	Scelotrichia willcairnsi
42905=	1	Scenopoeetes dentirostris
42905=	1	Scepanotrocha rubra
42905=	1	Sceptonia ornatithorax
42905=	1	Scherocumella clavata
42905=	1	Scherocumella nasuta camelus
42905=	1	Scherocumella nasuta nasutus
42905=	1	Scherocumella nichollsi
42905=	1	Scherocumella sheardi
42905=	1	Scherocumella vieta
42905=	1	Schikhobalotrema pomacentri
42905=	1	Schismadillo spinosus
42905=	1	Schistogendra sp.
42905=	1	Schistogendra sp. 1
42905=	1	Schistogendra sp. 2
42905=	1	Schistogendra sp. 3
42905=	1	Schistomeringos australis
42905=	1	Schistomeringos paraloveni
42905=	1	Schistonchus aculeata
42905=	1	Schistonchus benjamina
42905=	1	Schistonchus spp
42905=	1	Schistorchis paruchini
42905=	1	Schistorophus cornutus
42905=	1	Schistorophus limosae
42905=	1	Schistorophus longicornis
42905=	1	Schistorophus sp.
42905=	1	Schizaphis (Schizaphis) hypersiphonata
42905=	1	Schizaphis (Schizaphis) minuta
42905=	1	Schizaphis (Schizaphis) pyri
42905=	1	Schizaphis (Schizaphis) rotundiventris
42905=	1	Schizochiton incisus
42905=	1	Schizoneuraphis gallarum
42905=	1	Schizopera austindownsi
42905=	1	Schizopera depotspringsi
42905=	1	Schizopera jundeei
42905=	1	Schizopera oldcuei
42905=	1	Schizopera roberiverensis
42905=	1	Schizopera uramurdahi
42905=	1	Schizopera weelumurra
42905=	1	Schizotrema aculeatum
42905=	1	Schizotrema leopardinum
42905=	1	Schizotrema resima
42905=	1	Schoutedenia ralumensis
42905=	1	Schraderia gracilis
42905=	1	Schuerrera clypeocarinata
42905=	1	Schuerrera ecarinata
42905=	1	Schuerrera merula
42905=	1	Schwabia terricola thomasi
42905=	1	Sciadiocara sp.
42905=	1	Sciadiocara umbellifera
42905=	1	Sciaenacotyle sciaenicola
42905=	1	Sciara adjuncta
42905=	1	Sciara aemula
42905=	1	Sciara amabilis
42905=	1	Sciara approximata
42905=	1	Sciara aquila
42905=	1	Sciara atratula
42905=	1	Sciara audax
42905=	1	Sciara brevifurca
42905=	1	Sciara cavatica
42905=	1	Sciara conjuncta
42905=	1	Sciara consanguinea
42905=	1	Sciara contermina
42905=	1	Sciara crassicornis
42905=	1	Sciara diversa
42905=	1	Sciara dolosa
42905=	1	Sciara erratica
42905=	1	Sciara evanescens
42905=	1	Sciara exposita
42905=	1	Sciara exsequialis
42905=	1	Sciara familiaris
42905=	1	Sciara festina
42905=	1	Sciara festiva
42905=	1	Sciara finitima
42905=	1	Sciara flavicoxis
42905=	1	Sciara frequens
42905=	1	Sciara froggatti
42905=	1	Sciara fumipennis
42905=	1	Sciara helmsi
42905=	1	Sciara ignobilis
42905=	1	Sciara infixa
42905=	1	Sciara infrequens
42905=	1	Sciara lucidipennis
42905=	1	Sciara luctifica
42905=	1	Sciara luculenta
42905=	1	Sciara macleayi
42905=	1	Sciara maesta
42905=	1	Sciara marginata
42905=	1	Sciara minutela
42905=	1	Sciara montivaga
42905=	1	Sciara notata
42905=	1	Sciara nubicula
42905=	1	Sciara ornatula
42905=	1	Sciara pernitida
42905=	1	Sciara pictipes
42905=	1	Sciara praescellens
42905=	1	Sciara promiscua
42905=	1	Sciara reciproca
42905=	1	Sciara recondita
42905=	1	Sciara scitula
42905=	1	Sciara sedula
42905=	1	Sciara serenipennis
42905=	1	Sciara sororia
42905=	1	Sciara spectabilis
42905=	1	Sciara tepperi
42905=	1	Sciara tryoni
42905=	1	Sciara unica
42905=	1	Sciara vecors
42905=	1	Sciara winnertzi
42905=	1	Sciara womersleyi
42905=	1	Scintilla alberti
42905=	1	Scintilla incerta
42905=	1	Scintillona hyalina
42905=	1	Scirtothrips akakia
42905=	1	Scirtothrips albomaculatus
42905=	1	Scirtothrips astibos
42905=	1	Scirtothrips aurantii
42905=	1	Scirtothrips australiae
42905=	1	Scirtothrips casuarinae
42905=	1	Scirtothrips dobroskyi
42905=	1	Scirtothrips dorsalis
42905=	1	Scirtothrips eremicus
42905=	1	Scirtothrips helenae
42905=	1	Scirtothrips inermis
42905=	1	Scirtothrips kirrhos
42905=	1	Scirtothrips litotes
42905=	1	Scirtothrips longipennis
42905=	1	Scirtothrips moneres
42905=	1	Scirtothrips pilbara
42905=	1	Scirtothrips quadriseta
42905=	1	Scirtothrips solus
42905=	1	Scirtothrips tenor
42905=	1	Scissurella ornata
42905=	1	Scleraner trifax
42905=	1	Sclerochilus australiensis
42905=	1	Scleroconcha pix
42905=	1	Scleroconcha solax
42905=	1	Sclerodoris apiculata
42905=	1	Sclerodoris cf. apiculata
42905=	1	Sclerodoris cf. coriacea
42905=	1	Sclerodoris speciesfive
42905=	1	Sclerodoris speciesfour
42905=	1	Sclerodoris speciesone
42905=	1	Sclerodoris speciesseven
42905=	1	Sclerodoris speciessix
42905=	1	Sclerodoris speciesthree
42905=	1	Sclerodoris speciestwo
42905=	1	Sclerodoris tarka
42905=	1	Sclerodoris trenberthi
42905=	1	Sclerodoris tuberculata
42905=	1	Scleropages jardinii
42905=	1	Scleropages leichardti
42905=	1	Scleropauropus (Scleropauropus) dugdalei
42905=	1	Scolecidrilus scolecoidea
42905=	1	Scolecithrix bradyi
42905=	1	Scolecolepides aciculatus
42905=	1	Scolelepis balihaiensis
42905=	1	Scolelepis bifida
42905=	1	Scolelepis denmarkensis
42905=	1	Scolelepis edmondsi
42905=	1	Scolelepis lamellicincta
42905=	1	Scolelepis phyllobranchia
42905=	1	Scolelepis victoriensis
42905=	1	Scolodera pardalotus
42905=	1	Scolopendrelloides bifida
42905=	1	Scoloplos dayi
42905=	1	Scolopostoma norah
42905=	1	Scolothrips ochoa
42905=	1	Scolothrips rhagebianus
42905=	1	Scolymia australis
42905=	1	Scolymia vitiensis
42905=	1	Scolypopa aphrophoroides
42905=	1	Scolypopa australis cognata
42905=	1	Scolypopa kurandae
42905=	1	Scolypopa scutata
42905=	1	Scolypopa stipata
42905=	1	Scolytogenes uncatus
42905=	1	Scomberomorocotyle munroi
42905=	1	Scopelarchoides danae
42905=	1	Scopelarchus analis
42905=	1	Scopelarchus guentheri
42905=	1	Scopeloberyx microlepis
42905=	1	Scopelogadus beanii
42905=	1	Scopelogadus mizolepis
42905=	1	Scopelopsis multipunctatus
42905=	1	Scopelosaurus ahlstromi
42905=	1	Scopelosaurus hoedti
42905=	1	Scopelosaurus mauli
42905=	1	Scopula emissaria
42905=	1	Scortum neili
42905=	1	Scortum ogilbyi
42905=	1	Scotocyma albinotata
42905=	1	Scottia audax
42905=	1	Scottocheres latus
42905=	1	Scrupulaspis intermedia
42905=	1	Scutellidium cockburni
42905=	1	Scutellidium intermedium
42905=	1	Scutellonema brachyurus
42905=	1	Scutellonema clariceps
42905=	1	Scutellonema impar
42905=	1	Scutellonema incisicaudatum
42905=	1	Scutellonema insulare
42905=	1	Scutellonema laeviflexum
42905=	1	Scutellonema minutum
42905=	1	Scutellonema sp.
42905=	1	Scutigerella immaculata
42905=	1	Scutus (Nannoscutum) forsythi
42905=	1	Scutus (Scutus) howensis
42905=	1	Scutus (Scutus) olunguis
42905=	1	Scutus (Scutus) unguis
42905=	1	Scyllaea pelagica
42905=	1	Scyphoproctus somalus
42905=	1	Scyracepon australiana
42905=	1	Seba mariolgae
42905=	1	Seba zeumindi
42905=	1	Sebadoris nubilosa
42905=	1	Sebekia johnstoni
42905=	1	Sebekia multiannulata
42905=	1	Sebekia purdieae
42905=	1	Seguapallene crassa
42905=	1	Seila capricornia
42905=	1	Seila cingulifera
42905=	1	Seila nigrofusca
42905=	1	Seila tenuis
42905=	1	Seilarex turritelliformis
42905=	1	Seilarex verconis
42905=	1	Seinura oliveirae
42905=	1	Seinura tenuicaudata
42905=	1	Seira (Seira) domestica
42905=	1	Seira (Seira) queenslandiae
42905=	1	Selenocosmia stalkeri
42905=	1	Selenothrips rubrocinctus
42905=	1	Selfia porosus
42905=	1	Selitrichodes kryceri
42905=	1	Semelangulus unifasciatus
42905=	1	Semicassis (Semicassis) labiata
42905=	1	Semicassis (Semicassis) whitworthi
42905=	1	Semicytherura angusta
42905=	1	Semicytherura boatswainensis
42905=	1	Semicytherura cryptifera
42905=	1	Semicytherura geraldtonensis
42905=	1	Semicytherura insulakangarooensis
42905=	1	Semicytherura kaethehoffmannae
42905=	1	Semicytherura paenenuda
42905=	1	Semicytherura pauciornata
42905=	1	Semicytherura tenuireticulata
42905=	1	Semilaoma lidgbirdensis
42905=	1	Seminella peasei
42905=	1	Semipallium barnetti
42905=	1	Semipallium fulvicostatum
42905=	1	Semiplatyophrya foissneri
42905=	1	Senithrips psomus
42905=	1	Sensoriaphis furcifera
42905=	1	Sensoriaphis tasmaniae
42905=	1	Seopsis humphreysi
42905=	1	Seopsis incisa
42905=	1	Sephena ausena
42905=	1	Sephena conspersa
42905=	1	Sephena quintena
42905=	1	Sepia apama
42905=	1	Sepia bidhaia
42905=	1	Sepia cultrata
42905=	1	Sepia elliptica
42905=	1	Sepia hedleyi
42905=	1	Sepia latimanus
42905=	1	Sepia limata
42905=	1	Sepia mestus
42905=	1	Sepia novaehollandiae
42905=	1	Sepia papuensis
42905=	1	Sepia reesi
42905=	1	Sepia rozella
42905=	1	Sepia senta
42905=	1	Sepia vercoi
42905=	1	Sepiadarium auritum
42905=	1	Sepiella mangkangunga
42905=	1	Sepiella weberi
42905=	1	Sepiolina nipponensis
42905=	1	Septata intestinalis
42905=	1	Septifer (Septifer) australis
42905=	1	Septifer (Septifer) bilocularis
42905=	1	Septifer (Septifer) excisus
42905=	1	Sergentomyia (Neophlebotomus) hoogstraali
42905=	1	Sergentomyia (Parrotomyia) clara
42905=	1	Sergentomyia (Parrotomyia) curvata
42905=	1	Sergentomyia (Parrotomyia) englishae
42905=	1	Sergentomyia (Parrotomyia) queenslandi
42905=	1	Sergentomyia (Parrotomyia) trezkinni
42905=	1	Sergentomyia gibsoni
42905=	1	Sergentomyia pugifera
42905=	1	Sergentomyia standfasti
42905=	1	Sergentomyia vanella
42905=	1	Sergia fulgens
42905=	1	Seriatopora caliendrum
42905=	1	Seriatopora hystrix
42905=	1	Sericornis (Sericornis) citreogularis
42905=	1	Sericornis (Sericornis) citreogularis cairnsi
42905=	1	Sericornis (Sericornis) citreogularis citreogularis
42905=	1	Sericornis (Sericornis) citreogularis intermedius
42905=	1	Sericornis (Sericornis) keri
42905=	1	Sermyla retracta
42905=	1	Sermyla venustula
42905=	1	Serpula hartmanae
42905=	1	Serpula vittata
42905=	1	Serpulorbis (Cladopoda) constrictor
42905=	1	Serpulorbis (Cladopoda) grandis
42905=	1	Serpulorbis (Cladopoda) novaehollandiae
42905=	1	Serpulorbis (Cladopoda) sipho
42905=	1	Serratosagitta serratodentata
42905=	1	Serratospiculum guttatum
42905=	1	Serratospiculum tendo
42905=	1	Serratovola pallula
42905=	1	Serrivomer beanii
42905=	1	Serrivomer bertini
42905=	1	Serrognathus australicus
42905=	1	Serromyia reyei
42905=	1	Sertorius australis
42905=	1	Sertorius brevicornis
42905=	1	Sertorius castaneus
42905=	1	Sertorius hospes
42905=	1	Sertorius luteus
42905=	1	Sertorius tepperi
42905=	1	Setanodosa afurcata
42905=	1	Setanodosa capitata
42905=	1	Setanodosa granulata
42905=	1	Setobaudinia anatispretia
42905=	1	Setobaudinia calvitia
42905=	1	Setobaudinia collingii
42905=	1	Setobaudinia doongana
42905=	1	Setobaudinia hirsuta
42905=	1	Setobaudinia interrex
42905=	1	Setobaudinia pagoana
42905=	1	Setobaudinia victoriana
42905=	1	Setocerura wahlgreni
42905=	1	Setonophrys communis
42905=	1	Setonophrys lingulata
42905=	1	Setonophrys nivalis
42905=	1	Setonophrys seticola
42905=	1	Setonophrys tricorniculata
42905=	1	Seuratascaris numidica
42905=	1	Seuratia shipleyi
42905=	1	Sextius atromaculatus
42905=	1	Sextius bucephalus
42905=	1	Sextius depressus
42905=	1	Sextius interposita
42905=	1	Sextius kurandae
42905=	1	Sextius major
42905=	1	Sextius occidentalis
42905=	1	Sextius reticulatus
42905=	1	Sextius rubrilineus
42905=	1	Sextius spretus
42905=	1	Sextius virescens
42905=	1	Sheina orri
42905=	1	Sheldonella lateralis
42905=	1	Sherbornia mirabilis
42905=	1	Shinjia orientalis
42905=	1	Shirleyrhynchus aetobatidis
42905=	1	Siamosquilla laevicaudata
42905=	1	Sibitrema poonui
42905=	1	Sicyonella inermis
42905=	1	Sicyonia bispinosa
42905=	1	Sicyonia inflexa
42905=	1	Sicyonia japonica
42905=	1	Sicyonia metavitulans
42905=	1	Sicyonia ocellata
42905=	1	Sicyonia robusta
42905=	1	Sicyonia truncata
42905=	1	Sicyonia vitulans
42905=	1	Sicyonis erythrocephala
42905=	1	Sigalion amboinensis
42905=	1	Sigalion sinantennata
42905=	1	Sigapatella hedleyi
42905=	1	Sigaretornus planorbis
42905=	1	Sigaretornus sigaretinus
42905=	1	Sigmatomera (Austrolimnobia) rarissima
42905=	1	Sigmatomera (Austrolimnobia) spectabilis
42905=	1	Sigmatomera (Austrolimnobia) victoriae
42905=	1	Sigmatoneura formosa
42905=	1	Sigmops elongatus
42905=	1	Signeta flammeata
42905=	1	Signeta tymbophora
42905=	1	Sikaiana hyalinata
42905=	1	Sikaiana maculosa
42905=	1	Sikorops namibiensis
42905=	1	Siliquaria (Pyxipoma) tahitensis
42905=	1	Siliquaria (Pyxipoma) weldii
42905=	1	Siliquaria (Siliquaria) anguina
42905=	1	Siliquaria (Siliquaria) australis
42905=	1	Siliquaria (Siliquaria) cumingii
42905=	1	Siliquaria (Siliquaria) ponderosus
42905=	1	Siliquaria (Siliquaria) trochlearis
42905=	1	Siliquaria bernardi
42905=	1	Siliquaria lactea
42905=	1	Similipedia diarris
42905=	1	Simnia maesae
42905=	1	Simona sancta
42905=	1	Simplaria pseudomilitaris
42905=	1	Simplisetia aequisetis
42905=	1	Simplisetia erythraeensis
42905=	1	Simplisetia lizardensis
42905=	1	Simsonia allmani
42905=	1	Simsonia angusta
42905=	1	Simsonia brooksi
42905=	1	Simsonia cotterensis
42905=	1	Simsonia deanei
42905=	1	Simsonia eborica
42905=	1	Simsonia hopsoni
42905=	1	Simsonia irregularis
42905=	1	Simsonia leai
42905=	1	Simsonia longipes
42905=	1	Simsonia nicholsoni bicolor
42905=	1	Simsonia purpurea
42905=	1	Simsonia tasmanicus
42905=	1	Simsonia vestita
42905=	1	Simsonia wilsoni
42905=	1	Simulium (Gomphostilbia) peregrinum
42905=	1	Simulium (Morops) aureonigrum
42905=	1	Simulium (Morops) clathrinum
42905=	1	Simulium (Morops) dycei
42905=	1	Simulium (Morops) faheyi
42905=	1	Simulium (Morops) inornatum
42905=	1	Simulium (Morops) lawnhillense
42905=	1	Simulium (Morops) mackerrasorum
42905=	1	Simulium (Morops) melatum
42905=	1	Simulium (Morops) nicholsoni
42905=	1	Simulium (Morops) standfasti
42905=	1	Simulium (Morops) torresianum
42905=	1	Simulium (Nevermannia) norfolkense
42905=	1	Simulium (Nevermannia) ornatipes
42905=	1	Sinantherina ariprepes
42905=	1	Sinantherina socialis
42905=	1	Sinelloides dubius
42905=	1	Sinelobus barretti
42905=	1	Sinelobus pinkenba
42905=	1	Sinezona pacifica
42905=	1	Sinomegoura citricola
42905=	1	Sinpalposyllis australiensis
42905=	1	Sinum eximium
42905=	1	Sinum haliotoideum
42905=	1	Sinum incisum
42905=	1	Sinum javanicum
42905=	1	Sinum zonale
42905=	1	Sinumelon finitinum
42905=	1	Sinumelon hullanum
42905=	1	Sinumelon marshalli
42905=	1	Sinumelon schevilli
42905=	1	Sinumelon simulante
42905=	1	Sinumelon subfodinale
42905=	1	Sinuolinea lesteri
42905=	1	Sio nordenskjoldii
42905=	1	Siphanta acutipennis
42905=	1	Siphanta angularis
42905=	1	Siphanta angustata
42905=	1	Siphanta anomala
42905=	1	Siphanta bifida
42905=	1	Siphanta compacta
42905=	1	Siphanta constricta
42905=	1	Siphanta eberhardi
42905=	1	Siphanta fusca
42905=	1	Siphanta galeata
42905=	1	Siphanta gallowayi
42905=	1	Siphanta glauca
42905=	1	Siphanta granulata
42905=	1	Siphanta granulicollis
42905=	1	Siphanta gregaria
42905=	1	Siphanta griseoviridis
42905=	1	Siphanta hackeri
42905=	1	Siphanta hebes
42905=	1	Siphanta kurandae
42905=	1	Siphanta lucindae
42905=	1	Siphanta luteolineata
42905=	1	Siphanta lynae
42905=	1	Siphanta minuta
42905=	1	Siphanta montana
42905=	1	Siphanta nubecula
42905=	1	Siphanta occidentalis
42905=	1	Siphanta parva
42905=	1	Siphanta patruelis
42905=	1	Siphanta peracuta
42905=	1	Siphanta recurva
42905=	1	Siphanta roseicincta
42905=	1	Siphanta rubra
42905=	1	Siphanta similis
42905=	1	Siphanta solitaria
42905=	1	Siphanta striata
42905=	1	Siphanta subgranulosa
42905=	1	Siphanta tasmanica
42905=	1	Siphanta thambeos
42905=	1	Siphanta tropica
42905=	1	Siphonochelus (Trubatsa) erythrostigma
42905=	1	Siphonolaimus sp. 1
42905=	1	Siphonosoma boholense
42905=	1	Siphonosoma cumanense
42905=	1	Siphonosoma rotumanum
42905=	1	Siphonosoma vastum
42905=	1	Siphonotus brevicornis
42905=	1	Siphonotus flavomarginatus
42905=	1	Siphonotus latus
