count$path$bad_name$	suggested_name
   30$Insecta/Hymenoptera/Apoidea/Apidae$Amegilla sp_asa$	Amegilla sp_asa
   66$Insecta/Hymenoptera/Apoidea/Apidae$Amegilla sp_murray$	Amegilla sp_murray
    5$Insecta/Hymenoptera/Apoidea/Apidae$Exoneura sp_bre$	Exoneura sp_bre
    8$Insecta/Hymenoptera/Apoidea/Apidae$Exoneura sp_exo$	Exoneura sp_exo
    3$Insecta/Hymenoptera/Apoidea/Apidae$Exoneurella sp_exe$	Exoneurella sp_exe
    1$Insecta/Hymenoptera/Apoidea/Apidae$Xylocopa sp_kop$	Xylocopa sp_kop
    1$Insecta/Hymenoptera/Apoidea/Colletidae$Brachyhesma sp_bra$	Brachyhesma sp_bra
   15$Insecta/Hymenoptera/Apoidea/Colletidae$Callohesma sp_cal$	Callohesma sp_cal
   91$Insecta/Hymenoptera/Apoidea/Colletidae$Euhesma sp_euh$	Euhesma sp_euh
   10$Insecta/Hymenoptera/Apoidea/Colletidae$Euryglossa sp_eur$	Euryglossa sp_eur
    1$Insecta/Hymenoptera/Apoidea/Colletidae$Euryglossina sp_Q2$	Euryglossina sp_Q2
    2$Insecta/Hymenoptera/Apoidea/Colletidae$Euryglossina sp_eur$	Euryglossina sp_eur
    1$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_euu$	Hylaeus sp_euu
    1$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_gna$	Hylaeus sp_gna
    5$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_gnd$	Hylaeus sp_gnd
   20$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_hyl$	Hylaeus sp_hyl
   85$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_pro$	Hylaeus sp_pro
   68$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_pse$	Hylaeus sp_pse
   31$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_rho$	Hylaeus sp_rho
    5$Insecta/Hymenoptera/Apoidea/Colletidae$Hylaeus sp_xen$	Hylaeus sp_xen
   28$Insecta/Hymenoptera/Apoidea/Colletidae$Leioproctus sp_ana$	Leioproctus sp_ana
