rank	count	Name
781=	2	Remaudiereana sp_bbcre11msp121
781=	2	Riptortus sp_bbfr12_msp_155
781=	2	Sciocoris obscurus
781=	2	Singhalesia sp_n_sp_3
781=	2	Slaterellus hackeri
781=	2	Stauralia sp.
781=	2	Stauralia sp_ms_goweria
781=	2	Termatophylina indiana
781=	2	Tholosanus sp.
781=	2	Tingis sp_bbfr12_msp_084
781=	2	Tingis sp_ms_charlottespass
781=	2	Tingis sp_ms_nr_hurdae
781=	2	Unknown sp_28
781=	2	Wallabicoris sp_bbcre11msp098
781=	2	gen_ms_Australotopus sp_ms_cooperi
781=	2	unknown sp_bbcre11msp079
781=	2	unknown sp_bbcre11msp080
781=	2	unknown sp_bbned11msp036
907=	1	Acaciacapsus appha
907=	1	Acanthosoma sp 1
907=	1	Adelphocorisella sp_c
907=	1	Alcaeus sp
907=	1	Alcaeus sp_bbned11msp027
907=	1	Alloeorhynchus sp_bbfr12_msp_102
907=	1	Amorbus abdominalis
907=	1	Amorbus alternatus
907=	1	Amorbus sp_bbfr12_msp_150
907=	1	Antestiopsis sp_nr_cederwaldi
907=	1	Arafuramiris sp_nsp
907=	1	Aspideurus flavescens
907=	1	Au_Phylini_LgP_misc sp.
907=	1	Ausejanus sp_42
907=	1	Austrocapsus sp_nabb13msp066
907=	1	Austromiris sp_bbgr12msp065
907=	1	Austromiris sp_bbgr12msp068b
907=	1	Austromiris sp_bbned11msp005
907=	1	Avicenna inquinata
907=	1	Baclozygum bergrothi
907=	1	Baclozygum depressum
907=	1	Blesingia fasciatipennis
907=	1	Brachyplatys sp_bbfr12_msp_045
907=	1	Brentiscerus sp
907=	1	Campylomma sp
907=	1	Campylomma sp_bbfr12_msp_125
907=	1	Campylomma sp_bbfr12_msp_126
907=	1	Campylomma sp_bbfr12_msp_127
907=	1	Campylomma sp_bbfr12_msp_128
907=	1	Capyella lobulata
907=	1	Cephaloplatus bbkimb_msp061
907=	1	Cephaloplatus pertyi
907=	1	Cletus minutus
907=	1	Cligenes sp_bbfr12_msp_052
907=	1	Coridromius sp_bbfr12_msp_154
907=	1	Creontiades sp_35
907=	1	Creontiades sp_bbgr12msp044
907=	1	Cuspicona simplex
907=	1	Cuspicona sp.
907=	1	Cuspicona sp_nr_forticornis
907=	1	Cymodema basicornis
907=	1	Cymus sp
907=	1	Cysteochila sp_02
907=	1	Diaphyta sp
907=	1	Diaphyta sp_bbcre11msp130
907=	1	Dictyotus sp
907=	1	Dicyphylus scaevolae
907=	1	Dieuches sp_bbfr12_msp_073
907=	1	Diniella glabrata
907=	1	Diplocysta trilobata
907=	1	Dysdercus decussatus
907=	1	Elasmucha sp.
907=	1	Engytatus sp_bbned11msp016
907=	1	Epimixia sp_ms_fulva
907=	1	Eupolemus sp_bbcre11msp122
907=	1	Eurynysius sp_nsp_2
907=	1	Eurynysius sp_nsp_3
907=	1	Frontimiris sp_nov_monteithi
907=	1	Geocoris asetosus
907=	1	Germalus lineolosus
907=	1	Germalus sp_bbfr12_msp_038
907=	1	Gminatus sp_bbfr12_msp_101
907=	1	Gn_Acanthosomatidae sp_15
907=	1	Gn_Acanthosomatidae sp_19
907=	1	Gn_Acanthosomatidae sp_21
907=	1	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_070
907=	1	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_071
907=	1	Gn_BBFR12_Rhyparochromidae sp_bbfr12_msp_075
907=	1	Gn_BB_Harpactocorine sp_bbcre11msp011
907=	1	Gn_BB_Mirini sp_bbfr12_msp_138
907=	1	Gn_BB_Mirini sp_nabb13msp111
907=	1	Gn_BB_Mirini sp_nabb13msp112
907=	1	Gn_BB_Orthotylini sp_bbcre11msp040
907=	1	Gn_BB_Orthotylini sp_bbcre11msp054
907=	1	Gn_BB_Orthotylini sp_bbcre11msp056
907=	1	Gn_BB_Orthotylini sp_bbcre11msp062
907=	1	Gn_BB_Orthotylini sp_bbcre11msp063
907=	1	Gn_BB_Orthotylini sp_bbcre11msp066
907=	1	Gn_BB_Orthotylini sp_bbculgoamsp058
907=	1	Gn_BB_Orthotylini sp_bbfr12msp144
907=	1	Gn_BB_Orthotylini sp_bbgr12msp036
907=	1	Gn_BB_Orthotylini sp_bbgr12msp043
907=	1	Gn_BB_Orthotylini sp_bbhen13msp050
907=	1	Gn_BB_Orthotylini sp_bbhen13msp059
907=	1	Gn_BB_Orthotylini sp_bbhen13msp061
907=	1	Gn_BB_Orthotylini sp_bbnabb13msp043
907=	1	Gn_BB_Orthotylini sp_bbnabb13msp048
907=	1	Gn_BB_Orthotylini sp_bbnabb13msp114
907=	1	Gn_BB_Orthotylini sp_bbpilb11msp045
907=	1	Gn_BB_Orthotylini sp_bbqld10msp098
907=	1	Gn_BB_Orthotylini sp_bbqld10msp099
907=	1	Gn_BB_Orthotylini sp_bbqld10msp103
907=	1	Gn_BB_Orthotylini sp_bbwa0909msp095
907=	1	Gn_BB_Orthotylini sp_bbwa0909msp150
907=	1	Gn_BB_Orthotylini sp_bbwa0909msp228
907=	1	Gn_BB_Orthotylini sp_bbwa0909msp304
907=	1	Gn_BB_Pentatomidae sp_bbfr12_msp_021
907=	1	Gn_BB_Phylini sp
907=	1	Gn_BB_Phylini sp_bbfr12msp119
907=	1	Gn_BB_Phylini sp_bbfr12msp121
907=	1	Gn_BB_Phylini sp_bbfr12msp122
907=	1	Gn_BB_Pilophorini sp_bbfr12_msp_116
907=	1	Gn_BB_Ploiariolini sp_bbfr12_msp_108
907=	1	Gn_BB_Reduvidae sp_bbned11msp017
907=	1	Gn_BB_Reduvidae sp_bbned11msp039
907=	1	Gn_BB_Schizopteridae sp_bbfr12_msp_029
907=	1	Gn_BB_Stenopodainae sp_bbcre11msp012
907=	1	Gn_BB_Udeocorini sp_bbvic11_msp019
907=	1	Gn_BB_Zanchini sp_bbcre11msp072
907=	1	Gn_BB_Zanchini sp_bbcre11msp074
907=	1	Gn_BB_Zanchini sp_bbnabb13_msp093
907=	1	Gn_BB_unknown sp_bbcre11unknown
907=	1	Gn_BB_unknown sp_bbfr12_msp_020
907=	1	Gn_Cydnidae sp_20
907=	1	Gn_Emesinae sp.
907=	1	Gn_Leucophoropterini sp_43
907=	1	Gn_Myrtlemiris_complex sp_wa0909_msp147
907=	1	Gn_Myrtlemiris_complex sp_wa0909_msp214
907=	1	Gn_Myrtlemiris_complex sp_wa0909msp321
907=	1	Gn_OrthotyliniGp10 sp_002
907=	1	Gn_OrthotyliniGp11 sp_003
907=	1	Gn_OrthotyliniGp17 sp_002
907=	1	Gn_OrthotyliniGp6 sp_005
907=	1	Gn_OrthotyliniGp7 sp_014
907=	1	Gn_Phylini sp_47
907=	1	Gn_Tingidae sp_30
907=	1	Gn_Zanchiini sp_48
907=	1	Gn_ms_Creontiadesella sp_ms_darwiniae
907=	1	Gn_ms_Dingomiris sp_n_sp_g
907=	1	Gn_ms_Dingomiris sp_n_sp_h
907=	1	Gn_ms_Dingomiris sp_n_sp_j
907=	1	Gn_ms_Passochloris sp_wa0909msp287
907=	1	Gn_ms_Rankiniella sp_bbculgoamsp062
907=	1	Gn_ms_Xnoudimiris sp_ms_rubracephalus
907=	1	Hallodapus sp_bbfr12_msp_113
907=	1	Halophylus atriplicis
907=	1	Halophylus tecticornii
907=	1	Havinthus sp_bbfr12_msp_103
907=	1	Hebrus sp_bbfr12_msp_053
907=	1	Iphicrates sp_bbfr12_msp_049
907=	1	Iphicrates spathus
907=	1	Ippatha sp
907=	1	Ischnotingis sp
907=	1	Jiwarli sp_bbfr12_msp_129
907=	1	Kirkaldyella sp_a
907=	1	Kirkaldyella sp_bbculgoamsp054
907=	1	Kundakimuka sp_bbfr12_msp_094
907=	1	Lasiacantha aureolus
907=	1	Lasiacantha ephemera
907=	1	Lasiacantha eremophila
907=	1	Lasiacantha inaquosa
907=	1	Leptocoris sp_bbned11msp012
907=	1	Leptoypha anceps
907=	1	Lincolnia sp_34
907=	1	Malandiola sp
907=	1	Malandiola sp_04a
907=	1	Malandiola sp_04bb
907=	1	Malandiola sp_ms_carnarvon
907=	1	Mcateella coolgardie
907=	1	Megadrymus aurorae
907=	1	Melanotelus rubiginosus
907=	1	Metopocoris byrneae
907=	1	Metopocoris nocturnis
907=	1	Micronecta sp_bbfr12_msp_160
907=	1	Microvelia sp_bbfr12_msp_089
907=	1	Microvelia sp_bbfr12_msp_090
907=	1	Mochus fortis
907=	1	Morobea sp_bbfr12_msp109
907=	1	Mycoolona atricornis
907=	1	Myrmecoroides sp
907=	1	Nabis &#40;Nabis&#41; sp_bbcre11msp112
907=	1	Nabis &#40;Tropiconabis&#41; kinbergii
907=	1	Nabis sp.
907=	1	Neopeplus trianai
907=	1	Nerthra walkeri
907=	1	Nethersia sp_bbcre11msp009
907=	1	Nysius sp
907=	1	Oncocephalus sp_bbfr12_msp_098
907=	1	Oncocephalus sp_bbfr12_msp_099
907=	1	Oncocephalus sp_bbfr12_msp_100
907=	1	Oncocoris typicus
907=	1	Ontiscus sp_25
907=	1	Orthotylus sp_ms_antennarubrus
907=	1	Orthotylus sp_ms_avoni
907=	1	Parada darlingtoni
907=	1	Parada torta ssp. torta
907=	1	Paraeucosmetus sp_bbned11msp024
907=	1	Paramenestheus sp_bbfr12_msp_016
907=	1	Paramyocara sp_bbfr12_msp_074
907=	1	Paranisops sp_bbfr12_msp_088
907=	1	Phorticus begninus
907=	1	Phyllofulvius sp_nov_38
907=	1	Poecilometis horni
907=	1	Poecilometis sp_nsp
907=	1	Popoviana sp.
907=	1	Psallops sp_bbfr12_msp_110
907=	1	Ptilocnemus sp_bbfr12_msp_107
907=	1	Rayieria albaornata
907=	1	Reticulatonysius sp_n
907=	1	Rhamphocoris sejunctus
907=	1	Rhamphocoris sp.
907=	1	Roebournea sp_bbned11msp013
907=	1	Stephanitis sp_04
907=	1	Stigmatonotum geniculatum
907=	1	Stylogeocoris biroi
907=	1	Stylogeocoris elongatus
907=	1	Stylogeocoris sp_a
907=	1	Swaustraltingis sp_n_sp_qld
907=	1	Teleonemia scrupulosa
907=	1	Tingis hurdae
907=	1	Tingis sp_ms_mtgower
907=	1	Tsirkocoris elector
907=	1	Udeocoris sp
907=	1	Unknown sp_27
907=	1	Unknown sp_29
907=	1	Unknown sp_8
907=	1	Unknown sp_bbcre11msp136
907=	1	Unknown sp_bbfr12_msp_009
907=	1	Unknown sp_bbfr12_msp_010
907=	1	Zanessa sp_bbcht14msp042
907=	1	Zanessa sp_nabb13msp104
907=	1	delacampius sp_bbfr12_msp_044
907=	1	unknown sp_bbcre11msp082
907=	1	unknown sp_bbned11msp034
907=	1	unknown sp_bbned11msp035

26555	TOTAL
