rank	count	UID
1=	1	1094425
1=	1	1094426
1=	1	1094427
1=	1	1094428
1=	1	1094429
1=	1	1094430
1=	1	1094431
1=	1	1094432
1=	1	1094433
1=	1	1094434
1=	1	1094435
1=	1	1094436
1=	1	1094437
1=	1	1094438
1=	1	1094439
1=	1	1094440
1=	1	1094441
1=	1	1094442
1=	1	1094443
1=	1	1094444
1=	1	1094445
1=	1	1094446
1=	1	1094447
1=	1	1094448
1=	1	1094449
1=	1	1094450
1=	1	1094451
1=	1	1094452
1=	1	1094453
1=	1	1094454
1=	1	1094455
1=	1	1094456
1=	1	1094457
1=	1	1094458
1=	1	1094459
1=	1	1094460
1=	1	1094461
1=	1	1094462
1=	1	1094463
1=	1	1094464
1=	1	1094465
1=	1	1094466
1=	1	1094467
1=	1	1094468
1=	1	1094469
1=	1	1094470
1=	1	1094471
1=	1	1094472
1=	1	1094473
1=	1	1094474
1=	1	1094475
1=	1	1094476
1=	1	1094477
1=	1	1094478
1=	1	1094479
1=	1	1094480
1=	1	1094481
1=	1	1094482
1=	1	1094483
1=	1	1094484
1=	1	1094485
1=	1	1094486
1=	1	1094487
1=	1	1094488
1=	1	1094489
1=	1	1094490
1=	1	1094491
1=	1	1094492
1=	1	1094493
1=	1	1094494
1=	1	1094495
1=	1	1094496
1=	1	1094497
1=	1	1094498
1=	1	1094499
1=	1	1094500
1=	1	1094501
1=	1	1094502
1=	1	1094503
1=	1	1094504
1=	1	1094505
1=	1	1094506
1=	1	1094507
1=	1	1094508
1=	1	1094509
1=	1	1094510
1=	1	1094511
1=	1	1094512
1=	1	1094513
1=	1	1094514
1=	1	1094515
1=	1	1094516
1=	1	1094517
1=	1	1094518
1=	1	1094519
1=	1	1094520
1=	1	1094521
1=	1	1094522
1=	1	1094523
1=	1	1094524
1=	1	1094525
1=	1	1094526
1=	1	1095002
1=	1	1095003
1=	1	1095004
1=	1	1095005
1=	1	1095006
1=	1	1095007
1=	1	1095008
1=	1	1095009
1=	1	1095010
1=	1	1095011
1=	1	1095012
1=	1	1095013
1=	1	1095014
1=	1	1095015
1=	1	1095016
1=	1	1095017
1=	1	1095018
1=	1	1095019
1=	1	1095020
1=	1	1095021
1=	1	1095022
1=	1	1095023
1=	1	1095024
1=	1	1095025
1=	1	1095026
1=	1	1095027
1=	1	1095028
1=	1	1095029
1=	1	1095030
1=	1	1095031
1=	1	1095032
1=	1	1095033
1=	1	1095034
1=	1	1095035
1=	1	1095036
1=	1	1095037
1=	1	1095038
1=	1	1095039
1=	1	1095040
1=	1	1095041
1=	1	1095042
1=	1	1095043
1=	1	1095044
1=	1	1095045
1=	1	1095046
1=	1	1095047
1=	1	1095048
1=	1	1095049
1=	1	1095050
1=	1	1095051
1=	1	1095052
1=	1	1095053
1=	1	1095054
1=	1	1095055
1=	1	1095056
1=	1	1095057
1=	1	1095058
1=	1	1095059
1=	1	1095060
1=	1	1095061
1=	1	1095062
1=	1	1095063
1=	1	1095064
1=	1	1095065
1=	1	1095066
1=	1	1095067
1=	1	1095068
1=	1	1095069
1=	1	1095070
1=	1	1095071
1=	1	1095072
1=	1	1095073
1=	1	1095074
1=	1	1095075
1=	1	1095076
1=	1	1095077
1=	1	1095078
1=	1	1095079
1=	1	1095080
1=	1	1095081
1=	1	1095082
1=	1	1095083
1=	1	1095084
1=	1	1095085
1=	1	1095086
1=	1	1095087
1=	1	1095088
1=	1	1095089
1=	1	1095090
1=	1	1095091
1=	1	1095092
1=	1	1095093
1=	1	1095094
1=	1	1095095
1=	1	1095096
1=	1	1095097
1=	1	1095098
1=	1	1095099
1=	1	1095821
1=	1	1095822
1=	1	1095823
1=	1	1095824
1=	1	1095825
1=	1	1095826
1=	1	1095827
1=	1	1095828
1=	1	1095829
1=	1	1095830
1=	1	1095831
1=	1	1095832
1=	1	1095833
1=	1	1095834
1=	1	1095835
1=	1	1095836
1=	1	1095837
1=	1	1095838
1=	1	1095839
1=	1	1095840
1=	1	1095841
1=	1	1095842
1=	1	1095843
1=	1	1095844
1=	1	1095845
1=	1	1095846
1=	1	1095850
1=	1	1095851
1=	1	1095852
1=	1	1095853
1=	1	1095854
1=	1	1095855
1=	1	1095856
1=	1	1095857
1=	1	1095858
1=	1	1095859
1=	1	1095860
1=	1	1095861
1=	1	1095862
1=	1	1095863
1=	1	1095864
1=	1	1095865
1=	1	1095866
1=	1	1095867
1=	1	1095868
1=	1	1095869
1=	1	1095870
1=	1	1095871
1=	1	1095872
1=	1	1095873
1=	1	1095874
1=	1	1095875
1=	1	1095876
1=	1	1095877
1=	1	1095878
1=	1	1095879
1=	1	1095880
1=	1	1095881
1=	1	1095882
1=	1	1095883
1=	1	1095884
1=	1	1095885
1=	1	1095886
1=	1	1095887
1=	1	1095888
1=	1	1095889
1=	1	1095890
1=	1	1095891
1=	1	1095892
1=	1	1095893
1=	1	1095894
1=	1	1095895
1=	1	1095896
1=	1	1095897
1=	1	1095898
1=	1	1095899
1=	1	1095900
1=	1	1095901
1=	1	1095902
1=	1	1095903
1=	1	1095904
1=	1	1095905
1=	1	1095906
1=	1	1095907
1=	1	1095908
1=	1	1095909
1=	1	1095920
1=	1	1095921
1=	1	1095922
1=	1	1095923
1=	1	1095924
1=	1	1095925
1=	1	1095926
1=	1	1095927
1=	1	1095928
1=	1	1095929
1=	1	1095930
1=	1	1095931
1=	1	1095932
1=	1	1095933
1=	1	1095934
1=	1	1095935
1=	1	1095939
1=	1	1095940
1=	1	1095941
1=	1	1095942
1=	1	1095943
1=	1	1095944
1=	1	1095945
1=	1	1095946
1=	1	1095951
1=	1	1095954
1=	1	1095955
1=	1	1095956
1=	1	1095957
1=	1	1095958
1=	1	1095959
1=	1	1095960
1=	1	1095961
1=	1	1095962
1=	1	1095963
1=	1	1095964
1=	1	1095965
1=	1	1095966
1=	1	1095967
1=	1	1095968
1=	1	1095969
1=	1	1095970
1=	1	1095971
1=	1	1095972
1=	1	1095973
1=	1	1095974
1=	1	1095975
1=	1	1095976
1=	1	1095977
1=	1	1095978
1=	1	1095979
1=	1	1095980
1=	1	1095981
1=	1	1095982
1=	1	1095983
1=	1	1095984
1=	1	1095985
1=	1	1095986
1=	1	1095987
1=	1	1095988
1=	1	1095989
1=	1	1095990
1=	1	1095991
1=	1	1095992
1=	1	1095993
1=	1	1095994
1=	1	1095995
1=	1	1095996
1=	1	1095997
1=	1	1095998
1=	1	1095999
1=	1	1096000
1=	1	1096001
1=	1	1096002
1=	1	1096003
1=	1	1096004
1=	1	1096005
1=	1	1096006
1=	1	1096007
1=	1	1096008
1=	1	1096009
1=	1	1096010
1=	1	1096011
1=	1	1096012
1=	1	1096013
1=	1	1096014
1=	1	1096015
1=	1	1096016
1=	1	1096017
1=	1	1096018
1=	1	1096019
1=	1	1096020
1=	1	1096021
1=	1	1096022
1=	1	1096023
1=	1	1096024
1=	1	1096025
1=	1	1096026
1=	1	1096027
1=	1	1096028
1=	1	1096029
1=	1	1096030
1=	1	1096031
1=	1	1096032
1=	1	1096033
1=	1	1096034
1=	1	1096035
1=	1	1096036
1=	1	1096037
1=	1	1096038
1=	1	1096039
1=	1	1096040
1=	1	1096041
1=	1	1096042
1=	1	1096043
1=	1	1096044
1=	1	1096045
1=	1	1096046
1=	1	1096047
1=	1	1096048
1=	1	1096049
1=	1	1096050
1=	1	1096051
1=	1	1096052
1=	1	1096053
1=	1	1096054
1=	1	1096055
1=	1	1096056
1=	1	1096057
1=	1	1096058
1=	1	1096059
1=	1	1096060
1=	1	1096061
1=	1	1096062
1=	1	1096063
1=	1	1096064
1=	1	1096065
1=	1	1096066
1=	1	1096067
1=	1	1096068
1=	1	1096069
1=	1	1096070
1=	1	1096640
1=	1	1096641
1=	1	1096642
1=	1	1096643
1=	1	1096644
1=	1	1096645
1=	1	1096646
1=	1	1096647
1=	1	1096648
1=	1	1096649
1=	1	1096650
1=	1	1096651
1=	1	1096656
1=	1	1096657
1=	1	1096659
1=	1	1096660
1=	1	1096661
1=	1	1096662
1=	1	1096663
1=	1	1096664
1=	1	1096665
1=	1	1096668
1=	1	1096669
1=	1	1096670
1=	1	1096671
1=	1	1096672
1=	1	1096673
1=	1	1096677
1=	1	1096680
1=	1	1096681
1=	1	1096684
1=	1	1096685
1=	1	1096686
1=	1	1096690
1=	1	1096691
1=	1	1096694
1=	1	1096696
1=	1	1096697
1=	1	1096698
1=	1	1096699
1=	1	1096722
1=	1	1096723
1=	1	1096724
1=	1	1096725
1=	1	1096726
1=	1	1096727
1=	1	1096728
1=	1	1096729
1=	1	1096731
1=	1	1096732
1=	1	1096733
1=	1	1096734
1=	1	1096735
1=	1	1096736
1=	1	1096737
1=	1	1096738
1=	1	1096739
1=	1	1096740
1=	1	1096741
1=	1	1096742
1=	1	1096743
1=	1	1096744
1=	1	1096745
1=	1	1096746
1=	1	1096747
1=	1	1096748
1=	1	1096749
1=	1	1096750
1=	1	1096751
1=	1	1096757
1=	1	1096758
1=	1	1096759
1=	1	1096760
1=	1	1096761
1=	1	1096762
1=	1	1096763
1=	1	1096764
1=	1	1096765
1=	1	1096773
1=	1	1096778
1=	1	1096779
1=	1	1096780
1=	1	1096781
1=	1	1096782
1=	1	1096783
1=	1	1096784
1=	1	1096785
1=	1	1096787
1=	1	1096788
1=	1	1096789
1=	1	1096794
1=	1	1096795
1=	1	1096796
1=	1	1096797
1=	1	1096798
1=	1	1096799
1=	1	1096800
1=	1	1096801
1=	1	1096805
1=	1	1096806
1=	1	1096808
1=	1	1096809
1=	1	1096810
1=	1	1096811
1=	1	1096812
1=	1	1096813
1=	1	1096815
1=	1	1096816
1=	1	1096817
1=	1	1096818
1=	1	1096819
1=	1	1096820
1=	1	1096821
1=	1	1096822
1=	1	1096823
1=	1	1096824
1=	1	1096825
1=	1	1096826
1=	1	1096827
1=	1	1096828
1=	1	1096829
1=	1	1096830
1=	1	1096831
1=	1	1096832
1=	1	1096833
1=	1	1096834
1=	1	1096835
1=	1	1096836
1=	1	1096837
1=	1	1096838
1=	1	1096839
1=	1	1096840
1=	1	1096841
1=	1	1096842
1=	1	1096843
1=	1	1096844
1=	1	1096845
1=	1	1096846
1=	1	1096847
1=	1	1096848
1=	1	1096849
1=	1	1096850
1=	1	1096851
1=	1	1096852
1=	1	1096853
1=	1	1096854
1=	1	1096855
1=	1	1096856
1=	1	1096857
1=	1	1096858
1=	1	1096859
1=	1	1096860
1=	1	1096861
1=	1	1096862
1=	1	1096863
1=	1	1096864
1=	1	1096865
1=	1	1096866
1=	1	1096867
1=	1	1096868
1=	1	1096869
1=	1	1096870
1=	1	1096871
1=	1	1096872
1=	1	1096873
1=	1	1096874
1=	1	1096875
1=	1	1096876
1=	1	1096877
1=	1	1096878
1=	1	1096879
1=	1	1096880
1=	1	1096881
1=	1	1096882
1=	1	1096883
1=	1	1096884
1=	1	1096885
1=	1	1096886
1=	1	1096887
1=	1	1096888
1=	1	1096889
1=	1	1096890
1=	1	1096891
1=	1	1096892
1=	1	1096893
1=	1	1096894
1=	1	1096895
1=	1	1096896
1=	1	1096897
1=	1	1096898
1=	1	1096899
1=	1	1096900
1=	1	1096901
1=	1	1096902
1=	1	1096903
1=	1	1096904
1=	1	1096905
1=	1	1096906
1=	1	1096907
1=	1	1096908
1=	1	1096909
1=	1	1096910
1=	1	1096911
1=	1	1096912
1=	1	1096913
1=	1	1096914
1=	1	1096915
1=	1	1096916
1=	1	1096917
1=	1	1096918
1=	1	1096919
1=	1	1096920
1=	1	1096921
1=	1	1096922
1=	1	1096923
1=	1	1096924
1=	1	1096925
1=	1	1096926
1=	1	1096927
1=	1	1096928
1=	1	1096929
1=	1	1096930
1=	1	1096931
1=	1	1096932
1=	1	1096933
1=	1	1096934
1=	1	1096935
1=	1	1096936
1=	1	1096937
1=	1	1096938
1=	1	1096939
1=	1	1096940
1=	1	1096941
1=	1	1096942
1=	1	1096943
1=	1	1096944
1=	1	1096945
1=	1	1096946
1=	1	1096947
1=	1	1096948
1=	1	1096949
1=	1	1096950
1=	1	1096951
1=	1	1096952
1=	1	1096953
1=	1	1096954
1=	1	1096955
1=	1	1096956
1=	1	1096957
1=	1	1096958
1=	1	1096959
1=	1	1096960
1=	1	1096961
1=	1	1096962
1=	1	1096963
1=	1	1096964
1=	1	1096965
1=	1	1096966
1=	1	1096967
1=	1	1096968
1=	1	1096969
1=	1	1096970
1=	1	1096971
1=	1	1096972
1=	1	1096973
1=	1	1096974
1=	1	1096975
1=	1	1096976
1=	1	1096977
1=	1	1096978
1=	1	1096979
1=	1	1096980
1=	1	1096981
1=	1	1096982
1=	1	1096983
1=	1	1096984
1=	1	1096985
1=	1	1096986
1=	1	1096987
1=	1	1096988
1=	1	1096989
1=	1	1096990
1=	1	1096991
1=	1	1096992
1=	1	1096993
1=	1	1096994
1=	1	1096995
1=	1	1096996
1=	1	1096997
1=	1	1096998
1=	1	1096999
1=	1	1097000
1=	1	1097001
1=	1	1097002
1=	1	1097003
1=	1	1097004
1=	1	1097005
1=	1	1097006
1=	1	1097007
1=	1	1097008
1=	1	1097009
1=	1	1097010
1=	1	1097011
1=	1	1097012
1=	1	1097013
1=	1	1097014
1=	1	1097015
1=	1	1097016
1=	1	1097017
1=	1	1097018
1=	1	1097019
1=	1	1097020
1=	1	1097021
1=	1	1097022
1=	1	1097023
1=	1	1097025
1=	1	1097026
1=	1	1097027
1=	1	1097028
1=	1	1097029
1=	1	1097030
1=	1	1097031
1=	1	1097032
1=	1	1097033
1=	1	1097034
1=	1	1097035
1=	1	1097036
1=	1	1097037
1=	1	1097038
1=	1	1097039
1=	1	1097040
1=	1	1097041
1=	1	1097042
1=	1	1097043
1=	1	1097044
1=	1	1097045
1=	1	1097046
1=	1	1097047
1=	1	1097048
1=	1	1097049
1=	1	1097050
1=	1	1097051
1=	1	1097052
1=	1	1097053
1=	1	1097054
1=	1	1097055
1=	1	1097056
1=	1	1097057
1=	1	1097058
1=	1	1097059
1=	1	1097060
1=	1	1097061
1=	1	1097062
1=	1	1097063
1=	1	1097064
1=	1	1097065
1=	1	1097066
1=	1	1097067
1=	1	1097068
1=	1	1097069
1=	1	1097070
1=	1	1097071
1=	1	1097072
1=	1	1097073
1=	1	1097074
1=	1	1097075
1=	1	1097076
1=	1	1097077
1=	1	1097078
1=	1	1097079
1=	1	1097080
1=	1	1097081
1=	1	1097082
1=	1	1097083
1=	1	1097084
1=	1	1097085
1=	1	1097086
1=	1	1097087
1=	1	1097088
1=	1	1097089
1=	1	1097090
1=	1	1097091
1=	1	1097092
1=	1	1097093
1=	1	1097094
1=	1	1097095
1=	1	1097096
1=	1	1097097
1=	1	1097098
1=	1	1097099
1=	1	1097100
1=	1	1097101
1=	1	1097102
1=	1	1097103
1=	1	1097104
1=	1	1097105
1=	1	1097106
1=	1	1097107
1=	1	1098310
1=	1	1098311
1=	1	1098326
1=	1	1098338
1=	1	1098360
1=	1	1098370
1=	1	1098490
1=	1	1098491
1=	1	1098492
1=	1	1098493
1=	1	1098494
1=	1	1098495
1=	1	1098496
1=	1	1098497
1=	1	1098498
1=	1	1098499
1=	1	1098500
1=	1	1098501
1=	1	1098502
1=	1	1098503
1=	1	1098504
1=	1	1098505
1=	1	1098506
1=	1	1098507
1=	1	1098508
1=	1	1098509
1=	1	1098510
1=	1	1098511
1=	1	1098512
1=	1	1098513
1=	1	1098527
1=	1	1098528
1=	1	1098529
1=	1	1098540
1=	1	1098543
1=	1	1098544
1=	1	1098545
1=	1	1098546
1=	1	1098547
1=	1	1098548
1=	1	1098549
1=	1	1098550
1=	1	1098551
1=	1	1098552
1=	1	1098553
1=	1	1098554
1=	1	1098555
1=	1	1098556
1=	1	1098557
1=	1	1098558
1=	1	1098559
1=	1	1098560
1=	1	1098563
1=	1	1098564
1=	1	1098605
1=	1	1098606
1=	1	1098607
1=	1	1098608
1=	1	1098609
1=	1	1098610
1=	1	1098616
1=	1	1098617
1=	1	1098618
1=	1	1098619
1=	1	1098620
1=	1	1098621
1=	1	1098622
1=	1	1098623
1=	1	1098624
1=	1	1098625
1=	1	1098626
1=	1	1098627
1=	1	1098628
1=	1	1098629
1=	1	1098630
1=	1	1098631
1=	1	1098632
1=	1	1098633
1=	1	1098634
1=	1	1098635
1=	1	1098636
1=	1	1098637
1=	1	1098638
1=	1	1098639
1=	1	1098640
1=	1	1098641
1=	1	1098642
1=	1	1098646
1=	1	1098647
1=	1	1098648
1=	1	1098649
1=	1	1098650
1=	1	1098651
1=	1	1098652
1=	1	1098653
1=	1	1098655
1=	1	1098657
1=	1	1098658
1=	1	1098659
1=	1	1098660
1=	1	1098661
1=	1	1098662
1=	1	1098663
1=	1	1098665
1=	1	1098666
1=	1	1098668
1=	1	1098669
1=	1	1098670
1=	1	1098671
1=	1	1098672
1=	1	1099502
1=	1	1099503
1=	1	1099504
1=	1	1099505
1=	1	1099506
1=	1	1099507
1=	1	1099508
1=	1	1099509
1=	1	1099510
1=	1	1099511
1=	1	1099512
1=	1	1099513
1=	1	1099514
1=	1	1099515
1=	1	1099516
1=	1	1099517
1=	1	1099518
1=	1	1099519
1=	1	1099520
1=	1	1099521
1=	1	1099522
1=	1	1099523
1=	1	1099524
1=	1	1099525
1=	1	1099526
1=	1	1099528
1=	1	1099531
1=	1	1099533
1=	1	1099537
1=	1	1099539
1=	1	1099543
1=	1	1099544
1=	1	1099546
1=	1	1099637
1=	1	1099638
1=	1	1099639
1=	1	1099640
1=	1	1099641
1=	1	1099642
1=	1	1099643
1=	1	1099644
1=	1	1099645
1=	1	1099646
1=	1	1099647
1=	1	1099648
1=	1	1099649
1=	1	1099650
1=	1	1099651
1=	1	1099652
1=	1	1099653
1=	1	1099654
1=	1	1099655
1=	1	1099656
1=	1	1099657
1=	1	1099658
1=	1	1099659
1=	1	1099660
1=	1	1099661
1=	1	1099662
1=	1	1099663
1=	1	1099664
1=	1	1099665
1=	1	1099666
1=	1	1099667
1=	1	1099668
1=	1	1099669
1=	1	1099670
1=	1	1099671
1=	1	1099672
1=	1	1099673
1=	1	1099674
1=	1	1099675
1=	1	1099676
1=	1	1099677
1=	1	1099678
1=	1	1099679
1=	1	1099680
1=	1	1099681
1=	1	1099682
1=	1	1099683
1=	1	1099684
1=	1	1099685
1=	1	1099686
1=	1	1099687
1=	1	1099688
1=	1	1099689
1=	1	1099690
1=	1	1099691
1=	1	1099692
1=	1	1099693
1=	1	1099694
1=	1	1099695
1=	1	1099696
1=	1	1099697
1=	1	1099718
1=	1	1099719
1=	1	1099720
1=	1	1099721
1=	1	1099722
1=	1	1099723
1=	1	1099724
1=	1	1099725
1=	1	1099726
1=	1	1099727
1=	1	1099728
1=	1	1099729
1=	1	1099730
1=	1	1099731
1=	1	1099732
1=	1	1099733
1=	1	1099734
1=	1	1099735
1=	1	1099736
1=	1	1099737
1=	1	1099738
1=	1	1099739
1=	1	1099740
1=	1	1099741
1=	1	1099742
1=	1	1099743
1=	1	1099744
1=	1	1099745
1=	1	1099746
1=	1	1099747
1=	1	1099748
1=	1	1099749
1=	1	1099750
1=	1	1099751
1=	1	1099752
1=	1	1099753
1=	1	1099754
1=	1	1099755
1=	1	1099756
1=	1	1099757
1=	1	1099758
1=	1	1099759
1=	1	1099760
1=	1	1099761
1=	1	1099762
1=	1	1099763
1=	1	1099764
1=	1	1099765
1=	1	1099766
1=	1	1099767
1=	1	1099768
1=	1	1099769
1=	1	1099770
1=	1	1099771
1=	1	1099772
1=	1	1099773
1=	1	1099774
1=	1	1099775
1=	1	1099776
1=	1	1099777
1=	1	1099778
1=	1	1099779
1=	1	1099780
1=	1	1099781
1=	1	1099782
1=	1	1099783
1=	1	1099784
1=	1	1099785
1=	1	1099786
1=	1	1099787
1=	1	1099788
1=	1	1099789
1=	1	1099790
1=	1	1099791
1=	1	1099792
1=	1	1099793
1=	1	1099794
1=	1	1099795
1=	1	1099796
1=	1	1099797
1=	1	1099798
1=	1	1099799
1=	1	1099800
1=	1	1099801
1=	1	1099802
1=	1	1099803
1=	1	1099804
1=	1	1099805
1=	1	1099806
1=	1	1099807
1=	1	1099808
1=	1	1099809
1=	1	1099810
1=	1	1099811
1=	1	1099812
1=	1	1099813
1=	1	1099814
1=	1	1099815
1=	1	1099816
1=	1	1099817
1=	1	1099818
1=	1	1099819
1=	1	1099820
1=	1	1099821
1=	1	1099822
1=	1	1099823
1=	1	1099824
1=	1	1099825
1=	1	1099826
1=	1	1099827
1=	1	1099828
1=	1	1099829
1=	1	1099830
1=	1	1099831
1=	1	1099832
1=	1	1099833
1=	1	1099834
1=	1	1099835
1=	1	1099836
1=	1	1099837
1=	1	1099838
1=	1	1099839
1=	1	1099840
1=	1	1099841
1=	1	1099842
1=	1	1099843
1=	1	1099844
1=	1	1099845
1=	1	1099846
1=	1	1099847
1=	1	1099848
1=	1	1099849
1=	1	1099850
1=	1	1099851
1=	1	1099852
1=	1	1099853
1=	1	1099854
1=	1	1099855
1=	1	1099856
1=	1	1099857
1=	1	1099858
1=	1	1099859
1=	1	1099860
1=	1	1099861
1=	1	1099862
1=	1	1099863
1=	1	1099864
1=	1	1099865
1=	1	1099866
1=	1	1099867
1=	1	1099868
1=	1	1099869
1=	1	1099870
1=	1	1099871
1=	1	1099872
1=	1	1099873
1=	1	1099874
1=	1	1099875
1=	1	1099876
1=	1	1099877
1=	1	1099878
1=	1	1099879
1=	1	1099880
1=	1	1099881
1=	1	1099882
1=	1	1099883
1=	1	1099884
1=	1	1099885
1=	1	1099886
1=	1	1099887
1=	1	1099888
1=	1	1099889
1=	1	1099890
1=	1	1099891
1=	1	1099892
1=	1	1099893
1=	1	1099894
1=	1	1099895
1=	1	1099896
1=	1	1099897
1=	1	1099898
1=	1	1099899
1=	1	1099900
1=	1	1099901
1=	1	1099902
1=	1	1099903
1=	1	1099904
1=	1	1099905
1=	1	1099906
1=	1	1099907
1=	1	1099909
1=	1	1099910
1=	1	1099911
1=	1	1099912
1=	1	1099913
1=	1	1099914
1=	1	1099915
1=	1	1099916
1=	1	1099917
1=	1	1099918
1=	1	1099919
1=	1	1099920
1=	1	1099921
1=	1	1099922
1=	1	1099923
1=	1	1099924
1=	1	1099925
1=	1	1099926
1=	1	1099927
1=	1	1099928
1=	1	1099929
1=	1	1099930
1=	1	1099931
1=	1	1099932
1=	1	1099933
1=	1	1099934
1=	1	1099935
1=	1	1099936
1=	1	1099937
1=	1	1099938
1=	1	1099939
1=	1	1099940
1=	1	1099941
1=	1	1099942
1=	1	1099943
1=	1	1099944
1=	1	1099945
1=	1	1099946
1=	1	1099947
1=	1	1099948
1=	1	1099949
1=	1	1099950
1=	1	1099951
1=	1	1099952
1=	1	1099953
1=	1	1099954
1=	1	1099955
1=	1	1099956
1=	1	1099957
1=	1	1099958
1=	1	1099959
1=	1	1099960
1=	1	1099961
1=	1	1099962
1=	1	1099963
1=	1	1099964
1=	1	1099965
1=	1	1099966
1=	1	1099967
1=	1	1099968
1=	1	1099969
1=	1	1099970
1=	1	1099971
1=	1	1099972
1=	1	1099973
1=	1	1099974
1=	1	1099975
1=	1	1099976
1=	1	1099977
1=	1	1099978
1=	1	1099979
1=	1	1099980
1=	1	1099981
1=	1	1099982
1=	1	1099983
1=	1	1099984
1=	1	1099985
1=	1	1099986
1=	1	1099987
1=	1	1099988
1=	1	1099989
1=	1	1099990
1=	1	1099991
1=	1	1099992
1=	1	1099993
1=	1	1099994
1=	1	1099995
1=	1	1099996
1=	1	1099997
1=	1	1099998
1=	1	1099999
1=	1	1100000
1=	1	1100001
1=	1	1100002
1=	1	1100003
1=	1	1100004
1=	1	1100005
1=	1	1100006
1=	1	1100007
1=	1	1100008
1=	1	1100009
1=	1	1100010
1=	1	1100011
1=	1	1100012
1=	1	1100013
1=	1	1100014
1=	1	1100015
1=	1	1100016
1=	1	1100017
1=	1	1100018
1=	1	1100019
1=	1	1100020
1=	1	1100021
1=	1	1100022
1=	1	1100023
1=	1	1100024
1=	1	1100025
1=	1	1100026
1=	1	1100027
1=	1	1100028
1=	1	1100029
1=	1	1100030
1=	1	1100031
1=	1	1100032
1=	1	1100033
1=	1	1100034
1=	1	1100035
1=	1	1100036
1=	1	1100037
1=	1	1100038
1=	1	1100039
1=	1	1100040
1=	1	1100041
1=	1	1100042
1=	1	1100043
1=	1	1100044
1=	1	1100045
1=	1	1100046
1=	1	1100047
1=	1	1100048
1=	1	1100049
1=	1	1100050
1=	1	1100051
1=	1	1100052
1=	1	1100053
1=	1	1100054
1=	1	1100055
1=	1	1100056
1=	1	1100057
1=	1	1100058
1=	1	1100059
1=	1	1100060
1=	1	1100061
1=	1	1100062
1=	1	1100063
1=	1	1100064
1=	1	1100065
1=	1	1100066
1=	1	1100067
1=	1	1100068
1=	1	1100069
1=	1	1100070
1=	1	1100071
1=	1	1100072
1=	1	1100073
1=	1	1100074
1=	1	1100075
1=	1	1100076
1=	1	1100077
1=	1	1100078
1=	1	1100079
1=	1	1100080
1=	1	1100081
1=	1	1100082
1=	1	1100083
1=	1	1100084
1=	1	1101815
1=	1	1101816
1=	1	1101817
1=	1	1101818
1=	1	1101819
1=	1	1101820
1=	1	1101821
1=	1	1101822
1=	1	1101823
1=	1	1101824
1=	1	1101825
1=	1	1101826
1=	1	1101827
1=	1	1101828
1=	1	1101829
1=	1	1101830
1=	1	1101831
1=	1	1101833
1=	1	1101834
1=	1	1101835
1=	1	1101836
1=	1	1101837
1=	1	1101838
1=	1	1101839
1=	1	1101840
1=	1	1101841
1=	1	1101842
1=	1	1101843
1=	1	1101844
1=	1	1101845
1=	1	1101846
1=	1	1101847
1=	1	1101848
1=	1	1101849
1=	1	1101850
1=	1	1101851
1=	1	1101852
1=	1	1101853
1=	1	1101854
1=	1	1101855
1=	1	1101856
1=	1	1101857
1=	1	1101858
1=	1	1101859
1=	1	1101860
1=	1	1101861
1=	1	1101862
1=	1	1101863
1=	1	1101864
1=	1	1101865
1=	1	1101866
1=	1	1101867
1=	1	1101868
1=	1	1101869
1=	1	1101870
1=	1	1101871
1=	1	1101872
1=	1	1101873
1=	1	1101874
1=	1	1101875
1=	1	1101876
1=	1	1101877
1=	1	1101878
1=	1	1101879
1=	1	1101880
1=	1	1101881
1=	1	1101882
1=	1	1101883
1=	1	1101884
1=	1	1101885
1=	1	1101886
1=	1	1101887
1=	1	1101888
1=	1	1101889
1=	1	1101890
1=	1	1101891
1=	1	1101892
1=	1	1101893
1=	1	1101894
1=	1	1101895
1=	1	1101896
1=	1	1101897
1=	1	1101898
1=	1	1101899
1=	1	1101900
1=	1	1101901
1=	1	1101902
1=	1	1101903
1=	1	1101904
1=	1	1101905
1=	1	1101906
1=	1	1101907
1=	1	1101908
1=	1	1101909
1=	1	1101910
1=	1	1101911
1=	1	1101912
1=	1	1101913
1=	1	1101914
1=	1	1101915
1=	1	1101916
1=	1	1101917
1=	1	1101918
1=	1	1101919
1=	1	1101920
1=	1	1101921
1=	1	1101922
1=	1	1101923
1=	1	1101924
1=	1	1101925
1=	1	1101926
1=	1	1101927
1=	1	1101928
1=	1	1101929
1=	1	1101930
1=	1	1101931
1=	1	1101932
1=	1	1101933
1=	1	1101934
1=	1	1101935
1=	1	1101936
1=	1	1101937
1=	1	1101938
1=	1	1101939
1=	1	1101940
1=	1	1101941
1=	1	1101942
1=	1	1101943
1=	1	1101944
1=	1	1101945
1=	1	1101946
1=	1	1101947
1=	1	1101948
1=	1	1101949
1=	1	1101950
1=	1	1101951
1=	1	1101952
1=	1	1101953
1=	1	1101954
1=	1	1101955
1=	1	1101956
1=	1	1101957
1=	1	1101958
1=	1	1101959
1=	1	1101960
1=	1	1101961
1=	1	1101962
1=	1	1101963
1=	1	1101964
1=	1	1101965
1=	1	1101966
1=	1	1101967
1=	1	1101968
1=	1	1101969
1=	1	1101970
1=	1	1101971
1=	1	1101972
1=	1	1101973
