name	family	highertaxon	interaction	host name	host family	host highertaxon	source
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Scyphiphora hydrophylacea	Rubiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Sonneratia alba	Sonneratiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Camptostemon schultzii	Malvaceae	Dicotyledoneae	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Canoparmelia texana	Parmeliaceae	Ascomycota	Associate:Commensal:Epiphyte	Casuarina glauca	Casuarinaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Capitella	Capitellidae	Polychaeta	Associate:Commensal:Detritivore	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Capitella	Capitellidae	Polychaeta	Associate:Commensal:Detritivore	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Capitella	Capitellidae	Polychaeta	Associate:Commensal:Detritivore	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Caryosporella rhizophorae	Melanommataceae	Ascomycota	Associate:Consumer:Parasite:Infects	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cassidula nucleus	Ellobiidae	Pulmonata	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cassidula nucleus	Ellobiidae	Pulmonata	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cassidula zonata	Ellobiidae	Pulmonata	Associate:Neutral	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cassidula zonata	Ellobiidae	Pulmonata	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cassytha filiformis	Lauraceae	Dicotyledoneae	Associate:Consumer:Predator	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Casuarina glauca	Casuarinaceae	Dicotyledoneae	Associate:Neutral	Tecticornia australasica	Chenopodiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Casuarina glauca	Casuarinaceae	Dicotyledoneae	Associate:Neutral	Triglochin striata	Juncaginaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catenella nipae	Caulacanthaceae	Rhodophyta	Associate:Commensal:Epiphyte	Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catenella nipae	Caulacanthaceae	Rhodophyta	Associate:Commensal:Epiphyte	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catenella nipae	Caulacanthaceae	Rhodophyta	Associate:Commensal:Epiphyte	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catenella nipae	Caulacanthaceae	Rhodophyta	Associate:Commensal:Epiphyte	Sonneratia alba	Sonneratiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catenella nipae	Caulacanthaceae	Rhodophyta	Associate:Commensal:Epiphyte	Avicennia	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Catopsilia pomona	Pieridae	Lepidoptera	Associate:Mutualist:Pollinates	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cenoloba obliteralis	Tineodidae	Lepidoptera	Associate:Consumer:Predator	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceresium	Cerambycidae	Coleoptera	Associate:Commensal:Inhabits	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceresium	Cerambycidae	Coleoptera	Associate:Consumer:Predator	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Cathormion	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Excoecaria ovalis	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Parkinsonia aculeata	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Sporobolus virginicus	Poaceae	Monocotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops australis	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Tecticornia halocnemoides	Chenopodiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Acrostichum speciosum	Pteridaceae	Pteridophyta	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera cylindrica	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera sexangula	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Camptostemon schultzii	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Cynometra iripa	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora mucronata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Sonneratia caseolaris	Lythraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Xylocarpus	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Acanthus ilicifolius	Acanthaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Acrostichum speciosum	Pteridaceae	Pteridophyta	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Aegialitis annulata	Plumbaginaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Aegiceras corniculatum	Primulaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera cylindrica	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera exaristata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Bruguiera parviflora	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Camptostemon schultzii	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Ceriops pseudodecandra	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Cynometra iripa	Fabaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Diospyros geminata	Ebenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Heritiera littoralis	Sterculiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Hibiscus tiliaceus	Malvaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Lumnitzera littorea	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Lumnitzera racemosa	Combretaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Muellerolimon salicorniaceum	Plumbaginaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Osbornia octodonta	Myrtaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora apiculata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora mucronata	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Scyphiphora hydrophylacea	Rubiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Sonneratia alba	Sonneratiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Xylocarpus granatum	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceriops tagal	Rhizophoraceae	Dicotyledoneae	Associate:Neutral	Xylocarpus moluccensis	Meliaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceyx pusilla	Alcedinidae	Aves	Associate:Commensal:Inhabits	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Ceyx pusilla	Alcedinidae	Aves	Associate:Commensal:Inhabits	Ceriops tagal	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cheilolejeunea intertexta	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cheilolejeunea intertexta	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cheilolejeunea intertexta	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Excoecaria agallocha	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Cheilolejeunea intertexta	Lejeuneaceae	Marchantiophyta	Associate:Commensal:Epiphyte	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Chiloscyphus semiteres	Lophocoleaceae	Bryophyta	Associate:Commensal:Epiphyte	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Chiloscyphus semiteres	Lophocoleaceae	Bryophyta	Associate:Commensal:Epiphyte	Casuarina glauca	Casuarinaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Clistocoeloma merguiense	Sesarmidae	Decapoda	Associate:Commensal:Detritivore	Rhizophora stylosa	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Clistocoeloma merguiense	Sesarmidae	Decapoda	Associate:Commensal:Detritivore	Bruguiera gymnorhiza	Rhizophoraceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Clistocoeloma merguiense	Sesarmidae	Decapoda	Associate:Commensal:Detritivore	Avicennia marina	Verbenaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
Coccocarpia erythroxyli	Coccocarpiaceae	Ascomycota	Associate:Commensal:Epiphyte	Excoecaria	Euphorbiaceae	Dicotyledoneae	http://trin.org.au/pub/Mangroves/SemanticLinksReportList/discover.tsv Australian Mangrove and Saltmarsh Resource
