rank	count	cc_attributionURL
123=	1	http://biodiversity.org.au/afd.taxon/34234c52-ec8a-47aa-afaf-31a71ce4278e
123=	1	http://biodiversity.org.au/afd.taxon/342d7b72-f923-4b9f-b553-a01fec924161
123=	1	http://biodiversity.org.au/afd.taxon/342f7f89-e317-46e4-9877-847576d7206e
123=	1	http://biodiversity.org.au/afd.taxon/3442a97d-8b8b-4385-80cf-95ba5bcf4993
123=	1	http://biodiversity.org.au/afd.taxon/344d1e6e-e4e1-4e1c-b86a-f7772632034d
123=	1	http://biodiversity.org.au/afd.taxon/347c1fb9-a5fb-4191-b5db-a8b5cb1749a5
123=	1	http://biodiversity.org.au/afd.taxon/348fc623-eb48-4d12-82d7-f3752fceecfd
123=	1	http://biodiversity.org.au/afd.taxon/34b099d9-9b9c-4927-b41b-7ab791720f4b
123=	1	http://biodiversity.org.au/afd.taxon/34b893c1-0362-4f2f-957e-a676ba83a207
123=	1	http://biodiversity.org.au/afd.taxon/34bb75f5-3081-47b8-9864-1d7c8cc76d00
123=	1	http://biodiversity.org.au/afd.taxon/34e4f1ac-6c4f-4fb9-818c-79f297a44583
123=	1	http://biodiversity.org.au/afd.taxon/34ea3ad3-2b29-4051-b9cc-591a95f517f2
123=	1	http://biodiversity.org.au/afd.taxon/34ee428b-2282-4805-966c-5e698303beee
123=	1	http://biodiversity.org.au/afd.taxon/34f68bfa-0ffa-4403-88de-8008d33e3b64
123=	1	http://biodiversity.org.au/afd.taxon/3541272a-b84c-459c-a6ab-8d3616c61997
123=	1	http://biodiversity.org.au/afd.taxon/3546357e-0617-4667-937d-4d378132bc50
123=	1	http://biodiversity.org.au/afd.taxon/3571c23a-1739-4b67-b9e1-fc95db6db346
123=	1	http://biodiversity.org.au/afd.taxon/35a33965-6e29-4447-b94d-05525d12b4d1
123=	1	http://biodiversity.org.au/afd.taxon/35a46132-d124-4541-aa4e-fcc4701da017
123=	1	http://biodiversity.org.au/afd.taxon/35b9e562-6f40-4eff-87f3-06aec49b22f3
123=	1	http://biodiversity.org.au/afd.taxon/35dae261-39b7-4057-8f78-76ddcc1268da
123=	1	http://biodiversity.org.au/afd.taxon/35f73475-5195-43e1-afb5-348993ddf7ff
123=	1	http://biodiversity.org.au/afd.taxon/36132eb9-c56e-49d5-8e07-c78de95212f4
123=	1	http://biodiversity.org.au/afd.taxon/362fa4aa-a5cb-4db6-9f72-9857f5755714
123=	1	http://biodiversity.org.au/afd.taxon/3639f683-37a8-4169-ac89-642666914f28
123=	1	http://biodiversity.org.au/afd.taxon/364d849e-3555-40d4-b0ff-ff29bbb10f68
123=	1	http://biodiversity.org.au/afd.taxon/3669c6a7-872e-49a0-80b5-19f834713a91
123=	1	http://biodiversity.org.au/afd.taxon/36b6125b-2385-4112-8ae2-798a234a1e52
123=	1	http://biodiversity.org.au/afd.taxon/36bfbd76-aa6b-498f-9260-8d63bfda16f7
123=	1	http://biodiversity.org.au/afd.taxon/36d32473-7c5b-4444-8249-bdb7112692d4
123=	1	http://biodiversity.org.au/afd.taxon/36d9c41c-8a2c-48b0-a29c-2638546a7498
123=	1	http://biodiversity.org.au/afd.taxon/373c3063-6a14-4c8c-b0fb-af4d6d4d175f
123=	1	http://biodiversity.org.au/afd.taxon/3743092e-320c-4a35-abb6-cdd73a22a3b0
123=	1	http://biodiversity.org.au/afd.taxon/376b4455-012f-454c-95df-7d20a426309e
123=	1	http://biodiversity.org.au/afd.taxon/37838432-54a1-4ab9-a80c-854b533629c1
123=	1	http://biodiversity.org.au/afd.taxon/3783dd21-5fdd-4790-8bed-3f6527c52990
123=	1	http://biodiversity.org.au/afd.taxon/37918098-97a3-4fa7-9ffe-acf9eb9b001a
123=	1	http://biodiversity.org.au/afd.taxon/37cadf25-54ed-4269-9b2f-ea02726683ad
123=	1	http://biodiversity.org.au/afd.taxon/37dc85ab-5003-4e38-a022-ba377ec388b5
123=	1	http://biodiversity.org.au/afd.taxon/37fc93e4-ef85-411d-81f2-37fb8372d0e5
123=	1	http://biodiversity.org.au/afd.taxon/381bf48a-5589-477c-8ef2-e4f747fac9ff
123=	1	http://biodiversity.org.au/afd.taxon/381d57ed-3ef6-4ef1-9992-af4ddde6ef98
123=	1	http://biodiversity.org.au/afd.taxon/382da023-6732-41a8-bba4-271fc1d4d948
123=	1	http://biodiversity.org.au/afd.taxon/3838c5f4-c521-44c9-ab4d-ece04f6178f8
123=	1	http://biodiversity.org.au/afd.taxon/3895debf-a38b-4121-99ef-0ed31cb3cb57
123=	1	http://biodiversity.org.au/afd.taxon/389ee745-298d-4748-b243-6752a555335c
123=	1	http://biodiversity.org.au/afd.taxon/38b7744f-9cc2-4b4b-9b8d-d0e09d562280
123=	1	http://biodiversity.org.au/afd.taxon/38f3a2a4-9dd4-4190-a899-d687e167b4f9
123=	1	http://biodiversity.org.au/afd.taxon/391ca0bc-8da8-4b0a-bbfa-83987afdf358
123=	1	http://biodiversity.org.au/afd.taxon/39b5d909-05fa-4013-be1a-9468f8572746
123=	1	http://biodiversity.org.au/afd.taxon/39bdadca-bfd4-431f-9fce-2fda9a81c6b2
123=	1	http://biodiversity.org.au/afd.taxon/39c576c8-9359-48fa-9698-27cea1acc49c
123=	1	http://biodiversity.org.au/afd.taxon/39ff0bef-72b3-44e1-a7ab-59a9b5d99bf1
123=	1	http://biodiversity.org.au/afd.taxon/3a20ccce-2ded-4a29-b5c8-545a9e5e8615
123=	1	http://biodiversity.org.au/afd.taxon/3a3c08bc-1373-4bca-9048-023ad3d6d1e1
123=	1	http://biodiversity.org.au/afd.taxon/3a96321f-e7ae-44c4-9eae-46bfbbf866c8
123=	1	http://biodiversity.org.au/afd.taxon/3aada13b-da34-4256-a8cf-bddd95583827
123=	1	http://biodiversity.org.au/afd.taxon/3ac444e6-5d11-45a1-9ad3-b8728441a1a0
123=	1	http://biodiversity.org.au/afd.taxon/3ad85c09-16ec-45d9-9cdb-edbd98eaffb9
123=	1	http://biodiversity.org.au/afd.taxon/3af79ed9-4c96-4abe-b532-51942f9d7b0a
123=	1	http://biodiversity.org.au/afd.taxon/3afc0b44-4b71-4a3e-9771-7dd95be2bb4e
123=	1	http://biodiversity.org.au/afd.taxon/3b1989db-7c31-45d0-99a4-ed3950182969
123=	1	http://biodiversity.org.au/afd.taxon/3b211a28-387b-4763-87d5-66dded3e9df0
123=	1	http://biodiversity.org.au/afd.taxon/3b237579-26af-4eca-9b4f-75505287e6c7
123=	1	http://biodiversity.org.au/afd.taxon/3b4ebe2e-1c53-4431-9758-f9fe684860eb
123=	1	http://biodiversity.org.au/afd.taxon/3b852bac-b0ed-44dc-8304-058a06112fd4
123=	1	http://biodiversity.org.au/afd.taxon/3b8700ab-33e4-463a-9435-4e33bcea621c
123=	1	http://biodiversity.org.au/afd.taxon/3b880287-0653-4aa6-b20b-f707da94f178
123=	1	http://biodiversity.org.au/afd.taxon/3b888d98-70fe-42b5-b078-4b0854073e4f
123=	1	http://biodiversity.org.au/afd.taxon/3b8f5c97-11b3-4f16-994c-baf30b2467a7
123=	1	http://biodiversity.org.au/afd.taxon/3b960286-3958-4cef-8d78-1e4eda64ede9
123=	1	http://biodiversity.org.au/afd.taxon/3b9a8021-89d8-4dfc-bc72-1110dcdcd344
123=	1	http://biodiversity.org.au/afd.taxon/3bc873c6-7ca0-4088-b410-ad131e946f6e
123=	1	http://biodiversity.org.au/afd.taxon/3c056ded-f2e8-4997-b4d5-77d414c113fd
123=	1	http://biodiversity.org.au/afd.taxon/3c250bd4-8c85-4f17-9d13-6a3ce56be7f2
123=	1	http://biodiversity.org.au/afd.taxon/3c49d9d0-ebec-48f6-b30a-16e3b4f739dd
123=	1	http://biodiversity.org.au/afd.taxon/3c5025f2-0daf-4101-8b63-91513c04ea3f
123=	1	http://biodiversity.org.au/afd.taxon/3c57a4a5-2023-44f1-aff9-5dff33d5bb93
123=	1	http://biodiversity.org.au/afd.taxon/3c6f9ea9-c196-45ff-b262-24eca6ba1099
123=	1	http://biodiversity.org.au/afd.taxon/3c7bfe6d-c135-4a8d-8834-79a97b7118d2
123=	1	http://biodiversity.org.au/afd.taxon/3c82d1ce-42f2-468d-97fc-1c212d7df080
123=	1	http://biodiversity.org.au/afd.taxon/3c90e13c-bf67-4e41-a5d5-e290129f8431
123=	1	http://biodiversity.org.au/afd.taxon/3c9e7913-6ff8-4d14-b7c4-11946417ee69
123=	1	http://biodiversity.org.au/afd.taxon/3ca54640-8538-4fdd-aca4-155930869871
123=	1	http://biodiversity.org.au/afd.taxon/3cb24a89-1f83-4aaf-9cae-1f1680d3b829
123=	1	http://biodiversity.org.au/afd.taxon/3cbe2e01-19b0-46d3-9de6-79f33adc0fe2
123=	1	http://biodiversity.org.au/afd.taxon/3ceecb7f-f1ca-43bb-b5ae-54a1078dbc69
123=	1	http://biodiversity.org.au/afd.taxon/3d078845-3058-4c98-9660-eecdfba2de37
123=	1	http://biodiversity.org.au/afd.taxon/3d37f34a-ce0f-4b32-bd4b-9a6a387b8e76
123=	1	http://biodiversity.org.au/afd.taxon/3d5d7e83-5b27-467e-b3ec-cb893a925982
123=	1	http://biodiversity.org.au/afd.taxon/3d7c9688-bd68-4f2e-93d4-77c9741b7733
123=	1	http://biodiversity.org.au/afd.taxon/3d7cdb1f-9dec-4587-b606-de28046694a8
123=	1	http://biodiversity.org.au/afd.taxon/3d7d0822-b022-4f8e-9a88-51425c7e9be1
123=	1	http://biodiversity.org.au/afd.taxon/3d7d2a1e-127c-48cf-9a4e-3ae123ff2377
123=	1	http://biodiversity.org.au/afd.taxon/3d822164-2440-4fe9-8018-60883308017e
123=	1	http://biodiversity.org.au/afd.taxon/3e033eff-2dc2-4721-8e8c-dc712d665ab9
123=	1	http://biodiversity.org.au/afd.taxon/3e1e0f55-d758-434e-92d6-5d8201778f3c
123=	1	http://biodiversity.org.au/afd.taxon/3e5a1308-7b1e-4b1e-883d-db59b3ea74cd
123=	1	http://biodiversity.org.au/afd.taxon/3e83fbed-0fc2-45ae-a743-414f8c951b7d
123=	1	http://biodiversity.org.au/afd.taxon/3e9f60dc-d012-480f-9cb9-dd65c3ffcb6f
123=	1	http://biodiversity.org.au/afd.taxon/3ec47d37-8456-469f-8f26-4c3fb6355c6b
123=	1	http://biodiversity.org.au/afd.taxon/3ec49884-f326-4a72-a8df-620c96bb19cd
123=	1	http://biodiversity.org.au/afd.taxon/3ed728da-631d-43af-8e8b-3806e320f68d
123=	1	http://biodiversity.org.au/afd.taxon/3eda8415-1f16-410f-b0a1-02717bb0081f
123=	1	http://biodiversity.org.au/afd.taxon/3edfb90e-ee85-4ed8-900b-59a49f71357a
123=	1	http://biodiversity.org.au/afd.taxon/3fbb7b3d-151b-4ca1-a139-bbced809947c
123=	1	http://biodiversity.org.au/afd.taxon/3fc5442c-c32d-4905-b408-2d44c4bdabbc
123=	1	http://biodiversity.org.au/afd.taxon/3fef2c69-d7fb-4983-8d18-7193fb097257
123=	1	http://biodiversity.org.au/afd.taxon/401ebc8b-e553-42e0-9a64-55b040e0f107
123=	1	http://biodiversity.org.au/afd.taxon/4026e89f-f3c3-4cb7-b2ca-7381e30514d4
123=	1	http://biodiversity.org.au/afd.taxon/406fe8b9-cb94-45ea-81b6-60e3183ce06d
123=	1	http://biodiversity.org.au/afd.taxon/40769569-833e-480f-9250-6e9a38043f8b
123=	1	http://biodiversity.org.au/afd.taxon/40a5383c-4fe4-482b-8d9c-b0097d0f7991
123=	1	http://biodiversity.org.au/afd.taxon/40a866c4-30d0-4b61-a321-4ee5867398b3
123=	1	http://biodiversity.org.au/afd.taxon/40aa9c16-4d20-4fb3-8adc-d8ec8a7367a8
123=	1	http://biodiversity.org.au/afd.taxon/40b5bd38-1d08-4686-9858-f721e9d5b857
123=	1	http://biodiversity.org.au/afd.taxon/40c389dd-68ab-482b-a7b1-6219e2357d1a
123=	1	http://biodiversity.org.au/afd.taxon/40cccb21-3171-4d1c-aa05-9f16d3ea83b2
123=	1	http://biodiversity.org.au/afd.taxon/410412e3-6141-4642-9dae-435faf480692
123=	1	http://biodiversity.org.au/afd.taxon/410840d9-23a7-42d9-96c9-9c9234d774b1
123=	1	http://biodiversity.org.au/afd.taxon/4115bbea-5abc-4154-a33d-5a390c6269ea
123=	1	http://biodiversity.org.au/afd.taxon/4122d7b5-f676-4c76-bf06-f65114cff0d5
123=	1	http://biodiversity.org.au/afd.taxon/412dd2db-b749-40ba-acd4-5b2ed6650d4e
123=	1	http://biodiversity.org.au/afd.taxon/4138dd0b-a94b-42c9-b1fd-57608cc630ec
123=	1	http://biodiversity.org.au/afd.taxon/413c0463-034d-40e3-b044-e8141909da9e
123=	1	http://biodiversity.org.au/afd.taxon/4158de1e-312a-4243-a8b2-1c66c7534968
123=	1	http://biodiversity.org.au/afd.taxon/4182ccd3-da7f-42e0-9432-5c55de1c978d
123=	1	http://biodiversity.org.au/afd.taxon/418a76b2-56c4-4cf1-8df2-3c98f71f9b42
123=	1	http://biodiversity.org.au/afd.taxon/41916ab4-b4d0-421f-a354-c34048a537ae
123=	1	http://biodiversity.org.au/afd.taxon/41d1d3d6-409a-45ac-ab6b-058f6c1644c1
123=	1	http://biodiversity.org.au/afd.taxon/42042df5-9f23-423d-86ec-3a6283559fa2
123=	1	http://biodiversity.org.au/afd.taxon/42128357-1875-4ee9-ba35-9af7fe413838
123=	1	http://biodiversity.org.au/afd.taxon/424cf22f-efe3-4519-b3ba-af59a32aaff6
123=	1	http://biodiversity.org.au/afd.taxon/4257f845-bc2b-4e59-96e4-2b6742bec527
123=	1	http://biodiversity.org.au/afd.taxon/426ec63e-b9bd-4d1d-9b6e-8f3bfe8a5e8b
123=	1	http://biodiversity.org.au/afd.taxon/4284e6d8-f429-4f62-b5fb-6ebfb83798e0
123=	1	http://biodiversity.org.au/afd.taxon/4291f8ac-5ca3-435d-9db5-068c3d187181
123=	1	http://biodiversity.org.au/afd.taxon/42acedad-aef4-4aec-8b28-11de2f8e735e
123=	1	http://biodiversity.org.au/afd.taxon/42c06b71-2472-40ed-b540-f3986d3506cb
123=	1	http://biodiversity.org.au/afd.taxon/42d029f9-6fb0-4c03-892e-8a6c19673773
123=	1	http://biodiversity.org.au/afd.taxon/4323d5c9-836f-4864-8354-fbf2eede72ea
123=	1	http://biodiversity.org.au/afd.taxon/43361921-2902-4582-b70f-9119a1f5c08c
123=	1	http://biodiversity.org.au/afd.taxon/433d241e-434a-44bf-840f-b269fbfb7272
123=	1	http://biodiversity.org.au/afd.taxon/434fbfdf-f803-46b8-9ad1-62a6ab85b5c2
123=	1	http://biodiversity.org.au/afd.taxon/43838208-6766-48e3-bd38-c74e4f79977a
123=	1	http://biodiversity.org.au/afd.taxon/438f68c5-7c90-4882-943b-1a364907bd9c
123=	1	http://biodiversity.org.au/afd.taxon/439d3735-f443-4140-8fea-f17903e3e697
123=	1	http://biodiversity.org.au/afd.taxon/43a6d7fa-1846-4abc-9d4f-a97e866d8091
123=	1	http://biodiversity.org.au/afd.taxon/43e837c8-0615-41b6-ab55-5ae7b14e359f
123=	1	http://biodiversity.org.au/afd.taxon/441ae3f9-1e7b-4956-ac2e-72d1c8ee6ffd
123=	1	http://biodiversity.org.au/afd.taxon/442a15fd-ee1c-4f07-b7b9-fa127043f899
123=	1	http://biodiversity.org.au/afd.taxon/4433e797-dda5-4dd9-84a9-dbbc40c91be5
123=	1	http://biodiversity.org.au/afd.taxon/446a5219-45f1-42d7-8724-204bd33adaf4
123=	1	http://biodiversity.org.au/afd.taxon/4478ff79-cd26-4aca-95c5-88353a1bf16c
123=	1	http://biodiversity.org.au/afd.taxon/44b1738b-6094-48d6-a60a-d0773b51b982
123=	1	http://biodiversity.org.au/afd.taxon/44b5296b-bfb0-4096-8f6b-bd3ae4184b80
123=	1	http://biodiversity.org.au/afd.taxon/44b9409a-5759-45f5-a41d-bee8b8ee6cc7
123=	1	http://biodiversity.org.au/afd.taxon/44dad7a2-158e-448e-b299-a04d402a666f
123=	1	http://biodiversity.org.au/afd.taxon/44e0d603-2c9d-4b37-93d2-86bbffde7ebd
123=	1	http://biodiversity.org.au/afd.taxon/450b7b72-ee7b-40ce-89d0-b430b143c386
123=	1	http://biodiversity.org.au/afd.taxon/45130258-4ec6-41c7-97e5-2a658f4e04dd
123=	1	http://biodiversity.org.au/afd.taxon/45337034-29c1-4306-92a0-538698574aa1
123=	1	http://biodiversity.org.au/afd.taxon/455f51cf-edad-4d9b-9e5d-546a4a28d794
123=	1	http://biodiversity.org.au/afd.taxon/45a2dab2-e015-445a-a3fa-23c612199c3d
123=	1	http://biodiversity.org.au/afd.taxon/45b0c315-c46e-4a22-bbe6-5187fa56c410
123=	1	http://biodiversity.org.au/afd.taxon/45bddef3-4e40-4320-bd47-4d5e4dd3a8af
123=	1	http://biodiversity.org.au/afd.taxon/45e1ce31-5513-460c-90d2-fa626b30a44e
123=	1	http://biodiversity.org.au/afd.taxon/45f9303e-2452-4b4e-a7bf-1c7ed9cb6fe6
123=	1	http://biodiversity.org.au/afd.taxon/45faca24-a29c-4954-94e9-646c20fddac7
123=	1	http://biodiversity.org.au/afd.taxon/46226481-cc6a-4d3b-bf27-e58d877de0d9
123=	1	http://biodiversity.org.au/afd.taxon/46235672-cc4d-42a6-a444-2e8f8a7301d4
123=	1	http://biodiversity.org.au/afd.taxon/462e715b-d7e1-4770-84af-8307521e5271
123=	1	http://biodiversity.org.au/afd.taxon/4638b980-42b0-4df2-a0c1-5312b712c535
123=	1	http://biodiversity.org.au/afd.taxon/468ff39c-46bb-4114-94a9-65d8877e37d0
123=	1	http://biodiversity.org.au/afd.taxon/469f4927-f760-4e2c-8b3d-070214ce5b61
123=	1	http://biodiversity.org.au/afd.taxon/46b10512-e1c4-4e21-8cf0-0b65ecfea7b3
123=	1	http://biodiversity.org.au/afd.taxon/46b1a1f4-2306-4fde-8953-57bdfa00ad11
123=	1	http://biodiversity.org.au/afd.taxon/46bb6eca-cdc6-4f91-9340-772381cd6782
123=	1	http://biodiversity.org.au/afd.taxon/46c12f3d-dac5-4e8b-b782-1512df544479
123=	1	http://biodiversity.org.au/afd.taxon/46d4a7a2-26d3-47b3-9c13-4d938d56fae7
123=	1	http://biodiversity.org.au/afd.taxon/46e49d61-cee0-42d2-86ec-3658d65b9630
123=	1	http://biodiversity.org.au/afd.taxon/46e4c468-2a8d-43ad-9049-e728b848cba3
123=	1	http://biodiversity.org.au/afd.taxon/46f5d9c0-c7f4-40e9-a51c-f3b6be071ad0
123=	1	http://biodiversity.org.au/afd.taxon/478a148b-8359-4f79-beba-dd02580415a5
123=	1	http://biodiversity.org.au/afd.taxon/4796e5f3-55dd-4b5c-85b3-08b8f3ec06e3
123=	1	http://biodiversity.org.au/afd.taxon/47ac6a6e-b093-4d60-90fb-8938b71f0cff
123=	1	http://biodiversity.org.au/afd.taxon/47e10efd-4e69-4d80-9c9e-b377e69c8e29
123=	1	http://biodiversity.org.au/afd.taxon/480896f1-c6d9-4ae4-8d68-57d63b060b36
123=	1	http://biodiversity.org.au/afd.taxon/481b90ca-d00d-40fc-b3d6-37192fb14625
123=	1	http://biodiversity.org.au/afd.taxon/481ba1a3-8839-448b-a01e-a45cbbbe519d
123=	1	http://biodiversity.org.au/afd.taxon/4833fd4e-53ee-4e20-a578-47eef0461d25
123=	1	http://biodiversity.org.au/afd.taxon/4846f3ae-b510-4c66-817f-a480ba2fdd53
123=	1	http://biodiversity.org.au/afd.taxon/4856665d-8e17-4b6c-9562-96e76a51a258
123=	1	http://biodiversity.org.au/afd.taxon/487b7a78-475e-48d5-969b-d5306e3f8a3e
123=	1	http://biodiversity.org.au/afd.taxon/48ea1430-7718-427e-ad7a-acbe81d0844a
123=	1	http://biodiversity.org.au/afd.taxon/48fb9312-097a-434f-9da9-efde7f71b7f3
123=	1	http://biodiversity.org.au/afd.taxon/493d7b9b-d5be-453d-aa57-0b0710fe253d
123=	1	http://biodiversity.org.au/afd.taxon/498c43b2-3216-496f-a0a7-2c2f8675863e
123=	1	http://biodiversity.org.au/afd.taxon/49a87d19-8c88-47f8-8d2b-5682ddf70522
123=	1	http://biodiversity.org.au/afd.taxon/49ba62ff-ad01-41cc-ad74-3dd5af53fb90
123=	1	http://biodiversity.org.au/afd.taxon/49c747e4-f643-46c7-933b-c0e652df7024
123=	1	http://biodiversity.org.au/afd.taxon/49dba456-d468-405f-9d89-b966c2c60e6a
123=	1	http://biodiversity.org.au/afd.taxon/49fa566b-54a8-4c6d-a3c7-1dfaccff2c36
123=	1	http://biodiversity.org.au/afd.taxon/4a313f85-93fb-4cd8-ac7b-983bde5e25c0
123=	1	http://biodiversity.org.au/afd.taxon/4a6d29e0-a0e4-47e8-9fbe-0b54aea41b69
123=	1	http://biodiversity.org.au/afd.taxon/4a9c3fcc-cd3b-42bd-baff-7ae9a55fa2f3
123=	1	http://biodiversity.org.au/afd.taxon/4ae8f7cc-c642-437a-91f4-32ceaa896543
123=	1	http://biodiversity.org.au/afd.taxon/4aeac8fe-1fbe-4590-a510-3b57c1a2a3ed
123=	1	http://biodiversity.org.au/afd.taxon/4af89676-5ef0-4e87-8642-914707debf13
123=	1	http://biodiversity.org.au/afd.taxon/4af97a6b-a596-48fe-b8b3-f26db1513be8
123=	1	http://biodiversity.org.au/afd.taxon/4b0a6a2d-68e9-4454-8db2-05b2c65f8e8a
123=	1	http://biodiversity.org.au/afd.taxon/4b0da327-7dce-4f23-9c8a-9c4ecf2414f0
123=	1	http://biodiversity.org.au/afd.taxon/4b36775c-41c1-4229-9447-f93c271fd089
123=	1	http://biodiversity.org.au/afd.taxon/4b40878e-bfff-4373-a4b3-c70af58ed5ce
123=	1	http://biodiversity.org.au/afd.taxon/4b5e71e7-038d-4c2a-bcea-9796c1ca8bfa
123=	1	http://biodiversity.org.au/afd.taxon/4b940292-1dd0-4a6e-85b2-b3c05b54a010
123=	1	http://biodiversity.org.au/afd.taxon/4bb3de2a-1f52-41c7-a1d5-31562fcf101d
123=	1	http://biodiversity.org.au/afd.taxon/4bff1ff7-810f-4d9c-9081-61815e495f5b
123=	1	http://biodiversity.org.au/afd.taxon/4c16c5a2-b5a2-4bbb-ba4a-27c103327eaf
123=	1	http://biodiversity.org.au/afd.taxon/4c5d1820-aee9-4be6-a5d6-67f3c1293499
123=	1	http://biodiversity.org.au/afd.taxon/4c5e5546-e9d4-47cd-b352-2fba301becc6
123=	1	http://biodiversity.org.au/afd.taxon/4cae921b-19aa-4a29-888e-991c9c608f2c
123=	1	http://biodiversity.org.au/afd.taxon/4cca8598-b1d7-4793-95dc-c461ec8de023
123=	1	http://biodiversity.org.au/afd.taxon/4cebf1a2-86be-46aa-9e09-df6034ea8f4e
123=	1	http://biodiversity.org.au/afd.taxon/4cfc0b2d-b29c-4717-87db-3b39f7c9bc16
123=	1	http://biodiversity.org.au/afd.taxon/4d0ef043-f90c-41ee-9870-e463f297c6d6
123=	1	http://biodiversity.org.au/afd.taxon/4d198635-f5a8-4a1f-b036-62b1bcc5eccc
123=	1	http://biodiversity.org.au/afd.taxon/4d36af1b-86a4-49f5-b9dc-6532074242fa
123=	1	http://biodiversity.org.au/afd.taxon/4d418032-723f-4186-b3d7-3b9f3aff0a18
123=	1	http://biodiversity.org.au/afd.taxon/4d69c2c9-f192-4afd-a0fb-aee1074f3fc9
123=	1	http://biodiversity.org.au/afd.taxon/4d6f4e9f-f931-495c-8deb-f89a73bb2264
123=	1	http://biodiversity.org.au/afd.taxon/4d9b8cd9-d9a2-4e8a-b612-4124aa93fbd5
123=	1	http://biodiversity.org.au/afd.taxon/4df5efd6-1c32-41e3-89b0-3a768dcca2f2
123=	1	http://biodiversity.org.au/afd.taxon/4dff1d33-4732-4627-8a7e-35c0ccd4ff51
123=	1	http://biodiversity.org.au/afd.taxon/4e1600f9-86a4-4428-bcd8-0a4f05f3b0bc
123=	1	http://biodiversity.org.au/afd.taxon/4e1a6fd4-de2f-4dfd-8ca8-837acfdc09c1
123=	1	http://biodiversity.org.au/afd.taxon/4e579fc2-9083-4829-9c5a-72df985b0fd9
123=	1	http://biodiversity.org.au/afd.taxon/4e60e753-da97-4af9-885e-6052d6907e1a
123=	1	http://biodiversity.org.au/afd.taxon/4e6a1e59-680e-426f-833f-44e9dcba1ad7
123=	1	http://biodiversity.org.au/afd.taxon/4e6b2bf1-9ee0-4171-bc59-df71a882a71e
123=	1	http://biodiversity.org.au/afd.taxon/4ed2809a-89ff-4975-930d-d2a18a35f188
123=	1	http://biodiversity.org.au/afd.taxon/4edb67f0-e128-4425-bf27-18de8ae1b2f5
123=	1	http://biodiversity.org.au/afd.taxon/4ee86545-7900-4f84-b539-ff59943f9956
123=	1	http://biodiversity.org.au/afd.taxon/4ee8f618-3853-46ee-9652-364df4564909
123=	1	http://biodiversity.org.au/afd.taxon/4eeb765f-331d-483b-93fb-9d6829b92c21
123=	1	http://biodiversity.org.au/afd.taxon/4efe3c2c-ca28-4b69-89b2-04fa636d7e78
123=	1	http://biodiversity.org.au/afd.taxon/4eff6474-f368-48a7-95ab-947e12b1a6c7
123=	1	http://biodiversity.org.au/afd.taxon/4f013106-8df2-4f17-8370-f15af183c25a
123=	1	http://biodiversity.org.au/afd.taxon/4f1ab4b5-2f99-41b8-99de-37c941220091
123=	1	http://biodiversity.org.au/afd.taxon/4f25c3c6-fa48-402f-8f64-00efb8c11962
123=	1	http://biodiversity.org.au/afd.taxon/4f4c826e-b86a-4464-99ce-c8ada56ba36c
123=	1	http://biodiversity.org.au/afd.taxon/4f549142-1b01-4f7a-ac65-11fbc284ab0a
123=	1	http://biodiversity.org.au/afd.taxon/4f5f0d4c-3fc6-416c-b986-dd6321dc4087
123=	1	http://biodiversity.org.au/afd.taxon/4f7eb10b-1cc9-4ac7-8c69-2895658f0843
123=	1	http://biodiversity.org.au/afd.taxon/4f9efe0b-9a55-4015-9e97-f7eb914b851f
123=	1	http://biodiversity.org.au/afd.taxon/4fccecb0-de33-40f5-ab1d-b2caf15b1c7d
123=	1	http://biodiversity.org.au/afd.taxon/4ff4b36f-abca-43fe-9070-f0eedb487ce7
123=	1	http://biodiversity.org.au/afd.taxon/4ffff332-2e87-406f-89bb-16be47775c21
123=	1	http://biodiversity.org.au/afd.taxon/50047df9-7cb1-474f-bd52-6ea92f6d76ad
123=	1	http://biodiversity.org.au/afd.taxon/500f1494-d532-40aa-9a84-fb17ca2b4002
123=	1	http://biodiversity.org.au/afd.taxon/5029b940-339e-4086-9261-952d24430f38
123=	1	http://biodiversity.org.au/afd.taxon/5032b4b1-f6c8-4e94-ac98-3763f7964bd5
123=	1	http://biodiversity.org.au/afd.taxon/507e802c-ee35-4b7f-84ae-b27997cd566b
123=	1	http://biodiversity.org.au/afd.taxon/50a88132-7f2c-4bc6-843d-5a5406715d77
123=	1	http://biodiversity.org.au/afd.taxon/50b67444-f06a-4a91-ae79-d2d432f51a44
123=	1	http://biodiversity.org.au/afd.taxon/50d35dfa-3007-43f9-8836-453e8798bd39
123=	1	http://biodiversity.org.au/afd.taxon/50e00917-7bd3-4fff-8f82-cbd9143f994c
123=	1	http://biodiversity.org.au/afd.taxon/50e6db43-7898-497d-8f43-7bc9399703f5
123=	1	http://biodiversity.org.au/afd.taxon/50ea445f-fdc5-43d8-982d-7b40f12ab314
123=	1	http://biodiversity.org.au/afd.taxon/50f81332-ee7e-4127-9513-a6862790b124
123=	1	http://biodiversity.org.au/afd.taxon/51592aa1-43d1-4706-a9d9-4183a95f6433
123=	1	http://biodiversity.org.au/afd.taxon/5195b922-eecd-4602-9ecc-f1a2928c8a83
123=	1	http://biodiversity.org.au/afd.taxon/51b26e43-5acf-4751-a46f-307e02b2b90a
123=	1	http://biodiversity.org.au/afd.taxon/51ec2e74-de7d-4701-b1bf-504f56fed94d
