rank	count	NAME_LSID
29=	2	urn:lsid:biodiversity.org.au:afd.name:332533
29=	2	urn:lsid:biodiversity.org.au:afd.name:332912
29=	2	urn:lsid:biodiversity.org.au:afd.name:338419
29=	2	urn:lsid:biodiversity.org.au:afd.name:340527
29=	2	urn:lsid:biodiversity.org.au:afd.name:343540
29=	2	urn:lsid:biodiversity.org.au:afd.name:343643
29=	2	urn:lsid:biodiversity.org.au:afd.name:346799
29=	2	urn:lsid:biodiversity.org.au:afd.name:353835
29=	2	urn:lsid:biodiversity.org.au:afd.name:354860
29=	2	urn:lsid:biodiversity.org.au:afd.name:355390
29=	2	urn:lsid:biodiversity.org.au:afd.name:357086
29=	2	urn:lsid:biodiversity.org.au:afd.name:362773
29=	2	urn:lsid:biodiversity.org.au:afd.name:364599
29=	2	urn:lsid:biodiversity.org.au:afd.name:372534
29=	2	urn:lsid:biodiversity.org.au:afd.name:375288
29=	2	urn:lsid:biodiversity.org.au:afd.name:376493
29=	2	urn:lsid:biodiversity.org.au:afd.name:380089
29=	2	urn:lsid:biodiversity.org.au:afd.name:383522
29=	2	urn:lsid:biodiversity.org.au:afd.name:383864
29=	2	urn:lsid:biodiversity.org.au:afd.name:384826
29=	2	urn:lsid:biodiversity.org.au:afd.name:385134
29=	2	urn:lsid:biodiversity.org.au:afd.name:385761
29=	2	urn:lsid:biodiversity.org.au:afd.name:392648
29=	2	urn:lsid:biodiversity.org.au:afd.name:392806
29=	2	urn:lsid:biodiversity.org.au:afd.name:394027
29=	2	urn:lsid:biodiversity.org.au:afd.name:395219
29=	2	urn:lsid:biodiversity.org.au:afd.name:401572
29=	2	urn:lsid:biodiversity.org.au:afd.name:402186
29=	2	urn:lsid:biodiversity.org.au:afd.name:403150
29=	2	urn:lsid:biodiversity.org.au:afd.name:410935
29=	2	urn:lsid:biodiversity.org.au:afd.name:410936
29=	2	urn:lsid:biodiversity.org.au:afd.name:413935
29=	2	urn:lsid:biodiversity.org.au:afd.name:420813
29=	2	urn:lsid:biodiversity.org.au:afd.name:420907
29=	2	urn:lsid:biodiversity.org.au:afd.name:422016
29=	2	urn:lsid:biodiversity.org.au:afd.name:427325
29=	2	urn:lsid:biodiversity.org.au:afd.name:428157
29=	2	urn:lsid:biodiversity.org.au:afd.name:432550
29=	2	urn:lsid:biodiversity.org.au:afd.name:432923
29=	2	urn:lsid:biodiversity.org.au:afd.name:433043
29=	2	urn:lsid:biodiversity.org.au:afd.name:433484
29=	2	urn:lsid:biodiversity.org.au:afd.name:433940
29=	2	urn:lsid:biodiversity.org.au:afd.name:434283
29=	2	urn:lsid:biodiversity.org.au:afd.name:436172
29=	2	urn:lsid:biodiversity.org.au:afd.name:436285
29=	2	urn:lsid:biodiversity.org.au:afd.name:439409
29=	2	urn:lsid:biodiversity.org.au:afd.name:443455
29=	2	urn:lsid:biodiversity.org.au:afd.name:443456
29=	2	urn:lsid:biodiversity.org.au:afd.name:444415
29=	2	urn:lsid:biodiversity.org.au:afd.name:444919
29=	2	urn:lsid:biodiversity.org.au:afd.name:448256
29=	2	urn:lsid:biodiversity.org.au:afd.name:449570
29=	2	urn:lsid:biodiversity.org.au:afd.name:449907
29=	2	urn:lsid:biodiversity.org.au:afd.name:451829
29=	2	urn:lsid:biodiversity.org.au:afd.name:451864
29=	2	urn:lsid:biodiversity.org.au:afd.name:452136
29=	2	urn:lsid:biodiversity.org.au:afd.name:455390
29=	2	urn:lsid:biodiversity.org.au:afd.name:457408
29=	2	urn:lsid:biodiversity.org.au:afd.name:461486
29=	2	urn:lsid:biodiversity.org.au:afd.name:465790
29=	2	urn:lsid:biodiversity.org.au:afd.name:467573
29=	2	urn:lsid:biodiversity.org.au:afd.name:467942
29=	2	urn:lsid:biodiversity.org.au:afd.name:468340
29=	2	urn:lsid:biodiversity.org.au:afd.name:469290
29=	2	urn:lsid:biodiversity.org.au:afd.name:470123
29=	2	urn:lsid:biodiversity.org.au:afd.name:470125
29=	2	urn:lsid:biodiversity.org.au:afd.name:471288
29=	2	urn:lsid:biodiversity.org.au:afd.name:471289
29=	2	urn:lsid:biodiversity.org.au:afd.name:481945
29=	2	urn:lsid:biodiversity.org.au:afd.name:483448
29=	2	urn:lsid:biodiversity.org.au:afd.name:483942
29=	2	urn:lsid:biodiversity.org.au:afd.name:510970
29=	2	urn:lsid:biodiversity.org.au:afd.name:515734
29=	2	urn:lsid:biodiversity.org.au:afd.name:519833
29=	2	urn:lsid:biodiversity.org.au:afd.name:521495
29=	2	urn:lsid:biodiversity.org.au:afd.name:525655
29=	2	urn:lsid:biodiversity.org.au:afd.name:536675
29=	2	urn:lsid:biodiversity.org.au:afd.name:579750
123=	1	urn:lsid:biodiversity.org.au:afd.name:270678
123=	1	urn:lsid:biodiversity.org.au:afd.name:272676
123=	1	urn:lsid:biodiversity.org.au:afd.name:280148
123=	1	urn:lsid:biodiversity.org.au:afd.name:280307
123=	1	urn:lsid:biodiversity.org.au:afd.name:280308
123=	1	urn:lsid:biodiversity.org.au:afd.name:281097
123=	1	urn:lsid:biodiversity.org.au:afd.name:284245
123=	1	urn:lsid:biodiversity.org.au:afd.name:285180
123=	1	urn:lsid:biodiversity.org.au:afd.name:285384
123=	1	urn:lsid:biodiversity.org.au:afd.name:285548
123=	1	urn:lsid:biodiversity.org.au:afd.name:286643
123=	1	urn:lsid:biodiversity.org.au:afd.name:286934
123=	1	urn:lsid:biodiversity.org.au:afd.name:287278
123=	1	urn:lsid:biodiversity.org.au:afd.name:287842
123=	1	urn:lsid:biodiversity.org.au:afd.name:288228
123=	1	urn:lsid:biodiversity.org.au:afd.name:288282
123=	1	urn:lsid:biodiversity.org.au:afd.name:288425
123=	1	urn:lsid:biodiversity.org.au:afd.name:288426
123=	1	urn:lsid:biodiversity.org.au:afd.name:288427
123=	1	urn:lsid:biodiversity.org.au:afd.name:288428
123=	1	urn:lsid:biodiversity.org.au:afd.name:289458
123=	1	urn:lsid:biodiversity.org.au:afd.name:290787
123=	1	urn:lsid:biodiversity.org.au:afd.name:291323
123=	1	urn:lsid:biodiversity.org.au:afd.name:291353
123=	1	urn:lsid:biodiversity.org.au:afd.name:292658
123=	1	urn:lsid:biodiversity.org.au:afd.name:292795
123=	1	urn:lsid:biodiversity.org.au:afd.name:292962
123=	1	urn:lsid:biodiversity.org.au:afd.name:293825
123=	1	urn:lsid:biodiversity.org.au:afd.name:294156
123=	1	urn:lsid:biodiversity.org.au:afd.name:295498
123=	1	urn:lsid:biodiversity.org.au:afd.name:295500
123=	1	urn:lsid:biodiversity.org.au:afd.name:295733
123=	1	urn:lsid:biodiversity.org.au:afd.name:296087
123=	1	urn:lsid:biodiversity.org.au:afd.name:296234
123=	1	urn:lsid:biodiversity.org.au:afd.name:296258
123=	1	urn:lsid:biodiversity.org.au:afd.name:297012
123=	1	urn:lsid:biodiversity.org.au:afd.name:297467
123=	1	urn:lsid:biodiversity.org.au:afd.name:297543
123=	1	urn:lsid:biodiversity.org.au:afd.name:297559
123=	1	urn:lsid:biodiversity.org.au:afd.name:297709
123=	1	urn:lsid:biodiversity.org.au:afd.name:297710
123=	1	urn:lsid:biodiversity.org.au:afd.name:297821
123=	1	urn:lsid:biodiversity.org.au:afd.name:297822
123=	1	urn:lsid:biodiversity.org.au:afd.name:298095
123=	1	urn:lsid:biodiversity.org.au:afd.name:298619
123=	1	urn:lsid:biodiversity.org.au:afd.name:299190
123=	1	urn:lsid:biodiversity.org.au:afd.name:299381
123=	1	urn:lsid:biodiversity.org.au:afd.name:300633
123=	1	urn:lsid:biodiversity.org.au:afd.name:301240
123=	1	urn:lsid:biodiversity.org.au:afd.name:301242
123=	1	urn:lsid:biodiversity.org.au:afd.name:302013
123=	1	urn:lsid:biodiversity.org.au:afd.name:302108
123=	1	urn:lsid:biodiversity.org.au:afd.name:302152
123=	1	urn:lsid:biodiversity.org.au:afd.name:302600
123=	1	urn:lsid:biodiversity.org.au:afd.name:302853
123=	1	urn:lsid:biodiversity.org.au:afd.name:302854
123=	1	urn:lsid:biodiversity.org.au:afd.name:302916
123=	1	urn:lsid:biodiversity.org.au:afd.name:302923
123=	1	urn:lsid:biodiversity.org.au:afd.name:302924
123=	1	urn:lsid:biodiversity.org.au:afd.name:303071
123=	1	urn:lsid:biodiversity.org.au:afd.name:303140
123=	1	urn:lsid:biodiversity.org.au:afd.name:303269
123=	1	urn:lsid:biodiversity.org.au:afd.name:303270
123=	1	urn:lsid:biodiversity.org.au:afd.name:303993
123=	1	urn:lsid:biodiversity.org.au:afd.name:304092
123=	1	urn:lsid:biodiversity.org.au:afd.name:304093
123=	1	urn:lsid:biodiversity.org.au:afd.name:306535
123=	1	urn:lsid:biodiversity.org.au:afd.name:307456
123=	1	urn:lsid:biodiversity.org.au:afd.name:307659
123=	1	urn:lsid:biodiversity.org.au:afd.name:307690
123=	1	urn:lsid:biodiversity.org.au:afd.name:308237
123=	1	urn:lsid:biodiversity.org.au:afd.name:308603
123=	1	urn:lsid:biodiversity.org.au:afd.name:308671
123=	1	urn:lsid:biodiversity.org.au:afd.name:308677
123=	1	urn:lsid:biodiversity.org.au:afd.name:308678
123=	1	urn:lsid:biodiversity.org.au:afd.name:308909
123=	1	urn:lsid:biodiversity.org.au:afd.name:308911
123=	1	urn:lsid:biodiversity.org.au:afd.name:308912
123=	1	urn:lsid:biodiversity.org.au:afd.name:309036
123=	1	urn:lsid:biodiversity.org.au:afd.name:309352
123=	1	urn:lsid:biodiversity.org.au:afd.name:309497
123=	1	urn:lsid:biodiversity.org.au:afd.name:310157
123=	1	urn:lsid:biodiversity.org.au:afd.name:310279
123=	1	urn:lsid:biodiversity.org.au:afd.name:310363
123=	1	urn:lsid:biodiversity.org.au:afd.name:310537
123=	1	urn:lsid:biodiversity.org.au:afd.name:310745
123=	1	urn:lsid:biodiversity.org.au:afd.name:310985
123=	1	urn:lsid:biodiversity.org.au:afd.name:310988
123=	1	urn:lsid:biodiversity.org.au:afd.name:311068
123=	1	urn:lsid:biodiversity.org.au:afd.name:311489
123=	1	urn:lsid:biodiversity.org.au:afd.name:311490
123=	1	urn:lsid:biodiversity.org.au:afd.name:311952
123=	1	urn:lsid:biodiversity.org.au:afd.name:312509
123=	1	urn:lsid:biodiversity.org.au:afd.name:312510
123=	1	urn:lsid:biodiversity.org.au:afd.name:312588
123=	1	urn:lsid:biodiversity.org.au:afd.name:312711
123=	1	urn:lsid:biodiversity.org.au:afd.name:312712
123=	1	urn:lsid:biodiversity.org.au:afd.name:312713
123=	1	urn:lsid:biodiversity.org.au:afd.name:313289
123=	1	urn:lsid:biodiversity.org.au:afd.name:313290
123=	1	urn:lsid:biodiversity.org.au:afd.name:313322
123=	1	urn:lsid:biodiversity.org.au:afd.name:313399
123=	1	urn:lsid:biodiversity.org.au:afd.name:313502
123=	1	urn:lsid:biodiversity.org.au:afd.name:314130
123=	1	urn:lsid:biodiversity.org.au:afd.name:314133
123=	1	urn:lsid:biodiversity.org.au:afd.name:314982
123=	1	urn:lsid:biodiversity.org.au:afd.name:315239
123=	1	urn:lsid:biodiversity.org.au:afd.name:315240
123=	1	urn:lsid:biodiversity.org.au:afd.name:315241
123=	1	urn:lsid:biodiversity.org.au:afd.name:315243
123=	1	urn:lsid:biodiversity.org.au:afd.name:315267
123=	1	urn:lsid:biodiversity.org.au:afd.name:315767
123=	1	urn:lsid:biodiversity.org.au:afd.name:315770
123=	1	urn:lsid:biodiversity.org.au:afd.name:316414
123=	1	urn:lsid:biodiversity.org.au:afd.name:317177
123=	1	urn:lsid:biodiversity.org.au:afd.name:317229
123=	1	urn:lsid:biodiversity.org.au:afd.name:317671
123=	1	urn:lsid:biodiversity.org.au:afd.name:317888
123=	1	urn:lsid:biodiversity.org.au:afd.name:318033
123=	1	urn:lsid:biodiversity.org.au:afd.name:319136
123=	1	urn:lsid:biodiversity.org.au:afd.name:319904
123=	1	urn:lsid:biodiversity.org.au:afd.name:320317
123=	1	urn:lsid:biodiversity.org.au:afd.name:320319
123=	1	urn:lsid:biodiversity.org.au:afd.name:320950
123=	1	urn:lsid:biodiversity.org.au:afd.name:321121
123=	1	urn:lsid:biodiversity.org.au:afd.name:321282
123=	1	urn:lsid:biodiversity.org.au:afd.name:322257
123=	1	urn:lsid:biodiversity.org.au:afd.name:322258
123=	1	urn:lsid:biodiversity.org.au:afd.name:322288
123=	1	urn:lsid:biodiversity.org.au:afd.name:322346
123=	1	urn:lsid:biodiversity.org.au:afd.name:322354
123=	1	urn:lsid:biodiversity.org.au:afd.name:322355
123=	1	urn:lsid:biodiversity.org.au:afd.name:322373
123=	1	urn:lsid:biodiversity.org.au:afd.name:322374
123=	1	urn:lsid:biodiversity.org.au:afd.name:322381
123=	1	urn:lsid:biodiversity.org.au:afd.name:322382
123=	1	urn:lsid:biodiversity.org.au:afd.name:322606
123=	1	urn:lsid:biodiversity.org.au:afd.name:322618
123=	1	urn:lsid:biodiversity.org.au:afd.name:322746
123=	1	urn:lsid:biodiversity.org.au:afd.name:322852
123=	1	urn:lsid:biodiversity.org.au:afd.name:323280
123=	1	urn:lsid:biodiversity.org.au:afd.name:323325
123=	1	urn:lsid:biodiversity.org.au:afd.name:323899
123=	1	urn:lsid:biodiversity.org.au:afd.name:324107
123=	1	urn:lsid:biodiversity.org.au:afd.name:324242
123=	1	urn:lsid:biodiversity.org.au:afd.name:324243
123=	1	urn:lsid:biodiversity.org.au:afd.name:324244
123=	1	urn:lsid:biodiversity.org.au:afd.name:324252
123=	1	urn:lsid:biodiversity.org.au:afd.name:324770
123=	1	urn:lsid:biodiversity.org.au:afd.name:324771
123=	1	urn:lsid:biodiversity.org.au:afd.name:324789
123=	1	urn:lsid:biodiversity.org.au:afd.name:324790
123=	1	urn:lsid:biodiversity.org.au:afd.name:324953
123=	1	urn:lsid:biodiversity.org.au:afd.name:324974
123=	1	urn:lsid:biodiversity.org.au:afd.name:325038
123=	1	urn:lsid:biodiversity.org.au:afd.name:325084
123=	1	urn:lsid:biodiversity.org.au:afd.name:326686
123=	1	urn:lsid:biodiversity.org.au:afd.name:326734
123=	1	urn:lsid:biodiversity.org.au:afd.name:326842
123=	1	urn:lsid:biodiversity.org.au:afd.name:326904
123=	1	urn:lsid:biodiversity.org.au:afd.name:326912
123=	1	urn:lsid:biodiversity.org.au:afd.name:326968
123=	1	urn:lsid:biodiversity.org.au:afd.name:326986
123=	1	urn:lsid:biodiversity.org.au:afd.name:327032
123=	1	urn:lsid:biodiversity.org.au:afd.name:327034
123=	1	urn:lsid:biodiversity.org.au:afd.name:327098
123=	1	urn:lsid:biodiversity.org.au:afd.name:327101
123=	1	urn:lsid:biodiversity.org.au:afd.name:327547
123=	1	urn:lsid:biodiversity.org.au:afd.name:327651
123=	1	urn:lsid:biodiversity.org.au:afd.name:328153
123=	1	urn:lsid:biodiversity.org.au:afd.name:328246
123=	1	urn:lsid:biodiversity.org.au:afd.name:328377
123=	1	urn:lsid:biodiversity.org.au:afd.name:328485
123=	1	urn:lsid:biodiversity.org.au:afd.name:328796
123=	1	urn:lsid:biodiversity.org.au:afd.name:329316
123=	1	urn:lsid:biodiversity.org.au:afd.name:329317
123=	1	urn:lsid:biodiversity.org.au:afd.name:329787
123=	1	urn:lsid:biodiversity.org.au:afd.name:329834
123=	1	urn:lsid:biodiversity.org.au:afd.name:329835
123=	1	urn:lsid:biodiversity.org.au:afd.name:329836
123=	1	urn:lsid:biodiversity.org.au:afd.name:329927
123=	1	urn:lsid:biodiversity.org.au:afd.name:330100
123=	1	urn:lsid:biodiversity.org.au:afd.name:330130
123=	1	urn:lsid:biodiversity.org.au:afd.name:330131
123=	1	urn:lsid:biodiversity.org.au:afd.name:330437
123=	1	urn:lsid:biodiversity.org.au:afd.name:330550
123=	1	urn:lsid:biodiversity.org.au:afd.name:330551
123=	1	urn:lsid:biodiversity.org.au:afd.name:330645
123=	1	urn:lsid:biodiversity.org.au:afd.name:331105
123=	1	urn:lsid:biodiversity.org.au:afd.name:331106
123=	1	urn:lsid:biodiversity.org.au:afd.name:331490
123=	1	urn:lsid:biodiversity.org.au:afd.name:331921
123=	1	urn:lsid:biodiversity.org.au:afd.name:331993
123=	1	urn:lsid:biodiversity.org.au:afd.name:332460
123=	1	urn:lsid:biodiversity.org.au:afd.name:332461
123=	1	urn:lsid:biodiversity.org.au:afd.name:332547
123=	1	urn:lsid:biodiversity.org.au:afd.name:332911
123=	1	urn:lsid:biodiversity.org.au:afd.name:333000
123=	1	urn:lsid:biodiversity.org.au:afd.name:333001
123=	1	urn:lsid:biodiversity.org.au:afd.name:333249
123=	1	urn:lsid:biodiversity.org.au:afd.name:333417
123=	1	urn:lsid:biodiversity.org.au:afd.name:333418
123=	1	urn:lsid:biodiversity.org.au:afd.name:334809
123=	1	urn:lsid:biodiversity.org.au:afd.name:334810
123=	1	urn:lsid:biodiversity.org.au:afd.name:334934
123=	1	urn:lsid:biodiversity.org.au:afd.name:335241
123=	1	urn:lsid:biodiversity.org.au:afd.name:335742
123=	1	urn:lsid:biodiversity.org.au:afd.name:335931
123=	1	urn:lsid:biodiversity.org.au:afd.name:336156
123=	1	urn:lsid:biodiversity.org.au:afd.name:336302
123=	1	urn:lsid:biodiversity.org.au:afd.name:336626
123=	1	urn:lsid:biodiversity.org.au:afd.name:336851
123=	1	urn:lsid:biodiversity.org.au:afd.name:337038
123=	1	urn:lsid:biodiversity.org.au:afd.name:337045
123=	1	urn:lsid:biodiversity.org.au:afd.name:337046
123=	1	urn:lsid:biodiversity.org.au:afd.name:337306
123=	1	urn:lsid:biodiversity.org.au:afd.name:337608
123=	1	urn:lsid:biodiversity.org.au:afd.name:337861
123=	1	urn:lsid:biodiversity.org.au:afd.name:338348
123=	1	urn:lsid:biodiversity.org.au:afd.name:338349
123=	1	urn:lsid:biodiversity.org.au:afd.name:338350
123=	1	urn:lsid:biodiversity.org.au:afd.name:338457
123=	1	urn:lsid:biodiversity.org.au:afd.name:338484
123=	1	urn:lsid:biodiversity.org.au:afd.name:338485
123=	1	urn:lsid:biodiversity.org.au:afd.name:338486
123=	1	urn:lsid:biodiversity.org.au:afd.name:338491
123=	1	urn:lsid:biodiversity.org.au:afd.name:338495
123=	1	urn:lsid:biodiversity.org.au:afd.name:338496
123=	1	urn:lsid:biodiversity.org.au:afd.name:338552
123=	1	urn:lsid:biodiversity.org.au:afd.name:338553
123=	1	urn:lsid:biodiversity.org.au:afd.name:339054
123=	1	urn:lsid:biodiversity.org.au:afd.name:339417
123=	1	urn:lsid:biodiversity.org.au:afd.name:340381
123=	1	urn:lsid:biodiversity.org.au:afd.name:340382
123=	1	urn:lsid:biodiversity.org.au:afd.name:340526
123=	1	urn:lsid:biodiversity.org.au:afd.name:340528
123=	1	urn:lsid:biodiversity.org.au:afd.name:341115
123=	1	urn:lsid:biodiversity.org.au:afd.name:341232
123=	1	urn:lsid:biodiversity.org.au:afd.name:341463
123=	1	urn:lsid:biodiversity.org.au:afd.name:341535
123=	1	urn:lsid:biodiversity.org.au:afd.name:341647
123=	1	urn:lsid:biodiversity.org.au:afd.name:342655
123=	1	urn:lsid:biodiversity.org.au:afd.name:342954
123=	1	urn:lsid:biodiversity.org.au:afd.name:342970
123=	1	urn:lsid:biodiversity.org.au:afd.name:343012
123=	1	urn:lsid:biodiversity.org.au:afd.name:343134
123=	1	urn:lsid:biodiversity.org.au:afd.name:343374
123=	1	urn:lsid:biodiversity.org.au:afd.name:343398
123=	1	urn:lsid:biodiversity.org.au:afd.name:343543
123=	1	urn:lsid:biodiversity.org.au:afd.name:343760
123=	1	urn:lsid:biodiversity.org.au:afd.name:343823
123=	1	urn:lsid:biodiversity.org.au:afd.name:343824
123=	1	urn:lsid:biodiversity.org.au:afd.name:343826
123=	1	urn:lsid:biodiversity.org.au:afd.name:343996
123=	1	urn:lsid:biodiversity.org.au:afd.name:344004
123=	1	urn:lsid:biodiversity.org.au:afd.name:344017
123=	1	urn:lsid:biodiversity.org.au:afd.name:344169
123=	1	urn:lsid:biodiversity.org.au:afd.name:344609
123=	1	urn:lsid:biodiversity.org.au:afd.name:344610
123=	1	urn:lsid:biodiversity.org.au:afd.name:344737
123=	1	urn:lsid:biodiversity.org.au:afd.name:344769
123=	1	urn:lsid:biodiversity.org.au:afd.name:345271
123=	1	urn:lsid:biodiversity.org.au:afd.name:345349
123=	1	urn:lsid:biodiversity.org.au:afd.name:345598
123=	1	urn:lsid:biodiversity.org.au:afd.name:345610
123=	1	urn:lsid:biodiversity.org.au:afd.name:345614
123=	1	urn:lsid:biodiversity.org.au:afd.name:345615
123=	1	urn:lsid:biodiversity.org.au:afd.name:345692
123=	1	urn:lsid:biodiversity.org.au:afd.name:345786
123=	1	urn:lsid:biodiversity.org.au:afd.name:345880
123=	1	urn:lsid:biodiversity.org.au:afd.name:346304
123=	1	urn:lsid:biodiversity.org.au:afd.name:346436
123=	1	urn:lsid:biodiversity.org.au:afd.name:346516
123=	1	urn:lsid:biodiversity.org.au:afd.name:346635
123=	1	urn:lsid:biodiversity.org.au:afd.name:346682
123=	1	urn:lsid:biodiversity.org.au:afd.name:346704
123=	1	urn:lsid:biodiversity.org.au:afd.name:346857
123=	1	urn:lsid:biodiversity.org.au:afd.name:346858
123=	1	urn:lsid:biodiversity.org.au:afd.name:346859
123=	1	urn:lsid:biodiversity.org.au:afd.name:347100
123=	1	urn:lsid:biodiversity.org.au:afd.name:347101
123=	1	urn:lsid:biodiversity.org.au:afd.name:347102
123=	1	urn:lsid:biodiversity.org.au:afd.name:347128
123=	1	urn:lsid:biodiversity.org.au:afd.name:347130
123=	1	urn:lsid:biodiversity.org.au:afd.name:347198
123=	1	urn:lsid:biodiversity.org.au:afd.name:347200
123=	1	urn:lsid:biodiversity.org.au:afd.name:347236
123=	1	urn:lsid:biodiversity.org.au:afd.name:347309
123=	1	urn:lsid:biodiversity.org.au:afd.name:347449
123=	1	urn:lsid:biodiversity.org.au:afd.name:347450
123=	1	urn:lsid:biodiversity.org.au:afd.name:347637
123=	1	urn:lsid:biodiversity.org.au:afd.name:347638
123=	1	urn:lsid:biodiversity.org.au:afd.name:347639
123=	1	urn:lsid:biodiversity.org.au:afd.name:347739
123=	1	urn:lsid:biodiversity.org.au:afd.name:347740
123=	1	urn:lsid:biodiversity.org.au:afd.name:347741
123=	1	urn:lsid:biodiversity.org.au:afd.name:348162
123=	1	urn:lsid:biodiversity.org.au:afd.name:348484
123=	1	urn:lsid:biodiversity.org.au:afd.name:348485
123=	1	urn:lsid:biodiversity.org.au:afd.name:348509
123=	1	urn:lsid:biodiversity.org.au:afd.name:348510
123=	1	urn:lsid:biodiversity.org.au:afd.name:348520
123=	1	urn:lsid:biodiversity.org.au:afd.name:348684
123=	1	urn:lsid:biodiversity.org.au:afd.name:348831
123=	1	urn:lsid:biodiversity.org.au:afd.name:348856
123=	1	urn:lsid:biodiversity.org.au:afd.name:349393
123=	1	urn:lsid:biodiversity.org.au:afd.name:349713
123=	1	urn:lsid:biodiversity.org.au:afd.name:349714
123=	1	urn:lsid:biodiversity.org.au:afd.name:349716
123=	1	urn:lsid:biodiversity.org.au:afd.name:349786
123=	1	urn:lsid:biodiversity.org.au:afd.name:349856
123=	1	urn:lsid:biodiversity.org.au:afd.name:350374
123=	1	urn:lsid:biodiversity.org.au:afd.name:350379
123=	1	urn:lsid:biodiversity.org.au:afd.name:350441
123=	1	urn:lsid:biodiversity.org.au:afd.name:350442
123=	1	urn:lsid:biodiversity.org.au:afd.name:350444
123=	1	urn:lsid:biodiversity.org.au:afd.name:350486
123=	1	urn:lsid:biodiversity.org.au:afd.name:350884
123=	1	urn:lsid:biodiversity.org.au:afd.name:350898
123=	1	urn:lsid:biodiversity.org.au:afd.name:350899
123=	1	urn:lsid:biodiversity.org.au:afd.name:350900
123=	1	urn:lsid:biodiversity.org.au:afd.name:351521
123=	1	urn:lsid:biodiversity.org.au:afd.name:352950
123=	1	urn:lsid:biodiversity.org.au:afd.name:353039
123=	1	urn:lsid:biodiversity.org.au:afd.name:353124
123=	1	urn:lsid:biodiversity.org.au:afd.name:353201
123=	1	urn:lsid:biodiversity.org.au:afd.name:353461
123=	1	urn:lsid:biodiversity.org.au:afd.name:353658
123=	1	urn:lsid:biodiversity.org.au:afd.name:353792
123=	1	urn:lsid:biodiversity.org.au:afd.name:353793
123=	1	urn:lsid:biodiversity.org.au:afd.name:353794
123=	1	urn:lsid:biodiversity.org.au:afd.name:353795
123=	1	urn:lsid:biodiversity.org.au:afd.name:354155
123=	1	urn:lsid:biodiversity.org.au:afd.name:354168
123=	1	urn:lsid:biodiversity.org.au:afd.name:354717
123=	1	urn:lsid:biodiversity.org.au:afd.name:354861
123=	1	urn:lsid:biodiversity.org.au:afd.name:354869
123=	1	urn:lsid:biodiversity.org.au:afd.name:354987
123=	1	urn:lsid:biodiversity.org.au:afd.name:355004
123=	1	urn:lsid:biodiversity.org.au:afd.name:355122
123=	1	urn:lsid:biodiversity.org.au:afd.name:355386
123=	1	urn:lsid:biodiversity.org.au:afd.name:355388
123=	1	urn:lsid:biodiversity.org.au:afd.name:355389
